row_id,PCGDP,PCRS,FSR,TIG,RUUR,HBTP,IPR,URIR,GCR,WEI,SDEI,EPES,UGPR,UWPR,PCURA,REPC
168,0.165934,0.269032,0.703052,0.202959,0.382353,0.411825,0.344828,0.667817,0.757098,0.888751,0.915747,0.296531,0.992594,0.995375,0.86227,0.0236
169,0.185558,0.308647,0.696531,0.234903,0.411765,0.43294,0.431034,0.692946,0.772871,0.902041,0.928099,0.391409,0.994018,0.995375,0.888982,0.024545
170,0.20035,0.349682,0.717559,0.262618,0.382353,0.444881,0.482759,0.715844,0.77918,0.90796,0.935195,0.247424,0.992736,0.997533,0.906928,0.025586
171,0.219734,0.293116,0.683555,0.296677,0.352941,0.468181,0.5,0.723883,0.763407,0.908044,0.942906,0.299209,0.991027,0.998458,0.909015,0.026896
172,0.233501,0.318726,0.682557,0.333166,0.323529,0.492209,0.568966,0.724797,0.763407,0.936044,0.974333,0.316253,0.993021,0.993216,0.860184,0.028427
173,0.250534,0.347288,0.670579,0.357057,0.352941,0.551332,0.568966,0.726423,0.757098,0.936044,0.986371,0.286952,0.993876,0.99445,0.880217,0.029452
174,0.265467,0.374768,0.651799,0.387269,0.352941,0.582059,0.568966,0.729157,0.747634,0.936044,0.989447,0.334731,0.988606,0.981499,0.886477,0.025333
175,0.281879,0.404812,0.613074,0.414907,0.382353,0.610747,0.568966,0.747702,0.747634,0.936044,0.991788,0.336505,0.987751,0.991674,0.886477,0.026773
176,0.290609,0.407347,0.58629,0.428111,0.441176,0.627785,0.568966,0.768007,0.741325,0.936044,0.994553,0.293177,0.990172,0.995066,0.901503,0.030665
177,0.334554,0.480249,0.629074,0.420262,0.5,0.66521,0.568966,0.795888,0.785489,0.936044,0.995922,0.239971,0.990457,0.9963,0.937396,0.03292
178,0.355576,0.478545,0.588285,0.424574,0.5,0.694044,0.568966,0.814269,0.810726,0.936044,0.996602,0.159641,0.992451,0.997533,0.935309,0.03051
179,0.376575,0.531533,0.596824,0.433587,0.5,0.762633,0.568966,0.834459,0.81388,0.936044,0.997027,0.137086,0.995157,0.997533,0.936561,0.041593
180,0.407448,0.562412,0.59275,0.420188,0.5,0.762633,0.568966,0.846128,0.81388,0.936044,0.997027,0.137086,0.995157,0.997533,0.936561,0.041593
181,0.044303,0.051067,0.569942,0.07941,0.411765,0.240716,0.275862,0.539969,0.457413,0.767111,0.516248,0.57597,0.708019,0.782917,0.18823,0.009046
182,0.061056,0.071245,0.569209,0.077026,0.382353,0.240716,0.275862,0.533161,0.539432,0.820141,0.625043,0.677451,0.752742,0.792476,0.229549,0.009581
183,0.059567,0.087778,0.509654,0.121964,0.205882,0.297364,0.275862,0.507877,0.580442,0.81993,0.63256,0.615873,0.819114,0.857539,0.249583,0.009987
184,0.080113,0.104142,0.493948,0.079214,0.294118,0.354012,0.275862,0.516608,0.62776,0.848635,0.709514,0.572902,0.856716,0.91551,0.276294,0.00995
185,0.103254,0.129333,0.506646,0.051636,0.323529,0.354012,0.327586,0.541549,0.637224,0.898025,0.734104,0.440824,0.923515,0.922294,0.299249,0.011093
186,0.113826,0.155573,0.547456,0.109208,0.382353,0.366827,0.413793,0.550474,0.646688,0.882318,0.769304,0.393688,0.931349,0.927228,0.323456,0.01268
187,0.118291,0.183197,0.561039,0.155506,0.441176,0.392748,0.5,0.576622,0.690852,0.881947,0.783174,0.401106,0.944452,0.942646,0.368948,0.013871
188,0.120106,0.208308,0.593218,0.20521,0.352941,0.408475,0.534483,0.604316,0.694006,0.872983,0.793183,0.375656,0.939752,0.95498,0.388147,0.013952
189,0.117134,0.192991,0.468844,0.360055,0.323529,0.42828,0.586207,0.604461,0.694006,0.867714,0.803995,0.345181,0.961686,0.964539,0.395659,0.014467
190,0.118853,0.208479,0.439848,0.384689,0.323529,0.450415,0.62069,0.612228,0.706625,0.879222,0.91409,0.422914,0.970375,0.978107,0.44783,0.015092
191,0.151841,0.224159,0.488253,0.350291,0.352941,0.47721,0.62069,0.617354,0.709779,0.879222,0.95127,0.433138,0.976357,0.93247,0.495826,0.015913
192,0.171238,0.244723,0.531296,0.382781,0.382353,0.516091,0.62069,0.641513,0.731861,0.879222,0.96347,0.524355,0.975787,0.990749,0.532972,0.016839
193,0.184633,0.263173,0.489792,0.38438,0.558824,0.553226,0.62069,0.667346,0.763407,0.879222,0.972142,0.662676,0.949153,0.977798,0.550083,0.018134
194,0.196348,0.248256,0.434507,0.369124,0.441176,0.63361,0.62069,0.69635,0.81388,0.879222,0.981417,0.711592,0.981484,0.987666,0.59975,0.02535
195,0.262477,0.287115,0.561141,0.25158,0.676471,0.65822,0.62069,0.721575,0.807571,0.879222,0.986742,0.571435,0.97009,0.985507,0.594741,0.029143
196,0.298236,0.275166,0.590578,0.195741,0.676471,0.655454,0.62069,0.731162,0.817035,0.879222,0.989651,0.545974,0.965247,0.95868,0.61227,0.029518
197,0.300405,0.289452,0.546093,0.233138,0.676471,0.676278,0.62069,0.765467,0.782334,0.879222,0.989415,0.496382,0.961829,0.949121,0.5601,0.038095
198,0.29943,0.299385,0.559918,0.387842,0.676471,0.676278,0.62069,0.78244,0.782334,0.879222,0.989415,0.496382,0.961829,0.949121,0.5601,0.038095
199,0.115514,0.131598,0.922016,0.26122,0.617647,0.141401,0.603448,0.493511,0.643533,0.689187,0.921569,0.0,0.700328,0.531298,0.225376,0.063178
200,0.135057,0.161963,0.915673,0.261724,0.588235,0.141401,0.603448,0.524046,0.700315,0.751449,0.935958,0.067162,0.913688,0.814061,0.317613,0.062981
201,0.143564,0.18564,0.877319,0.288755,0.588235,0.177079,0.603448,0.514073,0.716088,0.770922,0.943879,0.247997,0.949437,0.929078,0.358514,0.064411
202,0.16739,0.216039,0.867287,0.280128,0.617647,0.212757,0.603448,0.556093,0.731861,0.80257,0.952703,0.597433,0.939467,0.949738,0.361018,0.071049
203,0.191924,0.248386,0.854234,0.290302,0.617647,0.248143,0.689655,0.617075,0.725552,0.82013,0.966975,0.43898,0.876086,0.950355,0.353506,0.075865
204,0.202052,0.273486,0.878561,0.31515,0.617647,0.188583,0.741379,0.618187,0.728707,0.821872,0.97102,0.392291,0.927788,0.926611,0.391486,0.078726
205,0.218936,0.304279,0.877169,0.336365,0.647059,0.217854,0.793103,0.630316,0.73817,0.838996,0.974809,0.471437,0.955704,0.921986,0.378548,0.082602
206,0.236541,0.337316,0.921421,0.340939,0.647059,0.251201,0.827586,0.648089,0.735016,0.848822,0.977874,0.332541,0.952144,0.91551,0.382304,0.087717
207,0.257445,0.355191,0.751179,0.37061,0.617647,0.284986,0.896552,0.657736,0.735016,0.869115,0.981256,0.279352,0.965817,0.952513,0.398998,0.08964
208,0.280835,0.385252,0.799154,0.409948,0.617647,0.316004,0.931034,0.659707,0.766562,0.883739,0.99361,0.228993,0.963396,0.940179,0.376043,0.090377
209,0.310542,0.418017,0.776679,0.436581,0.617647,0.34178,0.931034,0.659751,0.801262,0.883739,0.99582,0.341049,0.955562,0.932162,0.368114,0.095914
210,0.335076,0.449022,0.795614,0.449723,0.647059,0.363623,0.931034,0.665418,0.817035,0.883739,0.996923,0.462742,0.952428,0.916744,0.390234,0.099856
211,0.359265,0.475735,0.752727,0.469014,0.676471,0.389253,0.931034,0.675939,0.794953,0.883739,0.997743,0.582305,0.970659,0.971014,0.398998,0.102119
212,0.366366,0.432601,0.763857,0.47739,0.617647,0.352556,0.931034,0.701274,0.801262,0.883739,0.997874,0.356023,0.985615,0.953438,0.384808,0.045076
213,0.411922,0.470287,0.799452,0.462833,0.617647,0.376292,0.931034,0.715922,0.782334,0.883739,0.998427,0.311533,0.975217,1.0,0.474124,0.051364
214,0.42851,0.472806,0.734638,0.45872,0.617647,0.400029,0.931034,0.735422,0.835962,0.883739,0.998642,0.278629,0.980202,0.991983,0.458264,0.042226
215,0.450145,0.493618,0.770804,0.468685,0.617647,0.420562,0.931034,0.756893,0.832808,0.883739,0.998834,0.260463,0.980345,0.990749,0.456594,0.058676
216,0.469025,0.494595,0.777654,0.499364,0.617647,0.420562,0.931034,0.778623,0.832808,0.883739,0.998834,0.260463,0.980345,0.990749,0.456594,0.058676
217,0.017079,0.025437,0.406828,0.18269,0.235294,0.035532,0.086207,0.356131,0.44164,0.0,0.631708,0.097967,0.736647,0.749923,0.30217,0.002566
218,0.025832,0.039298,0.378492,0.179836,0.235294,0.035532,0.086207,0.356883,0.460568,0.092444,0.703316,0.219638,0.772682,0.780142,0.325125,0.002942
219,0.031444,0.050918,0.359576,0.216184,0.264706,0.064511,0.086207,0.357189,0.492114,0.290789,0.74079,0.374058,0.888762,0.828245,0.414858,0.003333
220,0.046699,0.072546,0.361424,0.189629,0.264706,0.093345,0.086207,0.41886,0.533123,0.411074,0.781207,0.392383,0.891041,0.835029,0.428631,0.003753
221,0.065593,0.090772,0.347677,0.172173,0.323529,0.112567,0.155172,0.471331,0.608833,0.692366,0.895301,0.213157,0.872953,0.812211,0.429883,0.004387
222,0.074427,0.109225,0.368273,0.208359,0.352941,0.224843,0.241379,0.495007,0.611987,0.689932,0.907699,0.19516,0.904002,0.855072,0.446578,0.005137
223,0.084569,0.1277,0.390855,0.251933,0.382353,0.277851,0.310345,0.531124,0.618297,0.758132,0.921532,0.193742,0.90856,0.873882,0.479549,0.005735
224,0.094492,0.146544,0.3887,0.262773,0.411765,0.317752,0.327586,0.559883,0.66877,0.794974,0.928939,0.262798,0.900157,0.82732,0.488731,0.006597
225,0.104869,0.144951,0.348063,0.296361,0.5,0.351391,0.396552,0.580617,0.615142,0.818823,0.941108,0.265027,0.921094,0.922911,0.510851,0.007482
226,0.115986,0.161157,0.322907,0.323673,0.5,0.375856,0.448276,0.603531,0.615142,0.873071,0.982333,0.200485,0.940892,0.929078,0.543406,0.008731
227,0.130056,0.180255,0.298853,0.351988,0.705882,0.41896,0.448276,0.620245,0.662461,0.873071,0.987807,0.148866,0.968665,0.92692,0.564274,0.009702
228,0.145466,0.197535,0.284836,0.373457,0.676471,0.456822,0.448276,0.654928,0.687697,0.873071,0.989438,0.109011,0.97365,0.932162,0.641903,0.010364
229,0.15881,0.208473,0.277011,0.379759,0.588235,0.51449,0.448276,0.682655,0.716088,0.873071,0.990779,0.144255,0.983478,0.965464,0.746244,0.012437
230,0.16543,0.19247,0.241123,0.394232,0.529412,0.559342,0.448276,0.731737,0.731861,0.873071,0.991833,0.131497,0.990884,0.990133,0.823038,0.021666
231,0.192201,0.208449,0.277403,0.367087,0.617647,0.622543,0.448276,0.7586,0.697161,0.873071,0.993948,0.099295,0.992451,0.994141,0.829716,0.024723
232,0.200364,0.2042,0.250744,0.364497,0.617647,0.686035,0.448276,0.790159,0.760252,0.873071,0.995181,0.116529,0.992024,0.997225,0.84975,0.022316
233,0.209752,0.20455,0.257489,0.378116,0.617647,0.748799,0.448276,0.816469,0.766562,0.873071,0.994198,0.051763,0.988748,0.996608,0.853088,0.029545
234,0.223664,0.209119,0.247276,0.3814,0.617647,0.748799,0.448276,0.839311,0.766562,0.873071,0.994198,0.051763,0.988748,0.996608,0.853088,0.029545
235,0.041331,0.026033,0.333199,0.141936,0.205882,0.376875,0.310345,0.409687,0.438486,0.729813,0.656939,0.334975,0.897023,0.972865,0.387312,0.008068
236,0.053664,0.037985,0.31214,0.11735,0.264706,0.376875,0.310345,0.401447,0.435331,0.75938,0.707606,0.340255,0.837772,0.7786,0.351836,0.009509
237,0.054345,0.046509,0.253301,0.180313,0.235294,0.429445,0.310345,0.445919,0.574132,0.755918,0.711734,0.311389,0.84817,0.970089,0.355175,0.010319
238,0.076782,0.059897,0.260068,0.09524,0.411765,0.482161,0.310345,0.535781,0.577287,0.804876,0.77269,0.361506,0.940179,0.974406,0.381886,0.01187
239,0.099125,0.076866,0.28342,0.122916,0.411765,0.529198,0.344828,0.571386,0.583596,0.858586,0.758123,0.251971,0.945734,0.974406,0.404841,0.013226
240,0.11491,0.092412,0.304634,0.163872,0.352941,0.558031,0.413793,0.590556,0.561514,0.86047,0.777621,0.253307,0.951574,0.973173,0.422371,0.013973
241,0.132538,0.107964,0.342701,0.233234,0.352941,0.58337,0.5,0.622514,0.577287,0.872803,0.795398,0.235221,0.948298,0.940796,0.486227,0.015524
242,0.147081,0.122127,0.363643,0.246802,0.411765,0.606087,0.517241,0.633482,0.589905,0.889925,0.809383,0.216191,0.955419,0.942954,0.518364,0.018268
243,0.144027,0.139175,0.322244,0.325101,0.5,0.627494,0.603448,0.581649,0.611987,0.896525,0.826874,0.173247,0.966244,0.963306,0.569699,0.019998
244,0.146296,0.150681,0.281764,0.344845,0.617647,0.652978,0.603448,0.578645,0.643533,0.91512,0.911376,0.121807,0.969947,0.964847,0.597245,0.02113
245,0.171052,0.161616,0.284425,0.353281,0.588235,0.698267,0.603448,0.582249,0.690852,0.91512,0.937536,0.055849,0.976072,0.961455,0.656928,0.021935
246,0.197197,0.169192,0.272331,0.372069,0.647059,0.747634,0.603448,0.602798,0.678233,0.91512,0.955577,0.173662,0.971656,0.927845,0.680301,0.024356
247,0.207651,0.177602,0.262494,0.395076,0.735294,0.77603,0.603448,0.641353,0.687697,0.91512,0.963713,0.135294,0.97892,0.955288,0.819282,0.025945
248,0.207941,0.143279,0.228866,0.381573,0.647059,0.722441,0.603448,0.708014,0.719243,0.91512,0.978324,0.108443,0.977069,0.985199,0.887312,0.046153
249,0.250525,0.174249,0.267265,0.309107,0.764706,0.747051,0.603448,0.73322,0.722397,0.91512,0.983129,0.149642,0.982908,0.982424,0.738314,0.058464
250,0.281044,0.154531,0.239568,0.259875,0.764706,0.711082,0.603448,0.772434,0.735016,0.91512,0.988345,0.164725,0.980487,0.984274,0.827212,0.048043
251,0.299452,0.189651,0.252632,0.280434,0.764706,0.807339,0.603448,0.79694,0.735016,0.91512,0.9906,0.152221,0.979205,0.988899,0.852671,0.07102
252,0.321622,0.191893,0.282936,0.325573,0.764706,0.807339,0.603448,0.820113,0.735016,0.91512,0.9906,0.152221,0.979205,0.988899,0.852671,0.07102
253,0.118064,0.120033,0.915882,0.141013,0.411765,0.166303,0.396552,0.719467,0.77918,0.732636,0.902989,0.17531,0.963111,0.983657,0.63606,0.077102
254,0.146055,0.156455,0.876215,0.15652,0.382353,0.166303,0.396552,0.704258,0.772871,0.788747,0.924433,0.349405,0.97479,0.9963,0.677796,0.083704
255,0.165589,0.185695,0.83407,0.177332,0.411765,0.196156,0.396552,0.694566,0.753943,0.813542,0.93552,0.473917,0.977069,0.989208,0.683639,0.091391
256,0.204225,0.224615,0.863991,0.20873,0.411765,0.225863,0.396552,0.717012,0.757098,0.846061,0.947485,0.335307,0.987466,0.986432,0.718698,0.114464
257,0.243597,0.265607,0.860978,0.226958,0.411765,0.274501,0.465517,0.748292,0.757098,0.870241,0.955369,0.317143,0.986184,0.987049,0.74374,0.127157
258,0.266597,0.305607,0.868166,0.245409,0.441176,0.312655,0.517241,0.750573,0.760252,0.889004,0.961798,0.320458,0.991881,0.990749,0.76419,0.136259
259,0.294888,0.347922,0.877559,0.275518,0.470588,0.37571,0.551724,0.766244,0.766562,0.910158,0.967194,0.350729,0.99416,0.990441,0.800501,0.149106
260,0.321854,0.390677,0.890469,0.301964,0.470588,0.417795,0.586207,0.782518,0.772871,0.924108,0.971153,0.328568,0.992736,0.992291,0.828464,0.155989
261,0.354342,0.447781,0.862309,0.321362,0.470588,0.455366,0.62069,0.786432,0.77918,0.934515,0.975782,0.391809,0.993733,0.994758,0.850584,0.164041
262,0.385137,0.496082,0.845215,0.354815,0.470588,0.506772,0.637931,0.788883,0.782334,0.948573,0.984578,0.336903,0.993448,0.995683,0.890234,0.173382
263,0.428442,0.550696,0.795356,0.359353,0.470588,0.551041,0.637931,0.790364,0.785489,0.948573,0.990811,0.319135,0.996154,0.999383,0.900668,0.181563
264,0.46613,0.596387,0.762596,0.370707,0.470588,0.589195,0.637931,0.795524,0.788644,0.948573,0.993013,0.315383,0.997294,0.999383,0.883139,0.191978
265,0.493999,0.626082,0.717211,0.392113,0.470588,0.63128,0.637931,0.800708,0.798107,0.948573,0.994078,0.355074,0.996724,1.0,0.891903,0.201981
266,0.515248,0.608084,0.674434,0.403462,0.411765,0.619048,0.637931,0.824064,0.801262,0.948573,0.997784,0.270923,0.998861,1.0,0.899833,0.051006
267,0.59203,0.694409,0.702095,0.384181,0.617647,0.639435,0.637931,0.840066,0.807571,0.948573,0.998489,0.245246,0.998861,1.0,0.900668,0.056265
268,0.615675,0.685457,0.628443,0.381907,0.617647,0.66288,0.637931,0.857539,0.820189,0.948573,0.998783,0.172278,0.998861,1.0,0.902337,0.059684
269,0.647532,0.722251,0.662433,0.394156,0.617647,0.688802,0.637931,0.873571,0.817035,0.948573,0.998915,0.130106,0.999145,1.0,0.907346,0.0689
270,0.693846,0.75722,0.667914,0.417937,0.617647,0.688802,0.637931,0.88657,0.817035,0.948573,0.998915,0.130106,0.999145,1.0,0.907346,0.0689
271,0.02492,0.023658,0.413528,0.074085,0.352941,0.034222,0.0,0.584004,0.662461,0.638686,0.777467,0.115306,0.803162,0.833179,0.269616,0.005171
272,0.036472,0.037696,0.383168,0.087107,0.352941,0.034222,0.0,0.622971,0.747634,0.721773,0.825942,0.299206,0.860134,0.891767,0.292988,0.00485
273,0.043101,0.048791,0.34736,0.097357,0.352941,0.060871,0.0,0.615539,0.829653,0.735985,0.846922,0.320976,0.88919,0.938329,0.336394,0.005649
274,0.060443,0.064633,0.384012,0.068599,0.382353,0.08752,0.0,0.652963,0.899054,0.7765,0.8771,0.286437,0.891184,0.920752,0.406093,0.006303
275,0.082354,0.08419,0.396473,0.073878,0.470588,0.115625,0.068966,0.707283,0.905363,0.782863,0.895637,0.147625,0.918957,0.936479,0.432387,0.007069
276,0.094587,0.103086,0.440222,0.092829,0.470588,0.229503,0.137931,0.707933,0.880126,0.803084,0.908261,0.229658,0.920239,0.928153,0.457012,0.008066
277,0.109688,0.12231,0.454606,0.105561,0.411765,0.261395,0.224138,0.72632,0.851735,0.826093,0.919289,0.216446,0.930209,0.930003,0.46828,0.009013
278,0.123464,0.142203,0.474333,0.130536,0.382353,0.29882,0.241379,0.738954,0.835962,0.848487,0.929419,0.15235,0.931349,0.931545,0.489566,0.010036
279,0.134571,0.179821,0.48126,0.182557,0.352941,0.331149,0.327586,0.748661,0.820189,0.848324,0.934881,0.190329,0.926364,0.924453,0.524207,0.010676
280,0.150516,0.205354,0.453222,0.233671,0.352941,0.363332,0.431034,0.755516,0.804416,0.872384,0.948462,0.286088,0.9332,0.92877,0.554674,0.011606
281,0.168339,0.235223,0.423525,0.25952,0.382353,0.4376,0.431034,0.758075,0.85489,0.872384,0.967551,0.328392,0.962683,0.941721,0.578464,0.012517
282,0.193154,0.266033,0.39995,0.316642,0.352941,0.48187,0.431034,0.765099,0.876972,0.872384,0.977316,0.338887,0.962968,0.947888,0.639816,0.013516
283,0.212633,0.292607,0.366974,0.324494,0.5,0.533858,0.431034,0.775384,0.864353,0.872384,0.980987,0.368006,0.969662,0.952205,0.663189,0.014994
284,0.223636,0.295133,0.351476,0.332056,0.411765,0.62196,0.431034,0.792988,0.892744,0.872384,0.991819,0.406291,0.965674,0.957447,0.65818,0.021156
285,0.264269,0.345222,0.395608,0.324937,0.529412,0.69084,0.431034,0.809142,0.908517,0.872384,0.993977,0.425798,0.982339,0.974406,0.826795,0.022628
286,0.277877,0.355422,0.38392,0.344494,0.529412,0.711519,0.431034,0.825132,0.899054,0.872384,0.99501,0.404561,0.983193,0.980574,0.913189,0.025683
287,0.287846,0.371788,0.388257,0.361091,0.529412,0.799039,0.431034,0.849233,0.908517,0.872384,0.995936,0.415954,0.990884,0.984582,0.952838,0.028527
288,0.308926,0.39297,0.377096,0.406834,0.529412,0.799039,0.431034,0.864455,0.908517,0.872384,0.995936,0.415954,0.990884,0.984582,0.952838,0.028527
289,0.04439,0.052298,0.518407,0.140293,0.235294,0.136741,0.189655,0.629313,0.580442,0.753553,0.745729,0.345423,0.932488,0.999075,0.398581,0.024491
290,0.057203,0.071899,0.495666,0.130922,0.176471,0.136741,0.189655,0.599438,0.649842,0.787677,0.803904,0.538259,0.958838,0.999075,0.436144,0.024365
291,0.063765,0.087764,0.440381,0.171995,0.205882,0.167468,0.189655,0.579668,0.690852,0.797506,0.830466,0.602007,0.96952,0.999075,0.470785,0.02913
292,0.079541,0.107127,0.460325,0.169852,0.205882,0.198194,0.189655,0.633065,0.776025,0.824253,0.858134,0.542488,0.986754,0.999075,0.555509,0.030426
293,0.099229,0.131629,0.48176,0.171582,0.235294,0.228484,0.275862,0.697047,0.757098,0.853534,0.863306,0.357947,0.998006,1.0,0.57596,0.033805
294,0.109198,0.156185,0.503935,0.185014,0.264706,0.268239,0.37931,0.7079,0.722397,0.849318,0.879699,0.383766,0.997009,0.998767,0.57596,0.036482
295,0.116013,0.18157,0.514844,0.20151,0.264706,0.302898,0.448276,0.732276,0.728707,0.85747,0.890387,0.51134,0.976499,0.995375,0.59182,0.0388
296,0.121281,0.207321,0.517647,0.218604,0.294118,0.336974,0.5,0.752343,0.750789,0.867364,0.902304,0.551228,0.918245,0.978107,0.603088,0.040629
297,0.128028,0.156343,0.458201,0.267255,0.294118,0.37105,0.517241,0.753787,0.728707,0.877248,0.913102,0.699368,0.983051,0.986432,0.609766,0.041134
298,0.140252,0.172372,0.459019,0.289714,0.264706,0.402942,0.568966,0.752317,0.716088,0.907755,0.959921,0.586182,0.984048,0.985199,0.620618,0.042164
299,0.152789,0.190651,0.477053,0.329705,0.264706,0.465123,0.568966,0.751715,0.747634,0.907755,0.970781,0.750297,0.982624,0.970706,0.619366,0.044834
300,0.163484,0.20706,0.440649,0.364534,0.382353,0.513325,0.568966,0.760401,0.741325,0.907755,0.97818,0.798502,0.989745,0.990749,0.656093,0.037997
301,0.17813,0.22276,0.435229,0.394013,0.441176,0.52512,0.568966,0.770849,0.763407,0.907755,0.983066,0.871584,0.992309,0.999383,0.664023,0.03896
302,0.183875,0.212852,0.406022,0.382367,0.323529,0.562254,0.568966,0.795543,0.782334,0.907755,0.990754,0.804004,0.996012,1.0,0.710351,0.036346
303,0.21055,0.224978,0.458933,0.3559,0.441176,0.589777,0.568966,0.826366,0.782334,0.907755,0.991302,0.524211,0.997009,1.0,0.707429,0.039234
304,0.220987,0.225718,0.419337,0.383841,0.441176,0.653269,0.568966,0.849719,0.810726,0.907755,0.992841,0.432031,0.993591,1.0,0.716194,0.039509
305,0.233923,0.247254,0.430991,0.408187,0.441176,0.752148,0.568966,0.858989,0.807571,0.907755,0.993337,0.417518,0.994303,1.0,0.669449,0.051842
306,0.256701,0.263365,0.398479,0.43143,0.441176,0.752148,0.568966,0.874469,0.807571,0.907755,0.993337,0.417518,0.994303,1.0,0.669449,0.051842
307,0.036449,0.039845,0.447479,0.042234,0.352941,0.071356,0.103448,0.58091,0.511041,0.722412,0.781588,0.403992,0.556616,0.649399,0.282554,0.008165
308,0.05037,0.057247,0.426431,0.016554,0.352941,0.071356,0.103448,0.592457,0.545741,0.770652,0.830515,0.415337,0.5287,0.554733,0.244574,0.008489
309,0.056727,0.071445,0.364796,0.044776,0.323529,0.106451,0.103448,0.592574,0.574132,0.77105,0.85376,0.394469,0.613873,0.640456,0.267112,0.009925
310,0.073534,0.092501,0.383767,0.048145,0.352941,0.141401,0.103448,0.639969,0.583596,0.800758,0.877683,0.331049,0.621564,0.723404,0.259182,0.010644
311,0.091307,0.114794,0.384761,0.07582,0.352941,0.166303,0.137931,0.688216,0.583596,0.827836,0.892215,0.235337,0.660875,0.77305,0.283389,0.011483
312,0.103086,0.136752,0.387368,0.106677,0.441176,0.310033,0.172414,0.702545,0.59306,0.83638,0.908821,0.224643,0.6858,0.745914,0.293823,0.012066
313,0.11496,0.159763,0.415729,0.135969,0.441176,0.365079,0.258621,0.730281,0.615142,0.853209,0.917957,0.194268,0.743341,0.758249,0.314274,0.013066
314,0.127974,0.182929,0.440168,0.164045,0.470588,0.409058,0.293103,0.750195,0.637224,0.868507,0.928286,0.191713,0.768694,0.783842,0.318447,0.013679
315,0.138664,0.20448,0.427999,0.197967,0.470588,0.452308,0.327586,0.757832,0.618297,0.878665,0.936152,0.296402,0.800883,0.787234,0.334725,0.014492
316,0.152222,0.230268,0.404876,0.233237,0.470588,0.497015,0.396552,0.769427,0.66877,0.910637,0.980166,0.298292,0.84233,0.797101,0.372705,0.014708
317,0.172173,0.259729,0.39547,0.257016,0.529412,0.551769,0.396552,0.771176,0.671924,0.910637,0.993593,0.351165,0.913972,0.872957,0.411519,0.015758
318,0.194819,0.288867,0.388516,0.314395,0.470588,0.622688,0.396552,0.779099,0.690852,0.910637,0.994964,0.510333,0.947301,0.896701,0.439482,0.016364
319,0.211344,0.321228,0.376233,0.337012,0.411765,0.667249,0.396552,0.79917,0.722397,0.910637,0.996027,0.439073,0.957983,0.919211,0.465359,0.018192
320,0.212865,0.305275,0.38101,0.349483,0.411765,0.677297,0.396552,0.839249,0.750789,0.910637,0.997503,0.29872,0.95485,0.944187,0.470785,0.022688
321,0.230542,0.335796,0.429591,0.359384,0.352941,0.76307,0.396552,0.856241,0.741325,0.910637,0.997912,0.218659,0.966529,0.979032,0.514608,0.024779
322,0.232153,0.336325,0.377976,0.402608,0.352941,0.809815,0.396552,0.879704,0.700315,0.910637,0.997957,0.146639,0.974505,0.978415,0.535058,0.028263
323,0.237285,0.362682,0.388765,0.42618,0.352941,0.853648,0.396552,0.900915,0.801262,0.910637,0.997937,0.129113,0.989745,0.98304,0.567613,0.032873
324,0.259133,0.388245,0.360612,0.41976,0.352941,0.853648,0.396552,0.915648,0.801262,0.910637,0.997937,0.129113,0.989745,0.98304,0.567613,0.032873
325,0.130115,0.147494,0.957244,0.192901,0.382353,0.199942,0.586207,0.78102,0.567823,0.757389,0.911507,0.149347,0.968381,0.987049,0.440735,0.070782
326,0.151019,0.181925,0.914909,0.199661,0.323529,0.199942,0.586207,0.801451,0.618297,0.788924,0.927957,0.211261,0.967526,0.990749,0.465776,0.073443
327,0.162281,0.210343,0.838317,0.23795,0.382353,0.232562,0.586207,0.806961,0.634069,0.797868,0.936449,0.208304,0.970517,0.994141,0.500417,0.076788
328,0.196616,0.251371,0.844712,0.248232,0.411765,0.265181,0.586207,0.82871,0.637224,0.827506,0.948787,0.286998,0.986754,0.993525,0.528381,0.088107
329,0.227098,0.303,0.852405,0.257956,0.441176,0.293287,0.62069,0.847519,0.640379,0.850463,0.957016,0.198932,0.9906,0.995066,0.563022,0.097249
330,0.241931,0.340267,0.86016,0.287723,0.470588,0.26722,0.672414,0.845776,0.687697,0.868243,0.96236,0.171154,0.992736,0.9963,0.577629,0.099345
331,0.260117,0.37991,0.83288,0.305649,0.470588,0.309451,0.706897,0.854664,0.700315,0.887376,0.967137,0.205951,0.997151,0.999075,0.575543,0.10452
332,0.275835,0.420063,0.828659,0.305924,0.470588,0.349934,0.741379,0.868788,0.716088,0.901962,0.970353,0.250137,0.997294,0.997842,0.599332,0.105692
333,0.297193,0.439867,0.743898,0.338418,0.5,0.41663,0.775862,0.875208,0.709779,0.910975,0.974454,0.281604,0.998718,0.998458,0.587646,0.10825
334,0.32037,0.482764,0.785037,0.370583,0.5,0.455366,0.793103,0.876632,0.722397,0.92702,0.99421,0.246091,0.999288,0.999075,0.571369,0.113901
335,0.353166,0.528294,0.796966,0.399392,0.558824,0.507208,0.793103,0.881438,0.70347,0.92702,0.995634,0.281426,0.999573,1.0,0.552588,0.1228
336,0.387733,0.567982,0.789983,0.417646,0.588235,0.543032,0.793103,0.889007,0.728707,0.92702,0.996949,0.236468,1.0,1.0,0.584725,0.129309
337,0.41287,0.624102,0.718418,0.446371,0.617647,0.571865,0.793103,0.897643,0.73817,0.92702,0.997473,0.307588,1.0,1.0,0.625209,0.136722
