row_id,ADMINCODE,REGION,ZONE,YEAR,PCGDP,PCRS,FSR,TIG,RUUR,HBTP,IPR,URIR,GCR,WEI,SDEI,EPES,UGPR,UWPR,PCURA,REPC,SCORE_ENTROPY,SCORE_CV,SCORE_DM,SCORE_PCA,SCORE_FACTOR
366,420000,湖北,中部,2012,39149,16748.6594014876,48.4880804513018,38.7921685280356,3.8,43.78,40,2.403053,38.9,12.8458804208774,0.0027550916519483,2.54349312062642,95.09,98.24,15.85,415.162722,0.170241,0.244625,0.453159,0.533837,0.17742
367,420000,湖北,中部,2013,43835,19033.9772335288,50.1234087815813,41.9576010717945,3.5,49.69,43,2.338836,38.1,11.5869650878714,0.002361888249665,2.50980750975032,95.09,98.19,15.85,493.328279,0.20216,0.281461,0.502735,0.573114,0.218103
368,420000,湖北,中部,2014,48635,21405.2613480055,52.0231448172431,43.3133513442697,3.1,54.59,45,2.290718,37.9,10.6827750061079,0.0020671267363262,2.1033004671524,94.71,98.75,16.57,552.349515,0.22929,0.312579,0.546948,0.612853,0.235284
369,420000,湖北,中部,2015,52021,25381.0256410256,49.007148401067,45.0322963353546,2.6,58.64,47,2.283941,37.5,10.3409240706565,0.0018171631953598,2.3780173622661,94.49,98.83,16.15,595.209581,0.261246,0.348336,0.589747,0.64801,0.246908
370,420000,湖北,中部,2016,56844,28210.5352591334,48.2962736922737,46.2312235780889,2.4,61.27,51,2.309312,37.6,8.23874913800858,0.0006530147213144,2.26748331771234,96.3,99.12,16.14,626.989336,0.283568,0.37424,0.625313,0.68923,0.26199
371,420000,湖北,中部,2017,63169,31368.0555555556,47.7605620135093,48.3206660400161,2.6,63.74,51,2.308789,38.4,8.23874913800858,0.0004664965758023,2.05417819639302,97.13,99.27,15.74,660.911777,0.291728,0.382323,0.632244,0.704366,0.269291
372,420000,湖北,中部,2018,71097,34811.8979212439,45.5629233963465,49.7356146780258,2.6,66.51,51,2.300374,38.4,8.23874913800858,0.0002874684688972,2.91116202621286,97.64,99.37,17.0,715.814558,0.322226,0.417032,0.672744,0.729168,0.255533
373,420000,湖北,中部,2019,76712,38917.1587649739,42.5154418766883,50.4006251513351,2.4,68.04,51,2.294003,38.9,8.23874913800858,0.0002571044927249,3.53980635391037,97.92,99.16,17.45,789.345712,0.349561,0.447489,0.706332,0.753,0.24114
374,420000,湖北,中部,2020,73687,32279.0252393386,29.747432155852,53.3376739643526,3.4,71.2,51,2.251073,41.1,8.23874913800858,0.0002260228580729,2.59603358095816,98.4,99.56,18.89,957.082552,0.303171,0.396286,0.647087,0.736687,0.145363
375,420000,湖北,中部,2021,86551,38698.2847341338,41.3846303161084,52.1526735234932,3.0,74.44,51,2.205926,42.8,8.23874913800858,0.0001838646309132,2.10621313969449,98.86,99.87,18.74,972.110793,0.340962,0.438078,0.702197,0.779233,0.193793
376,420000,湖北,中部,2022,90358,40254.7912388775,38.0470716743179,53.0240777221819,3.0,77.06,51,2.162768,42.9,8.23874913800858,0.0001611627990754,1.96222809481126,99.5,99.93,19.67,1125.375303,0.351405,0.449118,0.715056,0.794949,0.167288
377,420000,湖北,中部,2023,95538,44337.4443302501,39.7113904938881,54.682314402655,3.0,81.56,51,2.112901,43.4,8.23874913800858,0.0001413887276089,2.02536382670525,96.06,99.95,21.2,1374.801587,0.380513,0.480366,0.751942,0.817076,0.173357
378,420000,湖北,中部,2024,102832,46633.8704148097,39.472694806855,54.9497608851416,3.0,81.56,51,2.080912,43.4,8.23874913800858,0.0001413887276089,2.02536382670525,96.06,99.95,21.2,1374.801587,0.390472,0.490428,0.761014,0.826611,0.175315
379,430000,湖南,中部,2007,14626,5380.33044846577,44.6968747927459,41.5077271013947,4.3,27.03,27,3.064586,35.6,27.1469495449895,0.0097388401270798,2.19891969963818,83.27,93.71,11.41,201.849894,0.049779,0.091359,0.208044,0.277165,0.265046
380,430000,湖南,中部,2008,17758,6618.49529780564,40.9416390025039,41.3499124467163,4.2,27.03,27,2.971714,35.8,22.1386879388719,0.0074287634646337,2.36287828146067,84.26,94.57,12.01,220.698998,0.059594,0.105899,0.231624,0.322506,0.227833
381,430000,湖南,中部,2009,19979,7670.46518888542,38.3462116139773,42.9216773142929,4.1,30.02,27,2.972444,36.6,20.3775209820869,0.0063533446072904,3.33101102043032,85.6,94.82,12.59,238.279747,0.08361,0.136596,0.272972,0.357243,0.211108
382,430000,湖南,中部,2010,24005,9060.27397260274,40.0258281282378,41.5196830676178,4.2,33.0,27,2.841663,36.6,17.2148989039636,0.0051450145431897,3.36061691483378,86.5,95.17,12.95,264.778523,0.09371,0.149828,0.296104,0.385632,0.192994
383,430000,湖南,中部,2011,28766,10954.2622701717,43.0892761790068,40.2400211472376,4.2,36.12,30,2.767439,36.8,14.740206185567,0.0036241078509119,2.42163623763051,88.45,95.68,13.62,292.738818,0.10138,0.159058,0.317551,0.421746,0.189208
384,430000,湖南,中部,2012,32203,12623.2169954477,43.2668123330906,41.0836885586027,4.2,43.23,33,2.763335,37.0,14.3448451469312,0.0030414198951299,2.65671279436756,91.33,96.42,13.49,311.032731,0.124047,0.186326,0.358294,0.456056,0.192238
385,430000,湖南,中部,2013,35702,14408.3333333333,43.2941296854115,42.6511560742742,4.2,46.94,36,2.697087,37.6,13.0483920289486,0.0027236973990452,2.74297627955463,91.93,96.86,13.8,343.113426,0.143951,0.210598,0.394206,0.489042,0.200384
386,430000,湖南,中部,2014,39181,16220.6927847527,45.099035751727,43.99006232299,4.1,52.77,39,2.641153,38.6,11.9762144869075,0.0024098480369996,2.74027480477859,91.24,97.05,13.76,367.121257,0.167519,0.238758,0.435952,0.523757,0.21918
387,430000,湖南,中部,2015,43155,16993.8019652305,43.9091105866581,45.9903429039967,4.1,58.52,40,2.623306,39.7,11.0063913436539,0.0020866475580441,2.60093005069195,92.28,97.3,14.27,380.675883,0.181914,0.256741,0.464067,0.555646,0.209917
388,430000,湖南,中部,2016,46606,18867.9245283019,42.5589510282119,48.6035619945873,4.2,62.41,44,2.622297,40.6,9.68308295655274,0.0010021553470432,2.69515203907142,93.28,96.81,14.59,404.275686,0.20072,0.279386,0.496543,0.587829,0.22201
389,430000,湖南,中部,2017,51030,20795.5676164631,40.1465050026276,51.3475483399895,4.0,65.94,44,2.624304,41.2,9.68308295655274,0.0008155941362358,2.52249471932733,93.5,96.52,13.72,427.109635,0.213692,0.293641,0.511585,0.60917,0.232819
390,430000,湖南,中部,2018,54763,22809.7965335343,38.2485183050988,53.2385348626606,3.6,69.93,44,2.603988,41.2,9.68308295655274,0.000631439290718,2.55213841363387,93.64,96.35,16.96,449.090285,0.244587,0.330053,0.562934,0.646324,0.204174
391,430000,湖南,中部,2019,60104,24933.5843373494,37.4283395690044,52.2513354104993,2.7,73.19,44,2.587983,41.2,9.68308295655274,0.0004795195279502,3.02050428033386,96.65,97.71,17.69,470.725664,0.284218,0.377579,0.62757,0.698036,0.183517
392,430000,湖南,中部,2020,62537,24106.9977426637,35.8040396852125,51.3995272322869,2.7,78.2,44,2.5142,41.5,9.68308295655274,0.0002464939604165,2.92248245594201,97.29,98.94,19.72,1130.948905,0.301909,0.397005,0.653137,0.720485,0.135218
393,430000,湖南,中部,2021,68913,27449.1090305044,39.0449822833464,51.4900412350837,2.3,80.44,44,2.452364,42.2,9.68308295655274,0.0001857219420958,2.33763737913639,97.45,98.99,20.15,1241.491754,0.323975,0.421155,0.684809,0.75074,0.145321
394,430000,湖南,中部,2022,71917,27957.2986069049,34.4961580851483,52.6874214127413,2.3,82.44,44,2.419984,42.3,9.68308295655274,0.0001463457713221,1.8522822942721,97.7,99.01,20.35,1268.676078,0.322268,0.41836,0.680494,0.759966,0.121892
395,430000,湖南,中部,2023,75938,29560.7490864799,35.0742919408169,53.1238940353389,2.3,81.29,44,2.353759,42.0,9.68308295655274,0.000130566313891,1.77860208409873,98.59,99.86,21.49,1243.629949,0.33056,0.428395,0.695002,0.77365,0.115499
396,430000,湖南,中部,2024,81225,31295.1521639394,36.1757585674487,54.0976122935883,2.3,81.29,44,2.307827,42.0,9.68308295655274,0.000130566313891,1.77860208409873,98.59,99.86,21.49,1243.629949,0.340163,0.438898,0.706405,0.783044,0.128615
397,620000,甘肃,西部,2007,10501,3353.21821036107,28.2687239020345,39.4415162050017,3.3,28.6,25,4.163658,24.1,16.5732122163657,0.0195581473589772,4.97527171498801,64.46,91.76,9.83,213.673233,0.059576,0.082647,0.137847,0.177589,0.336165
398,620000,甘肃,西部,2008,12048,4012.5441003528,27.3607798188821,40.7103558290198,3.2,28.6,25,3.884615,25.9,15.453983136374,0.0163427418042126,4.83772704273928,65.32,87.85,10.37,227.492625,0.068887,0.096496,0.162248,0.201967,0.316731
399,620000,甘肃,西部,2009,12802,4630.13698630137,22.9956350097891,42.1197564483064,3.3,30.95,25,3.848316,27.3,15.0751155034727,0.0153076522963008,4.26469172256636,73.03,89.66,11.29,243.810096,0.067152,0.098362,0.174794,0.241662,0.261163
400,620000,甘肃,西部,2010,15421,5607.421875,24.0763186207084,39.5770469356188,3.2,33.3,25,3.688284,27.1,12.9931282805487,0.0139919365063265,4.6514319955331,74.29,91.57,12.2,262.079511,0.083895,0.120905,0.213037,0.277734,0.225308
401,620000,甘肃,西部,2011,18846,6947.10031347962,25.1289609432572,41.5765326247172,3.1,34.78,27,3.671576,27.9,12.2967053499139,0.0129523137287467,4.74475782139747,75.62,92.5,12.58,281.386633,0.102418,0.144394,0.247436,0.312203,0.239572
402,620000,甘肃,西部,2012,21141,8095.6862745098,25.2675328710987,42.81211177245,2.7,43.56,31,3.646116,30.0,11.6469192115852,0.0106154159945115,3.49589232651634,77.81,92.77,12.56,306.534273,0.119212,0.165699,0.288673,0.371069,0.234816
403,620000,甘肃,西部,2013,23647,9337.01221915649,26.2930698556472,44.5988860254385,2.3,44.95,35,3.555734,32.1,10.802061684263,0.0093440851276082,3.02300811388886,80.22,93.68,14.02,333.509934,0.143722,0.198098,0.343171,0.429211,0.233761
404,620000,甘肃,西部,2014,25724,10542.4733306993,26.4675446293316,46.0143593519882,2.2,47.25,37,3.473634,30.8,10.1210419734904,0.0088303878252331,2.88059366749426,83.48,94.95,15.3,350.855578,0.160079,0.218647,0.376435,0.460715,0.232078
405,620000,甘肃,西部,2015,25946,10848.5929449069,25.1447617051627,50.6024463898972,2.1,49.14,39,3.426615,30.2,10.2296922185279,0.0087026812677302,3.2231240133725,85.77,97.28,15.18,384.079602,0.177911,0.24241,0.410344,0.493008,0.258423
406,620000,甘肃,西部,2016,27396,11842.0634920635,24.9829366704444,52.4573314610808,2.2,51.47,42,3.445487,31.5,9.60132601803732,0.002268417319301,3.02378072589785,88.15,97.93,15.42,398.969831,0.187433,0.257206,0.438725,0.540603,0.256135
407,620000,甘肃,西部,2017,29103,12712.9262490087,24.6858771834259,53.9915765943817,2.7,55.83,42,3.437717,33.3,9.60132601803732,0.0017896329412406,3.0928084637639,90.56,98.81,16.51,426.987768,0.190969,0.26346,0.452983,0.558997,0.229463
408,620000,甘肃,西部,2018,32178,13660.4373757455,23.0911158651514,54.4958724596192,2.8,61.71,42,3.402658,33.5,9.60132601803732,0.0015485988573684,3.38844662175954,90.91,97.9,17.91,467.035573,0.207118,0.282062,0.479347,0.57302,0.202101
409,620000,甘肃,西部,2019,34707,14499.8007174173,21.522674359753,55.017606643497,3.0,68.43,42,3.356839,36.0,9.60132601803732,0.0012949772317997,2.69561696527989,92.66,98.04,19.31,498.706548,0.210377,0.287196,0.495366,0.60031,0.15383
410,620000,甘肃,西部,2020,35848,14047.181127549,21.0056684440601,55.3103110348898,3.3,68.7,42,3.269722,36.3,9.60132601803732,0.0009554884907068,2.7388672719412,94.8,98.15,20.25,871.548117,0.212965,0.290271,0.498958,0.604487,0.132078
411,620000,甘肃,西部,2021,40976,15412.4497991968,24.8442676612375,52.9020585790426,3.4,73.56,42,3.165136,36.3,9.60132601803732,0.000828321353479,2.03592754974507,96.87,99.46,22.2,981.153184,0.2222,0.300764,0.521733,0.626936,0.098241
412,620000,甘肃,西部,2022,44646,14698.2343499197,21.3205517293219,51.1931951013362,3.4,75.8,42,3.088533,36.2,9.60132601803732,0.000689661373568,2.65928459348486,96.93,99.5,22.21,954.601227,0.229063,0.309447,0.533643,0.63206,0.06202
413,620000,甘肃,西部,2023,47867,16114.8073022312,22.1941607582787,51.7692476272358,3.4,82.75,42,3.033508,36.8,9.60132601803732,0.0006549334951701,3.2363075045004,97.98,99.67,21.84,1238.559708,0.254653,0.338916,0.570791,0.6549,0.060817
414,620000,甘肃,西部,2024,52825,16815.2969894223,21.9881842421708,53.4096240069523,3.4,82.75,42,2.966466,36.8,9.60132601803732,0.0006549334951701,3.2363075045004,97.98,99.67,21.84,1238.559708,0.261857,0.347351,0.580221,0.664414,0.070196
415,350000,福建,东部,2007,25915,8893.41085271318,76.809716243521,41.3120871579308,3.9,25.47,51,2.609119,37.0,24.3413828600841,0.0047793171484944,1.06518492488799,97.34,98.86,10.98,1045.242165,0.13525,0.199077,0.385142,0.428131,0.471708
416,350000,福建,东部,2008,30153,10625.7213520198,73.2517666912773,40.6950364990212,3.9,25.47,51,2.643118,38.9,21.6130006037432,0.0039243308512779,1.2331680905671,97.23,97.47,12.05,1226.19883,0.145957,0.210969,0.397677,0.449573,0.433536
417,350000,福建,东部,2009,33999,12223.1314784506,66.044538255585,41.7149161304869,3.9,28.74,51,2.650051,39.7,19.8108406277933,0.0033797440832333,2.39619781558556,98.63,99.18,12.58,1397.873633,0.170267,0.241096,0.434379,0.487382,0.386379
418,350000,福建,东部,2010,40773,14378.554021121,67.930906323558,40.1759706715547,3.8,32.0,51,2.629605,41.0,15.8974837527079,0.0027268788535244,2.34736798636061,98.92,99.5,12.58,1625.568182,0.188701,0.262265,0.462437,0.52531,0.374974
419,350000,福建,东部,2011,47928,16586.1522198732,68.3069630330546,39.67585125323,3.7,34.98,57,2.543789,41.4,17.6461264559625,0.0021721537920603,1.72642822698778,98.67,99.11,13.46,1707.129338,0.208058,0.282558,0.492639,0.546738,0.380483
420,350000,福建,东部,2012,52959,18892.2155688623,68.1177372962608,39.794558881069,3.6,37.17,61,2.523613,42.0,12.6921305353455,0.0018389654642979,1.86385426653883,98.6,99.13,14.13,2001.599488,0.234835,0.313418,0.533372,0.591541,0.385107
421,350000,福建,东部,2013,58255,21300.6435006435,69.0644551616267,39.7852807081471,3.6,41.37,64,2.47032,42.8,11.5135221607018,0.0016041735173615,1.90954118873827,98.85,99.42,13.4,2276.296783,0.256406,0.337147,0.562983,0.619335,0.39802
422,350000,福建,东部,2014,63709,23692.5221799747,71.437082287477,39.776923354489,3.5,43.3,66,2.428617,42.8,10.4473560766736,0.0014273056398619,1.86893277285511,98.83,99.49,13.61,2452.768512,0.277104,0.359777,0.591292,0.642073,0.415039
423,350000,福建,东部,2015,67649,30805.7228915663,63.5808855502077,41.5775834747106,3.7,45.07,70,2.412456,43.0,9.57765804731632,0.0012599041742016,2.38830661888554,98.56,99.55,13.8,2601.09215,0.302502,0.386115,0.616917,0.667932,0.398249
424,350000,福建,东部,2016,74024,34121.015936255,62.0954764466483,43.1639952177349,3.9,45.11,70,2.401093,43.3,8.00475524664465,0.0008159570947064,3.04883753566918,97.21,99.52,14.41,2688.461538,0.32106,0.406738,0.637247,0.684286,0.398584
425,350000,福建,东部,2017,83758,37869.3726937269,59.9688310579294,45.319776375198,3.9,46.63,70,2.387573,43.7,8.00475524664465,0.0003531073446327,2.57570743891635,97.45,99.56,17.41,2792.09202,0.341725,0.428888,0.66457,0.714445,0.371137
426,350000,福建,东部,2018,94719,41857.6998050682,62.2305589640552,45.1330910519595,3.7,48.84,70,2.36356,44.3,8.00475524664465,0.0002804501677531,2.566686462405,98.29,99.69,20.59,2980.590406,0.37757,0.468871,0.716301,0.751228,0.349219
427,350000,福建,东部,2019,102722,46190.2344694223,60.1215455904276,46.4615631777653,3.5,50.9,70,2.331357,44.5,8.00475524664465,0.0002962675953183,3.53588962431542,98.42,99.86,21.37,3144.620015,0.41567,0.511919,0.76485,0.781597,0.342605
428,350000,福建,东部,2020,105106,45801.7303532805,59.0295431452618,47.4890273936792,3.8,52.2,70,2.258621,44.6,8.00475524664465,0.0001806983026283,2.99879220106976,99.21,99.9,18.83,2266.307692,0.386826,0.481768,0.735399,0.773985,0.355149
429,350000,福建,东部,2021,118750,50327.6809171244,65.0063788253739,47.1013454760411,3.3,53.45,70,2.201558,44.3,8.00475524664465,0.0001313397664936,2.68928972163728,99.34,99.92,20.97,2456.501182,0.427454,0.525998,0.790213,0.812086,0.370904
430,350000,福建,东部,2022,123618,52529.6084049666,58.6730085992107,49.3811467571781,3.3,55.49,70,2.1538,44.1,8.00475524664465,0.0001159082084261,2.15454682827232,99.67,99.97,21.96,2217.825739,0.428375,0.526822,0.792707,0.828925,0.338942
431,350000,福建,东部,2023,129865,55817.8340903658,61.3039923951128,49.9879496128238,3.3,57.87,70,2.101377,44.2,8.00475524664465,0.0001046819893625,2.05635740239172,99.77,99.97,23.33,2817.423617,0.456064,0.555255,0.822411,0.848508,0.342669
432,350000,福建,东部,2024,137920,58122.5852611495,59.4404639942379,51.5229999480618,3.3,57.87,70,2.060053,44.2,8.00475524664465,0.0001046819893625,2.05635740239172,99.77,99.97,23.33,2817.423617,0.466839,0.566448,0.831932,0.861222,0.344792
433,540000,西藏,西部,2007,11991,3896.1937716263,7.31379598358572,57.1345539087475,4.0,30.99,28,4.060791,24.4,9.69485614646905,0.0005521650682941,1.73221483821767,65.1,90.58,15.51,28.193833,0.032851,0.061421,0.133442,0.301075,0.258637
434,540000,西藏,西部,2008,13703,4452.05479452055,6.53601639258131,57.7096936212958,3.9,30.99,28,4.004106,25.1,8.58864892014063,0.0005022601707684,1.50002627016235,74.8,86.59,13.46,26.754386,0.030478,0.059334,0.130319,0.308089,0.262098
435,540000,西藏,西部,2009,15154,5290.54054054054,6.40035734796758,57.2358088400269,3.8,30.54,28,3.914464,29.6,7.75185102086605,0.0003814224814897,2.07389445472529,81.4,92.53,13.32,32.608696,0.046237,0.086823,0.181125,0.37762,0.212631
436,540000,西藏,西部,2010,17209,6413.33333333333,6.65105981416957,57.1456424254241,4.0,30.1,28,3.700703,25.4,7.4575940729187,0.0007603821407681,2.13596109175377,79.83,97.42,13.25,32.758621,0.04668,0.08742,0.182929,0.382035,0.219453
437,540000,西藏,西部,2011,20083,7686.08414239482,7.22322618089723,56.5985282093213,3.2,31.73,30,3.376177,24.1,7.57972199509403,0.0006868356500408,2.11710701613222,83.44,91.93,13.48,36.401674,0.077096,0.122478,0.231845,0.39993,0.225793
438,540000,西藏,西部,2012,22762,8822.22222222222,9.56325800251839,57.5612503520135,2.6,27.15,33,3.222534,32.4,6.59391720642073,0.000591382709096,2.61448737490887,29.79,75.39,14.22,41.975309,0.101661,0.136383,0.216113,0.301533,0.349997
439,540000,西藏,西部,2013,26209,10164.0378548896,9.36794471118297,57.4981888432746,2.5,35.26,37,3.112162,18.1,6.0432262738469,0.00050712388312,1.69671993769163,38.62,96.95,13.19,44.813278,0.109073,0.147546,0.246641,0.378901,0.370119
440,540000,西藏,西部,2014,29275,11215.3846153846,10.4824084149438,57.6034904756837,2.5,37.51,39,2.991711,43.8,5.7997233159519,0.0004469511546238,2.46560551998718,57.13,89.07,14.44,49.166667,0.146428,0.211425,0.367802,0.507917,0.2196
441,540000,西藏,西部,2015,31847,14457.5757575758,9.92645462047399,58.255033557047,2.5,43.25,45,3.087943,42.6,5.64046021093001,0.0005177372962607,4.11376369927468,79.98,88.06,24.98,54.468085,0.219903,0.304281,0.514843,0.594609,0.108805
442,540000,西藏,西部,2016,35015,15855.8823529412,9.82317157646822,57.2975277067349,2.6,43.67,46,3.057181,32.6,5.23699914748508,0.0002983802216538,2.08126046927543,52.99,67.57,16.82,51.93133,0.164479,0.209134,0.332308,0.385654,0.316401
443,540000,西藏,西部,2017,39158,17730.659025788,11.0485510779219,56.4269829503336,2.7,47.78,46,2.969119,34.8,5.23699914748508,0.0002223869532987,2.77298833489899,56.77,92.8,14.7,57.51073,0.18363,0.246724,0.408271,0.523439,0.264327
444,540000,西藏,西部,2018,44051,20107.3446327684,11.688858668074,54.0751743735469,2.8,48.8,46,2.951703,37.3,5.23699914748508,0.0002324980625161,2.27992368116589,55.05,85.9,12.21,67.948718,0.175357,0.23131,0.377789,0.49226,0.276512
445,540000,西藏,西部,2019,47491,21822.7146814404,10.1469546337561,54.42337142184,2.9,48.67,46,2.88858,37.6,5.23699914748508,0.0002002591589115,1.86995771911781,60.11,95.03,15.75,105.084746,0.185885,0.249609,0.417944,0.558182,0.205281
446,540000,西藏,西部,2020,52280,21153.0054644809,9.9953865359217,54.5277763178641,2.9,50.9,46,2.81929,38.1,5.23699914748508,0.000299574289168,2.21310585638558,63.2,98.78,20.74,154.468085,0.210601,0.283395,0.476367,0.605799,0.137523
447,540000,西藏,西部,2021,56831,23404.3715846994,10.6373426870119,55.7061820978752,2.6,53.69,46,2.746456,38.2,5.23699914748508,0.0001057590616286,1.35421137537555,68.09,98.9,21.48,206.465517,0.223755,0.298898,0.501339,0.640016,0.128076
448,540000,西藏,西部,2022,58908,21472.5274725275,6.92755054030498,54.7297925774347,2.6,54.91,46,2.677412,40.8,5.23699914748508,0.0001255697144451,1.51138844109866,74.26,99.7,22.03,234.649123,0.224902,0.30497,0.518715,0.667764,0.064598
449,540000,西藏,西部,2023,65642,26394.5205479452,8.42357832980897,54.1104191917081,2.6,59.04,46,2.604899,42.5,5.23699914748508,0.0001295607472729,2.21465137307673,86.93,100.0,21.78,364.125561,0.257787,0.345774,0.576049,0.718218,0.034397
450,540000,西藏,西部,2024,75237,27913.5135135135,9.49461389597712,54.3021447430287,2.6,59.04,46,2.569469,42.5,5.23699914748508,0.0001295607472729,2.21465137307673,86.93,100.0,21.78,364.125561,0.26859,0.356967,0.586885,0.727994,0.042974
451,520000,贵州,西部,2007,7778,2362.88546255507,35.8486296203168,43.1852502194908,4.0,20.59,20,4.211401,30.5,19.3545215100966,0.0482914837576821,3.42343474981142,62.08,82.52,6.21,116.001535,0.0,0.0,0.0,0.0,0.451775
452,520000,贵州,西部,2008,9697,2989.98887652948,33.0084741741713,44.0633471251248,4.0,20.59,20,3.908545,29.8,15.9412184334427,0.03526893993437,3.83757674679016,67.82,88.69,6.22,123.342487,0.013597,0.028234,0.058276,0.107159,0.393959
453,520000,贵州,西部,2009,10814,3526.43483177834,30.3497125201309,45.3911375009723,3.8,22.84,20,3.951852,27.4,15.3392796950761,0.0304794254155106,4.03054792424231,68.49,92.09,6.29,133.104839,0.024665,0.043094,0.07988,0.144431,0.387798
454,520000,贵州,西部,2010,12882,4402.41448692153,32.7144678451467,46.3708785129453,3.6,25.1,20,3.734873,29.6,13.4593936711662,0.0254215534410267,3.32949224017457,69.72,94.1,6.65,181.198437,0.035834,0.062194,0.120331,0.210408,0.368919
455,520000,贵州,西部,2011,16024,5382.15297450425,34.368275984707,47.3164043023007,3.6,27.73,24,3.648144,32.3,13.8768786950638,0.0196648621696702,2.46510180492576,71.56,91.55,6.63,209.289141,0.042919,0.072509,0.143906,0.247418,0.372055
456,520000,贵州,西部,2012,18947,6318.09311402286,36.7985397433664,46.9105039897956,3.3,39.96,29,3.606901,32.8,13.5645634955949,0.0154415472694372,2.38525518202404,71.35,92.07,6.8,238.33698,0.077244,0.114344,0.212093,0.30571,0.375775
457,520000,贵州,西部,2013,22089,7161.89427312775,39.1353571266374,47.6941214834882,3.3,47.61,33,3.486775,34.5,11.6748817900189,0.0123715995033299,2.15528147768486,74.86,92.86,9.58,274.335106,0.106445,0.153473,0.282997,0.374333,0.346287
458,520000,贵州,西部,2014,25101,7987.21784063095,38.5759850965338,46.977575737755,3.3,51.94,35,3.380003,34.0,12.0910052217898,0.0100925532262811,2.40882917466411,76.3,94.47,10.33,324.396905,0.124064,0.175774,0.319204,0.405358,0.323097
459,520000,贵州,西部,2015,28547,13282.6321467098,38.1616956466557,46.2223697941372,3.3,55.65,38,3.327467,35.9,10.7013566075325,0.0080922113651456,2.4492955958878,84.06,95.43,11.22,378.817967,0.15102,0.209805,0.373289,0.466716,0.285035
460,520000,贵州,西部,2016,31589,15039.6487493348,36.6308805450502,46.3162714968963,3.2,59.15,43,3.305686,36.8,8.5410942641023,0.0029993894372646,2.98168150977393,85.66,96.03,12.11,416.666667,0.180023,0.247175,0.431304,0.526537,0.26973
461,520000,贵州,西部,2017,35988,16958.7168025243,34.9882493734444,48.5270554338718,3.2,65.08,43,3.278836,37.0,8.5410942641023,0.0026379231775618,2.71847059741746,87.74,96.54,12.18,478.661298,0.193527,0.262691,0.452724,0.553678,0.261906
462,520000,贵州,西部,2018,40271,18589.7435897436,34.3331981358655,50.0937915222885,3.2,68.23,43,3.251544,38.6,8.5410942641023,0.0021200792017299,2.67174054810644,87.25,96.68,13.51,510.160705,0.209175,0.28168,0.480151,0.579814,0.245243
463,520000,贵州,西部,2019,43727,19359.1476091476,29.7116700343266,50.7910288443763,3.1,73.14,43,3.198587,39.4,8.5410942641023,0.0013936180997417,3.1692425622905,91.8,98.33,14.53,562.0782,0.229664,0.308695,0.52128,0.621658,0.192881
464,520000,贵州,西部,2020,46355,20214.1005702436,31.131631675233,50.712749994401,3.8,71.7,43,3.100498,40.9,8.5410942641023,0.0009932588295894,2.54638905828034,94.55,98.9,21.23,887.991146,0.233172,0.314231,0.539782,0.638322,0.112865
465,520000,贵州,西部,2021,50476,22947.8193146418,35.2305273156935,50.7600752366563,4.5,77.08,43,3.050016,41.8,8.5410942641023,0.000735407480497,2.83970869461772,90.19,98.44,22.1,954.803866,0.242239,0.322727,0.550115,0.632752,0.118579
466,520000,贵州,西部,2022,51921,21829.356846473,32.238829947226,50.450765601887,4.5,80.31,43,2.997447,42.1,8.5410942641023,0.0006121816655339,2.0166251948265,93.26,98.88,26.69,942.766935,0.244798,0.327866,0.570739,0.658294,0.038501
467,520000,贵州,西部,2023,54172,22993.7904269081,33.5021035833454,51.1994759315842,4.5,81.6,43,2.886684,41.9,8.5410942641023,0.0006426532398043,2.0769863146187,94.8,98.1,25.77,1095.184968,0.253629,0.337505,0.580861,0.663941,0.054259
468,520000,贵州,西部,2024,58685,23863.9896373057,33.2640339015273,55.5779080694046,4.5,81.6,43,2.810166,41.9,8.5410942641023,0.0006426532398043,2.0769863146187,94.8,98.1,25.77,1095.184968,0.264291,0.350691,0.595937,0.679181,0.083047
469,210000,辽宁,东部,2007,24022,9534.2019543974,61.3672432947151,40.367462738773,4.3,43.09,44,2.734509,37.5,21.4722799790132,0.0119877188550552,1.74178701793366,91.99,96.94,9.61,1512.884835,0.131598,0.186384,0.348524,0.393185,0.368429
470,210000,辽宁,东部,2008,28185,11662.5724217845,62.9730244307918,38.3013256218229,3.9,43.09,44,2.756048,38.1,17.4679716915066,0.009318075088361,2.23736086150931,92.38,96.89,9.95,1631.612529,0.156363,0.216385,0.388205,0.436025,0.359161
471,210000,辽宁,东部,2009,29611,13390.0023036167,59.3209786794612,38.851564877455,3.9,45.54,44,2.841594,38.3,16.9444509468855,0.0082039997815179,2.07687920101104,93.74,97.23,10.41,1649.38989,0.16041,0.220459,0.392816,0.452814,0.334167
472,210000,辽宁,东部,2010,31888,15743.0857142857,62.7331952362774,37.7474579564345,3.6,48.0,44,2.771249,39.3,15.701229823766,0.0073559148838179,2.42316525962038,94.19,97.44,11.19,2168.27503,0.193077,0.257857,0.439957,0.487358,0.329934
473,210000,辽宁,东部,2011,37353,18486.6407855675,67.6715695687238,37.8045723300051,3.7,50.72,48,2.666583,39.8,14.2004536866627,0.0068860096973995,1.89971453076795,95.46,98.36,11.27,2327.382465,0.210322,0.277695,0.47131,0.520706,0.356375
