row_id,year,id,年末城镇人口比重,年末人口数,年末城镇人口数,年末农村人口数,城镇居民人均可支配收入（元）,农村居民人均可支配收入（元）,城-总收入,农-总收入,总收入,城总收/总,农总收/总,城总人/总,农总人/总,x1,x2,泰尔指数
119,2003,西藏,0.18125,272.0,48.97,223.03,8765.45,1690.76,429244.0865,377090.2028,806334.2893,0.532340112774614,0.467659887225386,0.18125,0.819963235294118,2.93704889806683,0.570342506951106,0.310946517069127
120,2003,陕西,0.3546,3672.0,1302.0912,2369.9088,6806.35,1675.66,8862488.43912,3971161.379808,12833649.818928,0.69056648452796,0.30943351547204,0.3546,0.6454,1.94745201502527,0.479444554496498,0.23280471803675
121,2003,甘肃,0.2738,2537.0,694.6306,1842.3694,6657.24,1673.05,4624322.615544,3082376.12467,7706698.740214,0.600039364639235,0.399960635360765,0.2738,0.7262,2.19152434126821,0.550758242028043,0.232229042237649
122,2003,青海,0.382,534.0,203.988,330.012,6745.32,1794.13,1375964.33616,592084.42956,1968048.76572,0.699151545493646,0.300848454506354,0.382,0.618,1.83023964788912,0.486809796935848,0.206024668859852
123,2003,宁夏,0.3692,580.0,214.136,365.864,6530.48,2043.3,1398410.86528,747569.9112,2145980.77648,0.65164184162627,0.34835815837373,0.3692,0.6308,1.76501040527159,0.552248190192977,0.16339426012834
124,2003,新疆,0.3439,1934.0,665.1026,1268.8974,7173.54,2106.19,4771140.105204,2672539.014906,7443679.12011,0.640965311402823,0.359034688597177,0.3439,0.6561,1.86381306020013,0.547225557989905,0.182620722469115
125,2004,北京,0.7953,1493.0,1187.3829,305.6171,15637.84,6170.33,18568103.808936,1885758.360643,20453862.169579,0.907804289233567,0.0921957107664334,0.7953,0.2047,1.14146144754629,0.450394288062694,0.0465728140596782
126,2004,天津,0.7521,1024.0,770.1504,253.8496,11467.16,5019.53,8831437.860864,1274205.682688,10105643.543552,0.873911475583263,0.126088524416737,0.7521,0.2479,1.16196180771608,0.50862656077748,0.0459416303688404
127,2004,河北,0.3583,6809.0,2439.6647,4369.3353,7951.31,3171.06,19398530.325757,13855424.396418,33253954.722175,0.583345063401476,0.416654936598524,0.3583,0.6417,1.62809116215874,0.649298638925547,0.104389554653202
128,2004,山西,0.3963,3335.0,1321.6605,2013.3395,7902.86,2589.6,10444897.89903,5213743.9692,15658641.86823,0.667037281197533,0.332962718802467,0.3963,0.6037,1.68316245570914,0.551536721554525,0.149180841983109
129,2004,内蒙古,0.4587,2393.0,1097.6691,1295.3309,8122.99,2606.37,8916355.122609,3376111.597833,12292466.720442,0.725351170386443,0.274648829613557,0.4587,0.5413,1.5813193162992,0.50738745541023,0.146055235615637
130,2004,辽宁,0.5601,4217.0,2361.9417,1855.0583,8007.56,3307.14,18913389.879252,6134937.506262,25048327.385514,0.755075961287141,0.244924038712859,0.5601,0.4399,1.3481091970847,0.556772081638689,0.0821161183555097
131,2004,吉林,0.4517,2709.0,1223.6553,1485.3447,7840.61,2999.62,9594203.981733,4455469.669014,14049673.650747,0.682877355035424,0.317122644964576,0.4517,0.5483,1.51179401159049,0.578374329681882,0.108595757226002
132,2004,黑龙江,0.528,3817.0,2015.376,1801.624,7470.71,3005.18,15056289.63696,5414204.41232,20470494.04928,0.735511785925341,0.264488214074659,0.528,0.472,1.39301474607072,0.560356385751396,0.0906134073418357
133,2004,上海,0.812,1835.0,1490.02,344.98,16682.82,7066.33,24857735.4564,2437742.5234,27295477.9798,0.910690608708005,0.0893093912919953,0.812,0.188,1.12154015850739,0.475049953680826,0.0379827037175313
134,2004,江苏,0.4818,7523.0,3624.5814,3898.4186,10481.93,4753.85,37992608.514102,18532497.26161,56525105.775712,0.672136884888889,0.327863115111111,0.4818,0.5182,1.39505372538167,0.632696092456795,0.0736922159319617
135,2004,浙江,0.54,4925.0,2659.5,2265.5,14546.38,5944.06,38686097.61,13466267.93,52152365.54,0.741789892163729,0.258210107836271,0.54,0.46,1.37368498548839,0.561326321383197,0.0864118242829812
136,2004,安徽,0.335,6228.0,2086.38,4141.62,7511.43,2499.33,15671697.3234,10351275.1146,26022972.438,0.602225489833568,0.397774510166432,0.335,0.665,1.79768802935394,0.59815715814501,0.148789081445136
137,2004,福建,0.463,3529.0,1633.927,1895.073,11175.37,4089.38,18259738.77799,7749673.62474,26009412.40273,0.702043494687847,0.297956505312153,0.463,0.537,1.51629264511414,0.554853827396933,0.116727005981614
138,2004,江西,0.3558,4284.0,1524.2472,2759.7528,7559.64,2786.78,11522760.103008,7690823.907984,19213584.010992,0.599719453508303,0.400280546491697,0.3558,0.6442,1.6855521458918,0.621360674467086,0.122638520471327
139,2004,山东,0.4415,9180.0,4052.97,5127.03,9437.8,3507.43,38251120.266,17982698.8329,56233819.0989,0.680215586971368,0.319784413028632,0.4415,0.5585,1.54069215622054,0.572577283847147,0.115696579497684
140,2004,河南,0.2891,9717.0,2809.1847,6907.8153,7704.9,2553.15,21644487.19503,17636688.633195,39281175.828225,0.55101423872036,0.44898576127964,0.2891,0.7109,1.90596416022262,0.631573725249177,0.149070387444335
141,2004,湖北,0.4368,5698.0,2488.8864,3209.1136,8022.75,2890.01,19967713.3656,9274370.395136,29242083.760736,0.682841671919807,0.317158328080193,0.4368,0.5632,1.56328221593362,0.563136235937843,0.122962189163051
142,2004,湖南,0.355,6698.0,2377.79,4320.21,8617.48,2837.76,20490557.7692,12259719.1296,32750276.8988,0.625660596168907,0.374339403831093,0.355,0.645,1.7624242145603,0.580371168730376,0.150882397692121
143,2004,广东,0.596,9111.0,5430.156,3680.844,13627.65,4365.87,74000265.4134,16070086.39428,90070351.80768,0.821582950751728,0.178417049248272,0.596,0.404,1.37849488381162,0.441626359525425,0.117903086235713
144,2004,广西,0.3194,4889.0,1561.5466,3327.4534,8689.99,2305.22,13569824.338534,7670512.126748,21240336.465282,0.638870498154034,0.361129501845966,0.3194,0.6806,2.00022072058245,0.530604616288519,0.214040248799178
145,2004,海南,0.4451,818.0,364.0918,453.9082,7735.78,2817.62,2816534.064604,1278940.822484,4095474.887088,0.687718553343795,0.312281446656205,0.4451,0.5549,1.54508774060614,0.562770673375753,0.119687754011271
146,2004,重庆,0.435,2793.0,1214.955,1578.045,9220.96,2510.41,11203051.4568,3961539.94845,15164591.40525,0.738763818781262,0.261236181218738,0.435,0.565,1.69830762938221,0.46236492251104,0.189755332966642
147,2004,四川,0.3525,8090.0,2851.725,5238.275,7709.87,2518.93,21986429.02575,13194848.04575,35181277.0715,0.624946871060601,0.375053128939399,0.3525,0.6475,1.77289892499461,0.579232631566639,0.153056414707298
148,2004,贵州,0.2628,3904.0,1025.9712,2878.0288,7322.05,1721.55,7512212.42496,4954670.48064,12466882.9056,0.602573432496554,0.397426567503446,0.2628,0.7372,2.29289738392905,0.539102777405652,0.254475601666826
149,2004,云南,0.281,4415.0,1240.615,3174.385,8870.88,1864.19,11005346.7912,5917656.77315,16923003.56435,0.650318765776535,0.349681234223465,0.281,0.719,2.31430165756774,0.4863438584471,0.293623664124817
150,2004,西藏,0.18394,276.0,50.4,225.6,9106.07,1861.31,458945.928,419911.536,878857.464,0.522207464576986,0.477792535423014,0.18394,0.817391304347826,2.83900981068276,0.58453342099624,0.288353608834167
151,2004,陕西,0.3641,3681.0,1340.2521,2340.7479,7492.47,1866.52,10041798.651687,4369052.770308,14410851.421995,0.696822023739721,0.303177976260278,0.3641,0.6359,1.91382044421786,0.476769895046829,0.227737818533973
152,2004,甘肃,0.2861,2541.0,726.9801,1814.0199,7376.74,1852.22,5362743.182874,3359963.939178,8722707.122052,0.614802618938835,0.385197381061165,0.2861,0.7139,2.14890814029652,0.539567700043654,0.232637549808391
153,2004,青海,0.3859,539.0,208.0001,330.9999,7319.67,1957.65,1522492.091967,647981.954235,2170474.046202,0.701456022766607,0.298543977233393,0.3859,0.6141,1.81771449278727,0.486148798621385,0.203854030174322
154,2004,宁夏,0.406,588.0,238.728,349.272,7217.87,2320.05,1723107.66936,810328.5036,2533436.17296,0.680146469743805,0.319853530256195,0.406,0.594,1.67523761020642,0.538473956660261,0.152930480315846
155,2004,新疆,0.3516,1963.0,690.1908,1272.8092,7503.42,2244.93,5178791.452536,2857367.557356,8036159.009892,0.644436159882008,0.355563840117992,0.3516,0.6484,1.83286734892494,0.548371129114732,0.176828196189233
156,2005,北京,0.8362,1538.0,1286.0756,251.9244,17652.95,7346.25917615576,22703028.26302,1850701.93519753,24553730.1982175,0.924626444932922,0.0753735550670784,0.8362,0.1638,1.10574796093389,0.460156013840527,0.0344411176031096
157,2005,天津,0.7511,1043.0,783.3973,259.6027,12638.55,5579.8702643663,9901005.945915,1448549.38627921,11349555.3321942,0.872369503131965,0.127630496868035,0.7511,0.2489,1.16145586890156,0.512778211603195,0.0453253521869993
158,2005,河北,0.3769,6851.0,2582.1419,4268.8581,9107.09,3481.63786256699,23515798.676071,14862617.9908858,38378416.6669568,0.612734988004801,0.387265011995199,0.3769,0.6231,1.62572297162324,0.621513419989086,0.113577796110433
159,2005,山西,0.4211,3355.0,1412.7905,1942.2095,8913.91,2890.65613502132,12593487.365855,5614259.80667169,18207747.1725267,0.691655439112043,0.308344560887957,0.4211,0.5789,1.64249688699131,0.532638730157121,0.148981680606767
160,2005,内蒙古,0.472,2403.0,1134.216,1268.784,9136.79,2988.86971229822,10363093.40664,3792230.06904858,14155323.4756886,0.732098664113071,0.267901335886929,0.472,0.528,1.55105649176498,0.507388893725245,0.139579649344094
161,2005,辽宁,0.587,4221.0,2477.727,1743.273,9107.55,3690.20621706972,22566022.53885,6433036.86264978,28999059.4014998,0.778163947541103,0.221836052458897,0.587,0.413,1.32566260228467,0.537133298931954,0.0815009750000916
162,2005,吉林,0.5252,2716.0,1426.4432,1289.5568,8690.62,3263.9900303584,12396675.802784,4209100.53878088,16605776.3415649,0.746527927860539,0.253472072139461,0.5252,0.4748,1.42141646584261,0.533850194059521,0.103430231409563
163,2005,黑龙江,0.531,3820.0,2028.42,1791.58,8272.51,3221.26893506586,16780124.7342,5771160.99868529,22551285.7328853,0.744087274355735,0.255912725644265,0.531,0.469,1.4012943019882,0.545656131437665,0.0960289970869527
164,2005,上海,0.8909,1890.26,1684.032634,206.227366,18645.03,8247.77150881439,31398838.981909,1700916.19363264,33099755.1755417,0.948612423729059,0.0513875762709415,0.8909,0.1091,1.06477991214397,0.471013531356017,0.0208545356324306
165,2005,江苏,0.5011,7588.0,3802.3468,3785.6532,12318.57,5276.28871688939,46839475.220076,19974199.2652162,66813674.4852922,0.701046239125597,0.298953760874403,0.5011,0.4989,1.39901464602993,0.599225818549614,0.0822897777687276
166,2005,浙江,0.5602,4990.9,2795.90218,2194.99782,16293.77,6659.95113541404,45555787.0634186,14618578.2235403,60174365.2869589,0.757063025861139,0.242936974138861,0.5602,0.4398,1.35141561203345,0.552380568755938,0.0838040570329256
167,2005,安徽,0.355,6120.0,2172.6,3947.4,8470.68,2640.96378876479,18403399.368,10424940.4597701,28828339.8277701,0.638378743900894,0.361621256099106,0.355,0.645,1.79824998281942,0.560653110231173,0.165356367912794
168,2005,福建,0.473,3557.39583333333,1682.64822916667,1874.74760416666,12321.31,4450.35572172575,20732430.4525136,8343293.72699474,29075724.1795083,0.713049495328655,0.286950504671345,0.473,0.526999999999999,1.50750421845382,0.544498111330826,0.118240476648494
169,2005,江西,0.37,4311.0,1595.07,2715.93,8619.66,3128.8877075781,13748961.0762,8497839.99164259,22246801.0678426,0.618019688955367,0.381980311044633,0.37,0.63,1.67032348366315,0.6063179540391,0.125930662044362
170,2005,山东,0.45,9248.0,4161.6,5086.4,10744.79,3930.54820895663,44715518.064,19992340.410037,64707858.474037,0.691036902139814,0.308963097860187,0.45,0.55,1.5356375603107,0.561751087018521,0.11823935227819
171,2005,河南,0.3065,9380.0,2874.97,6505.03,8667.97,2870.58261084805,24920153.7109,18673226.0010449,43593379.7119449,0.571649958676448,0.428350041323552,0.3065,0.6935,1.86508958785138,0.61766408265833,0.149931056343155
172,2005,湖北,0.432,5710.0,2466.72,3243.28,8785.94,3099.20063906088,21672453.9168,10051575.4486534,31724029.3654534,0.683155776560992,0.316844223439008,0.432,0.568,1.5813791124097,0.557824337040508,0.128142949351397
173,2005,湖南,0.37,6326.0,2340.62,3985.38,9523.97,3117.74494248479,22291994.6614,12425398.33888,34717393.00028,0.6420987503647,0.3579012496353,0.37,0.63,1.7354020280127,0.568097221643333,0.151570128635839
174,2005,广东,0.6068,9194.0,5578.9192,3615.0808,14769.94,4690.48652265041,82400301.848848,16956487.7706923,99356789.6195403,0.829337402752016,0.170662597247984,0.6068,0.3932,1.36673929260385,0.434035089643906,0.116667974701364
175,2005,广西,0.3362,4660.0,1566.692,3093.308,9286.7,2494.6667747581,14549398.5964,7716772.69169343,22266171.2880934,0.653430641853551,0.346569358146449,0.3362,0.6638,1.94357716196773,0.522099063191396,0.208989668084738
176,2005,海南,0.452,828.0,374.256,453.744,8123.94,3004.03190060023,3040433.28864,1363061.45070595,4403494.73934595,0.690459162236128,0.309540837763873,0.452,0.548,1.52756451822152,0.564855543364731,0.115724880524951
177,2005,重庆,0.452,2798.0,1264.696,1533.304,10243.46,2809.31893013421,12954862.88816,4307539.9528505,17262402.8410105,0.750466954541402,0.249533045458598,0.452,0.548,1.66032512066682,0.455352272734668,0.184193193674655
178,2005,四川,0.33,8212.0,2709.96,5502.04,8385.96,2802.77646286927,22725616.1616,15420988.2097652,38146604.3713652,0.595744143839418,0.404255856160582,0.33,0.67,1.80528528436187,0.603366949493405,0.147675089348451
179,2005,贵州,0.2687,3730.0,1002.251,2727.749,8151.13,1876.95807047639,8169478.19363,5119870.4997839,13289348.6934139,0.614738794360835,0.385261205639165,0.2687,0.7313,2.28782580707419,0.526816909119602,0.261844258348926
180,2005,云南,0.295,4450.0,1312.75,3137.25,9265.9,2041.79325725978,12163810.225,6405615.89633824,18569426.1213382,0.655045026460052,0.344954973539948,0.295,0.705,2.22049161511882,0.489297834808436,0.275979901442858
181,2005,西藏,0.2665,277.0,73.8205,203.1795,9431.18,2077.89517962849,696214.42319,422185.703649327,1118400.12683933,0.622509249133893,0.377490750866107,0.2665,0.7335,2.33586960275382,0.51464315046504,0.27736690425505
182,2005,陕西,0.3723,3690.18747315823,1373.85679625681,2316.33067690142,8272.02,2052.62910676935,11364570.8957723,4754567.76831061,16119138.6640829,0.70503586653145,0.29496413346855,0.3723,0.6277,1.89373050371058,0.469912591155887,0.227440288859225
183,2005,甘肃,0.3002,2545.1,764.03902,1781.06098,8086.82,1979.87940975539,6178646.0277164,3526285.96182076,9704931.98953716,0.636650110930975,0.363349889069025,0.3002,0.6998,2.12075320096927,0.519219618561053,0.24046547697505
184,2005,青海,0.3925,543.0,213.1275,329.8725,8057.85,2151.46390097975,1717349.425875,709708.775675943,2427058.20155094,0.707584772700373,0.292415227299627,0.3925,0.6075,1.80276375210286,0.481341937941773,0.203187101389503
185,2005,宁夏,0.4228,596.0,251.9888,344.0112,8093.64,2508.88659389159,2039506.631232,863085.087828559,2902591.71906056,0.70265019287387,0.29734980712613,0.4228,0.5772,1.66189733413877,0.515159056005076,0.159692082195232
186,2005,新疆,0.3715,2010.0,746.715,1263.285,7990.15,2482.15261765726,5966364.85725,3135666.16959715,9102031.02684715,0.655498189321893,0.344501810678107,0.3715,0.6285,1.76446349750173,0.548133350323161,0.165095342958578
187,2006,北京,0.8433,1601.0,1350.2,250.8,19977.52,8275.47,26973647.504,2075487.876,29049135.38,0.928552507713226,0.0714474922867739,0.8433,0.156652092442224,1.10109392590208,0.456090251798744,0.0333325780377551
188,2006,天津,0.7573,1075.0,814.0975,260.9025,14283.09,6227.94,11627827.861275,1624885.11585,13252712.977125,0.877392265368257,0.122607734631743,0.7573,0.2427,1.15857951322891,0.505182260534582,0.0454265133665469
189,2006,河北,0.3844,6898.0,2651.5912,4246.4088,10304.56,3801.82,27323480.615872,16144081.904016,43467562.519888,0.628594727467649,0.371405272532351,0.3844,0.6156,1.63526203815726,0.603322405023312,0.121472404934486
190,2006,山西,0.4301,3375.0,1451.5875,1923.4125,10027.7,3180.92,14556083.97375,6118221.2895,20674305.26325,0.704066414247275,0.295933585752725,0.4301,0.5699,1.63698306032847,0.519272829887216,0.153069688957531
191,2006,内蒙古,0.4864,2415.05148958154,1174.68104453246,1240.37044504908,10357.99,3341.88,12167334.5124568,4145169.18290062,16312503.6953574,0.745890069341081,0.254109930658919,0.4864,0.5136,1.53349109650716,0.494762326049296,0.140091473647981
192,2006,辽宁,0.5899,4271.0,2519.4629,1751.5371,10369.61,4090.4,26125847.682469,7164487.35384,33290335.036309,0.784787766598748,0.215212233401252,0.5899,0.4101,1.33037424410705,0.52477989124909,0.0852619825338384
193,2006,吉林,0.5297,2723.0,1442.3731,1280.6269,9775.07,3641.13,14099298.018617,4662929.024397,18762227.043014,0.751472519029493,0.248527480970507,0.5297,0.4703,1.41867570139606,0.528444569361062,0.104292706532102
194,2006,黑龙江,0.535,3823.0,2045.305,1777.695,9182.31,3552.43,18780624.55455,6315137.04885,25095761.6034,0.748358422085329,0.251641577914671,0.535,0.465,1.39880078894454,0.541164683687465,0.0966446381433364
195,2006,上海,0.887,1964.11,1742.16557,221.94443,20667.91,9138.65,36006921.2058587,2028272.4652195,38035193.6710782,0.94667379683249,0.0533262031675098,0.887,0.113,1.06727598290021,0.471913302367344,0.0215916995948826
196,2006,江苏,0.519,7656.0,3973.464,3682.536,14084.26,5813.23,55963300.07664,21407428.75128,77370728.82792,0.723313595779973,0.276686404220027,0.519,0.481,1.39366781460496,0.575231609605047,0.0870932374992314
197,2006,浙江,0.565,5071.8,2865.567,2206.233,18265.1,7334.81,52339867.8117,16182299.87073,68522167.68243,0.763838471285266,0.236161528714734,0.565,0.435,1.35192649785003,0.542900066010882,0.0860661302055227
198,2006,安徽,0.371,6110.0,2266.81,3843.19,9771.05,2969.08,22149113.8505,11410738.5652,33559852.4157,0.659988416401324,0.340011583598676,0.371,0.629,1.77894451860195,0.540558956436686,0.171008014146965
199,2006,福建,0.48,3584.51666666667,1720.568,1863.94866666667,13753.28,4834.75,23663453.46304,9011725.81616668,32675179.2792067,0.724202712427,0.275797287573,0.48,0.52,1.50875565088958,0.530379399178845,0.122953538238019
200,2006,江西,0.3868,4339.1287,1678.37498116,2660.75371884,9551.12,3459.53,16030360.8500569,9204957.31293855,25235318.1629955,0.635235139359705,0.364764860640295,0.3868,0.6132,1.64228319379448,0.594854632485804,0.125659380588453
201,2006,山东,0.461,9309.0,4291.449,5017.551,12192.24,4368.33,52322376.15576,21918318.55983,74240694.71559,0.704766790723103,0.295233209276897,0.461,0.539,1.52877828790261,0.547742503296655,0.121435966250323
202,2006,河南,0.3247,9392.0,3049.5824,6342.4176,9810.26,3261.03,29917196.235424,20682814.066128,50600010.301552,0.591248817087818,0.408751182912183,0.3247,0.6753,1.82090796762494,0.605288290999826,0.149142560293405
203,2006,湖北,0.438,5693.0,2493.534,3199.466,9802.65,3419.35,24443241.0651,10940094.0671,35383335.1322,0.690812241801815,0.309187758198185,0.438,0.562,1.5771968990909,0.550156153377553,0.130011904200427
204,2006,湖南,0.3871,6342.0,2454.9882,3887.0118,10504.67,3389.62,25788840.894894,13175492.937516,38964333.83241,0.661857610752816,0.338142389247184,0.3871,0.6129,1.70978457957328,0.551708907239654,0.153893819321445
205,2006,广东,0.63,9442.0,5948.46,3493.54,16015.58,5079.78,95268037.0068,17746414.6212,113014451.628,0.8429721653686,0.157027834631401,0.63,0.37,1.33805105614063,0.424399553057839,0.110899992139861
206,2006,广西,0.3464,4719.0,1634.6616,3084.3384,9898.75,2770.48,16181106.513,8545097.850432,24726204.363432,0.654411258402867,0.345588741597133,0.3464,0.6536,1.88917799769881,0.528746544671256,0.196073292015269
207,2006,海南,0.461,836.0,385.396,450.604,9395.13,3255.53,3620845.52148,1466954.84012,5087800.3616,0.711672090911469,0.288327909088531,0.461,0.539,1.54375724709646,0.534931185693007,0.1286388081228
208,2006,重庆,0.467,2808.0,1311.336,1496.664,11569.74,2873.83,15171816.57264,4301157.90312,19472974.47576,0.779121679203447,0.220878320796553,0.467,0.533,1.66835477345492,0.414405855153007,0.204210260690644
209,2006,四川,0.343,8169.0,2801.967,5367.033,9350.11,3002.38,26198699.66637,16113872.53854,42312572.20491,0.619170575106986,0.380829424893014,0.343,0.657,1.80516202655098,0.5796490485434,0.158034676571455
210,2006,贵州,0.2746,3690.0,1013.274,2676.726,9116.61,1984.62,9237623.88114,5312283.95412,14549907.83526,0.63489226088111,0.36510773911889,0.2746,0.7254,2.31206212993849,0.503319188198084,0.281470800585617
211,2006,云南,0.305,4483.0,1367.315,3115.685,10069.89,2250.46,13768711.64535,7011724.4651,20780436.11045,0.662580495046783,0.337419504953217,0.305,0.695,2.17239506572716,0.485495690580169,0.270235779939063
212,2006,西藏,0.2821,283.0,79.8343,203.1657,8941.08,2435.02,713804.863044,494712.542814,1208517.405858,0.590645082631,0.409354917369,0.2821,0.7179,2.09374364633463,0.570211613552027,0.206505160838502
213,2006,陕西,0.3912,3699.25263807238,1447.14763201391,2252.10500605847,9267.7,2260.19,13411730.1092153,5090185.21364329,18501915.3228586,0.724883336410339,0.275116663589661,0.3912,0.608800000000001,1.85297376383011,0.451899907341756,0.228578418134632
214,2006,甘肃,0.3109,2546.79,791.797011,1754.992989,8920.59,2134.05,7063296.49835649,3745242.78817545,10808539.2865319,0.653492235269734,0.346507764730266,0.3109,0.6891,2.10193707066495,0.502841045900836,0.247235242936823
215,2006,青海,0.3926,548.0,215.1448,332.8552,9000.35,2358.37,1936378.50068,784995.718024,2721374.218704,0.71154436878665,0.28845563121335,0.3926,0.6074,1.81239013954827,0.474902257512924,0.208319953908669
216,2006,宁夏,0.43,604.0,259.72,344.28,9177.26,2760.14,2383517.9672,950260.9992,3333778.9664,0.714959807240567,0.285040192759433,0.43,0.57,1.66269722614085,0.500070513613041,0.165980353909809
217,2006,新疆,0.3794,2050.0,777.77,1272.23,8871.27,2737.28,6899807.6679,3482449.7344,10382257.4023,0.664576825688359,0.335423174311641,0.3794,0.6206,1.75165214994296,0.540482072690366,0.166151002395151
218,2007,北京,0.845,1676.0,1416.2,259.8,21988.71,9439.63,31140411.102,2452415.874,33592826.976,0.926995847186303,0.0730041528136974,0.845,0.155011933174224,1.09703650554592,0.470958276042174,0.0308802757250429
219,2007,天津,0.7631,1115.0,850.8565,264.1435,16357.35,7010.06,13917757.570275,1851661.78361,15769419.353885,0.882578949671104,0.117421050328896,0.7631,0.2369,1.15657050146914,0.495656607551271,0.0459646568091162
220,2007,河北,0.4025,6943.0,2794.5575,4148.4425,11690.47,4293.43,32669690.617025,17811047.482775,50480738.0998,0.647171413231662,0.352828586768337,0.4025,0.5975,1.60787928753208,0.59050809500977,0.121491925036958
221,2007,山西,0.4403,3393.0,1493.9379,1899.0621,11564.95,3665.66,17277317.116605,6961315.977486,24238633.094091,0.712800802319869,0.287199197680131,0.4403,0.5597,1.61889802934333,0.513130601536771,0.151762262746909
222,2007,内蒙古,0.5015,2428.82796624763,1218.05722507319,1210.77074117444,12377.84,3953.1,15076917.4427999,4786297.81693668,19863215.2597366,0.759037106815297,0.240962893184703,0.5015,0.498499999999998,1.51353361279222,0.483375914111743,0.139410157191118
223,2007,辽宁,0.592,4298.0,2544.416,1753.584,12300.39,4773.43,31297309.12224,8370610.47312,39667919.59536,0.788982871839361,0.211017128160639,0.592,0.408,1.33274133756649,0.517198843530978,0.0874963707751568
224,2007,吉林,0.5316,2730.0,1451.268,1278.732,11285.52,4191.34,16378314.03936,5359600.58088,21737914.62024,0.753444584059148,0.246555415940852,0.5316,0.4684,1.41731486843331,0.526377916184569,0.104551005258325
225,2007,黑龙江,0.539,3824.0,2061.136,1762.864,10245.28,4132.29,21116915.43808,7284665.27856,28401580.71664,0.743511977335401,0.256488022664599,0.539,0.461,1.37942852937922,0.556373151116267,0.088781929789302
226,2007,上海,0.887,2063.58,1830.39546,233.18454,23622.73,10144.62,43238937.7448058,2365568.5481748,45604506.2929806,0.948128622794916,0.0518713772050835,0.887,0.113,1.06891614745763,0.459038736328172,0.0228000840970287
227,2007,江苏,0.532,7723.0,4108.636,3614.364,16378.01,6561.01,67291281.49436,23713878.34764,91005159.842,0.739422705384934,0.260577294615066,0.532,0.468,1.38989230335514,0.556789091057833,0.090851451302454
228,2007,浙江,0.572,5154.9,2948.6028,2206.2972,20573.82,8265.15,60664023.258696,18235377.30258,78899400.561276,0.768878126159935,0.231121873840065,0.572,0.428,1.34419252825163,0.540004378130993,0.0850169168624233
229,2007,安徽,0.387,6118.0,2367.666,3750.334,11473.58,3556.27,27165605.26428,13337200.29418,40502805.55846,0.670709223465282,0.329290776534718,0.387,0.613,1.73309876864414,0.537179080807045,0.164201269858598
230,2007,福建,0.487,3611.6375,1758.8674625,1852.7700375,15506.05,5467.08,27273086.8168981,10129242.0166155,37402328.8335136,0.729181515362236,0.270818484637764,0.487,0.513,1.49729263934751,0.527911276097005,0.121334195067956
231,2007,江西,0.398,4368.0,1738.464,2629.536,11451.69,4044.7,19908350.80416,10635684.2592,30544035.06336,0.651791774166788,0.348208225833212,0.398,0.602,1.63766777428841,0.578418979789388,0.130882416538644
232,2007,山东,0.4675,9367.0,4379.0725,4987.9275,14264.7,4985.34,62466155.49075,24866514.48285,87332669.9736,0.715266755380696,0.284733244619304,0.4675,0.5325,1.52998236445069,0.534710318533904,0.125920035874379
233,2007,河南,0.3434,9360.0,3214.224,6145.776,11477.05,3851.6,36889809.5592,23671070.8416,60560880.4008,0.609135952368234,0.390864047631766,0.3434,0.6566,1.77383795098496,0.595284873030409,0.146376423634045
234,2007,湖北,0.443,5699.0,2524.657,3174.343,11485.8,3997.48,28997705.3706,12689372.65564,41687078.02624,0.69560417144966,0.30439582855034,0.443,0.557,1.5702125766358,0.546491613196302,0.129937245670823
235,2007,湖南,0.4045,6355.0,2570.5975,3784.4025,12293.54,3904.2,31601743.19015,14775064.2405,46376807.43065,0.681412648712527,0.318587351287473,0.4045,0.5955,1.68458009570464,0.53499135396721,0.156089941347828
236,2007,广东,0.6314,9660.0,6099.324,3560.676,17699.3,5624.04,107953765.2732,20025384.25104,127979149.52424,0.843526196841564,0.156473803158436,0.6314,0.3686,1.33596166747159,0.424508418769496,0.110258106766931
237,2007,广西,0.3624,4768.0,1727.9232,3040.0768,12200.44,3224.05,21081423.326208,9801359.60704,30882782.933248,0.682627060254729,0.317372939745271,0.3624,0.6376,1.88362875346228,0.497761825196473,0.210829506004703
238,2007,海南,0.472,845.0,398.84,446.16,10996.87,3791.37,4385991.6308,1691557.6392,6077549.27,0.721671094046104,0.278328905953896,0.472,0.528,1.52896418230107,0.527138079458137,0.128202709628067
239,2007,重庆,0.4834,2816.0,1361.2544,1454.7456,12590.78,3509.29,17139254.674432,5105124.186624,22244378.861056,0.770498236048222,0.229501763951778,0.4834,0.5166,1.59391443121271,0.444254285620941,0.172992674802404
240,2007,四川,0.356,8127.0,2893.212,5233.788,11098.28,3546.69,32109676.87536,18562623.56172,50672300.43708,0.63367316262325,0.36632683737675,0.356,0.644,1.77998079388553,0.56883049282104,0.158705941875486
241,2007,贵州,0.2824,3632.0,1025.6768,2606.3232,10678.4,2373.99,10952587.14112,6187385.213568,17139972.354688,0.63900844846604,0.36099155153396,0.2824,0.7176,2.26277779201856,0.503054001580212,0.273787889425094
242,2007,云南,0.316,4514.0,1426.424,3087.576,11496.11,2634.09,16398327.21064,8132953.06584,24531280.27648,0.668466016686553,0.331533983313447,0.316,0.684,2.11539878698276,0.484698806013811,0.260737654474017
243,2007,西藏,0.283,287.0,81.221,205.779,11130.93,2788.2,904065.26553,573753.0078,1477818.27333,0.611756723979905,0.388243276020095,0.283,0.717,2.16168453703147,0.541482951213522,0.233430401904553
