row_id,省份编码,省份名称,id,year,人均GDP
632,340000,安徽省,安徽,2020,62411.0
633,350000,福建省,福建,2020,105106.17
634,360000,江西省,江西,2020,57065.0
635,370000,山东省,山东,2020,71825.0
636,410000,河南省,河南,2020,54691.0
637,420000,湖北省,湖北,2020,73687.46
638,430000,湖南省,湖南,2020,62537.0
639,440000,广东省,广东,2020,88521.19
640,450000,广西壮族自治区,广西,2020,44237.0
641,460000,海南省,海南,2020,55438.0
642,500000,重庆市,重庆,2020,78294.0
643,510000,四川省,四川,2020,58009.0
644,520000,贵州省,贵州,2020,46355.0
645,530000,云南省,云南,2020,52047.0
646,540000,西藏自治区,西藏,2020,52280.0
647,610000,陕西省,陕西,2020,65866.92
648,620000,甘肃省,甘肃,2020,35848.0
649,630000,青海省,青海,2020,50845.0
650,640000,宁夏回族自治区,宁夏,2020,55021.0
651,650000,新疆维吾尔自治区,新疆,2020,53606.0
652,110000,北京市,北京,2021,187526.0
653,120000,天津市,天津,2021,113660.0
654,130000,河北省,河北,2021,54181.0
655,140000,山西省,山西,2021,65625.0
656,150000,内蒙古自治区,内蒙古,2021,88137.0
657,210000,辽宁省,辽宁,2021,64992.0
658,220000,吉林省,吉林,2021,55148.0
659,230000,黑龙江省,黑龙江,2021,47199.0
660,310000,上海市,上海,2021,175420.0
661,320000,江苏省,江苏,2021,138255.0
662,330000,浙江省,浙江,2021,113839.0
663,340000,安徽省,安徽,2021,69676.0
664,350000,福建省,福建,2021,118750.0
665,360000,江西省,江西,2021,66020.0
666,370000,山东省,山东,2021,81510.0
667,410000,河南省,河南,2021,58587.0
668,420000,湖北省,湖北,2021,86551.0
669,430000,湖南省,湖南,2021,68913.0
670,440000,广东省,广东,2021,98561.0
671,450000,广西壮族自治区,广西,2021,50137.0
672,460000,海南省,海南,2021,63991.0
673,500000,重庆市,重庆,2021,87450.0
674,510000,四川省,四川,2021,64610.0
675,520000,贵州省,贵州,2021,50476.0
676,530000,云南省,云南,2021,57717.0
677,540000,西藏自治区,西藏,2021,56831.0
678,610000,陕西省,陕西,2021,76171.0
679,620000,甘肃省,甘肃,2021,40976.0
680,630000,青海省,青海,2021,57036.0
681,640000,宁夏回族自治区,宁夏,2021,63461.0
682,650000,新疆维吾尔自治区,新疆,2021,62991.0
683,110000,北京市,北京,2022,189988.0
684,120000,天津市,天津,2022,117925.0
685,130000,河北省,河北,2022,56481.0
686,140000,山西省,山西,2022,73506.0
687,150000,内蒙古自治区,内蒙古,2022,97433.0
688,210000,辽宁省,辽宁,2022,68422.0
689,220000,吉林省,吉林,2022,54279.0
690,230000,黑龙江省,黑龙江,2022,50873.0
691,310000,上海市,上海,2022,180536.0
692,320000,江苏省,江苏,2022,143466.0
693,330000,浙江省,浙江,2022,119022.0
694,340000,安徽省,安徽,2022,72888.0
695,350000,福建省,福建,2022,123618.0
696,360000,江西省,江西,2022,69019.0
697,370000,山东省,山东,2022,86143.0
698,410000,河南省,河南,2022,58942.0
699,420000,湖北省,湖北,2022,90358.0
700,430000,湖南省,湖南,2022,71917.0
701,440000,广东省,广东,2022,102217.0
702,450000,广西壮族自治区,广西,2022,51936.0
703,460000,海南省,海南,2022,67314.0
704,500000,重庆市,重庆,2022,88953.0
705,510000,四川省,四川,2022,67610.0
706,520000,贵州省,贵州,2022,51921.0
707,530000,云南省,云南,2022,60868.0
708,540000,西藏自治区,西藏,2022,58908.0
709,610000,陕西省,陕西,2022,83030.0
710,620000,甘肃省,甘肃,2022,44646.0
711,630000,青海省,青海,2022,60946.0
712,640000,宁夏回族自治区,宁夏,2022,70263.0
713,650000,新疆维吾尔自治区,新疆,2022,69717.0
714,110000,北京市,北京,2023,200278.0
715,120000,天津市,天津,2023,122752.0
716,130000,河北省,河北,2023,59332.0
717,140000,山西省,山西,2023,73984.0
718,150000,内蒙古自治区,内蒙古,2023,102677.0
719,210000,辽宁省,辽宁,2023,72107.0
720,220000,吉林省,吉林,2023,57739.0
721,230000,黑龙江省,黑龙江,2023,51563.0
722,310000,上海市,上海,2023,190321.0
723,320000,江苏省,江苏,2023,150487.0
724,330000,浙江省,浙江,2023,125043.0
725,340000,安徽省,安徽,2023,76830.0
726,350000,福建省,福建,2023,129865.0
727,360000,江西省,江西,2023,71216.0
728,370000,山东省,山东,2023,90771.0
729,410000,河南省,河南,2023,60073.0
730,420000,湖北省,湖北,2023,95538.0
731,430000,湖南省,湖南,2023,75938.0
732,440000,广东省,广东,2023,106985.0
733,450000,广西壮族自治区,广西,2023,54005.0
734,460000,海南省,海南,2023,72958.0
735,500000,重庆市,重庆,2023,94147.0
736,510000,四川省,四川,2023,71835.0
737,520000,贵州省,贵州,2023,54172.0
738,530000,云南省,云南,2023,64107.0
739,540000,西藏自治区,西藏,2023,65642.0
740,610000,陕西省,陕西,2023,85447.82
741,620000,甘肃省,甘肃,2023,47867.0
742,630000,青海省,青海,2023,63903.0
743,640000,宁夏回族自治区,宁夏,2023,72957.0
744,650000,新疆维吾尔自治区,新疆,2023,73774.0
