row_id,Feature,MeanAbsSHAP
1,INC,0.03260751819448351
2,URB,0.02078333626776124
3,PRI,0.01862163188749672
4,SOC,0.004693707385958466
5,FIN,0.003317167667226836
6,GOV,0.002816542370255598
7,OPENPC,0.002304073472801369
8,DIG,0.002141987405975383
9,EDU,0.001908726586652134
10,INNO,0.00112909995514708
