row_id,ADMINCODE,REGION,ZONE,YEAR,FULL_INDEX,INDEX_WITHOUT_URIR,INDEX_WITHOUT_REPC,INDEX_WITHOUT_BOTH,FULL_RANK,RANK_WITHOUT_URIR,RANK_WITHOUT_REPC,RANK_WITHOUT_BOTH,RANK_CHANGE_WITHOUT_URIR,RANK_CHANGE_WITHOUT_REPC,RANK_CHANGE_WITHOUT_BOTH
416,450000,广西,西部,2020,0.5057584168447709,0.4909511721230293,0.5214629486560495,0.5073130496677445,26,26,26,26,0,0,0
417,650000,新疆,西部,2020,0.5388609965070229,0.5277693090102287,0.554693658141659,0.5444329500747718,17,15,17,16,2,0,1
418,320000,江苏,东部,2020,0.6311260836291166,0.6191181467431794,0.6515429096883817,0.6408588109443939,2,2,2,2,0,0,0
419,360000,江西,中部,2020,0.5435012389835314,0.5269814301944539,0.5605790901331397,0.5447532568483326,14,16,14,15,2,0,1
420,130000,河北,东部,2020,0.5985968615229438,0.5852309958482272,0.6166185719955937,0.6041362280680599,6,7,6,8,1,0,2
421,410000,河南,中部,2020,0.5144647953479617,0.4929324053269877,0.5308066759529408,0.5096839879084311,24,24,24,24,0,0,0
422,330000,浙江,东部,2020,0.620341341509652,0.6010904120028592,0.6411805825213814,0.6229702629792102,3,3,3,3,0,0,0
423,460000,海南,东部,2020,0.5479219260113739,0.5317400274269468,0.5648125109237573,0.5493167434980512,13,12,13,12,1,0,1
424,420000,湖北,中部,2020,0.540452655131761,0.5233435113067395,0.5574941862416806,0.5410625079030791,15,17,15,17,2,0,2
425,430000,湖南,中部,2020,0.5572887545419094,0.5482517375231751,0.5740557615903059,0.5660010948855733,11,11,11,11,0,0,0
426,620000,甘肃,西部,2020,0.4715357352445347,0.4774408707608224,0.4851698202753837,0.4924669741952304,29,29,29,29,0,0,0
427,350000,福建,东部,2020,0.5871982597255806,0.5739757373810336,0.6067908752730131,0.594805689133882,9,9,9,9,0,0,0
428,540000,西藏,西部,2020,0.4501687537226303,0.4419088443531675,0.4634009329189838,0.4557853974220135,31,31,31,31,0,0,0
429,520000,贵州,西部,2020,0.4897729609087455,0.4926494988578896,0.5047594055707587,0.5090677271912428,28,25,28,25,3,0,3
430,210000,辽宁,东部,2020,0.4986856375929328,0.4811150508076004,0.5156570705877432,0.498867107793966,27,28,27,28,1,0,1
431,500000,重庆,西部,2020,0.5313925190143156,0.5191950164943477,0.5487676571662983,0.5375541272691856,19,20,18,19,1,1,0
432,610000,陕西,西部,2020,0.5164546157539979,0.5139830578915532,0.532842541275407,0.531698548803413,23,21,23,21,2,0,2
433,630000,青海,西部,2020,0.532763382198378,0.5314131829296782,0.5482485069605187,0.5480484910765896,18,13,19,13,5,1,5
434,230000,黑龙江,中部,2020,0.5272408467957521,0.4996927540949003,0.5428864137330884,0.5153098918197013,21,23,21,23,2,0,2
435,310000,上海,东部,2021,0.6400405599141394,0.6269623464372979,0.6637073665646748,0.6522701703690557,3,3,3,3,0,0,0
436,530000,云南,西部,2021,0.4676378920190916,0.462991045059268,0.4821917942135002,0.4785905141044985,30,30,30,30,0,0,0
437,150000,内蒙古,西部,2021,0.55513801992718,0.5440539027225417,0.572767431390909,0.5627569932562198,16,17,16,16,1,0,0
438,110000,北京,东部,2021,0.6828449588437635,0.6808157193079878,0.7055781950601979,0.7055779601268071,1,1,1,1,0,0,0
439,220000,吉林,中部,2021,0.5296192304256644,0.5051299483620006,0.5461428517460171,0.5219002876451801,21,24,21,24,3,0,3
440,510000,四川,西部,2021,0.5266196449557596,0.5117854165438414,0.5437018870532118,0.529692879216163,22,22,22,22,0,0,0
441,120000,天津,东部,2021,0.552559565090615,0.5256162929359266,0.5708396719335607,0.5443915789475546,17,20,17,20,3,0,3
442,640000,宁夏,西部,2021,0.5264654250325405,0.5153930382559765,0.5426669756592596,0.5325111431913819,23,21,23,21,2,0,2
443,340000,安徽,中部,2021,0.5908293519879082,0.579529458226854,0.6092023353079007,0.5989587738566104,9,9,9,9,0,0,0
444,370000,山东,东部,2021,0.6168170042602557,0.6055296560954337,0.6367771362202713,0.6267619837426411,5,4,6,4,1,1,1
445,140000,山西,中部,2021,0.6065682647075503,0.5988084257742904,0.6256832925065086,0.6192107115635346,7,7,8,8,0,1,1
446,440000,广东,东部,2021,0.6054099441225228,0.5985130556941808,0.6257457327985843,0.6204336339805502,8,8,7,7,0,1,1
447,450000,广西,西部,2021,0.5191950617151114,0.5034931617157529,0.5352678740147453,0.5202144429213867,27,25,27,25,2,0,2
448,650000,新疆,西部,2021,0.5465077713226175,0.5341041145342431,0.5622823389184972,0.5506405491751372,19,18,19,18,1,0,1
449,320000,江苏,东部,2021,0.657246130408488,0.6458154910603721,0.6782494360875733,0.6682093185594078,2,2,2,2,0,0,0
450,360000,江西,中部,2021,0.5895175734160942,0.5750006110705999,0.6078322101447167,0.5941978212631942,10,11,10,11,1,0,1
451,130000,河北,东部,2021,0.5819665900608766,0.5656972251672855,0.5999174725098442,0.5844367982674052,12,13,12,13,1,0,1
452,410000,河南,中部,2021,0.520947113358156,0.4989542890163871,0.5377350098952532,0.5162000224944046,26,26,26,26,0,0,0
453,330000,浙江,东部,2021,0.6223914294765723,0.6027931138462848,0.6431579557513807,0.6245958072499502,4,6,4,6,2,0,2
454,460000,海南,东部,2021,0.5808470417874453,0.565763285973266,0.5987386018729975,0.5845053382713319,13,12,13,12,1,0,1
455,420000,湖北,中部,2021,0.5666887795925718,0.5502444803375187,0.5849853314075046,0.5693908601072054,15,15,15,15,0,0,0
456,430000,湖南,中部,2021,0.569453358515521,0.5595907540264903,0.5866492492457295,0.5777766600433184,14,14,14,14,0,0,0
457,620000,甘肃,西部,2021,0.4770196782512161,0.480736215933875,0.4911655276359245,0.4962561341146874,29,29,29,29,0,0,0
458,350000,福建,东部,2021,0.6166196163343164,0.6038496802238649,0.6370719619530938,0.6256402380600776,6,5,5,5,1,1,1
459,540000,西藏,西部,2021,0.4550296137637935,0.4452474505857982,0.468576858724276,0.4594136446591543,31,31,31,31,0,0,0
460,520000,贵州,西部,2021,0.4965256746342024,0.4986643545720001,0.5118579186404371,0.5154442709009335,28,27,28,27,1,0,1
461,210000,辽宁,东部,2021,0.5242276720131639,0.5064275038737193,0.5418868863857654,0.5249162375752976,24,23,24,23,1,0,1
462,500000,重庆,西部,2021,0.5875318013686621,0.5776425904528688,0.6062809765117362,0.5975617294275514,11,10,11,10,1,0,1
463,610000,陕西,西部,2021,0.5325670295316595,0.5290738408073228,0.5497327788759593,0.547614880511315,20,19,20,19,1,0,1
464,630000,青海,西部,2021,0.5482707963256782,0.5451008585104341,0.5642169437472141,0.5621459601353944,18,16,18,17,2,0,1
465,230000,黑龙江,中部,2021,0.5227936098330692,0.4940361275896274,0.5386805269073198,0.509899873406258,25,28,25,28,3,0,3
466,310000,上海,东部,2022,0.6339717172662891,0.6196072569697229,0.6571019419023019,0.6442299577897942,3,3,3,3,0,0,0
467,530000,云南,西部,2022,0.4649368139427608,0.457293768733389,0.4791516365718821,0.472357586459117,31,30,31,30,1,0,1
468,150000,内蒙古,西部,2022,0.5483467656627474,0.5351899000081475,0.5662323847969108,0.5540978380736671,19,19,19,18,0,0,1
469,110000,北京,东部,2022,0.6710169029134482,0.6673728147298235,0.6934448653989199,0.691721419810734,1,1,1,1,0,0,0
470,220000,吉林,中部,2022,0.5197282552123991,0.4928154988260648,0.5358759094812264,0.5090523027205038,25,26,25,27,1,0,2
471,510000,四川,西部,2022,0.5307477754131982,0.51497325202079,0.5477490560724579,0.5327355950348315,23,22,22,22,1,1,1
472,120000,天津,东部,2022,0.5454381686993929,0.5177046815470705,0.5639414902842383,0.5366989120452265,20,21,20,21,1,0,1
473,640000,宁夏,西部,2022,0.5387990680486393,0.5271488926563916,0.5554612914744093,0.5447277629285701,21,20,21,20,1,0,1
474,340000,安徽,中部,2022,0.595246959960678,0.5833018527078475,0.6135548030576451,0.6026243615758223,11,11,11,11,0,0,0
475,370000,山东,东部,2022,0.6079621971828505,0.5949132254093304,0.6277621221183712,0.6158941752191675,6,7,6,7,1,0,1
476,140000,山西,中部,2022,0.6050520719974026,0.5966385790711217,0.6242939538670655,0.6171639024227679,7,5,7,6,2,0,1
477,440000,广东,东部,2022,0.5989613587202592,0.5903074163427503,0.6193071863611064,0.6121494762570167,10,9,9,9,1,1,1
478,450000,广西,西部,2022,0.5310844300429154,0.5140219465470027,0.5474767707512591,0.5310141421479772,22,23,23,23,1,1,1
479,650000,新疆,西部,2022,0.5513472974189002,0.5366558168147085,0.567583684542055,0.5535834427054583,18,18,18,19,0,0,1
480,320000,江苏,东部,2022,0.6445964611562285,0.6311814959912818,0.6650329743685242,0.6528645708786014,2,2,2,2,0,0,0
481,360000,江西,中部,2022,0.598967133309534,0.5840617473749717,0.6174097189415659,0.6033771978348039,9,10,10,10,1,1,1
482,130000,河北,东部,2022,0.577203582563366,0.5591126699439197,0.5949809755544625,0.5775799251697067,12,12,12,12,0,0,0
483,410000,河南,中部,2022,0.5149472611377057,0.4910136017826398,0.5313314383280832,0.507724547710062,26,29,26,28,3,0,2
484,330000,浙江,东部,2022,0.6273428498259733,0.6068046655011761,0.6472817837908353,0.6276467518421646,4,4,4,4,0,0,0
485,460000,海南,东部,2022,0.573999802424754,0.5549788176577282,0.5920325197628489,0.5736877244597102,13,14,13,14,1,0,1
486,420000,湖北,中部,2022,0.5713643076438508,0.5540777165943781,0.5895932368118127,0.57310592716336,14,15,14,15,1,0,1
487,430000,湖南,中部,2022,0.5604364098009339,0.5491397573777044,0.5773033623569837,0.566902427591917,16,17,16,17,1,0,1
488,620000,甘肃,西部,2022,0.4893430972263949,0.4916445160512544,0.5036381683498405,0.507234565517503,29,27,29,29,2,0,0
489,350000,福建,东部,2022,0.6103557686257249,0.5959222241458455,0.6307077427687974,0.6175228428902386,5,6,5,5,1,0,0
490,540000,西藏,西部,2022,0.4657912076746791,0.4548381914530134,0.479636934977919,0.4692708147378734,30,31,30,31,1,0,1
491,520000,贵州,西部,2022,0.5012239243925435,0.5024847288008806,0.5167785693362652,0.5194814039842969,28,24,28,24,4,0,4
492,210000,辽宁,东部,2022,0.5107717128275311,0.491209170364119,0.5280900026533115,0.5092324213221466,27,28,27,26,1,0,1
493,500000,重庆,西部,2022,0.6027232357106008,0.5925025350607133,0.6217267557392204,0.6126663885183564,8,8,8,8,0,0,0
494,610000,陕西,西部,2022,0.5536337100749505,0.5498886607900928,0.5714364165103297,0.5691054345981307,17,16,17,16,1,0,1
495,630000,青海,西部,2022,0.5619641620579481,0.5570568571113165,0.5782782609239684,0.5744115417994841,15,13,15,13,2,0,2
496,230000,黑龙江,中部,2022,0.5255496906791516,0.4970949429185233,0.5416574456690236,0.5132061929674522,24,25,24,25,1,0,1
497,310000,上海,东部,2023,0.6619679911971578,0.6485446207672941,0.6858034554177216,0.6739764351300614,2,2,2,2,0,0,0
498,530000,云南,西部,2023,0.4927411586822988,0.4837126953974823,0.5077339148998962,0.4995610234079094,31,31,31,31,0,0,0
499,150000,内蒙古,西部,2023,0.5550408815098103,0.54052256725434,0.5721286878340321,0.5584848976681596,20,20,19,20,0,1,0
500,110000,北京,东部,2023,0.6805962996562915,0.6764632404314896,0.703009346412741,0.7007819256276018,1,1,1,1,0,0,0
501,220000,吉林,中部,2023,0.5510964151207464,0.5253310010558256,0.5677379693191765,0.5421369641046023,22,22,22,22,0,0,0
502,510000,四川,西部,2023,0.5535992174464206,0.5380242403564437,0.5712892586101924,0.5565510189255424,21,21,21,21,0,0,0
503,120000,天津,东部,2023,0.5481044117558409,0.5196379572602404,0.5656913718342851,0.5375875112874068,23,23,23,23,0,0,0
504,640000,宁夏,西部,2023,0.5552742568926131,0.5428796443062459,0.5715489473176829,0.5599751910561526,19,19,20,19,0,1,0
505,340000,安徽,中部,2023,0.6022853578157508,0.5891812394543788,0.6207690513067526,0.6086489263907432,10,10,10,10,0,0,0
506,370000,山东,东部,2023,0.6177231486258348,0.6040354816426294,0.6375122331177627,0.6249794834376252,6,6,6,6,0,0,0
507,140000,山西,中部,2023,0.5940873513547553,0.5826215148033043,0.6126609843239783,0.6022728738130521,11,12,11,12,1,0,1
508,440000,广东,东部,2023,0.6060179403468218,0.5964592745688199,0.6261883003110664,0.6180790098552756,9,9,9,9,0,0,0
509,450000,广西,西部,2023,0.5322606924150931,0.5135876844538726,0.5485365320608484,0.5303856033908432,25,25,25,25,0,0,0
510,650000,新疆,西部,2023,0.5678536756147323,0.5526752236765995,0.5838328501764526,0.5693001982341972,16,17,17,17,1,1,1
511,320000,江苏,东部,2023,0.6502551467008395,0.6362437494218756,0.6707421346667701,0.657968753827654,3,3,3,3,0,0,0
512,360000,江西,中部,2023,0.6168930506234183,0.6015806553801128,0.6357110473066379,0.6212776513289116,7,8,7,8,1,0,1
513,130000,河北,东部,2023,0.5841772238869241,0.5659413393561123,0.6017641839416754,0.5841944243246313,14,14,14,14,0,0,0
514,410000,河南,中部,2023,0.530841579399218,0.506595226781196,0.5476141526215121,0.523716663972638,26,26,26,26,0,0,0
515,330000,浙江,东部,2023,0.6447346128587129,0.6245029845223348,0.6652806822606346,0.6460330053853431,4,4,4,4,0,0,0
516,460000,海南,东部,2023,0.5682637028391405,0.5479268130685433,0.5856955305619567,0.5659394236864354,15,18,15,18,3,0,3
517,420000,湖北,中部,2023,0.5926451530308945,0.5754280177941647,0.6112354157749155,0.5948441295468103,12,13,12,13,1,0,1
518,430000,湖南,中部,2023,0.5678529289262426,0.5553004624794042,0.5850596066191622,0.5733802795450643,17,16,16,16,1,1,1
519,620000,甘肃,西部,2023,0.5153953443700666,0.517834127499564,0.5300983203480015,0.5338548794277631,28,24,28,24,4,0,4
520,350000,福建,东部,2023,0.6260327526885422,0.6113069003500794,0.6464859841688291,0.6330124938628792,5,5,5,5,0,0,0
521,540000,西藏,西部,2023,0.5027134598326887,0.4922741719922256,0.5177136823186927,0.507989529857226,30,30,30,30,0,0,0
522,520000,贵州,西部,2023,0.5064428136448289,0.505005532035577,0.5221068826076104,0.5219953341333048,29,28,29,28,1,0,1
523,210000,辽宁,东部,2023,0.5234965030309837,0.5027477578771598,0.5406910726555116,0.5205745687346762,27,29,27,29,2,0,2
524,500000,重庆,西部,2023,0.614021087698958,0.6025345267136596,0.6335129420221982,0.6231844934794185,8,7,8,7,1,0,1
525,610000,陕西,西部,2023,0.5620359640292933,0.5569113049113676,0.5798658821161798,0.5760868335472066,18,15,18,15,3,0,3
526,630000,青海,西部,2023,0.5922113986109145,0.5867131925439422,0.6091565554662353,0.6047046649499019,13,11,13,11,2,0,2
527,230000,黑龙江,中部,2023,0.5351086518252007,0.5062585180622057,0.5512318059969133,0.5223694199155968,24,27,24,27,3,0,3
528,310000,上海,东部,2024,0.6677884644053532,0.65358398480789,0.6917661040333745,0.6791287038878983,2,2,2,2,0,0,0
529,530000,云南,西部,2024,0.4980388306577272,0.4875408739642726,0.5131840044522125,0.5034824338965364,31,31,31,31,0,0,0
530,150000,内蒙古,西部,2024,0.5623816099577497,0.5473347940960748,0.5796632244670032,0.565478322042198,20,19,19,19,1,1,1
531,110000,北京,东部,2024,0.6838891452943433,0.6785285847575933,0.7064280205900488,0.7029267776825722,1,1,1,1,0,0,0
532,220000,吉林,中部,2024,0.5579384480011504,0.5316632920416174,0.5747818857640572,0.548661948223222,21,22,21,22,1,0,1
533,510000,四川,西部,2024,0.5565859559282003,0.5400486063456915,0.5743240807442408,0.5585777781603051,22,21,22,21,1,0,1
534,120000,天津,东部,2024,0.5478339976453406,0.5184814550438788,0.5653237200083876,0.5362758762791878,23,24,23,24,1,0,1
535,640000,宁夏,西部,2024,0.562876219967628,0.5496413927309268,0.579333295493363,0.566888927357736,19,18,20,18,1,1,1
536,340000,安徽,中部,2024,0.6068385916431596,0.5928548253520447,0.6254440942108211,0.6124107016941297,10,11,10,11,1,0,1
537,370000,山东,东部,2024,0.6199175112935162,0.6056206079039714,0.6398230372939708,0.6266661717560723,8,7,8,7,1,0,1
538,140000,山西,中部,2024,0.6065266604059597,0.5946715570351897,0.6253417829410663,0.6145519470887091,11,10,11,10,1,0,1
539,440000,广东,东部,2024,0.610713009175646,0.6000003445663556,0.6310373527705238,0.6217317006881415,9,9,9,9,0,0,0
540,450000,广西,西部,2024,0.5336024444003505,0.5134798551124606,0.5499164174337282,0.5302493157675738,25,25,25,25,0,0,0
541,650000,新疆,西部,2024,0.5761049830928334,0.5599244793650731,0.5923975014361412,0.5768445741579913,15,17,15,17,2,0,2
542,320000,江苏,东部,2024,0.6565646637751088,0.6421211873149142,0.6772863894254824,0.664083164650138,3,3,3,3,0,0,0
543,360000,江西,中部,2024,0.6213668140791164,0.6053093794575708,0.6402688172344768,0.6250569911746732,6,8,7,8,2,1,2
544,130000,河北,东部,2024,0.584914186672385,0.5656613518740009,0.602438993319591,0.5837916707451356,14,14,14,15,0,0,1
545,410000,河南,中部,2024,0.5305994770816416,0.5053465166988416,0.5473326926471371,0.5223751810639508,27,29,27,29,2,0,2
546,330000,浙江,东部,2024,0.6510477775506993,0.6303678002375787,0.6717735294534336,0.6520696011670744,4,4,4,4,0,0,0
547,460000,海南,东部,2024,0.5676985214597076,0.5456789595723233,0.5850999609791148,0.5635767546629604,18,20,18,20,2,0,2
548,420000,湖北,中部,2024,0.5964543763273631,0.578634036821318,0.6151956115800571,0.5981879383181943,12,13,12,13,1,0,1
549,430000,湖南,中部,2024,0.5735816824365045,0.5601688027156873,0.5910186580020911,0.5784610968890583,16,16,16,16,0,0,0
550,620000,甘肃,西部,2024,0.5200595181153543,0.5209604554248566,0.5349029310053245,0.5370589412449475,28,23,28,23,5,0,5
551,350000,福建,东部,2024,0.6297484101273333,0.6141293815073884,0.6502755427056346,0.6358692141919384,5,5,5,5,0,0,0
552,540000,西藏,西部,2024,0.507827387471904,0.49678813473299,0.5230633840802155,0.5127366471948679,30,30,30,30,0,0,0
553,520000,贵州,西部,2024,0.5143973620346732,0.5113518779488311,0.5302423207379814,0.5284542045536127,29,26,29,27,3,0,2
554,210000,辽宁,东部,2024,0.5315663106034212,0.5105938133663946,0.5489556838696272,0.5286155629098876,26,27,26,26,1,0,0
555,500000,重庆,西部,2024,0.620695960429488,0.6085989127219049,0.6403793483123116,0.6294255571442273,7,6,6,6,1,1,1
556,610000,陕西,西部,2024,0.571547945149868,0.5653700287387556,0.5895027981337513,0.5846151998536526,17,15,17,14,2,0,3
557,630000,青海,西部,2024,0.5955087169820519,0.5884628432280877,0.612539788990811,0.6064713791377312,13,12,13,12,1,0,1
558,230000,黑龙江,中部,2024,0.5396642415230654,0.5103929835730566,0.5557900068058595,0.5264744409129944,24,28,24,28,4,0,4
