row_id,省份代码,地区,年份,年末常住人口/万人,城镇人口/万人,乡村人口/万人,城镇化率
513,61.0,陕西省,2023.0,3952.0,2575.0,1377.0,0.651568825910931
514,62.0,甘肃省,2005.0,2545.1,764.04,1781.06,0.300200385053632
515,62.0,甘肃省,2006.0,2546.79,791.8,1754.99,0.310901173634261
516,62.0,甘肃省,2007.0,2548.19,821.79,1726.4,0.322499499644846
517,62.0,甘肃省,2008.0,2550.88,856.08,1694.8,0.335601831524807
518,62.0,甘肃省,2009.0,2554.91,891.41,1663.5,0.348900744057521
519,62.0,甘肃省,2010.0,2559.98,924.66,1635.32,0.361198134360425
520,62.0,甘肃省,2011.0,2552.0,952.6,1611.59,0.373275862068966
521,62.0,甘肃省,2012.0,2550.0,998.8,1578.75,0.391686274509804
522,62.0,甘肃省,2013.0,2537.0,1036.23,1545.95,0.408446984627513
523,62.0,甘肃省,2014.0,2531.0,1079.84,1510.94,0.42664559462663
524,62.0,甘肃省,2015.0,2523.0,1122.75,1476.8,0.44500594530321
525,62.0,甘肃省,2016.0,2520.0,1166.41,1443.59,0.462861111111111
526,62.0,甘肃省,2017.0,2522.0,1218.2,1407.8,0.483029341792228
527,62.0,甘肃省,2018.0,2515.0,1257.59,1379.41,0.50003578528827
528,62.0,甘肃省,2019.0,2509.0,1284.0,1363.0,0.511757672379434
529,62.0,甘肃省,2020.0,2500.51,1306.02,1194.49,0.522301450504097
530,62.0,甘肃省,2021.0,2490.0,1328.0,1162.0,0.533333333333333
531,62.0,甘肃省,2022.0,2492.0,1351.0,1141.0,0.542134831460674
532,62.0,甘肃省,2023.0,2465.0,1368.0,1097.0,0.554969574036511
533,63.0,青海省,2005.0,543.2,213.21,329.99,0.39250736377025
534,63.0,青海省,2006.0,547.7,215.03,332.67,0.392605440934818
535,63.0,青海省,2007.0,551.6,221.03,330.57,0.400707034082669
536,63.0,青海省,2008.0,554.3,226.49,327.81,0.408605448313188
537,63.0,青海省,2009.0,557.3,233.51,323.79,0.419002332675399
538,63.0,青海省,2010.0,563.47,251.98,311.49,0.447193284469448
539,63.0,青海省,2011.0,568.0,262.61,305.56,0.462341549295775
540,63.0,青海省,2012.0,571.0,271.91,301.26,0.476199649737303
541,63.0,青海省,2013.0,571.0,280.29,297.5,0.490875656742557
542,63.0,青海省,2014.0,576.0,290.43,292.99,0.50421875
543,63.0,青海省,2015.0,577.0,295.98,292.45,0.512963604852686
544,63.0,青海省,2016.0,582.0,306.17,286.83,0.52606529209622
545,63.0,青海省,2017.0,586.0,317.36,280.64,0.541569965870307
546,63.0,青海省,2018.0,587.0,328.45,274.55,0.55954003407155
547,63.0,青海省,2019.0,590.0,337.0,271.0,0.571186440677966
548,63.0,青海省,2020.0,592.79,356.15,236.64,0.600802982506453
549,63.0,青海省,2021.0,594.0,362.0,232.0,0.609427609427609
550,63.0,青海省,2022.0,595.0,366.0,229.0,0.615126050420168
551,63.0,青海省,2023.0,594.0,373.0,221.0,0.627946127946128
552,64.0,宁夏回族自治区,2005.0,596.2,252.07,344.13,0.422794364307279
553,64.0,宁夏回族自治区,2006.0,603.73,259.6,344.13,0.42999354015868
554,64.0,宁夏回族自治区,2007.0,610.25,268.63,341.62,0.440196640721016
555,64.0,宁夏回族自治区,2008.0,617.69,277.84,339.85,0.449804918324726
556,64.0,宁夏回族自治区,2009.0,625.2,288.22,336.98,0.461004478566859
557,64.0,宁夏回族自治区,2010.0,632.96,303.19,329.77,0.479003412537917
558,64.0,宁夏回族自治区,2011.0,648.0,318.57,320.88,0.49162037037037
559,64.0,宁夏回族自治区,2012.0,659.0,327.93,319.26,0.497617602427921
560,64.0,宁夏回族自治区,2013.0,666.0,340.24,313.95,0.510870870870871
561,64.0,宁夏回族自治区,2014.0,678.0,354.65,306.89,0.523082595870206
562,64.0,宁夏回族自治区,2015.0,684.0,368.87,299.01,0.539283625730994
563,64.0,宁夏回族自治区,2016.0,695.0,379.96,295.04,0.546705035971223
564,64.0,宁夏回族自治区,2017.0,705.0,395.42,286.58,0.560879432624114
565,64.0,宁夏回族自治区,2018.0,710.0,405.09,282.91,0.570549295774648
566,64.0,宁夏回族自治区,2019.0,717.0,416.0,279.0,0.580195258019526
567,64.0,宁夏回族自治区,2020.0,720.93,468.32,252.61,0.649605370840442
568,64.0,宁夏回族自治区,2021.0,725.0,479.0,246.0,0.660689655172414
569,64.0,宁夏回族自治区,2022.0,728.0,483.0,245.0,0.663461538461538
570,64.0,宁夏回族自治区,2023.0,729.0,491.0,238.0,0.673525377229081
571,65.0,新疆维吾尔自治区,2005.0,2010.35,746.85,1263.5,0.371502474693461
572,65.0,新疆维吾尔自治区,2006.0,2050.0,777.77,1272.23,0.3794
573,65.0,新疆维吾尔自治区,2007.0,2095.19,820.27,1274.92,0.391501486738673
574,65.0,新疆维吾尔自治区,2008.0,2130.81,844.65,1286.16,0.396398552663072
575,65.0,新疆维吾尔自治区,2009.0,2158.63,860.21,1298.42,0.398498121493725
576,65.0,新疆维吾尔自治区,2010.0,2185.0,939.77,1245.23,0.430100686498856
577,65.0,新疆维吾尔自治区,2011.0,2225.0,961.67,1247.04,0.432211235955056
578,65.0,新疆维吾尔自治区,2012.0,2253.0,981.98,1250.8,0.435854416333777
579,65.0,新疆维吾尔自治区,2013.0,2285.0,1006.93,1257.37,0.440669584245077
580,65.0,新疆维吾尔自治区,2014.0,2325.0,1058.91,1239.56,0.455445161290323
581,65.0,新疆维吾尔自治区,2015.0,2385.0,1114.5,1245.23,0.467295597484277
582,65.0,新疆维吾尔自治区,2016.0,2428.0,1159.43,1238.57,0.47752471169687
583,65.0,新疆维吾尔自治区,2017.0,2480.0,1207.34,1237.66,0.48683064516129
584,65.0,新疆维吾尔自治区,2018.0,2520.0,1266.13,1220.87,0.50243253968254
585,65.0,新疆维吾尔自治区,2019.0,2559.0,1309.0,1214.0,0.511527940601798
586,65.0,新疆维吾尔自治区,2020.0,2590.49,1464.4,1126.09,0.565298457048667
587,65.0,新疆维吾尔自治区,2021.0,2589.0,1482.0,1107.0,0.572421784472769
588,65.0,新疆维吾尔自治区,2022.0,2587.0,1498.0,1089.0,0.579049091611906
589,65.0,新疆维吾尔自治区,2023.0,2598.0,1539.0,1059.0,0.592378752886836
590,,注：常住人口包括：居住在本乡镇街道且户口在本乡镇街道或户口待定的人；居住在本乡镇街道且离开户口登记地所在的乡镇街道半年以上的人；户口在本乡镇街道且外出不满半年或在境外工作学习的人。,,,,,
