row_id,year,id,GDP（亿元）,地方一般公共预算支出（亿元）,环境保护支出（亿元）,占比
417,2020,江西,25691.5,6674.0791,218.2654,0.0327034481805887
418,2020,山东,73129.0,11233.5163,291.5357,0.025952310230769
419,2020,河南,54997.07,10372.6749,272.628,0.026283287833498
420,2020,湖北,43443.46,8442.8818,219.1782,0.0259601170775599
421,2020,湖南,41781.49,8403.1337,245.579,0.0292246926881575
422,2020,广东,110760.94,17430.7853,517.7555,0.0297035096863938
423,2020,广西,22156.69,6179.4664,100.7442,0.0163030581410719
424,2020,海南,5532.39,1972.4636,57.8371,0.0293222648063062
425,2020,重庆,25002.79,4893.9461,179.7129,0.0367214710435818
426,2020,四川,48598.76,11198.5355,264.0163,0.0235759666967167
427,2020,贵州,17826.56,5739.4958,146.1511,0.0254641008710208
428,2020,云南,24521.9,6974.0176,163.9681,0.023511282793436
429,2020,西藏,1902.74,2210.9192,48.9349,0.0221332828445291
430,2020,陕西,26181.86,5930.3198,190.3374,0.0320956384173413
431,2020,甘肃,9016.7,4163.399,114.025,0.0273874783560259
432,2020,青海,3005.92,1932.8396,73.5086,0.0380314020884092
433,2020,宁夏,3920.55,1480.3577,49.478,0.033423003102561
434,2020,新疆,13797.58,5533.1576,82.5899,0.0149263595889624
435,2021,北京,40269.55,7205.1201,249.2374,0.0345917065282507
436,2021,天津,15695.0458,3152.5478,47.135,0.014951398992269
437,2021,河北,40391.27,8848.2078,351.6498,0.0397424888687628
438,2021,山西,22590.1608,5046.6207,214.7856,0.0425602819724494
439,2021,内蒙古,20514.1947,5239.5652,143.8673,0.0274578699774554
440,2021,辽宁,27584.075,5879.2118,80.3924,0.0136740098392101
441,2021,吉林,13235.5152,3696.8416,112.2708,0.0303693834217836
442,2021,黑龙江,14879.19,5104.8145,140.5411,0.0275310885439618
443,2021,上海,43214.85,8430.8562,159.301,0.0188949966908462
444,2021,江苏,116364.2,14585.2591,336.7963,0.0230915541294703
445,2021,浙江,73515.7577,11014.5878,203.5597,0.0184809185505789
446,2021,安徽,42959.1753,7591.0502,199.4541,0.0262749019891872
447,2021,福建,48810.3558,5204.7168,139.966,0.0268921452171999
448,2021,江西,29619.673,6778.872,229.5946,0.0338691451911173
449,2021,山东,83095.9,11713.1607,266.7867,0.0227766618108467
450,2021,河南,58887.4053,9784.2947,210.4065,0.0215045137591778
451,2021,湖北,50012.9369,7933.6739,167.1023,0.0210624109468376
452,2021,湖南,46063.0863,8325.501,194.6204,0.0233764190287167
453,2021,广东,124369.6716,18247.0084,493.5502,0.0270482804183945
454,2021,广西,24740.86,5806.542,83.4964,0.0143797117113766
455,2021,海南,6475.2,1971.3662,50.5462,0.0256401880076873
456,2021,重庆,27894.02,4835.0551,163.7451,0.033866232465479
457,2021,四川,53850.79,11215.6881,218.5494,0.0194860447305057
458,2021,贵州,19586.4224,5590.008,158.7386,0.0283968466592534
459,2021,云南,27146.7644,6634.3622,136.1013,0.0205146019914318
460,2021,西藏,2080.1728,2027.012,27.4494,0.0135418043899099
461,2021,陕西,29800.9792898437,6069.22,176.2496,0.0290399095765189
462,2021,甘肃,10243.3051,4032.5582,82.099,0.0203590366036131
463,2021,青海,3346.6341,1854.5235,72.1726,0.0389170587485141
464,2021,宁夏,4522.3088,1427.8927,47.7084,0.0334117542585658
465,2021,新疆,15983.6469,5376.9051,93.4783,0.0173851496839697
466,2022,北京,41610.9,7469.1547,222.897,0.0298423327608946
467,2022,天津,16311.3,2729.8298,29.0568,0.010644180087711
468,2022,河北,42370.4,9305.6424,318.6318,0.0342407097010304
469,2022,山西,25642.6,5876.4956,241.1817,0.0410417562466991
470,2022,内蒙古,23158.6,5887.6967,141.5623,0.0240437487209557
471,2022,辽宁,28975.1,6261.4294,75.2066,0.0120110912693514
472,2022,吉林,13070.2,4044.0093,106.0688,0.0262286241527684
473,2022,黑龙江,15901.0,5451.9886,159.1477,0.0291907616974841
474,2022,上海,44652.8,9393.1579,203.8126,0.0216979850833765
475,2022,江苏,122875.6,14901.3694,279.2016,0.0187366404056798
476,2022,浙江,77715.4,12017.7842,223.155,0.018568730831429
477,2022,安徽,45045.0,8379.784,200.6851,0.0239487199192724
478,2022,福建,53109.9,5691.2173,122.6221,0.0215458474938218
479,2022,江西,32074.7,7289.0652,237.6336,0.0326013821360797
480,2022,山东,87435.1,12128.634,218.095,0.0179818271373347
481,2022,河南,61345.1,10646.7497,183.1855,0.0172057675029216
482,2022,湖北,53734.9,8623.8734,169.2226,0.019622574700598
483,2022,湖南,48670.4,8991.6135,166.5518,0.018523015919223
484,2022,广东,129118.6,18533.08,464.887,0.0250841738124478
485,2022,广西,26300.9,5893.3203,90.8143,0.0154097003687378
486,2022,海南,6818.2,2097.3669,50.7301,0.0241875181686142
487,2022,重庆,29129.0,4892.7688,175.982,0.0359677735028068
488,2022,四川,56749.8,11914.6585,237.5849,0.0199405547376788
489,2022,贵州,20164.6,5851.3568,117.9962,0.0201656135547913
490,2022,云南,28954.2,6699.7942,146.9509,0.0219336438722252
491,2022,西藏,2132.6,2592.9751,39.1943,0.0151155712987757
492,2022,陕西,32772.7,6760.9759,232.0137,0.0343165991761633
493,2022,甘肃,11201.6,4257.157,113.2117,0.0265932640022437
494,2022,青海,3610.1,1975.098,85.3604,0.0432183111926598
495,2022,宁夏,5069.6,1587.8471,58.2049,0.0366564891544028
496,2022,新疆,17741.3,6835.3987,124.987,0.0182852537921453
497,2023,北京,43760.7,7971.25,220.67,0.027683236631645
498,2023,天津,16737.3,3280.42,33.79,0.0103005103005103
499,2023,河北,43944.1,9606.21,320.6,0.0333742443690071
500,2023,山西,25698.2,6345.61,241.65,0.0380814452826442
501,2023,内蒙古,24627.0,6836.24,178.06,0.0260464816916902
502,2023,辽宁,30209.4,6574.78,87.06,0.0132415077006379
503,2023,吉林,13531.2,4406.85,152.38,0.0345779865436763
504,2023,黑龙江,15883.9,5776.44,153.82,0.0266288579124859
505,2023,上海,47218.7,9638.51,254.97,0.026453258854325
506,2023,江苏,128222.2,15242.28,247.22,0.0162193582587382
507,2023,浙江,82553.2,12353.09,187.98,0.015217245239855
508,2023,安徽,47050.6,8643.57,193.59,0.0223969956858104
509,2023,福建,54355.1,5859.39,120.49,0.0205635740239172
510,2023,江西,32200.1,7492.88,249.37,0.0332809280276743
511,2023,山东,92068.7,12581.74,209.31,0.0166360137786983
512,2023,河南,59132.4,11052.54,178.61,0.0161600862788101
513,2023,湖北,55803.6,9299.07,188.34,0.0202536382670525
514,2023,湖南,50012.9,9581.12,170.41,0.0177860208409873
515,2023,广东,135673.2,18527.03,444.65,0.0240000690882457
516,2023,广西,27202.4,6101.37,70.43,0.0115433091256554
517,2023,海南,7551.2,2248.96,44.52,0.0197958167330677
518,2023,重庆,30145.8,5304.56,184.85,0.0348473765967394
519,2023,四川,60132.9,12732.79,253.9,0.0199406414462188
520,2023,贵州,20913.3,6203.7,128.85,0.020769863146187
521,2023,云南,30021.1,6730.08,154.0,0.0228823431519388
522,2023,西藏,2392.7,2809.02,62.21,0.0221465137307673
523,2023,陕西,33786.1,7175.08,245.01,0.0341473544545845
524,2023,甘肃,11863.8,4521.82,146.34,0.032363075045004
525,2023,青海,3799.1,2188.72,109.13,0.049860192258489
526,2023,宁夏,5315.0,1751.38,76.33,0.0435827747262159
527,2023,新疆,19125.9,7566.98,132.72,0.0175393618061631
