row_id,ADMINCODE,REGION,ZONE,YEAR,PCGDP,PCRS,FSR,TIG,RUUR,HBTP,IPR,URIR,GCR,WEI,SDEI,EPES,UGPR,UWPR,PCURA,REPC
197,140000,山西,中部,2023,73984,21600.115406809,54.8311352257702,42.7251714127838,2.3,67.03,56,2.337897,42.9,11.6596631621242,0.000513654652855,3.80814452826442,97.32,98.35,17.46,1598.105437
198,140000,山西,中部,2024,73769,22260.3017991875,56.0572199149109,51.3075266624043,2.3,67.03,56,2.296356,42.9,11.6596631621242,0.000513654652855,3.80814452826442,97.32,98.35,17.46,1598.105437
199,440000,广东,东部,2007,33236,11109.0062111801,88.1702256952687,44.2830770006238,2.5,30.3,55,3.003517,38.5,21.7652933282088,0.0037898596838318,0.845368198837184,78.96,84.8,9.44,2632.724719
200,440000,广东,东部,2008,37543,13127.0595370464,87.6077457874275,44.3110052800497,2.6,30.3,55,2.928781,40.3,18.4543458241836,0.003095013649664,1.24623865642293,93.94,93.97,11.65,2624.613687
201,440000,广东,东部,2009,39418,14700.6910167818,84.2062398918413,45.8105598167476,2.6,32.75,55,2.953191,40.8,17.418832526283,0.0027125507098749,2.32559749167699,96.45,97.7,12.63,2683.576052
202,440000,广东,东部,2010,44669,16721.0037352744,83.3165484345776,45.3319867840834,2.5,35.2,55,2.850347,41.3,15.7358644976776,0.0022864493324569,4.41129273232329,95.75,98.37,12.69,2957.405834
203,440000,广东,东部,2011,50076,18870.8627742655,82.1589893331744,45.8963913718515,2.5,37.63,60,2.701091,41.1,14.8020454922295,0.0015972400174854,3.46552648829033,91.3,98.39,12.51,3156.062291
204,440000,广东,东部,2012,52308,20538.9910334209,84.3164326340781,47.2748418196138,2.5,33.54,63,2.69837,41.2,14.7094339887419,0.0014019158815388,3.18684977787884,94.93,97.62,13.42,3274.055693
205,440000,广东,东部,2013,56029,22585.536823425,84.1929615979075,48.4517642240262,2.4,35.55,66,2.668684,41.5,13.7987853460772,0.0012189736878313,3.65925573653549,96.89,97.47,13.11,3433.926585
206,440000,广东,东部,2014,59909,24781.1820001741,88.1175267463814,48.705499244569,2.4,37.84,68,2.625184,41.4,13.2762530620627,0.001070951843105,2.83022166282078,96.64,97.26,13.2,3644.937587
207,440000,广东,东部,2015,64516,25969.1728035623,73.0193797845305,50.3515208932137,2.5,40.16,72,2.601572,41.4,12.197159464971,0.0009076384540038,2.51274575531268,97.6,98.46,13.6,3724.234766
208,440000,广东,东部,2016,69671,27967.0809539805,77.2741369424123,52.5338594407228,2.5,42.29,74,2.596748,42.4,11.4194797670977,0.0003110881757283,2.21216725456992,97.43,98.06,13.05,3754.655415
209,440000,广东,东部,2017,76218,30144.6338851824,75.2808981292078,54.0113498609364,2.5,44.06,74,2.596641,43.5,11.4194797670977,0.0002043673287237,2.88100133799014,96.88,97.8,12.86,3983.023649
210,440000,广东,东部,2018,81625,32205.296404276,76.960136713361,54.7403977379604,2.4,45.56,74,2.58277,44.0,11.4194797670977,0.0001510827933707,3.60735342921409,96.66,97.3,13.39,4145.647802
211,440000,广东,东部,2019,86956,33980.6229481944,73.1566639784713,55.8105659112355,2.3,47.32,74,2.55702,43.3,11.4194797670977,0.0001114950054126,4.32099943056507,97.94,99.06,13.6,4238.992974
212,440000,广东,东部,2020,88521,31113.9100126743,74.1437995638752,56.275213312269,2.5,44.8,74,2.495011,43.5,11.4194797670977,0.0001051716754414,2.97037598410629,98.99,98.49,13.26,1886.055777
213,440000,广东,东部,2021,98561,33618.5745821507,77.3005549950376,55.4676694502463,2.5,46.43,74,2.459159,42.9,11.4194797670977,7.84961453501658e-05,2.704826708595,98.26,100.0,15.4,2145.431945
214,440000,广东,东部,2022,102217,33785.9682389192,71.5524888469698,55.2395269685963,2.5,48.06,74,2.411433,44.6,11.4194797670977,6.81009561930176e-05,2.5084335685164,98.61,99.74,15.02,1768.515038
215,440000,广东,东部,2023,106985,35169.1326932158,74.7598508773398,55.7923009113075,2.5,49.47,74,2.358882,44.5,11.4194797670977,5.88178063169439e-05,2.40000690882457,98.62,99.7,14.98,2447.038104
216,440000,广东,东部,2024,111146,35234.1158059468,75.36738989998,57.4942563145238,2.5,49.47,74,2.305698,44.5,11.4194797670977,5.88178063169439e-05,2.40000690882457,98.62,99.7,14.98,2447.038104
217,450000,广西,西部,2007,11542,4053.48154362416,42.4802726332231,39.9265726601885,3.8,23.03,25,3.33976,32.1,58.4145539563089,0.0177869511215021,1.43010730876118,81.51,91.89,11.28,132.598684
218,450000,广西,西部,2008,13471,4974.66777408638,39.9673119473291,39.7682560337082,3.8,23.03,25,3.337919,32.7,53.4986213092915,0.0143290888248598,2.15633215378804,84.04,92.87,11.83,148.119543
219,450000,广西,西部,2009,14708,5746.91103789127,38.2896992267946,41.7846448002924,3.7,25.02,25,3.337171,33.7,42.9511169846336,0.0125195068115677,3.07802345513066,92.19,94.43,13.98,164.227642
220,450000,广西,西部,2010,18070,7184.38177874186,38.4535687067579,40.3114915111548,3.7,27.0,25,3.186229,35.0,36.5546513259436,0.0105677938356484,3.18740380256925,92.35,94.65,14.31,181.561822
221,450000,广西,西部,2011,22234,8395.70354457572,37.2344103595675,39.3431004184507,3.5,28.32,29,3.057804,37.4,21.5962290896028,0.0050583015369081,2.11764520995725,91.08,93.91,14.34,207.689464
222,450000,广西,西部,2012,24181,9622.07072858969,39.0609768761536,41.3505431897802,3.4,36.03,34,2.999855,37.5,21.7256449272798,0.0044596411762624,2.01023036750937,93.26,95.3,14.74,238.635507
223,450000,广西,西部,2013,26416,10849.9260198689,41.063742921522,43.7678737829761,3.3,39.67,38,2.911459,37.7,18.0989524758202,0.003791651939205,2.00176397074177,93.58,95.91,15.53,263.303812
224,450000,广西,西部,2014,28603,12102.3060796646,40.8725813914058,44.3692135592223,3.2,42.41,39,2.841069,39.3,16.1397724429267,0.0034339628195881,2.41393877216729,92.99,94.4,15.75,298.862745
225,450000,广西,西部,2015,30890,11996.4664310954,37.268632963638,46.2325480814716,2.9,44.72,43,2.790324,37.6,14.8715349578992,0.0028463690548595,2.42724774997479,94.46,97.5,16.28,335.371703
226,450000,广西,西部,2016,33340,13073.5021618283,35.0377107864106,47.7476638993336,2.9,46.4,46,2.734241,37.6,11.9867714033977,0.0008556395269473,2.04201094175653,95.85,97.7,17.06,386.896552
227,450000,广西,西部,2017,36441,14342.7756266558,32.9044218761141,49.3184641413772,2.2,49.36,46,2.693333,39.1,11.9867714033977,0.0005913201841411,1.73391327377739,97.8,97.63,17.56,426.927835
228,450000,广西,西部,2018,39837,15491.2067919951,31.6613127360782,50.5094814497804,2.3,51.96,46,2.608444,39.9,11.9867714033977,0.000512538338479,1.49602503605901,98.15,97.8,19.42,454.259337
229,450000,广西,西部,2019,42778,16218.1854676837,30.9673968032596,50.8591097654576,2.6,55.92,46,2.540582,40.8,11.9867714033977,0.0004478012534668,1.706386644243,98.84,98.88,21.92,539.778062
230,450000,广西,西部,2020,44237,15154.6124726041,27.7845834675142,51.6620029022327,2.8,59.0,46,2.420452,41.3,11.9867714033977,0.0003969097098219,1.63023689733909,99.36,99.68,23.76,920.443671
231,450000,广西,西部,2021,50137,16216.5971808616,31.0021114123041,50.1560944262191,2.5,63.34,46,2.354703,40.2,11.9867714033977,0.0002947348378165,1.43803366548754,99.47,99.81,23.92,1046.531153
232,450000,广西,西部,2022,51936,15934.2183475332,28.6378475969403,50.0124111647019,2.5,67.7,46,2.277462,42.2,11.9867714033977,0.0002352393063495,1.54089715135102,99.44,99.91,24.4,947.229669
233,450000,广西,西部,2023,54005,15957.4298786553,29.2360568200257,50.7679469458577,2.5,72.01,46,2.213068,42.4,11.9867714033977,0.0002826956445019,1.15433091256554,99.21,99.89,24.48,1245.421077
234,450000,广西,西部,2024,57071,16261.1210851785,28.3303137070474,50.950107157567,2.5,72.01,46,2.157161,42.4,11.9867714033977,0.0002826956445019,1.15433091256554,99.21,99.89,24.48,1245.421077
235,650000,新疆,西部,2007,16887,4093.07875894988,35.9504496007043,37.6657142857143,3.9,46.47,38,3.20868,32.0,19.6048571428571,0.0165685714285714,2.84474627428787,92.77,99.12,13.32,359.529412
236,650000,新疆,西部,2008,19605,4887.37681839512,34.0828424709258,36.3017501508751,3.7,46.47,38,3.228848,31.9,18.0325890162945,0.0141219070609535,2.87626491466546,88.61,92.82,12.47,418.973561
237,650000,新疆,西部,2009,19755,5453.91384900417,28.8645863494962,39.7946660372905,3.8,50.08,38,3.12,36.3,18.2166627330658,0.013922586735898,2.70396685747377,89.34,99.03,12.55,452.38829
238,650000,新疆,西部,2010,24700,6343.70709382151,29.4647744730445,35.0751837617999,3.2,53.7,38,2.90006,36.4,15.6132233871871,0.0109790679452259,3.00310198892231,95.8,99.17,13.19,516.385542
239,650000,新疆,西部,2011,29624,7471.4606741573,31.535703811354,36.6105327617881,3.2,56.93,40,2.812916,36.6,12.7570422535211,0.0116824862216778,2.34932085498295,96.19,99.17,13.74,572.284345
240,650000,新疆,西部,2012,33103,8504.66045272969,33.4171547055774,38.8825926225748,3.4,58.91,44,2.765998,35.9,12.6568444912167,0.010740980598505,2.35729227556644,96.6,99.13,14.16,603.102625
241,650000,新疆,西部,2013,36988,9538.2932166302,36.7931479694306,42.7305006791697,3.4,60.65,49,2.687779,36.4,12.0010485427639,0.0098825155494125,2.24934140170583,96.37,98.08,15.69,667.09062
242,650000,新疆,西部,2014,40193,10479.5698924731,38.6504269408251,43.4831885153003,3.2,62.21,50,2.660935,36.8,11.0905067731664,0.0092071887311781,2.13575904442415,96.87,98.15,16.46,780.274859
243,650000,新疆,西部,2015,39520,11612.5786163522,34.978856045016,47.8268811312037,2.9,63.68,55,2.787798,37.5,10.7395588219493,0.008362612685212,1.87943346290412,97.63,98.81,17.69,851.636661
244,650000,新疆,西部,2016,40020,12377.2652388797,31.388872107775,48.9222079162686,2.5,65.43,55,2.795149,38.5,9.75069568467832,0.0042820949453835,1.57240379387422,97.89,98.86,18.35,898.33887
245,650000,新疆,西部,2017,45476,13104.0322580645,31.624845813458,49.3902275109992,2.6,68.54,55,2.786329,40.0,9.75069568467832,0.0030188442548768,1.17871837558548,98.32,98.75,19.78,931.517184
246,650000,新疆,西部,2018,51238,13607.5396825397,30.5523247114685,50.4324948865677,2.4,71.93,55,2.736033,39.6,9.75069568467832,0.0021476415757178,1.8819140340552,98.01,97.66,20.34,1031.406385
247,650000,新疆,西部,2019,53542,14166.4712778429,29.6798601822221,51.7088202631443,2.1,73.88,55,2.64167,39.9,9.75069568467832,0.0017547859470034,1.6529050002916,98.52,98.55,23.67,1096.924429
248,650000,新疆,西部,2020,53606,11885.3281853282,26.6975832977901,50.9597339265399,2.4,70.2,55,2.478515,40.9,9.75069568467832,0.0010492221409058,1.49263711875312,98.39,99.52,25.3,1930.461812
249,650000,新疆,西部,2021,62991,13943.6075704905,30.102977360603,46.9396012653572,2.0,71.89,55,2.416822,41.0,9.75069568467832,0.0008172098383972,1.73854500075322,98.8,99.43,21.73,2438.301716
250,650000,新疆,西部,2022,69717,12633.1658291457,27.6466629604705,44.2084610396448,2.0,69.42,55,2.320846,41.4,9.75069568467832,0.0005653255887422,1.82856892061913,98.63,99.49,23.86,2008.448118
251,650000,新疆,西部,2023,73774,14967.2825250192,28.8052829530407,45.3489770416033,2.0,76.03,55,2.260865,41.4,9.75069568467832,0.0004564491082772,1.75393618061631,98.54,99.64,24.47,2956.18508
252,650000,新疆,西部,2024,78660,15116.2790697674,31.4928141966843,47.8530834076001,2.0,76.03,55,2.204149,41.4,9.75069568467832,0.0004564491082772,1.75393618061631,98.54,99.64,24.47,2956.18508
253,320000,江苏,东部,2007,33798,10340.4117570892,87.6262863587237,37.6144741500054,3.2,32.01,43,2.450482,42.8,19.4547567376214,0.0046870911637499,1.89175007440127,97.41,99.47,19.28,3207.055894
254,320000,江苏,东部,2008,39967,12761.0152022675,84.1083421350027,38.4747378455672,3.3,32.01,43,2.487708,42.6,16.4709246901811,0.0036515810053157,2.93087892495435,98.23,99.88,20.28,3479.391035
255,320000,江苏,东部,2009,44272,14704.3533930858,80.3706912001912,39.6293191226426,3.2,34.06,43,2.511429,42.0,15.1524003748002,0.0031161793587203,3.67405460302288,98.39,99.65,20.42,3796.482122
256,320000,江苏,东部,2010,52787,17291.015376795,83.0242202984904,41.3711612486982,3.2,36.1,43,2.456491,42.1,13.4230944884363,0.0025384267794963,2.84672958816132,99.12,99.56,21.26,4748.194713
257,320000,江苏,东部,2011,61464,20015.3309235947,82.7570189593874,42.3823486052188,3.2,39.44,47,2.379933,42.1,12.1372585955544,0.0021576930007043,2.73831030647474,99.03,99.58,21.86,5271.751969
258,320000,江苏,东部,2012,66533,22673.7684729064,83.394496326663,43.4059130123888,3.1,42.06,50,2.374351,42.2,11.1394755120396,0.0018472344553917,2.75809763406648,99.43,99.7,22.35,5647.170439
259,320000,江苏,东部,2013,72768,25486.083984375,84.2275471983607,45.0762770979993,3.0,46.39,52,2.335996,42.4,10.0145747050518,0.0015867051730935,2.93878158151535,99.59,99.69,23.22,6177.09976
260,320000,江苏,东部,2014,78711,28327.6174375075,85.3724719532131,46.5433707899831,3.0,49.28,54,2.296163,42.6,9.27276513369479,0.0013954851497366,2.80650815289556,99.49,99.75,23.89,6461.021127
261,320000,江苏,东部,2015,85871,32122.7901383043,82.8750833541504,47.6194953681028,3.0,51.86,56,2.286584,42.8,8.71932008437196,0.0011719731278392,3.18397370653971,99.56,99.83,24.42,6793.155753
262,320000,江苏,东部,2016,92658,35332.8958358191,81.3590717654649,49.4753131508489,3.0,55.39,57,2.280586,42.9,7.97177537688637,0.0007472440527518,2.85625267983442,99.54,99.86,25.37,7178.456221
263,320000,江苏,东部,2017,102202,38962.6023981954,76.9372650298511,49.7270285944535,3.0,58.43,57,2.27696,43.0,7.97177537688637,0.0004462570077023,2.75020407625249,99.73,99.98,25.62,7515.883758
264,320000,江苏,东部,2018,110508,41999.2896045465,74.0319197759353,50.3569451418125,3.0,61.05,57,2.264332,43.1,7.97177537688637,0.0003398864470279,2.72780692009762,99.81,99.98,25.2,7945.499383
265,320000,江苏,东部,2019,116650,43972.8421301216,70.0069590529325,51.544444985039,3.0,63.94,57,2.251643,43.4,7.97177537688637,0.0002884747934252,2.96471561333116,99.77,100.0,25.41,8358.104631
266,320000,江苏,东部,2020,121333,42776.6898666981,66.2131849096045,52.1740103124571,3.2,63.1,57,2.194479,43.5,7.97177537688637,0.0001095248702188,2.46244029368018,99.92,100.0,25.6,2130.653043
267,320000,江苏,东部,2021,138255,48513.9329805997,68.666311056505,51.1044156180468,2.5,64.5,57,2.155313,43.7,7.97177537688637,7.54733696559573e-05,2.30918063853507,99.92,100.0,25.62,2347.563177
268,320000,江苏,东部,2022,143466,47918.9665296536,62.1344211975141,50.9782593560615,2.5,66.11,57,2.112547,44.1,7.97177537688637,6.12666302452385e-05,1.87365322785757,99.92,100.0,25.66,2488.613407
269,320000,江苏,东部,2023,150487,50364.2974431152,65.1489147292925,51.6577472543756,2.5,67.89,57,2.073308,44.0,7.97177537688637,5.49046888916272e-05,1.62193582587382,99.94,100.0,25.78,2868.75
270,320000,江苏,东部,2024,160694,52688.3650011729,65.635014198462,52.9770524348943,2.5,67.89,57,2.041494,44.0,7.97177537688637,5.49046888916272e-05,1.62193582587382,99.94,100.0,25.78,2868.75
271,360000,江西,中部,2007,13270,3935.21062271062,43.0744922988531,33.9016200498477,3.4,22.94,20,2.782033,39.1,24.4508100249238,0.0107484076433121,1.53359998232161,86.18,94.59,10.5,240.038023
272,360000,江西,中部,2008,15816,4868.18181818182,40.3819613741354,34.6240373799429,3.4,22.94,20,2.68666,41.8,20.0324478670935,0.0084076028957918,2.63125273744494,90.18,96.49,11.06,226.821705
273,360000,江西,中部,2009,17277,5605.59566787004,37.2062955637909,35.1926605504587,3.4,24.77,20,2.704849,44.4,19.2766710353866,0.007394495412844,2.76118973098562,92.22,98.0,12.1,259.769658
274,360000,江西,中部,2010,21099,6658.44912595249,40.4568285099259,33.5972802455452,3.3,26.6,20,2.613253,46.6,17.1221971182539,0.0059372069230113,2.5550367605004,92.36,97.43,13.77,286.738782
275,360000,江西,中部,2011,25928,7958.20295037997,41.5619821668113,33.890111787302,3.0,28.53,24,2.480303,46.8,16.7838059476024,0.0050420820924511,1.7265051684684,94.31,97.94,14.4,318.335393
276,360000,江西,中部,2012,28624,9214.0782122905,45.4418690920171,34.9414805156273,3.0,36.35,28,2.478712,46.0,15.7085190939825,0.0044324898303364,2.21613529322143,94.4,97.67,14.99,359.473237
277,360000,江西,中部,2013,31952,10491.7336907954,46.7175748494366,35.6477531782772,3.2,38.54,33,2.433711,45.1,14.4849722381505,0.0038999454553083,2.13727919776388,95.1,97.73,15.26,398.509426
278,360000,江西,中部,2014,34988,11813.8392857143,48.4670461276946,37.0332784436871,3.3,41.11,34,2.402787,44.6,13.2940808537255,0.0034108170898275,1.75470677621243,95.18,97.78,15.77,440.722348
279,360000,江西,中部,2015,37436,14313.9353400223,49.0813701827741,39.9191938453837,3.4,43.33,39,2.379029,44.1,13.3027429994816,0.0031470302546347,1.98139397853849,94.83,97.55,16.6,467.134175
280,360000,江西,中部,2016,40950,16010.8985765125,46.5948369212111,42.7547502256833,3.4,45.54,45,2.362251,43.6,12.0233187953406,0.0024912173846839,2.55295187768008,95.31,97.69,17.33,505.461576
281,360000,江西,中部,2017,44878,17996.0097539348,43.961130555398,44.1887505690027,3.3,50.64,45,2.355989,45.2,12.0233187953406,0.0015694579135907,2.80545518216873,97.38,98.11,17.9,543.043043
282,360000,江西,中部,2018,50347,20043.6516729448,41.870341877929,47.3576475249268,3.4,53.68,45,2.338797,45.9,12.0233187953406,0.0010978803953073,2.86809751002202,97.4,98.31,19.37,584.25974
283,360000,江西,中部,2019,54640,21809.7874224978,38.9457944510553,47.7932323359265,2.9,57.25,45,2.313624,45.5,12.0233187953406,0.0009206520373125,3.04189891651531,97.87,98.45,19.93,645.238095
284,360000,江西,中部,2020,57065,21977.6499225492,37.5713206913912,48.2127065394461,3.2,63.3,45,2.270538,46.4,12.0233187953406,0.0003975641920719,3.27041330040994,97.59,98.62,19.81,899.384787
285,360000,江西,中部,2021,66020,25306.6194376799,41.4852327895357,47.8178075486627,2.8,68.03,45,2.231,46.9,12.0233187953406,0.0002933504985282,3.38684766045078,98.76,99.17,23.85,960.137852
286,360000,江西,中部,2022,69019,25984.5406360424,40.4486443400873,48.9027289211823,2.8,69.45,45,2.191864,46.6,12.0233187953406,0.0002434820496062,3.26008667772432,98.82,99.37,25.92,1086.138614
287,360000,江西,中部,2023,71216,27072.203765227,40.8332977439916,49.8234477532678,2.8,75.46,45,2.132878,46.9,12.0233187953406,0.0001987571467169,3.32809280276743,99.36,99.5,26.87,1203.423423
288,360000,江西,中部,2024,75862,28480.00888494,39.8434617203619,52.3610847160295,2.8,75.46,45,2.09562,46.9,12.0233187953406,0.0001987571467169,3.32809280276743,99.36,99.5,26.87,1203.423423
289,130000,河北,东部,2007,17561,5838.68644678093,52.3758006172635,37.5745706786035,3.8,29.98,31,2.671138,36.5,18.3424532416131,0.0122810193451768,2.90711180433412,95.26,99.97,13.59,1036.981678
290,130000,河北,东部,2008,20385,7141.36500214623,50.3589896209218,37.0546686290942,4.0,29.98,31,2.744258,38.7,16.5278413532299,0.0094717642833501,4.05809732843697,97.11,99.97,14.49,1031.773399
291,130000,河北,东部,2009,21831,8195.76343474552,45.4559782585545,39.3332418713129,3.9,32.09,31,2.792645,40.0,16.0051349391451,0.0081891173261731,4.43859447348131,97.86,99.97,15.32,1228.329543
292,130000,河北,东部,2010,25308,9482.62440922991,47.2247042804868,39.214379346353,3.9,34.2,31,2.661955,42.7,14.58280566109,0.0068530738296785,4.08334042492837,99.07,99.97,17.35,1281.768094
293,130000,河北,东部,2011,29647,11111.0342920354,49.1257678684002,39.3103480525796,3.8,36.28,36,2.505357,42.1,13.0257146464528,0.0066033191954995,2.98185950658536,99.86,100.0,17.84,1421.143583
294,130000,河北,东部,2012,31844,12743.0459928394,51.0923067872061,40.0554652800347,3.7,39.01,42,2.478794,41.0,13.2498754197812,0.0058117213736323,3.13596964289216,99.79,99.96,17.84,1531.562661
295,130000,河北,东部,2013,33346,14430.1591657519,52.0598333628146,40.9705848406404,3.7,41.39,46,2.419134,41.2,12.8164108229319,0.0052956355422183,3.89742333737,98.35,99.85,18.22,1627.164731
296,130000,河北,东部,2014,34507,16141.6086303428,52.3083830414983,41.9189254588657,3.6,43.73,49,2.370018,41.9,12.2902625659985,0.0047201583567708,4.13550552669275,94.26,99.29,18.49,1702.615965
297,130000,河北,东部,2015,35994,12753.5738597686,47.0364103483725,44.6178556276138,3.6,46.07,50,2.366483,41.2,11.7646524031759,0.0041987393175343,5.01971701948976,98.81,99.56,18.65,1723.43662
298,130000,河北,东部,2016,38688,13818.8474576271,47.1089489596713,45.8637849835465,3.7,48.26,53,2.370081,40.8,10.142375000439,0.001937901461328,4.34413913146972,98.88,99.52,18.91,1765.961199
299,130000,河北,东部,2017,41451,15033.7427453098,48.7082742145867,48.0822955014229,3.7,52.53,53,2.371555,41.8,10.142375000439,0.0014134748439988,5.32369961350649,98.78,99.05,18.88,1876.059774
300,130000,河北,东部,2018,43808,16124.2930245085,45.4797371544392,50.0144639417011,3.3,55.84,53,2.350296,41.6,10.142375000439,0.0010561754876194,5.61141879394943,99.28,99.7,19.76,1594.067529
301,130000,河北,东部,2019,47036,17167.7185443803,44.999061263395,51.6498659180185,3.1,56.65,53,2.324725,42.3,10.142375000439,0.0008202157890824,6.04763005112504,99.46,99.98,19.95,1633.778502
302,130000,河北,东部,2020,48302,16509.2443729903,42.4088336312826,51.0037818836113,3.5,59.2,53,2.264286,42.9,10.142375000439,0.0004489945520883,5.64426302728978,99.72,100.0,21.06,1525.939597
303,130000,河北,东部,2021,54181,17315.1181525242,47.1012781116181,49.5354864581864,3.1,61.09,53,2.188844,42.9,10.142375000439,0.0004225550843996,3.97425015907172,99.79,100.0,20.99,1645.093296
304,130000,河北,东部,2022,56481,17364.2857142857,43.5896939920306,51.0855482518815,3.1,65.45,53,2.131688,43.8,10.142375000439,0.0003481947223016,3.42405251009065,99.55,100.0,21.2,1656.414763
305,130000,河北,东部,2023,59332,18795.6174759908,44.6232176893905,52.43616321645,3.1,72.24,53,2.109,43.7,10.142375000439,0.0003242756137911,3.33742443690071,99.6,100.0,20.08,2165.152616
306,130000,河北,东部,2024,64352,19866.3594470046,41.7399043382849,53.725574358942,3.1,72.24,53,2.071111,43.7,10.142375000439,0.0003242756137911,3.33742443690071,99.6,100.0,20.08,2165.152616
307,410000,河南,中部,2007,15811,5011.00427350427,46.0855015208942,32.134641977807,3.4,25.49,26,2.789605,34.3,19.9984485142838,0.0105494283112415,3.256691667424,68.87,88.63,10.81,363.53726
308,410000,河南,中部,2008,18879,6167.56814084208,44.2187753384671,30.7100288116194,3.4,25.49,26,2.761344,35.4,17.4331722664201,0.0081867849954048,3.32440688811848,66.91,85.56,9.9,376.923077
309,410000,河南,中部,2009,20280,7111.20480657742,38.7526843235505,32.2756894843856,3.5,27.9,26,2.761058,36.3,17.412022313748,0.0070642823627548,3.19985132977259,72.89,88.34,10.44,436.142132
310,410000,河南,中部,2010,23984,8510.57947900053,40.4351109732037,32.4625910395056,3.4,30.3,26,2.645056,36.6,15.8322224674465,0.005909070845288,2.8213129438489,73.43,91.03,10.25,465.784924
311,410000,河南,中部,2011,27901,9992.17841665786,40.523251161499,33.9978798344903,3.4,32.01,28,2.526971,36.6,14.392238218453,0.0052073240699578,2.250036480717,76.19,92.64,10.83,500.390625
312,410000,河南,中部,2012,30497,11451.5316827528,40.7544343240652,35.7096737437806,3.1,41.88,30,2.4919,36.9,13.9378977207987,0.0044054430130619,2.1862016618728,77.94,91.76,11.08,524.466546
313,410000,河南,中部,2013,33114,12980.8837355061,43.2697216743606,37.334703232435,3.1,45.66,35,2.424016,37.6,13.0429779498933,0.0039642772465028,2.00490477956258,81.98,92.16,11.57,565.697351
314,410000,河南,中部,2014,35982,14520.4769310524,45.4370684178487,38.8921989425825,3.0,48.68,37,2.375276,38.3,12.2294850584819,0.0034655298078369,1.98965281014615,83.76,92.99,11.67,591.0
315,410000,河南,中部,2015,38338,15952.7883723328,44.3579165655541,40.7740783786043,3.0,51.65,39,2.356583,37.7,11.6892954123196,0.0030856890149686,2.61451462272129,86.02,93.1,12.06,624.533074
316,410000,河南,中部,2016,41326,17666.700756801,42.3072175847293,42.7306810304775,3.0,54.72,43,2.328204,39.3,9.98911782316711,0.0009602651474684,2.62579590916775,88.93,93.42,12.97,633.446486
317,410000,河南,中部,2017,45723,19624.6820632821,41.4729682357294,44.0498472946956,2.8,58.48,43,2.323925,39.4,9.98911782316711,0.0003118802272843,2.94138411202212,93.96,95.88,13.9,676.723606
318,410000,河南,中部,2018,50714,21561.2327656123,40.8562628760009,47.2329526452913,3.0,63.35,43,2.304533,40.0,9.98911782316711,0.0002457150066385,3.89141361267904,96.3,96.65,14.57,701.740607
319,410000,河南,中部,2019,54356,23711.9482880517,39.7669995759514,48.4876521376527,3.2,66.41,43,2.255408,41.0,9.98911782316711,0.0001943489867418,3.46608054168024,97.05,97.38,15.19,777.135954
320,410000,河南,中部,2020,54691,22651.7452972538,40.1906163022635,49.1794970088132,3.2,67.1,43,2.157313,41.9,9.98911782316711,0.0001231123086506,2.62834930639845,96.83,98.19,15.32,962.58181
321,410000,河南,中部,2021,58587,24680.1578468077,44.4990898675325,49.7287821543824,3.4,72.99,43,2.115725,41.6,9.98911782316711,0.0001033210840448,2.15048818054248,97.65,99.32,16.37,1048.861524
322,410000,河南,中部,2022,58942,24715.3565640195,39.9215723107991,52.1266710294211,3.4,76.2,43,2.058298,40.3,9.98911782316711,0.0001011678097426,1.72061896822974,98.21,99.3,16.86,1192.569002
323,410000,河南,中部,2023,60073,26467.0402445237,40.8783863256772,53.4343270356015,3.4,79.21,43,2.006383,43.5,9.98911782316711,0.0001021436640488,1.61600862788101,99.28,99.45,17.64,1382.71755
324,410000,河南,中部,2024,64888,28165.9683188554,38.3815883270119,53.0781569429156,3.4,79.21,43,1.970323,43.5,9.98911782316711,0.0001021436640488,1.61600862788101,99.28,99.45,17.64,1382.71755
325,330000,浙江,东部,2007,36454,12165.4704170708,91.2945057256239,40.493025751073,3.3,34.32,54,2.29983,36.1,18.1384656652361,0.0042757510729613,1.73678180640805,97.78,99.58,14.6,2946.373527
326,330000,浙江,东部,2008,41061,14453.760552571,87.53995780094,40.868045441305,3.5,34.32,54,2.249824,37.7,16.4615261738534,0.0034813903009687,2.10633076456366,97.72,99.7,15.2,3056.153846
327,330000,浙江,东部,2009,43543,16342.4943138741,80.747357114591,42.9921563303363,3.3,36.56,54,2.23634,38.2,15.9858892776904,0.003071337540565,2.08868034748525,97.93,99.81,16.03,3194.101756
328,330000,浙江,东部,2010,51110,19069.2124105012,81.3144506652368,43.5625677465976,3.2,38.8,54,2.183107,38.3,14.4098336125314,0.0024755564801331,2.55838747085302,99.07,99.79,16.7,3661.004785
329,330000,浙江,东部,2011,57828,22500.5385996409,81.9967782146937,44.1019877695041,3.1,40.73,56,2.137071,38.4,13.1890327360398,0.0020781797405728,2.03274354016432,99.34,99.84,17.53,4038.095238
330,330000,浙江,东部,2012,61097,24977.308707124,82.6845079627476,45.7533505514449,3.0,38.94,59,2.141339,39.9,12.2435024896459,0.0018201172693005,1.86694474612435,99.49,99.88,17.88,4124.561404
331,330000,浙江,东部,2013,65105,27612.0331950208,80.2651744964031,46.7477889143047,3.0,41.84,61,2.119584,40.3,11.2260476876677,0.0015894103592913,2.07463528993948,99.8,99.97,17.83,4338.01534
