row_id,省份,(全部),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
22,20.0,0.0787502744412985,0.108817340077033,0.133704091091744,0.14945056749415,0.165457391798825,0.175436904611452,0.185528491939387,0.202818207577131,0.215777112530457,0.223326075730682,0.231805621109096,0.239194228177321,2.11006630657858
23,21.0,0.0875693714029333,0.128218789081461,0.156559855160289,0.17432890408592,0.200951435418588,0.199554071550318,0.205297211187749,0.211825182608954,0.215855638003968,0.216315224195277,0.222424170611394,0.226309040965731,2.24520889427258
24,22.0,0.074828975115901,0.10992139624837,0.147546331242466,0.165599566468418,0.191038925204959,0.201648448192128,0.211959787011688,0.225443361677955,0.234764291763951,0.240700909476647,0.248571582142994,0.254178292872194,2.30620186741767
25,23.0,0.0898354607525512,0.126066483734472,0.15748676242133,0.171090749707072,0.196670697215188,0.204550438731069,0.213161644829872,0.224264935799502,0.233438396455463,0.235379652262009,0.240708265854281,0.244256155377003,2.33690964313981
26,24.0,0.0452157598618829,0.0833571393751831,0.116921571351304,0.1389791679636,0.164531062335348,0.175855099497975,0.184908860700449,0.198581616180709,0.207517197966938,0.211055242490624,0.226389039581163,0.230120063970082,1.98343182127526
27,25.0,0.0599792806340567,0.0985259871386166,0.132912097470029,0.147655990015997,0.175462231429181,0.181272833235447,0.186165841464268,0.197396552134334,0.205042063010342,0.209168003315175,0.213527284147886,0.216002731189254,2.02311089518459
28,26.0,0.0872432197121785,0.122858124032398,0.157221759960389,0.176767049090883,0.20114860403449,0.209571293646554,0.217816005639894,0.235042350738434,0.247727797219694,0.253375949969793,0.266441074333611,0.272735536347197,2.44794876472552
29,27.0,0.0542437335669111,0.0955756382572742,0.128516126912642,0.147282113869421,0.175014585707938,0.173145489198414,0.179433423678071,0.191650090138505,0.197450274512074,0.203878626628013,0.216547508933771,0.22324177964735,1.98597939105038
30,28.0,0.0677544484237046,0.0896710207184329,0.124952946759005,0.139583986146422,0.179125844804929,0.181447297026691,0.190942293264476,0.203648735548199,0.20684571401591,0.213034535494312,0.228879030758909,0.240585014357717,2.06647086731871
31,29.0,0.0789027801003322,0.115248515245891,0.145619169999044,0.16614801599327,0.197692185185469,0.192031148284425,0.209238925065672,0.225888487761958,0.23068558669364,0.237292007491365,0.256946330881048,0.26927317510273,2.32496632780484
32,30.0,0.0671369558385898,0.105652388623245,0.138790323303293,0.147756435637008,0.177800996882754,0.170589990229491,0.183799923702834,0.205008274494106,0.213316162464659,0.218946452449136,0.238262758230258,0.245976915461016,2.11303757731639
33,,3.00368984657922,4.04374968253176,4.98261853820289,5.43836962343011,6.18037661281138,6.31925307923422,6.5955695770292,6.99165763960678,7.23542399575019,7.36006810946137,7.68449386984383,7.86792312858924,73.7031937030702
