row_id,全国主要城市间公路里程表,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
23,山西省,1144,503,2183,1280,2251,2430,2144,0,224,495,1895,1026,1418,1535,1213.0,1458.0,1220.0,589.0,895.0,1504.0,538.0,0.0,721.0,1562.0,1658.0,557.0,3808.0,3318.0,2725.0,1565.0,1632.0
24,陕西省,987,1224,2023,691,2033,2073,1423,0,945,542,2616,866,1200,2256,1149.0,1298.0,1941.0,1152.0,680.0,915.0,976.0,721.0,0.0,1498.0,937.0,1276.0,2805.0,2729.0,2004.0,1501.0,912.0
25,上海市,511,1490,1107,2189,1653,2195,2121,0,1338,1095,2759,919,1223,2399,349.0,837.0,2084.0,2068.0,2178.0,2413.0,1033.0,1562.0,1498.0,0.0,2411.0,1380.0,4303.0,4227.0,2786.0,213.0,2150.0
26,四川省,2004,2161,2649,1084,2200,1491,841,0,1882,1479,3553,1492,1752,3193,2166.0,1924.0,2878.0,2089.0,1613.0,1308.0,1913.0,1658.0,937.0,2411.0,0.0,2213.0,2150.0,3122.0,1094.0,2367.0,340.0
27,天津市,996,118,2147,1837,2374,2597,2630,0,333,734,1379,1193,1585,1019,1031.0,1499.0,704.0,696.0,1371.0,2061.0,347.0,557.0,1276.0,1380.0,2213.0,0.0,3951.0,3875.0,3280.0,1383.0,2188.0
28,西藏自治区,3792,3896,4799,2114,403,3302,2956,0,3618,3347,5236,3642,3902,4928,3954.0,4074.0,4613.0,4239.0,2643.0,1890.0,3781.0,3808.0,2805.0,4303.0,2150.0,3951.0,0.0,2650.0,2325.0,4306.0,2547.0
29,新疆维吾尔自治区,3716,3820,4752,2038,4762,4477,3827,0,3542,3271,5160,3595,3929,4852,3878.0,4027.0,4537.0,3242.0,2567.0,1824.0,3705.0,3318.0,2729.0,4227.0,3122.0,3875.0,2650.0,0.0,4216.0,4230.0,3316.0
30,云南省,2471,3228,2691,2178,1706,977,714,0,2949,2546,4620,2014,1622,4260,2633.0,1968.0,3945.0,3156.0,2684.0,2402.0,2907.0,2725.0,2004.0,2786.0,1094.0,3280.0,2325.0,4216.0,0.0,2573.0,1092.0
31,浙江省,514,1493,894,2192,1440,1982,1908,0,1341,1098,2762,875,1010,2402,352.0,624.0,2087.0,2071.0,2181.0,2416.0,1036.0,1565.0,1501.0,213.0,2367.0,1383.0,4306.0,4230.0,2573.0,0.0,2106.0
32,重庆市,1743,2136,2485,1278,1870,1161,511,0,1857,1454,3528,1231,1355,3168,1905.0,1760.0,2853.0,2064.0,1592.0,1502.0,1888.0,1632.0,912.0,2150.0,340.0,2188.0,2547.0,3316.0,1092.0,2106.0,0.0
