row_id,REGION,2014
1,安徽,0.445222
2,北京,0.753878
3,福建,0.490599
4,甘肃,0.408766
5,广东,0.551331
6,广西,0.405192
7,贵州,0.365249
8,海南,0.481688
9,河北,0.488183
10,河南,0.389505
11,黑龙江,0.40233
12,湖北,0.472876
13,湖南,0.418207
14,吉林,0.48598
15,江苏,0.595037
16,江西,0.401411
17,辽宁,0.487013
18,内蒙古,0.485318
19,宁夏,0.450809
20,青海,0.43016
21,山东,0.543577
22,山西,0.456001
23,陕西,0.479637
24,上海,0.512259
25,四川,0.404679
26,天津,0.553833
27,西藏,0.374178
28,新疆,0.452118
29,云南,0.394056
30,浙江,0.555829
31,重庆,0.473044
