row_id,Feature,MeanAbsSHAP
1,INC,0.08781725180942393
2,PRI,0.02659775529908721
3,URB,0.01543218984518804
4,EDU,0.00991259480071461
5,OPENPC,0.00932409176409175
6,GOV,0.008519535013731547
7,DIG,0.00812604596696587
8,INNO,0.007641039517549972
9,FIN,0.00347556881248619
10,SOC,0.003235874994303543
