row_id,Feature,MeanAbsSHAP
1,OPENPC,0.08030329620831694
2,INC,0.02941330341827178
3,URB,0.01883651676122518
4,GOV,0.01462683987015584
5,FIN,0.01127298349031767
6,PRI,0.008728172916065443
7,SOC,0.00843295130053168
8,INNO,0.008402893439559127
9,DIG,0.007037255352834937
10,EDU,0.005288134364470612
