row_id,地区,id,year,年末就业人数（万人）,固定资本存量,能源消耗总量(万吨标准煤),地区GDP（亿元）,工业废水（万吨）,工业二氧化硫（万吨）,一般工业固体废弃物（万吨）,id.1,year.1,规模报酬可变+全局,规模报酬可变+非全局,规模报酬不变+全局,规模报酬不变+非全局,id.2,year.2,规模报酬可变+全局.1,规模报酬可变+非全局.1,规模报酬不变+全局.1,规模报酬不变+非全局.1
100,江苏省,10,2014,4812.82,99893.8193234048,29863.0,65088.32,204890.0,87.0175,10925.0,10,2014,1.07751768220488,1.12590152432279,1.02970185148026,1.01403574360665,10,2014,1.24986288969324,1.49866713612258,1.07670182777485,0.97856824394074
101,浙江省,11,2014,3459.0,65037.0361786362,18826.0,40173.03,149380.0,56.0083,4542.0,11,2014,0.999357496143479,1.10243965237416,1.00923454310486,1.02453456745078,11,2014,1.00185093364105,1.7212445503182,1.03563106581816,1.06854888785484
102,安徽省,12,2014,4311.0,33447.2579995897,12011.0,20848.75,69580.0,44.0642,12000.0,12,2014,0.977563511022015,0.87644627793511,0.98677798266541,0.96585388443914,12,2014,0.945232811150909,0.717918554431568,0.984271583189621,0.880580612151122
103,福建省,13,2014,2219.0,45027.1693332995,12110.0,24055.76,102052.0,33.7632,4835.0,13,2014,0.989043629896439,1.10946295231739,1.00338915631673,1.03768891169407,13,2014,0.98794404041317,1.35852157477015,1.04197350784933,1.124514160473
104,江西省,14,2014,2348.0,24216.613453156,8055.0,15714.63,64856.0,51.7408,10821.0,14,2014,0.999058530437325,0.724426211919329,1.01413577930849,1.01040542275938,14,2014,0.99482592931728,0.675791255285585,1.04619454831576,1.02981819333466
105,山东省,15,2014,5798.0,107993.31306022,36511.0,59426.59,180022.0,135.8883,19199.0,15,2014,1.04082462532504,1.07891960385466,1.00533016337564,1.02182286411747,15,2014,1.21491446410537,1.69623351885395,1.06529645109967,1.14782933110277
106,河南省,16,2014,5082.0,81785.9754924657,22890.0,34938.24,128048.0,103.1667,15917.0,16,2014,0.981341170769647,1.06085513931295,0.992243583404162,1.01153311511464,16,2014,0.953237758663157,1.23565116494639,0.983268270925195,1.06816480493855
107,湖北省,17,2014,3408.0,46313.1698002276,16320.0,27379.22,81657.0,50.6192,8006.0,17,2014,0.993194268090958,1.0954700578669,1.00714197253156,1.02922074426431,17,2014,1.01146713807117,1.39445314773756,1.05574228153806,1.15115808251475
108,湖南省,18,2014,4044.13,42641.1340022815,15317.0,27037.32,82271.0,55.9504,6934.0,18,2014,0.991001895267981,1.01738560173193,1.00193363853208,0.952699546412345,18,2014,0.993922670078053,0.973080986884974,1.0293670348232,0.88817477978174
109,广东省,19,2014,6428.0,97218.7587289576,29593.0,67809.85,177554.0,69.9102,5665.0,19,2014,1.05797429887555,1.01256841092086,0.99876379825793,0.900946031125337,19,2014,0.374717555107431,1.02949322921299,0.994558312196091,0.824712530574902
110,广西壮族自治区,20,2014,2795.0,37631.392850674,9515.0,15672.89,72936.0,43.1075,8038.0,20,2014,0.99146531101913,1.00610508603195,1.00497443732052,1.01971478638208,20,2014,0.96996361435199,1.04144599552905,1.00869243824056,1.08508890944052
111,海南省,21,2014,504.1,7016.0729363813,1820.0,3500.72,7956.0,3.1855,515.0,21,2014,0.880464398932119,0.656204764694933,0.980724328427951,0.99127202287685,21,2014,0.706310079921052,0.505003234569726,0.957342242861452,1.05050493992355
112,重庆市,22,2014,1632.12,24019.6821102415,8593.0,14262.6,34968.0,47.4805,3068.0,22,2014,0.9955634824006,1.01509325562709,1.01991417158159,1.03858522444211,22,2014,1.03696213052285,1.12945314894475,1.11101997933025,1.20647659538588
113,四川省,23,2014,4638.0,45076.4497901587,19879.0,28536.66,67577.0,72.5729,14246.0,23,2014,0.985911308028159,1.05389508419966,0.99554005253973,0.970237206659894,23,2014,1.00572228125326,1.29102985681004,1.04099203046552,0.978898159176799
114,贵州省,24,2014,1909.69,16755.2467150405,9709.0,9266.39,32674.0,70.2427,7394.0,24,2014,0.965833045329238,0.979944515380584,0.999470898135033,1.01511870330666,24,2014,0.957416589065633,1.03378756842524,1.06685906735833,1.14095579097478
115,云南省,25,2014,2859.0,29409.6139789882,10455.0,12814.59,40443.0,58.2558,14481.0,25,2014,0.951569363959692,0.965833111275427,0.956259494114014,0.977392988435123,25,2014,0.917314220170111,0.990795778053432,0.956020188853058,1.04049183949514
116,陕西省,26,2014,2101.0,33872.2296099374,11222.0,17689.94,36163.0,67.1642,8682.0,26,2014,0.979557569033795,0.993564940284031,0.995423935537353,1.01017816322141,26,2014,0.97868333658874,1.05573207288604,1.03693223554479,1.11678586330018
117,甘肃省,27,2014,1348.0,12565.3885548266,7521.0,6836.82,19742.0,47.6964,6141.0,27,2014,0.967469548808915,0.600283986290312,0.972444274723893,0.988549538073292,27,2014,0.928039758242665,0.578874076756466,0.970510402424915,1.02777049774461
118,青海省,28,2014,317.3,6932.00882227071,3992.0,2303.32,8214.0,11.8046,12423.0,28,2014,1.00245178108868,0.968022071613625,0.944117794008062,0.96989136389733,28,2014,0.908999970191053,0.879947461598801,0.873958163365522,0.955771679553858
119,宁夏回族自治区,29,2014,344.0,7871.67946521298,4946.0,2752.1,15147.0,34.0969,3694.0,29,2014,0.9706178613693,0.970187704008957,0.950788985045186,0.974064636198849,29,2014,0.940200855389357,0.946750407856857,0.940814012462812,1.01315230883006
120,新疆维吾尔自治区,30,2014,1265.0,20970.5136405639,14926.0,9273.46,32799.0,71.807,7790.0,30,2014,0.9534776310774,0.966127955112732,0.957649874314099,0.981041528255742,30,2014,0.852019742961905,0.897114923073386,0.900638892171822,0.954465151441024
121,北京市,1,2015,1186.1,35954.1187202758,6803.0,23014.59,8978.0,2.207,710.0,1,2015,1.05978013274307,1.28062238989632,1.04873830899344,1.07256859470563,1,2015,1.10000316271224,1.40890276600962,1.19438697904864,1.26542757887492
122,天津市,2,2015,896.8,40567.0768845549,8319.0,16538.19,18973.0,15.4605,1546.0,2,2015,0.992022524731567,1.16107852904286,0.998794049553123,1.43266231898213,2,2015,0.93791735745099,1.48947724759469,1.04037952725067,2.63209876785614
123,河北省,3,2015,3927.0,67580.7590592967,31037.0,29806.11,94110.0,82.9414,35372.0,3,2015,0.949918537467227,0.981328921995584,0.948349173868148,0.96122081966722,3,2015,0.87163435356929,1.0844969883595,0.884119992255319,0.958473510079897
124,山西省,4,2015,1827.0,31644.8063888394,19029.0,12766.49,41356.0,90.0765,31794.0,4,2015,0.964419680996646,0.967339919309571,0.948560811293688,0.962296113540982,4,2015,0.818354436512955,0.847696308256142,0.80035415272983,0.856122639569571
125,内蒙古自治区,5,2015,1351.0,49569.9953566307,18784.0,17831.51,35753.0,106.1017,26669.0,5,2015,0.964741567763622,0.968541286870287,0.955419947391285,0.967634208360906,5,2015,0.903294803646689,0.967984365027469,0.912867356688183,1.00784620117737
126,辽宁省,6,2015,2409.9,61290.3284551761,21362.0,28669.02,83140.0,86.9328,32434.0,6,2015,1.00480391090238,1.02005597684849,1.0012771290685,1.01216114102128,6,2015,0.970424807168408,1.26911571923237,1.0064201591577,1.08685428955609
127,吉林省,7,2015,1399.0,41474.6915067063,7020.0,14063.13,38772.0,30.2082,5385.0,7,2015,1.04646657360961,1.05606375064593,1.03826385631557,1.05931527336664,7,2015,1.09770598157338,1.19818794747932,1.13832340002322,1.26518255032221
128,黑龙江省,8,2015,1825.0,34031.8965384083,11104.0,15083.67,36410.0,28.0967,7495.0,8,2015,0.98975803658343,0.995229129849129,0.971468209716872,0.991367364521085,8,2015,0.895463408165437,0.952969833040642,0.881634374449556,0.972709591466279
129,上海市,9,2015,1361.51,39515.1265834537,10931.0,25123.45,46939.0,10.4852,1868.0,9,2015,1.02265832675192,0.988057315188712,1.03140929964175,1.26627119240217,9,2015,1.02089427395682,0.96811542047641,1.08907424920938,1.05682090164585
130,江苏省,10,2015,4832.5,109499.770690039,30374.0,70116.38,206427.0,79.4656,10701.0,10,2015,1.06529185707647,1.01450390946763,1.02263283436166,0.912132793380381,10,2015,1.33146875885228,1.52040366858701,1.10107064189978,0.892584185859001
131,浙江省,11,2015,3505.0,71309.2601785504,19610.0,42886.49,147353.0,52.3973,4486.0,11,2015,0.993548751445169,1.08943770311475,1.00423725338181,1.01889510152687,11,2015,0.995387744253241,1.87518870939744,1.0400192970541,1.08873922757728
132,安徽省,12,2015,4342.1,37656.2979139186,12301.0,22005.63,71436.0,42.0033,13059.0,12,2015,0.96672579073544,0.985338223911934,0.972196088751579,0.983065476536719,12,2015,0.913780936788945,0.707392593337025,0.956904983446275,0.865668399113339
133,福建省,13,2015,2255.0,51170.8500145356,11863.0,25979.82,90741.0,31.7063,4956.0,13,2015,1.00309442281972,1.09890472211704,1.01635491327032,1.03571663364322,13,2015,0.991001156996431,1.49288577361279,1.05901489420018,1.16467802076923
134,江西省,14,2015,2338.0,26894.4929713263,8423.0,16723.78,76412.0,51.5661,10777.0,14,2015,0.977341764870199,0.535608115775016,0.987266746145914,0.93706619805315,14,2015,0.972284929497587,0.361959280900745,1.03287308755129,0.965007819114069
135,山东省,15,2015,5773.0,119667.497292228,39332.0,63002.33,186440.0,122.0937,19798.0,15,2015,1.01255884373893,1.04043846746423,0.986391216428815,0.997453651608055,15,2015,1.23017238501624,1.76482660281786,1.05079906225751,1.14490655773129
136,河南省,16,2015,5075.0,92571.3870790056,22343.0,37002.16,129809.0,91.5002,14722.0,16,2015,0.991378581108946,1.05679124230207,0.99901964735354,1.01684340472285,16,2015,0.945019496642952,1.3058253296557,0.982304321273613,1.08615633705883
137,湖北省,17,2015,3398.0,52578.0247690158,15477.0,29550.19,80817.0,47.0683,7750.0,17,2015,1.00733817431976,1.09651385842252,1.01743808378178,1.03905243787997,17,2015,1.01888946024905,1.52903720141514,1.07415240389549,1.19611361202218
138,湖南省,18,2015,3980.3,47413.3656429133,14514.0,28902.21,76888.0,51.5935,7126.0,18,2015,1.0118254672925,1.08807553397538,1.01941008297665,1.03859129145485,18,2015,1.00567627010434,1.05878561440616,1.04934713438255,0.922450591571144
139,广东省,19,2015,6566.0,108340.813218135,30117.0,72812.55,161455.0,64.8998,5609.0,19,2015,1.0612497176096,1.0117235203073,1.00471455417138,0.880304340673311,19,2015,0.397668899541121,1.0415625139919,0.999247211235536,0.725998020472757
140,广西壮族自治区,20,2015,2595.0,41940.231907823,9806.0,16803.12,63253.0,38.5507,6977.0,20,2015,1.01149597279121,1.02470874566892,1.01624424545764,1.03620408264823,20,2015,0.981114289671044,1.06717881976049,1.02507788579861,1.12437355799859
141,海南省,21,2015,510.76,7838.79383245153,1916.0,3702.76,6879.0,3.1683,422.0,21,2015,1.01026760349796,0.937203026781378,0.982338297937442,1.00729337712786,21,2015,0.713562191768294,0.473290559973134,0.940433949396132,1.05816666862509
142,重庆市,22,2015,1647.41,27071.2959930481,7747.0,15717.27,35524.0,42.68,2828.0,22,2015,1.03811223679456,1.05846586446914,1.05518774696546,1.08115775059621,22,2015,1.07648307678833,1.1954876036752,1.1723346688231,1.30439152201437
143,四川省,23,2015,4652.0,49857.7804966984,18306.0,30053.1,71647.0,62.2441,12316.0,23,2015,0.999735608334821,1.05876928135346,1.00462432356789,1.02299178917874,23,2015,1.00545637666461,1.36690275370063,1.04580591444599,1.00140477928005
144,贵州省,24,2015,1946.65,19919.5564368425,9344.0,10502.56,29174.0,59.8896,7055.0,24,2015,0.99867216563513,1.0112066560845,1.01306675440927,1.03599098283661,24,2015,0.956145298417175,1.04537287016901,1.08079945278081,1.18201991126508
145,云南省,25,2015,2823.0,34595.7736638467,10425.0,13619.17,45933.0,52.3765,14109.0,25,2015,0.963063215142322,0.972016925817466,0.965132301748058,0.982632076916571,25,2015,0.883431582172799,0.963070266296422,0.922685965385365,1.02242065725785
146,陕西省,26,2015,2107.0,37685.9527985098,11746.0,18021.86,37730.0,59.9321,9330.0,26,2015,0.949637222647843,0.953770638310859,0.948082496009816,0.956783632602338,26,2015,0.929394125609856,1.00692625304177,0.983097302068348,1.06852243512729
147,甘肃省,27,2015,1346.0,14315.1613426041,7489.0,6790.32,18760.0,46.6984,5824.0,27,2015,0.937846561305429,0.934879870118331,0.909031324057434,0.921815920722595,27,2015,0.870358896022605,0.541177721692953,0.882224356127834,0.947415207669965
148,青海省,28,2015,321.41,8377.732104506,4125.0,2417.05,8546.0,11.6365,14868.0,28,2015,0.787635517770059,0.940929738269566,0.933826836715811,0.952455171691133,28,2015,0.715960662174398,0.827968734733129,0.816125587117586,0.910329679146992
149,宁夏回族自治区,29,2015,343.0,9475.33155474554,5438.0,2911.77,16443.0,30.3795,3430.0,29,2015,1.03780402619323,0.982684705938495,0.940519240962311,0.959771715950713,29,2015,0.975744233153394,0.930357146141966,0.88485368088823,0.972394929965254
150,新疆维吾尔自治区,30,2015,1292.0,24582.9747875991,15666.0,9324.8,28402.0,62.2123,7263.0,30,2015,0.923399547756795,0.924262219495289,0.89966860316755,0.91507347229404,30,2015,0.786754645330884,0.829169429942153,0.810276534078593,0.873405740312795
151,北京市,1,2016,1220.1,39788.7154976584,6917.0,25669.13,8515.0,0.761,604.0,1,2016,1.10717803635298,1.60265604827067,1.07956680084546,1.27100270640278,1,2016,1.2178993416738,2.25798653937059,1.28942052994302,1.60836187750674
152,天津市,2,2016,902.42,43838.1249980635,8078.0,17885.39,18022.0,2.2048,1567.0,2,2016,1.08549039825971,1.38308641351277,1.06138979048276,1.54649156649577,2,2016,1.01810028587417,2.06007574438461,1.10424820845115,4.07051854667343
153,河北省,3,2016,3871.0,74213.5608656015,31458.0,32070.45,87692.0,47.2855,34671.0,3,2016,1.01048950822261,1.09160390581579,1.01990317343904,1.0339617016375,3,2016,0.880777369288165,1.18384114833869,0.9017167858021,0.991024901456678
154,山西省,4,2016,1832.0,33922.6277992884,18974.0,13050.41,28513.436558,45.2866,40823.0,4,2016,0.994464302598547,0.995748164567694,0.982401440609581,0.993630576092272,4,2016,0.813824273985283,0.844092043056864,0.786269072639645,0.85066963156115
155,内蒙古自治区,5,2016,1326.0,52854.4142115008,19310.0,18128.1,24200.0,51.6434,30986.0,5,2016,1.00740118279306,1.01158331146521,0.995229716288102,1.01102666085051,5,2016,0.9099802536045,0.979196829421036,0.90851272040545,1.01895937942723
156,辽宁省,6,2016,2301.2,61342.0401535393,20847.0,22246.9,57639.21,38.1803,20912.0,6,2016,0.849672726777211,0.741314750945451,0.790531064298189,0.796881065730578,6,2016,0.824543492039031,0.940814203323702,0.795606399550091,0.866093604555304
157,吉林省,7,2016,1367.99,44743.0765655558,6886.0,14776.8,19237.0,11.6967,6210.0,7,2016,1.06872891028909,1.07402465477902,1.04259243893958,1.07009963091253,7,2016,1.17315011750473,1.28688339665186,1.18680736993221,1.35387138013677
158,黑龙江省,8,2016,1776.0,36822.9623049518,11070.0,15386.09,23934.675301,16.2739,8205.0,8,2016,1.01082498234333,1.01320662166914,0.989650409597346,1.00823508156129,8,2016,0.905156783747926,0.965555345087714,0.872509819789103,0.980719934287453
159,上海市,9,2016,1365.24,43428.8406781303,11242.0,28178.65,36600.0,6.3573,1797.0,9,2016,1.05426186670852,1.74297350514378,1.07310107300676,1.86350412977819,9,2016,1.07628990297376,1.68739952781151,1.16868674541062,1.96939011465294
160,江苏省,10,2016,4850.22,119910.227318155,31210.0,77388.28,179400.0,56.4845,13087.0,10,2016,1.09552283675357,1.16725681194285,1.04865223348788,1.12528059289515,10,2016,1.4586544317466,1.77470153906109,1.15464018785614,1.00440766187225
161,浙江省,11,2016,3552.0,78783.766114174,20276.0,47251.36,129913.0,12.3811,5562.0,11,2016,1.06597682807817,1.42754761890897,1.03664365896051,1.07253299712219,11,2016,1.06106027032695,2.67692117710531,1.0781294094877,1.16770874683796
162,安徽省,12,2016,4361.6,42352.8434717987,12663.0,24407.62,49624.0,25.5128,14242.0,12,2016,1.01840444367671,1.0553947183527,1.02817119941746,1.04612342043603,12,2016,0.930598566572928,0.746578406809715,0.983862144558501,0.905595986643828
163,福建省,13,2016,2248.0,57766.0976868485,12036.0,28810.58,68872.0,23.5686,6925.0,13,2016,1.02692716795777,1.15687256763016,1.04669604282903,1.06132003203705,13,2016,1.01768601159722,1.72707859809797,1.10846669905633,1.23609611431565
164,江西省,14,2016,2332.0,30194.6406649397,8730.0,18499.0,85526.594905,44.1392,12535.0,14,2016,1.00554923521981,0.629177167774412,1.02411146530068,1.03339029299554,14,2016,0.977680367272045,0.227736515206794,1.05777717116179,0.997229712937275
165,山东省,15,2016,5728.0,130503.636853429,40138.0,68024.49,160579.789086,66.3871,26350.0,15,2016,1.06496842565892,1.15814818399993,1.03020054121694,1.04348496261535,15,2016,1.31009474815982,2.04393072512827,1.08253376264794,1.19469277659231
166,河南省,16,2016,5052.0,103678.781449908,22323.0,40471.79,69500.0,37.0878,17372.0,16,2016,1.02949941013436,1.21295710696516,1.04257319078649,1.06792133523042,16,2016,0.972897014359389,1.583910114061,1.02412415055359,1.15992952574085
167,湖北省,17,2016,3385.0,59333.8167677972,15897.0,32665.38,49090.0,15.5107,10473.0,17,2016,1.02652244344636,1.23203958939042,1.03581261373836,1.06717186606115,17,2016,1.0459128983366,1.88383436579419,1.11262060903233,1.27645879536286
168,湖南省,18,2016,3920.41,52493.3021130349,14845.0,31551.37,48692.86447,21.6435,6156.0,18,2016,1.02634207274687,1.18457269767311,1.03304733301515,1.0630773358782,18,2016,1.03216786757122,1.25420853151458,1.08402525858098,0.980636317366722
169,广东省,19,2016,6703.0,121169.566935423,31211.0,80854.91,134000.0,24.7505,8270.0,19,2016,1.07740791755383,1.04509375684198,1.03447579421532,0.995859997836756,19,2016,0.428451620930523,1.08853048073357,1.03369705246032,0.722992387097489
170,广西壮族自治区,20,2016,2583.0,46458.303551541,10110.0,18317.64,32554.0,13.6812,9427.0,20,2016,1.03722488231461,1.04558416958833,1.03343587520504,1.05738324696627,20,2016,1.01763615364123,1.11582528006152,1.05935226206362,1.18889376355956
171,海南省,21,2016,513.14,8702.38522328077,1984.0,4053.2,5066.0,1.3361,333.0,21,2016,1.44968244834181,1.52156391520836,1.03363442444596,1.08333091083793,21,2016,1.03443858520681,0.720141837463878,0.972064904013512,1.14634466093996
172,重庆市,22,2016,1658.32,30618.0094894727,7982.0,17740.59,19303.0,11.1358,2520.0,22,2016,1.07087246814722,1.0883903359766,1.06044552995124,1.10457141545758,22,2016,1.15277608935903,1.30115715461991,1.24319705916033,1.44079358978228
173,四川省,23,2016,4657.0,55070.5792988659,18756.0,32934.54,50788.612966,29.2393,13620.0,23,2016,1.02115688648505,1.15352716810145,1.03056246776763,1.05114406924259,23,2016,1.02672870309138,1.57675946254636,1.07776832399744,1.05262069465141
174,贵州省,24,2016,1859.0,23586.8326523429,9606.0,11776.73,16400.0,28.7586,9077.0,24,2016,1.02905882790889,1.03422659467337,1.01593013141001,1.04388940215932,24,2016,0.983929760099774,1.08115242367882,1.09801673009147,1.23389805851092
175,云南省,25,2016,2855.0,40068.1980409095,10726.0,14788.42,48800.0,41.4795,17289.0,25,2016,0.97707606385149,0.984074421585656,0.98919826153597,1.00059378926343,25,2016,0.863179852991493,0.947732815251995,0.912719352902841,1.02302775966684
176,陕西省,26,2016,2111.0,41684.8167080864,12146.0,19399.59,28416.76,22.8334,10792.0,26,2016,1.013676373975,1.021957759623,1.01561862085056,1.0343722394014,26,2016,0.942104867241864,1.02903609766415,0.998451926088562,1.10524994407325
177,甘肃省,27,2016,1341.0,16260.2616933555,7300.0,7200.37,13022.132975,12.6851,6706.0,27,2016,1.03085653357312,1.0221076363597,0.984956872886049,1.00524342801215,27,2016,0.89721515451839,0.553141881970112,0.868952942995579,0.952382911108999
178,青海省,28,2016,324.28,9840.28412792189,4101.0,2572.49,8432.0,5.2018,17560.0,28,2016,1.274847242809,1.02533811351233,0.975947123895982,0.993508760109838,28,2016,0.912740476132738,0.848947900518457,0.796495419485327,0.904420510820515
179,宁夏回族自治区,29,2016,343.0,11082.2794238655,5591.0,3168.59,12194.23,19.2771,4483.0,29,2016,1.00159720192025,0.985392086048996,0.999039779081861,1.01647220907061,29,2016,0.977302693716259,0.916766569007422,0.884004025874349,0.988412422550843
180,新疆维吾尔自治区,30,2016,1320.0,27737.4524608152,16302.0,9649.7,15900.0,37.4893,11836.0,30,2016,0.982846333933752,0.981661702449981,0.957390676734002,0.972916092967183,30,2016,0.773258918868808,0.813963874216495,0.775751199303186,0.849750500440234
181,北京市,1,2017,1246.8,43357.8647847541,7088.0,28014.94,8494.0,0.177,702.0,1,2017,1.14263875712607,1.60265604827067,1.07490035834156,1.12423557564002,1,2017,1.39161899007481,3.61877578423603,1.38599858968872,1.80817764119625
182,天津市,2,2017,894.83,46449.7506335444,7832.0,18549.19,18106.0,2.1793,1602.0,2,2017,1.01423003026353,1.17715783706477,1.02891241867053,1.03594860313968,2,2017,1.03258788375347,2.42503430744938,1.13617469497007,4.2168480024805
183,河北省,3,2017,3795.0,79548.9572402134,32083.0,34016.32,90032.0,35.1423,33981.0,3,2017,1.01212419600777,1.06243063026634,1.02068723989602,1.02811575427861,3,2017,0.891456086752622,1.2577490973647,0.920370817268256,1.01888831407002
184,山西省,4,2017,1812.0,34532.1144858667,19581.0,15528.42,24040.958975,29.602,43475.0,4,2017,1.12685018159596,1.1362771128706,1.18018837599675,1.18770204336343,4,2017,0.917058030927516,0.959122469681699,0.927945619935054,1.01034205963239
185,内蒙古自治区,5,2017,1317.0,54076.299114551,19763.0,16096.21,21600.0,32.2239,34841.0,5,2017,0.927607213743576,0.913947117612622,0.877468575203998,0.87929154848062,5,2017,0.844104247607743,0.894934119824774,0.797191362328878,0.895962370575418
186,辽宁省,6,2017,2284.7,61459.3854816713,21365.0,23409.24,51284.110889,32.0693,23262.0,6,2017,1.03788030472868,1.04101092312142,1.0499627204341,1.0521015697267,6,2017,0.855777450779519,0.97939786228775,0.835357059666394,0.911218440882891
187,吉林省,7,2017,1339.0,47176.5647349615,6881.0,14944.53,20050.0,10.3156,6222.0,7,2017,1.00056803559009,0.999581725373971,0.996490754313381,1.00103214348444,7,2017,1.17381650852399,1.28634512598038,1.18264257128842,1.35526876966055
188,黑龙江省,8,2017,1699.0,39438.2370071893,11258.0,15902.68,18058.968529,13.2421,8754.0,8,2017,1.02226766960717,1.02199769319029,1.00976229234952,1.02283734245688,8,2017,0.925312515951113,0.986795335327198,0.881027515727711,1.00311697128106
189,上海市,9,2017,1372.65,47032.4566178106,11382.0,30632.99,31600.0,1.3524,1789.0,9,2017,1.04148370507312,1.01535465237363,1.05380112646703,1.28900242580355,9,2017,1.1209383958819,1.71330896097649,1.2315634088008,2.53854863514118
190,江苏省,10,2017,4872.8,130284.515292313,31602.0,85869.76,165213.0,36.9622,13610.0,10,2017,1.12665150936614,1.18115728750609,1.06413052441715,2.11257775314712,10,2017,1.64339521717092,2.09620165601028,1.22868786861647,2.12188928156183
191,浙江省,11,2017,3613.0,85428.1682087957,21030.0,51768.26,122917.0,10.5135,5652.0,11,2017,1.11410634588065,1.29308385853765,1.04006547100958,1.05102353403836,11,2017,1.1821339805331,3.46148356469248,1.12132517208811,1.22728937382913
192,安徽省,12,2017,4377.9,46741.2657446418,13019.0,27018.0,56100.0,18.2149,14068.0,12,2017,1.02023026729218,1.04557404397026,1.03535509518201,1.04271248247617,12,2017,0.949424824316418,0.780603003948908,1.01864668432534,0.944276239353843
193,福建省,13,2017,2236.0,64521.0494692423,12555.0,32182.09,69900.0,11.332,7132.0,13,2017,1.0344644994907,1.16964804115643,1.05275465717945,1.06688778386608,13,2017,1.0527600506256,2.02007409918848,1.16694347975989,1.31877584404769
194,江西省,14,2017,2317.0,33236.2108321538,8972.0,20006.31,41206.557856,29.9639,12405.0,14,2017,1.0212639309031,1.02583958781024,1.02480507323654,1.03795882652698,14,2017,0.998469695047035,0.233621132889078,1.0840154113604,1.03508338261821
195,山东省,15,2017,5693.0,139618.683412137,40098.0,72634.15,145686.0,36.2859,28484.0,15,2017,1.07123173797999,1.14204448815853,1.03536073331624,1.04494678901879,15,2017,1.4034150739897,2.33425981881061,1.12081295033476,1.24839038076407
196,河南省,16,2017,5029.0,112652.826098958,22162.0,44552.83,58700.0,13.065,17579.0,16,2017,1.04971160886794,1.23430634361942,1.06711145147799,1.08464183642153,16,2017,1.02126129020601,1.95503030150845,1.0928546087909,1.25810809091911
197,湖北省,17,2017,3379.0,65973.7004733533,16180.0,35478.09,44158.0,10.9009,10744.0,17,2017,1.01438442016019,1.13095824685705,1.02684058239429,1.04092502703062,17,2017,1.06095774891723,2.13053801170766,1.14248399416264,1.32869790606655
198,湖南省,18,2017,3817.22,56864.8085097207,15200.0,33902.96,34773.0,17.4714,6016.0,18,2017,1.02537543510379,1.13462541540099,1.03421586702744,1.05115543297109,18,2017,1.058359576311,1.4230568760692,1.12111612268297,1.03080119276879
199,广东省,19,2017,6858.0,134951.929345932,32309.0,89705.23,134000.0,17.9442,8214.0,19,2017,1.12310668573982,1.03404646367985,1.0371878682039,0.999058984946835,19,2017,0.481196879983133,1.12559109421027,1.07213804220998,0.722312040377907
200,广西壮族自治区,20,2017,2566.0,47877.6460903545,10456.0,18523.26,35949.79307,10.4066,9284.0,20,2017,0.989459842593474,0.986274647293148,0.985876873814072,0.987707452618496,20,2017,1.00691010839928,1.10051018453346,1.04439089639114,1.17427923063943
201,海南省,21,2017,525.87,9593.64185307012,2080.0,4462.54,5978.0,0.9654,474.0,21,2017,0.853956062835733,0.840345872588984,1.02565908667475,1.02380666748704,21,2017,0.883365101468572,0.605168220791417,0.997007201639077,1.1736353071085
202,重庆市,22,2017,1659.33,33985.9392416733,8279.0,19424.73,25874.0,10.4932,2496.0,22,2017,0.993672973209177,1.00301910207307,1.0230511434108,1.02889485175727,22,2017,1.14548244415784,1.30508548088281,1.27185417285892,1.48242510697187
203,四川省,23,2017,4667.0,60133.8486967863,19229.0,36980.22,53216.0,21.123,15221.0,23,2017,1.04123327834319,1.14853761340408,1.05967959479842,1.06794547987837,23,2017,1.06906409348889,1.8109675500253,1.14208910086018,1.1241415128794
204,贵州省,24,2017,1881.0,27283.4690962843,9846.0,13540.83,17380.0,29.6704,10671.0,24,2017,1.00914355635061,1.0175495515339,1.04582105723485,1.05655523707257,24,2017,0.992926377306288,1.10012616385417,1.14832901752582,1.30368145573339
205,云南省,25,2017,2831.0,45505.4315914133,11164.0,16376.34,20492.0,22.5082,17115.0,25,2017,1.04157917226042,1.04441396137119,1.0361364479409,1.0568773211957,25,2017,0.89907015679075,0.989825383898806,0.945701788283667,1.08121483814553
206,陕西省,26,2017,2111.0,45792.7593036389,12549.0,21898.81,30875.523008,16.6795,12894.0,26,2017,1.03826973679206,1.04613146043523,1.0665753455721,1.07466278423212,26,2017,0.978158972541729,1.07650703568996,1.06492420810504,1.18777098217015
207,甘肃省,27,2017,1337.0,16889.910090312,7504.0,7459.9,10425.567524,10.1872,6094.0,27,2017,1.02927114845435,1.0207793584602,1.01044849789131,1.01706672121976,27,2017,0.923477672501791,0.564635815414919,0.878032195988116,0.96863696474736
208,青海省,28,2017,326.97,11237.158645728,4193.0,2624.83,8666.0,4.611,16082.0,28,2017,0.813765736390185,0.982381822422093,0.948968080317081,0.95826874299038,28,2017,0.742756925693285,0.833990985652732,0.755848729210339,0.866677906038692
209,宁夏回族自治区,29,2017,344.0,12417.9675469623,6461.0,3443.56,10892.0,14.4206,5291.0,29,2017,0.99292401044636,0.985360296247683,1.00629248202773,1.01580094712792,29,2017,0.970387310064778,0.903345378027125,0.889566605319604,1.00403027498015
210,新疆维吾尔自治区,30,2017,1336.0,31680.4216199168,17386.0,10881.96,16000.0,29.669,11794.0,30,2017,1.00127927735619,1.00701079409979,1.03212438837,1.04356364980177,30,2017,0.774248131494189,0.819670407343294,0.800671732108094,0.886768733660292
