row_id,地区,id,year,年末就业人数（万人）,固定资本存量,能源消耗总量(万吨标准煤),地区GDP（亿元）,工业废水（万吨）,工业二氧化硫（万吨）,一般工业固体废弃物（万吨）,id.1,year.1,规模报酬可变+全局,规模报酬可变+非全局,规模报酬不变+全局,规模报酬不变+非全局,id.2,year.2,规模报酬可变+全局.1,规模报酬可变+非全局.1,规模报酬不变+全局.1,规模报酬不变+非全局.1
211,北京市,1,2018,1237.8,45825.3446519643,7270.0,30319.98,8422.0,0.1047,694.0,1,2018,1.23868937499048,1.60265604827067,1.0954508224012,1.18052474727177,1,2018,1.72378365704065,5.79965289794131,1.51829329492141,2.13459845289567
212,天津市,2,2018,896.56,48058.352915011,7973.0,18809.64,17729.0,1.6609,1874.0,2,2018,0.991925673664772,1.25230443194497,0.997221970981323,0.996229606658434,2,2018,1.02425043221024,3.03688121083746,1.13301836869716,4.20094882684956
213,河北省,3,2018,3739.0,84427.8722926009,32185.0,36010.27,38000.0,26.8124,32100.0,3,2018,1.03667594685263,1.13111860100785,1.04243132955549,1.05802460438524,3,2018,0.924151082811815,1.42266339943005,0.959423374729021,1.07800890540667
214,山西省,4,2018,1789.0,35124.4941400368,20199.0,16818.11,21872.0,23.9358,48294.0,4,2018,1.0553691564565,1.05719429924831,1.07371737762571,1.07764765222681,4,2018,0.967834760521631,1.01397880722845,0.99635133761593,1.08879274850885
215,内蒙古自治区,5,2018,1304.0,53004.3248381137,23068.0,17289.22,22400.0,30.9433,36671.0,5,2018,1.03179822876531,1.03761134610076,1.06276683101327,1.06232702285308,5,2018,0.870945267574944,0.928593796742883,0.847228537853414,0.951805037721772
216,辽宁省,6,2018,2260.6,61577.087989722,22321.0,25315.35,39554.7,29.3548,22717.0,6,2018,1.06092362474431,1.06587259006338,1.07937590494023,1.08366333117029,6,2018,0.907914515055453,1.04391333617918,0.901664282225623,0.987454011070952
217,吉林省,7,2018,1314.01,49132.9029443755,7000.0,15074.62,20049.0,8.1387,6419.0,7,2018,1.00315200730043,0.996846511600978,0.993045111893345,0.996042732513212,7,2018,1.17751638672823,1.28228865154847,1.17441742453495,1.34990560862251
218,黑龙江省,8,2018,1635.0,41251.7897901847,11436.0,16361.62,19965.66,10.3909,10371.0,8,2018,1.00927604081979,1.00551393408248,1.01006810037198,1.01282501976682,8,2018,0.933895752620138,0.992236459759091,0.889897789186534,1.01598196626618
219,上海市,9,2018,1375.66,50209.4366411156,11454.0,32679.87,29100.0,1.0815,1792.0,9,2018,1.02238281711859,1.35673377779801,1.04095754025226,1.03270817528671,9,2018,1.14602815499813,2.32450413916081,1.28200521668997,2.62157992887321
220,江苏省,10,2018,4886.9,139410.854658805,31635.0,92595.4,143600.0,30.417,13023.0,10,2018,1.10706444369408,1.13589583241106,1.04772245544697,1.45942820826955,10,2018,1.81934441186684,2.38106672495524,1.28732387068475,3.09674507233615
221,浙江省,11,2018,3691.0,91546.7160571679,21675.0,56197.15,119936.0,8.1952,5720.0,11,2018,1.10634691004177,1.30127846815661,1.03774928498871,1.04468587855459,11,2018,1.30785027661817,4.50435403061231,1.16365439557428,1.2821318777394
222,安徽省,12,2018,4385.3,51160.8319033388,13295.0,30006.82,42587.0,15.5618,15470.0,12,2018,1.03840014314806,1.07251524103137,1.05375654729967,1.06259563065298,12,2018,0.98588287347849,0.837208618930074,1.07340561299293,1.00338380606682
223,福建省,13,2018,2222.0,71358.9985380642,13131.0,35804.04,147007.37,10.2433,8254.0,13,2018,1.02064086251523,1.12247163276745,1.04734127166653,1.04888330651167,13,2018,1.07448992609209,2.26747587242733,1.22218806805469,1.38324196785246
224,江西省,14,2018,2295.0,36224.9629079626,9286.0,21984.78,39556.67,23.1065,12129.0,14,2018,1.02560988173552,1.02908410734895,1.0418933116006,1.04857437320257,14,2018,1.02404038585369,0.240415794997007,1.12942840676838,1.08536190914129
225,山东省,15,2018,5621.0,147293.283636006,40581.0,76469.67,135365.01,29.5709,29995.0,15,2018,1.05531915060916,1.08314507860606,1.02740567631778,1.03270658062377,15,2018,1.48105080383491,2.52834203493258,1.15152958726441,1.28922096140247
226,河南省,16,2018,4992.0,121164.28837249,22659.0,48055.86,55444.0,11.3707,20362.0,16,2018,1.08874794384518,1.12052604317752,1.04053125176543,1.04658453101312,16,2018,1.11189612984047,2.19066236804142,1.13714937408282,1.31671646629839
227,湖北省,17,2018,3377.0,72428.3353647669,16682.0,39366.55,45849.0,9.7072,11528.0,17,2018,1.02795695381291,1.14899291838816,1.05150552125155,1.05846445301115,17,2018,1.09061889570116,2.44797308780889,1.20132822780354,1.40637950236179
228,湖南省,18,2018,3738.58,61259.5720038318,15544.0,36425.78,32704.58,11.8263,6127.0,18,2018,1.02239405028445,1.1170527828832,1.03323625447449,1.0422192095724,18,2018,1.08206053388193,1.58962964361417,1.15837782343192,1.07432080435378
229,广东省,19,2018,6960.0,148370.462927209,33330.0,97277.77,122500.0,14.3536,9112.0,19,2018,1.0977916398827,1.0260054387688,1.02545478850597,0.585466483202661,19,2018,0.528253911983122,1.15486258448947,1.09942908932364,0.422889490054992
230,广西壮族自治区,20,2018,2562.0,49533.9682795532,10823.0,20352.51,34255.0,10.0049,9769.0,20,2018,1.04522783238544,1.05084080917566,1.0714474774498,1.07486161032775,20,2018,1.05245047000917,1.15646101282119,1.11900999140983,1.26218766481953
231,海南省,21,2018,535.5,10062.3371748798,2170.0,4832.05,5978.0,0.8086,490.0,21,2018,1.01764372684384,0.986648733327861,1.04205057316485,1.04683731790251,21,2018,0.898950954022264,0.597088458494127,1.03893192591748,1.22860523708915
232,重庆市,22,2018,1663.23,37112.8136757422,8557.0,20363.19,20780.0,8.58,2658.0,22,2018,1.0006400112633,0.999861201700581,0.999531918016597,1.00816249919889,22,2018,1.14621556582401,1.30490433723747,1.27125884083509,1.49452540071994
233,四川省,23,2018,4690.0,65038.5768004473,19916.0,40678.13,42064.955607,17.9023,16708.0,23,2018,1.03260972633031,1.13939844858915,1.04795172451203,1.05699946264515,23,2018,1.10392598100712,2.06341361694411,1.19685424279282,1.18821697505063
234,贵州省,24,2018,1886.0,31207.9065149427,10036.0,14806.45,18000.0,27.5531,12186.0,24,2018,0.990119995543643,0.992629244956192,1.00746039614059,1.01530374839612,24,2018,0.983116260273667,1.09201740338312,1.15689600689629,1.32363266872062
235,云南省,25,2018,2822.0,50974.5073950563,11590.0,17881.12,19700.0,21.3307,19767.0,25,2018,1.00413561159658,1.00859173806937,1.02147212569464,1.02914686099526,25,2018,0.902788361757313,0.998329704331678,0.96600801595134,1.11272885673897
236,陕西省,26,2018,2112.0,49862.0747354417,12900.0,24438.32,21722.42,13.003,13619.0,26,2018,1.05597780504537,1.06234330891728,1.07279043945912,1.08640259489891,26,2018,1.03291416481005,1.14362004636761,1.14244050920366,1.29039747717528
237,甘肃省,27,2018,1337.0,17254.56363895,7823.0,8246.07,10539.38,9.9365,6007.0,27,2018,1.03972041052003,1.04353358423001,1.08358113607723,1.08600292314129,27,2018,0.960158584759643,0.589216436244565,0.951419124441188,1.05194257517834
238,青海省,28,2018,329.26,12552.1352271656,4364.0,2865.23,9607.0,4.2684,13851.0,28,2018,0.97284723844604,0.977587272807849,1.02626748785854,1.03298721143038,28,2018,0.722589023997383,0.815298973210584,0.775702976527765,0.895267193367229
239,宁夏回族自治区,29,2018,345.0,13072.562424999,7100.0,3705.18,13039.6,12.6944,6091.0,29,2018,0.868681218689151,0.976853917767591,1.03444812106491,1.03689450737351,29,2018,0.842957231107559,0.882436471623043,0.920210503434955,1.04107347736363
240,新疆维吾尔自治区,30,2018,1331.0,33245.1610783658,17694.0,12199.08,14300.0,23.6646,11375.0,30,2018,1.06064148646036,1.06463765086023,1.09399162905325,1.10139925067134,30,2018,0.821199689077153,0.872651976953612,0.875928172545822,0.976686418772218
241,北京市,1,2019,1273.0,47697.1222370012,7360.0,35371.28,7716.4,0.088,690.0,1,2019,1.25086992220637,1.60265604827067,1.20600295381013,1.18518527184454,1,2019,2.15622912898305,9.29484879475616,1.83106619842533,2.52989464767409
242,天津市,2,2019,896.56,50241.6282216333,8241.0,14104.28,17905.39,1.5963,1968.0,2,2019,0.838947340630417,0.578614524951697,0.725379257128701,0.718346238385225,2,2019,0.859292176242336,1.75718357914345,0.821868022598715,3.0177357874162
243,河北省,3,2019,3702.0,89234.1085725352,32545.0,35104.52,31053.31,23.0605,32744.0,3,2019,0.958949376187909,0.948192431784546,0.950899408773408,0.9559082920204,3,2019,0.886214104365771,1.34895866831645,0.912315119793214,1.03047765155008
244,山西省,4,2019,1762.0,35875.0127036257,20859.0,17026.68,19913.6,19.7156,52037.0,4,2019,1.00579826519711,1.0037266177289,1.00090870085407,1.0034877362173,4,2019,0.973446523130117,1.0177575186282,0.997256722927375,1.09259017041096
245,内蒙古自治区,5,2019,1272.0,52288.5207568538,25346.0,17212.53,22400.0,30.313,42671.0,5,2019,1.00157938677294,1.0009881795219,0.998457335331994,0.998819303954049,5,2019,0.872320827010506,0.929511414116988,0.845921548322341,0.950681245277217
246,辽宁省,6,2019,2238.4,61495.7581667201,23749.0,24909.45,32799.0,23.6946,22621.0,6,2019,0.987589469098132,0.985757764234384,0.97894122282869,0.980363712465019,6,2019,0.896646813910102,1.02904567632645,0.882676335022905,0.968064080181992
247,吉林省,7,2019,1286.0,49568.9246688634,7132.0,11726.82,20049.98,8.9922,5362.0,7,2019,0.864473796316056,0.853558956400733,0.771709237947477,0.770797195695547,7,2019,1.01793206105931,1.09450896322021,0.906308775720101,1.04050345757992
248,黑龙江省,8,2019,1551.0,43201.3778783861,11614.0,13612.68,18150.2,9.5164,9799.0,8,2019,0.895248810130131,0.884978537737588,0.820314947206057,0.823008204841842,8,2019,0.836069061318762,0.878107971247521,0.729996457955338,0.836161494208411
249,上海市,9,2019,1376.2,53342.2376804332,11696.0,38155.32,34100.0,0.7218,1826.0,9,2019,1.07999758963515,1.43812881709343,1.13849473275293,1.44421726697056,9,2019,1.23770764505199,3.34293638798012,1.45955618656331,3.78613100002215
250,江苏省,10,2019,4903.2,148414.943129265,32526.0,99631.52,132162.28,27.4378,13610.0,10,2019,1.08799678963461,1.1116960607655,1.04024245501058,1.02335583876667,10,2019,1.97944087935079,2.64702249855255,1.33912894363483,3.16907215094711
251,浙江省,11,2019,3771.0,98192.5520913688,22393.0,62351.74,119583.0,7.3227,5722.0,11,2019,1.15122509791828,1.31675820365553,1.0602831414509,1.06694127304363,11,2019,1.5056300627622,5.93114512197761,1.23380313810264,1.3679594178451
252,安徽省,12,2019,4384.0,55739.6364976676,13870.0,37113.98,41500.31,14.828,16571.0,12,2019,1.12523691958895,1.87331459038623,1.1700784619263,1.86948028303106,12,2019,1.10935180762844,1.56835512103881,1.25596878867383,1.87580624175458
253,福建省,13,2019,2210.0,78050.4798844985,13718.0,42395.0,156600.0,11.886,9418.0,13,2019,1.0844080926313,1.27889204435012,1.12888187065731,1.13455074101494,13,2019,1.16518557130507,2.89985685400316,1.37970595256062,1.56935819962997
254,江西省,14,2019,2278.0,39326.5168707596,9665.0,24757.5,48029.51,21.0658,13049.0,14,2019,1.03808067356791,1.04081769142221,1.06615192757225,1.06977724343335,14,2019,1.06303653350774,0.25022901273022,1.20414227293096,1.16109547128872
255,山东省,15,2019,5561.0,151668.139823352,41390.0,71067.53,123311.68,24.1076,32129.0,15,2019,0.890818110212173,0.901641841403668,0.914608953500362,0.915680652107302,15,2019,1.31934687820043,2.27965896807491,1.0531992707326,1.18051469064742
256,河南省,16,2019,4934.0,129713.043776842,22300.0,54259.2,36843.57,9.6567,24965.0,16,2019,1.23824131335784,2.76465134577874,1.12227845152458,1.13416858924498,16,2019,1.37679572413116,6.05641766395255,1.27619823869781,1.49337845701728
257,湖北省,17,2019,3375.0,79057.1947865437,17316.0,45828.31,46365.667,9.6344,13368.0,17,2019,1.09125180404743,1.2577515380965,1.10776453324465,1.11394261298498,17,2019,1.19013983746211,3.07894191641047,1.33078880354641,1.56662605770941
258,湖南省,18,2019,3666.48,66050.4278325275,16001.0,39752.12,28268.0,8.5709,7510.0,18,2019,1.03374152018899,1.1601290731712,1.05197694465234,1.05825691600218,18,2019,1.11857090123162,1.84417556513158,1.21858676344694,1.13690742121241
259,广东省,19,2019,6995.0,162186.3091892,34142.0,107671.07,122500.21,11.3333,10111.0,19,2019,1.13008565739872,1.13909361787382,1.05464404890869,1.51460803055079,19,2019,0.596972169396892,1.31549659951322,1.15950634625228,0.640511817672819
260,广西壮族自治区,20,2019,2558.0,51494.1748209275,11270.0,21237.14,34344.29,9.4911,10278.0,20,2019,1.00258262100161,1.00312612778128,1.01202483403961,1.01374561484641,20,2019,1.05516855069617,1.16007625772134,1.13246590084519,1.27953721032403
261,海南省,21,2019,536.11,10295.7140135108,2264.0,5308.93,6764.5,0.6868,609.0,21,2019,0.973527987077092,0.898012433823658,1.07094266123352,1.06835641798805,21,2019,0.875153912750327,0.536192859820327,1.11263652158254,1.31258829021792
262,重庆市,22,2019,1669.61,39936.1354339798,8889.0,23605.77,17248.67,6.887,2730.0,22,2019,1.0828551055121,1.08695913763583,1.11775347846822,1.12985963148893,22,2019,1.24118537746997,1.4183776931009,1.42095399137689,1.68860391850828
263,四川省,23,2019,4714.0,70197.7524662089,20791.0,46615.82,45714.47,17.6137,18722.0,23,2019,1.09164753797216,1.67513828896637,1.0855411487928,1.74555005833723,23,2019,1.20509807926992,3.45650315571767,1.29923452965885,2.07409221011692
264,贵州省,24,2019,1888.0,34607.5961899331,10423.0,16769.34,18400.0,18.5499,12734.0,24,2019,1.03384728581603,1.03189023674606,1.06177645593856,1.06806416509919,24,2019,1.01639207732554,1.12684209690783,1.22836494209182,1.4137246212151
265,云南省,25,2019,2812.0,56477.8980121994,12158.0,23223.75,22800.0,20.3546,20797.0,25,2019,1.13432612688036,1.14365992438985,1.22072483657566,1.22835237437797,25,2019,1.02405642578484,1.14174967417211,1.17922997740298,1.3668231332142
266,陕西省,26,2019,2114.0,53476.5352993775,13478.0,25793.17,23937.45,12.7336,14846.0,26,2019,0.992408931200031,0.995057143109744,1.00670802263282,1.00916478326314,26,2019,1.02507324232051,1.13796729614159,1.15010402599605,1.3022236903769
267,甘肃省,27,2019,1333.0,17665.6366438244,7818.0,8718.3,9802.96,8.7868,6485.0,27,2019,1.03740402896272,1.03134999499773,1.04511413547524,1.04759604891137,27,2019,0.996072384272797,0.607688368573412,0.994341575714962,1.10201088543848
268,青海省,28,2019,330.2,13785.1018184243,4235.0,2965.95,9593.0,4.0323,15603.0,28,2019,0.976357024959667,0.984932994632796,0.997596900455178,1.00260921479476,28,2019,0.705504869738595,0.803014859205344,0.773838885057954,0.897603137773426
269,宁夏回族自治区,29,2019,343.0,13412.3555603777,7648.0,3748.48,12662.66,12.1669,6423.0,29,2019,0.975943264003247,0.99996104540084,0.992654357909897,0.994469161662701,29,2019,0.82267843154225,0.882402096664007,0.913450966429168,1.03531546826308
270,新疆维吾尔自治区,30,2019,1343.0,34623.7059277681,18490.0,13597.11,15200.0,20.2703,12176.0,30,2019,1.03797599785761,1.03943879149789,1.08090466743443,1.08330455147688,30,2019,0.852385566710217,0.907068316322907,0.946794850042089,1.0580488428216
271,北京市,1,2020,1164.0,49397.647961151,6762.1,36102.55,7345.7,0.0988,415.0,1,2020,0.998401869508972,1.60265604827067,1.09065137412805,1.03178383300113,1,2020,2.15278319346638,14.8964456386773,1.99705486543201,2.61030439666621
272,天津市,2,2020,647.0,52258.6603858862,8104.6,14083.73,11160.3,0.9756,1739.0,2,2020,1.25763266749269,2.76166410129159,1.155005191607,1.1784669122868,2,2020,1.08067391176325,4.85275080989954,0.949261832917296,3.55630177549375
273,河北省,3,2020,3671.0,93665.0552464093,32782.76,36206.89,29851.54,12.2789,34081.0,3,2020,1.00658767279482,1.01977247803261,1.0085703900889,1.01132687800757,3,2020,0.892052192911487,1.37563092395263,0.920134016253843,1.04214974619871
274,山西省,4,2020,1738.0,36887.5043260786,20980.55,17651.93,15859.0,12.2494,42635.0,4,2020,1.04017225855616,1.03144396422772,1.02924368913924,1.03253769072422,4,2020,1.0125520685479,1.04975984963644,1.02642018852468,1.12814053146411
275,内蒙古自治区,5,2020,1242.0,51481.2198555849,27133.65,17359.82,10853.65,22.3916,35117.0,5,2020,1.07435221195112,1.07004154100768,1.03893640844251,1.04466617018535,5,2020,0.937179810029767,0.994615825945969,0.87885869523814,0.99314453557079
276,辽宁省,6,2020,2231.0,61436.3645904065,24849.5,25114.96,29029.5,14.4429,25526.0,6,2020,1.00969118870885,1.00464212195341,1.00428313548657,1.00498221359606,6,2020,0.905336387388894,1.03382263185158,0.886456957356597,0.972887182204132
277,吉林省,7,2020,1261.0,50298.5653265522,7185.7,12311.32,9373.0,5.3072,4676.0,7,2020,1.11993960350108,1.10562674008032,1.06777413678867,1.07445603568499,7,2020,1.14002242885381,1.21011837699385,0.967733070658527,1.11797522014785
278,黑龙江省,8,2020,1473.0,45019.5200419737,11525.7336,13698.5,15256.9,9.0311,6769.0,8,2020,1.02766480312275,1.02641819249388,1.00749561355961,1.01276135091422,8,2020,0.859198747297168,0.901305996662348,0.735468229304056,0.846832044456963
279,上海市,9,2020,1374.0,56861.9442522781,11099.59,38700.58,31200.0,0.52,1809.0,9,2020,1.0107555249578,1.04679479447738,1.01070631852735,1.34270219517835,9,2020,1.25101984051881,3.4993684092066,1.47518266000522,5.08364640496254
280,江苏省,10,2020,4893.0,155910.976284725,32672.49,102718.98,114700.0,10.8322,11870.0,10,2020,1.10621440039007,1.02167777312861,1.01371747928942,1.01992668435577,10,2020,2.18968600545862,2.7044040517425,1.357498417185,3.2322212513997
281,浙江省,11,2020,3857.0,104615.439529981,24660.0,64613.34,100263.0,4.9495,4591.0,11,2020,1.04831053777295,1.12038490735154,0.979354148646795,0.988253773453018,11,2020,1.57836786078137,6.64516547797542,1.20833022191426,1.35189105661601
282,安徽省,12,2020,3243.0,60054.6418518878,14697.9,38680.63,40447.9954,10.4672,14012.0,12,2020,1.03434582168393,1.09093996489848,1.03828400868951,1.05004946061243,12,2020,1.14745340699799,1.71098128069444,1.30405230869317,1.96968933236783
283,福建省,13,2020,2206.0,83639.3741735619,13905.19,43903.89,155200.0,6.133,6043.0,13,2020,0.99897733058437,1.0704431412986,1.00652173182264,1.01454071328727,13,2020,1.16399397165777,3.10413188011542,1.38870402477732,1.59217778725582
284,江西省,14,2020,2264.0,42474.1262446343,9808.6,25691.5,36487.9376,8.6395,12083.0,14,2020,1.01157053995742,1.00004981336734,0.999525014066558,1.00369697513149,14,2020,1.07533644019489,0.25024147747995,1.20357032228945,1.16538801237136
285,山东省,15,2020,5510.0,155723.186481311,42132.9,73129.0,133359.0,15.2865,24989.0,15,2020,1.0380019141545,1.06040471584331,1.01419415091069,1.01698180180291,15,2020,1.36948458500581,2.41736112026113,1.06814854012041,1.20056195714942
286,河南省,16,2020,4884.0,137643.362807894,22752.0,54997.07,43231.67,5.6958,15355.0,16,2020,0.998690814272829,0.67712691640835,0.980516574211458,0.98474697244749,16,2020,1.3749932428199,4.10096341727325,1.25133352502267,1.47059991426607
287,湖北省,17,2020,3261.0,81909.963474489,16251.46,43443.46,45500.0,5.5105,8987.0,17,2020,0.953475779302823,0.944476704708609,0.95870778499861,0.963521188827078,17,2020,1.13476950900352,2.90798891520057,1.27583758614893,1.50947740157165
288,湖南省,18,2020,3280.0,70912.2566549462,16274.6171,41781.49,36446.52,6.4288,4360.0,18,2020,1.01805069359913,1.10365086566825,1.02804534205639,1.04065196333049,18,2020,1.13876188183865,2.0353259589017,1.2527624460532,1.1831249400097
289,广东省,19,2020,7039.0,175836.431346047,32818.22,110760.94,117080.6,10.1296,6944.0,19,2020,1.09717953006237,1.02287780474744,1.00701566034937,1.01994096453684,19,2020,0.654985644279196,1.3455922738628,1.16764104895052,0.653284241114459
290,广西壮族自治区,20,2020,2558.0,53340.172893176,11806.05,22156.69,30559.0,8.2609,9030.0,20,2020,1.00967194127681,1.00750258347582,1.01410803906019,1.01656167142909,20,2020,1.06537407895564,1.16877982668321,1.14844277400865,1.30072848518271
291,海南省,21,2020,541.0,10577.9642780969,2270.64,5532.39,6660.25759233081,0.5854,714.0,21,2020,1.00434987535395,0.945043991160552,1.02659247633988,1.02591929579901,21,2020,0.878960723186312,0.506725840276392,1.14222428195761,1.3466096543744
292,重庆市,22,2020,1676.0,42557.7964727673,7621.87,25002.79,21491.0,4.6992,2272.0,22,2020,1.05983496740895,1.06258605098039,1.07456937639885,1.07989092780399,22,2020,1.31545166407935,1.50714835171076,1.52691364440533,1.82350805225135
293,四川省,23,2020,4745.0,74743.8568833322,16355.0,48598.76,43739.49,12.5027,14903.0,23,2020,1.11925597565448,1.14616014195279,1.08258965956964,1.08715341216591,23,2020,1.3488132264726,3.96170614761764,1.4065378671645,2.25485642337534
294,贵州省,24,2020,1892.0,37674.5633632639,10111.12,17826.56,18887.0,14.3584,9516.0,24,2020,1.017126815629,1.01344744419505,1.02468682101591,1.02858353946421,24,2020,1.03379963704067,1.14199524312263,1.25868936755946,1.45413387471713
295,云南省,25,2020,2806.0,61817.0147606895,12981.94,24521.9,18500.0,14.6194,17473.0,25,2020,0.997907021765149,0.995147943497987,0.999189247744474,1.00426946031358,25,2020,1.02191309797441,1.13620984024187,1.17827391403901,1.37265873033714
296,陕西省,26,2020,2105.0,56836.5773301684,13512.26,26181.86,26080.3802,6.3981,12430.0,26,2020,0.987977395876085,0.98654125398468,0.985134445913192,0.987854668356413,26,2020,1.01274919253008,1.12265168332908,1.13300709239215,1.28640775178313
297,甘肃省,27,2020,1331.0,18162.5639340535,7963.29477906766,9016.7,5573.0,6.6045,5450.0,27,2020,1.15065139152963,2.96945881880676,1.03237579634057,1.03814244953124,27,2020,1.14613207502773,1.80450558514661,1.02653417606327,1.14404428001919
298,青海省,28,2020,279.0,14506.6343642643,4150.36,3005.92,10681.0,3.8683,15724.0,28,2020,1.31288275656212,1.07222509153849,1.06431811828591,1.07371428376992,28,2020,0.926245178150405,0.861012680918218,0.823610746001348,0.963769310184027
299,宁夏回族自治区,29,2020,344.0,13758.5661360293,8581.8,3920.55,11119.0,6.7861,6738.0,29,2020,1.18250315112243,1.0062361756767,1.0199998708052,1.02168107000537,29,2020,0.972819837659169,0.887904911156292,0.931719867744636,1.05776221540814
300,新疆维吾尔自治区,30,2020,1356.0,36578.5174656442,18981.81,13797.58,9705.0,12.5838,9354.0,30,2020,1.03313916526749,1.02293420746905,0.991359366234012,0.996760875952033,30,2020,0.88063291287705,0.927871209278058,0.938613942491352,1.05462169137089
301,北京市,1,2021,1158.0,51172.200568615,7103.62,40269.6,8006.9,0.1004,194.14,1,2021,0.911391601116756,1.60265604827067,1.18743470600112,1.24091428191365,1,2021,1.96202852155057,23.8738787005614,2.37137225700237,3.2391640059651
302,天津市,2,2021,641.0,54314.5695678856,8205.69,15695.0,11014.9,0.81377,1927.49,2,2021,1.49848692741323,1.25252616193407,1.10976498083013,1.1127787438735,2,2021,1.61937572957375,6.07819734674592,1.05345753981024,3.95737702256903
303,河北省,3,2021,3643.0,97891.7762039044,33085.8515598411,40391.3,30666.02,12.739942,40899.16,3,2021,1.06607529162249,1.13439115134082,1.09366361744635,1.09520109514949,3,2021,0.950994801700595,1.56050354764266,1.00631709675162,1.14136354334659
304,山西省,4,2021,1715.0,38165.9756411041,21643.94,22590.2,18603.0,10.3813,45901.09,4,2021,1.16666825714632,1.16010795352251,1.2565651580285,1.25864675260543,4,2021,1.18131235708267,1.21783475085183,1.28976384639716,1.41993041640987
305,内蒙古自治区,5,2021,1218.0,51196.6839365221,29430.260911115,20514.2,23754.25,15.7044,41210.88,5,2021,1.06090926413399,1.05869306132127,1.16080313226311,1.1583882983654,5,2021,0.994262742619913,1.05299287360932,1.0201819262491,1.15044700859074
306,辽宁省,6,2021,1990.0,61482.5983767446,24930.8,27584.1,30296.5,10.2,24610.01,6,2021,1.11743829217689,1.11527273423437,1.13847972439,1.14220829178171,6,2021,1.01165754656944,1.15299419333849,1.00921327249494,1.1112398064817
307,吉林省,7,2021,1228.0,51585.3040275472,7287.6,13235.5,16705.621,4.3654,5021.71,7,2021,0.9848327680858,0.988275245498307,1.05472718149258,1.05379751508647,7,2021,1.12273144428799,1.19593003610561,1.02069437405283,1.17811950892005
308,黑龙江省,8,2021,1420.0,47016.2017413162,12145.81806768,14879.2,17965.42,5.78,8315.93,8,2021,1.0342553649805,1.02619849772164,1.06120292550645,1.06302645095881,8,2021,0.888630913976621,0.924918859762408,0.780481036554513,0.900204862777279
309,上海市,9,2021,1365.0,60625.228015341,11683.02,43214.9,32100.0,0.55,2072.57,9,2021,1.03183961337293,1.41766538639634,1.08028704543885,1.4362304116705,9,2021,1.29085182856279,4.96093346798103,1.59362071725966,7.3012875689866
310,江苏省,10,2021,4863.0,163567.744461013,33206.1753360971,116364.2,121700.0,8.41,13051.45,10,2021,1.2235090194216,1.17413357631901,1.10952768702063,1.11208582456754,10,2021,2.67910057737988,3.17533160108404,1.50618207895344,3.59450743554756
311,浙江省,11,2021,3897.0,111908.945576008,26623.7,73515.8,103863.0,4.2229,5315.03,11,2021,1.20973109346146,1.3879604558711,1.07983692021937,1.08231031111074,11,2021,1.90940067810747,9.22322690614966,1.30479958543988,1.4631656300739
312,安徽省,12,2021,3215.0,64774.8652443806,15342.63,42959.2,35674.98,8.1701,14507.69,12,2021,1.04199805178919,1.14888583656768,1.06456618289684,1.06759584977016,12,2021,1.19564421461078,1.96572216002227,1.3882499885633,2.10283215657245
313,福建省,13,2021,2197.0,89360.1060108811,15157.51,48810.4,89151.922,5.6626,6664.9,13,2021,1.13303607911884,1.18317144610147,1.06421566163803,1.06770414172023,13,2021,1.31884716576508,3.67272020548584,1.47788057254779,1.69997481780799
314,江西省,14,2021,1715.0,46008.4937725278,10345.5,29619.7,39593.17,7.14,11532.74,14,2021,1.12911763078468,1.1355850933052,1.16420481456291,1.17311211085808,14,2021,1.21418133364929,0.2841704915529,1.40120236387442,1.36713079116167
315,山东省,15,2021,5475.0,160314.568789949,44611.1,83095.9,133854.0,12.5102,25233.42,15,2021,1.18226087037432,1.21009029121357,1.11007781870558,1.11219820194505,15,2021,1.61908803743318,2.92522522198515,1.18572800147041,1.33526285006521
316,河南省,16,2021,4840.0,145494.694562582,23501.0,58887.4,43889.85,5.361513,16646.9,16,2021,1.09798931755709,1.11618946388514,1.0394929961224,1.04124266124676,16,2021,1.50972789232943,4.5774521581388,1.30075243507422,1.53125136835966
317,湖北省,17,2021,3286.0,86758.1493568542,18191.5963130348,50012.9,44634.332,5.166,10216.55,17,2021,1.17744673863429,1.24696183538072,1.08669364576244,1.08942763844654,17,2021,1.33613065747783,3.62615119496529,1.38644459789294,1.64446640088262
318,湖南省,18,2021,3258.0,76144.2854349102,16909.3271669,46063.1,34430.105,5.048,4845.62,18,2021,1.06553993216808,1.18945198931257,1.06067779905799,1.06346862468843,18,2021,1.21339625832995,2.42092251071514,1.32877731402221,1.25821625278669
319,广东省,19,2021,7072.0,189705.198319285,36221.32,124369.7,105894.54,8.2106,7904.76,19,2021,1.17912678073288,1.14390765829804,1.05774037333101,1.06126622726056,19,2021,0.772311114165179,1.53923330701833,1.23506107903354,0.69330850189632
320,广西壮族自治区,20,2021,2544.0,55481.1874313995,13189.02,24740.9,30588.0,6.9324,9385.55,20,2021,1.03052264651139,1.03287492126688,1.06408341700088,1.06613632360387,20,2021,1.09789211537,1.20720337146374,1.2220389111971,1.38675388519953
321,海南省,21,2021,544.0,10968.5175921752,2446.19,6475.2,6557.62158270385,0.4262,657.83,21,2021,1.00802136352552,1.06263936615695,1.12940450716886,1.13406429052541,21,2021,0.886011186671643,0.538466825726653,1.29003325224063,1.52714192230277
