row_id,省份代码,省份,year,省级碳排放加总_吨
1,110000,北京市,2000,43133076.0
2,110000,北京市,2001,43311436.0
3,110000,北京市,2002,45715664.0
4,110000,北京市,2003,49524960.0
5,110000,北京市,2004,54575776.0
6,110000,北京市,2005,60665552.0
7,110000,北京市,2006,63899288.0
8,110000,北京市,2007,63753556.0
9,110000,北京市,2008,63535280.0
10,110000,北京市,2009,66557700.0
11,110000,北京市,2010,72923448.0
12,110000,北京市,2011,75572432.0
13,110000,北京市,2012,78344336.0
14,110000,北京市,2013,78136552.0
15,110000,北京市,2014,79475488.0
16,110000,北京市,2015,80420688.0
17,110000,北京市,2016,74134216.0
18,110000,北京市,2017,76233832.0
19,110000,北京市,2018,77704184.0
20,110000,北京市,2019,78044416.0
21,110000,北京市,2020,77630136.0
22,110000,北京市,2021,80102176.0
23,110000,北京市,2022,77157248.0
