row_id,year,id,GDP（亿元）,第一产业增加值（亿元）,第二产业增加值（亿元）,第三产业增加值（亿元）,第一产业占比,第二产业占比,第三产业占比,自2014年开始统计年鉴采用 一二三产业增加值
78,2003,河南,7048.59,1239.7,3551.94,2256.95,0.175879147460698,0.503922061007946,0.320198791531356,
79,2003,湖北,5401.71,798.35,2580.58,2022.78,0.147795790592238,0.477733902782637,0.374470306625124,
80,2003,湖南,4638.73,886.47,1794.21,1958.05,0.191101874866612,0.386789056487444,0.422109068645944,
81,2003,广东,13625.8661279556,1093.51909697281,7307.08,5225.26703098278,0.0802531807302351,0.536265359675623,0.383481459594141,
82,2003,广西,2735.13,652.28,1007.96,1074.89,0.238482265925203,0.368523616793352,0.392994117281446,
83,2003,海南,670.93,248.33,151.16,271.44,0.370128031240219,0.225299211542188,0.404572757217594,
84,2003,重庆,2250.56,336.36,977.3,936.9,0.149456135361865,0.434247476183705,0.416296388454429,
85,2003,四川,5456.32,1128.61,2266.06,2061.65,0.206844539909683,0.415309219400622,0.377846240689696,
86,2003,贵州,1356.11,298.37,579.31,478.43,0.220019025005346,0.427185110352405,0.352795864642249,
87,2003,云南,2465.29,502.84,1069.29,893.16,0.203967890187361,0.43373801865095,0.362294091161689,
88,2003,西藏,184.5,40.62,47.99,95.89,0.220162601626016,0.260108401084011,0.519728997289973,
89,2003,陕西,2398.58,320.03,1133.56,944.99,0.133424776325993,0.472596286135964,0.393978937538043,
90,2003,甘肃,1304.6,236.61,607.62,460.37,0.181365935919056,0.465751954622106,0.352882109458838,
91,2003,青海,390.21,46.15,184.26,159.8,0.118269649675816,0.472207273006842,0.409523077317342,
92,2003,宁夏,385.34,55.5,192.0,137.84,0.144028650023356,0.498261275756475,0.357710074220169,
93,2003,新疆,1877.61,412.9,796.84,667.87,0.219907222479642,0.424390581643685,0.355702195876673,
94,2004,北京,4283.31,102.9,1610.37,2570.04,0.0240234771706928,0.375963915756739,0.600012607072568,
95,2004,天津,2931.88,102.29,1560.16,1269.43,0.0348888767616683,0.532136376659345,0.432974746578987,
96,2004,河北,8768.79,1370.4,4635.23,2763.16,0.156281539414218,0.528605429027266,0.315113031558516,
97,2004,山西,3042.41,253.37,1810.08,978.96,0.0832793739173879,0.594949398667504,0.321771227415108,
98,2004,内蒙古,2712.07732922406,506.07,1332.4728075,873.534521724057,0.186598661677833,0.491310772425957,0.322090565896209,
99,2004,辽宁,6872.65209460352,769.8962,3278.88481889235,2823.87107571117,0.112023159240744,0.47709163416943,0.410885206589826,
100,2004,吉林,2958.21,560.96,1379.31,1017.94,0.189628187315978,0.466265072459359,0.344106740224663,
101,2004,黑龙江,5303.00409487135,587.756262768,3155.33246305,1559.91536905335,0.110834585878678,0.59500849077254,0.294156923348782,
102,2004,上海,7450.27,96.71,3788.22,3565.34,0.0129807376108517,0.508467478359845,0.478551784029304,
103,2004,江苏,15403.16452869,1315.38,8716.10685692,5371.67767177,0.0853967376346573,0.565864685836819,0.348738576528524,
104,2004,浙江,11243.0,816.0,6045.0,4382.0,0.0725784932847105,0.537667882237837,0.389753624477453,
105,2004,安徽,4812.68,932.42,2169.82,1710.44,0.193742363921973,0.450854825170175,0.355402810907852,
106,2004,福建,6053.14,777.87,2950.33,2324.94,0.128506857597875,0.487404884076694,0.384088258325431,
107,2004,江西,3495.94,711.7,1595.74,1188.5,0.203579008793057,0.456455202320406,0.339965788886537,
108,2004,山东,15490.73,1778.3,8724.52,4987.91,0.114797688682199,0.563209093438463,0.321993217879338,
109,2004,河南,8815.09,1647.48,4515.35,2652.26,0.18689315707497,0.512229597202071,0.300877245722959,
110,2004,湖北,6309.92,1020.09,2994.67,2295.16,0.161664490199559,0.474597142277557,0.363738367522885,
111,2004,湖南,5612.26,1155.85,2214.41,2242.0,0.205950900350304,0.394566538257315,0.39948256139238,
112,2004,广东,16039.46,1245.42,8890.29,5903.75,0.0776472524636116,0.554276141466109,0.368076606070279,
113,2004,广西,3320.1,811.38,1288.26,1220.46,0.244384205295021,0.388018433179724,0.367597361525255,
114,2004,海南,769.36,283.84,180.41,305.11,0.368930019756681,0.234493605074347,0.396576375168972,
115,2004,重庆,2665.39,431.32,1181.24,1052.83,0.161822472508714,0.44317717107065,0.395000356420636,
116,2004,四川,6556.01341,1394.25829,2689.99548,2471.75964,0.212668614721458,0.410309636630228,0.377021748648315,
117,2004,贵州,1591.9,334.11,714.66,543.13,0.209881273949369,0.448935234625291,0.341183491425341,
118,2004,云南,2959.48,604.33,1314.19,1040.96,0.204201413761877,0.444061118845203,0.35173746739292,
119,2004,西藏,211.54,43.33,57.61,110.6,0.204831237590999,0.272336201191264,0.522832561217737,
120,2004,陕西,2883.51,394.98,1416.82,1071.71,0.136978890310767,0.491352552964963,0.37166855672427,
121,2004,甘肃,1558.93,281.4,758.18,519.35,0.180508425650927,0.486346404264463,0.333145170084609,
122,2004,青海,465.73,57.81,227.06,180.86,0.12412771348206,0.487535696648273,0.388336589869667,
123,2004,宁夏,460.35,65.13,239.42,155.8,0.141479309221245,0.520082545888997,0.338438144889758,
124,2004,新疆,2200.15,444.7,1010.07,745.38,0.20212258255119,0.459091425584619,0.338785991864191,
125,2005,北京,6886.31,97.99,2026.51,4761.81,0.0142296817889407,0.294280971957405,0.691489346253654,
126,2005,天津,3697.62,112.38,2051.17,1534.07,0.0303925227578821,0.554727094725797,0.414880382516321,
127,2005,河北,10096.11,1503.07,5232.5,3360.54,0.148876151309762,0.518268917434537,0.332854931255701,
128,2005,山西,4179.52,262.42,2353.16,1563.94,0.0627871143097772,0.563021590996095,0.374191294694128,
129,2005,内蒙古,3895.55,589.56,1773.21,1532.78,0.151341915775693,0.455188612647765,0.393469471576542,
130,2005,辽宁,8009.01,882.41,3953.28,3173.32,0.110177162970205,0.493604078406694,0.396218758623101,
131,2005,吉林,3620.27,625.61,1580.83,1413.83,0.172807553027813,0.436660801542426,0.390531645429761,
132,2005,黑龙江,5511.5,684.6,2971.68,1855.22,0.12421300916266,0.539178082191781,0.336608908645559,
133,2005,上海,9154.18,80.34,4452.92,4620.92,0.00877631857796111,0.486435704781859,0.50478797664018,
134,2005,江苏,18305.66,1461.49,10355.03,6489.14,0.0798381484196691,0.565673676884636,0.354488174695695,
135,2005,浙江,13437.85,892.83,7166.15,5378.87,0.0664414322231607,0.533280993611329,0.40027757416551,
136,2005,安徽,5375.12,966.49,2221.17,2187.46,0.179808078703359,0.413231704594502,0.406960216702139,
137,2005,福建,6568.93,841.2,3200.26,2527.47,0.128057385297149,0.487181321767777,0.384761292935075,
138,2005,江西,4056.76,727.37,1917.47,1411.92,0.179298257722912,0.472660448239482,0.348041294037606,
139,2005,山东,18516.87,1963.51,10628.62,5924.74,0.106038979589963,0.5739965771753,0.319964443234737,
140,2005,河南,10587.42,1892.01,5514.14,3181.27,0.178703593510034,0.520819992028275,0.300476414461691,
141,2005,湖北,6520.14,1082.13,2810.01,2628.0,0.165967295180778,0.4309738747941,0.403058830025122,
142,2005,湖南,6511.34,1274.15,2596.71,2640.48,0.195681687640332,0.398798096858711,0.405520215500957,
143,2005,广东,22366.54,1428.27,11339.93,9598.34,0.0638574406233597,0.507004212542485,0.429138346834155,
144,2005,广西,4075.75,912.5,1510.68,1652.57,0.223885174507759,0.370650800466172,0.405464025026069,
145,2005,海南,894.57,300.75,220.07,373.75,0.336195043428686,0.246006461204825,0.417798495366489,
146,2005,重庆,3070.49,463.4,1259.12,1347.97,0.150920537112969,0.410071356688998,0.439008106198034,
147,2005,四川,7385.11,1481.14,3067.23,2836.74,0.200557608485182,0.415326244294262,0.384116147220556,
148,2005,贵州,1979.06,368.94,826.63,783.49,0.186421836629511,0.4176881954059,0.395889967964589,
149,2005,云南,3472.89,669.81,1432.76,1370.32,0.192868187590163,0.412555537319063,0.394576275090775,
150,2005,西藏,251.21,48.04,63.52,139.65,0.191234425381155,0.252856176107639,0.555909398511206,
151,2005,陕西,3675.66,435.77,1849.28,1390.61,0.118555579134087,0.503115086814341,0.378329334051572,
152,2005,甘肃,1933.98,308.06,838.56,787.36,0.159288100187179,0.433592901684609,0.407118998128212,
153,2005,青海,543.32,65.34,264.61,213.37,0.120260619892513,0.487024221453287,0.3927151586542,
154,2005,宁夏,606.1,72.08,281.23,252.79,0.118924269922455,0.463999340042897,0.417076390034648,
155,2005,新疆,2604.19,509.99,1164.79,929.41,0.195834405323728,0.447275352412842,0.356890242263429,
156,2006,北京,7870.28,98.04,2191.43,5580.81,0.0124569900943804,0.278443714836067,0.709099295069553,
157,2006,天津,4359.15,118.23,2488.29,1752.63,0.0271222600736382,0.570819999311793,0.402057740614569,
158,2006,河北,11660.43,1606.48,6115.01,3938.94,0.137771934654211,0.524424056402723,0.337804008943066,
159,2006,山西,4752.54,276.77,2748.33,1727.44,0.0582362273647355,0.578286558345643,0.363477214289622,
160,2006,内蒙古,4791.48,649.62,2327.44,1814.42,0.135578151218413,0.485745531652016,0.378676317129572,
161,2006,辽宁,9251.15,976.37,4729.5,3545.28,0.105540392275555,0.511233738508186,0.38322586921626,
162,2006,吉林,4275.12,672.76,1915.29,1687.07,0.157366342933064,0.448008476955033,0.394625180111903,
163,2006,黑龙江,6188.9,737.59,3365.31,2086.0,0.119179498780074,0.54376545104946,0.337055050170466,
164,2006,上海,10366.37,93.8,5028.37,5244.2,0.00904849045519309,0.485065649788692,0.505885859756115,
165,2006,江苏,21645.08,1545.01,12250.84,7849.23,0.0713792695614893,0.565987282098287,0.362633448340223,
166,2006,浙江,15742.51,925.1,8509.57,6307.85,0.0587644536989337,0.540547218963177,0.400688962560608,
