row_id,year,id,GDP（亿元）,第一产业增加值（亿元）,第二产业增加值（亿元）,第三产业增加值（亿元）,第一产业占比,第二产业占比,第三产业占比,自2014年开始统计年鉴采用 一二三产业增加值
27,2001,陕西,1844.27,287.24,816.34,740.69,0.155747260433668,0.442635839654714,0.401616899911618,
28,2001,甘肃,1072.51,207.05,481.07,384.39,0.193051813036708,0.448545934303643,0.358402252659649,
29,2001,青海,300.95,42.79,132.18,125.98,0.14218308689151,0.439209170958631,0.418607742149859,
30,2001,宁夏,298.38,49.57,134.37,114.44,0.166130437696897,0.450331791675045,0.383537770628058,
31,2001,新疆,1485.48,288.12,630.37,566.99,0.193957508684062,0.424354417427364,0.381688073888575,
32,2002,北京,3212.71,98.05,1116.53,1998.13,0.0305194057353449,0.34753525839556,0.621945335869095,
33,2002,天津,2051.16,84.0,1001.9,965.26,0.0409524366699819,0.488455313091129,0.470592250238889,
34,2002,河北,6122.53,957.01,3046.0,2119.52,0.156309564836759,0.49750674966068,0.346183685502562,
35,2002,山西,2017.54,197.8,1083.79,735.95,0.0980401875551414,0.537183897221369,0.36477591522349,
36,2002,内蒙古,1734.3089453,374.6889453,728.34,631.28,0.216045097567773,0.419959778200886,0.363995124231341,
37,2002,辽宁,5458.22,590.2,2609.85,2258.17,0.108130489426956,0.478150386023282,0.413719124549762,
38,2002,吉林,2246.12,446.17,978.37,821.58,0.198640321977454,0.435582248499635,0.365777429522911,
39,2002,黑龙江,3882.16,447.0,2169.15,1266.01,0.115142085849115,0.558748222638943,0.326109691511942,
40,2002,上海,5408.76,88.24,2564.69,2755.83,0.0163142753607111,0.474173378001612,0.509512346637677,
41,2002,江苏,10631.75,1119.12,5550.98,3961.65,0.105262068803348,0.522113480847462,0.37262445034919,
42,2002,浙江,7796.0,694.0,3982.0,3120.0,0.0890200102616727,0.510774756285274,0.400205233453053,
43,2002,安徽,3569.1,772.55,1552.21,1244.34,0.216455128743941,0.434902356336331,0.348642514919728,
44,2002,福建,4682.01,664.78,2159.94,1857.29,0.141986027368587,0.461327506775936,0.396686465855477,
45,2002,江西,2450.48,535.98,951.77,962.73,0.218724494792857,0.388401456041265,0.392874049165878,
46,2002,山东,10552.0563300295,1390.0,5309.53633002952,3852.52,0.131727879052757,0.503175510437659,0.365096610509587,
47,2002,河南,6168.73,1288.36,2951.06,1929.31,0.208853362037243,0.478390203494074,0.312756434468683,
48,2002,湖北,4975.63,707.0,2446.05,1822.58,0.142092559133215,0.491606088073269,0.366301352793516,
49,2002,湖南,4340.94,847.25,1737.2,1756.49,0.195176620731915,0.400189820637926,0.404633558630158,
50,2002,广东,11769.7310763847,1032.80071284387,5935.63,4801.30036354081,0.0877505786785669,0.504313136933902,0.407936284387529,
51,2002,广西,2455.36,595.68,863.96,995.72,0.242603935879056,0.351866936009384,0.40552912811156,
52,2002,海南,604.13,228.95,125.33,249.85,0.378974723983249,0.207455349014285,0.413569927002466,
53,2002,重庆,1971.3,315.78,827.55,827.97,0.160188707959215,0.419799117333739,0.420012174707046,
54,2002,四川,4875.12,1027.62,1982.44,1865.06,0.210788657509969,0.4066443492673,0.382566993222731,
55,2002,贵州,1185.04,280.83,474.68,429.53,0.236979342469453,0.400560318639033,0.362460338891514,
56,2002,云南,2232.32,470.5,951.48,810.34,0.210767273509174,0.426229214449541,0.363003512041284,
57,2002,西藏,161.42,39.68,32.93,88.81,0.245818362036922,0.204001982406145,0.550179655556932,
58,2002,陕西,2035.96,303.79,925.78,806.39,0.149212165268473,0.454714238000747,0.396073596730781,
59,2002,甘肃,1161.43,214.45,530.36,416.62,0.184643069319718,0.456643964767571,0.358712965912711,
60,2002,青海,341.11,44.9,154.01,142.2,0.131629093254375,0.451496584679429,0.416874322066196,
61,2002,宁夏,329.28,52.84,151.16,125.28,0.160471331389699,0.459062196307094,0.380466472303207,
62,2002,新疆,1598.28,305.0,672.1,621.18,0.190830142403083,0.42051455314463,0.388655304452286,
63,2003,北京,3663.1,95.64,1311.86,2255.6,0.0261090333324234,0.3581283612241,0.615762605443477,
64,2003,天津,2447.66,89.66,1245.29,1112.71,0.0366309046191056,0.508767557585612,0.454601537795282,
65,2003,河北,7098.56,1064.33,3657.19,2377.04,0.149936043366542,0.515201674705856,0.334862281927602,
66,2003,山西,2456.59,215.19,1389.33,852.07,0.0875970349142511,0.565552249256083,0.346850715829666,
67,2003,内蒙古,2150.41489715051,420.09929715051,973.9356,756.38,0.195357322769285,0.452905902619327,0.351736774611388,
68,2003,辽宁,6002.54,615.8,2898.89,2487.85,0.102589903607473,0.4829438870878,0.414466209304728,
69,2003,吉林,2522.62,486.9,1143.39,892.33,0.193013612831104,0.453254949219462,0.353731437949434,
70,2003,黑龙江,4430.0,500.8,2532.45,1396.75,0.113047404063205,0.57165914221219,0.315293453724605,
71,2003,上海,6250.81,90.64,3130.72,3029.45,0.0145005207325131,0.500850289802442,0.484649189465045,
72,2003,江苏,12460.83,1106.35,6787.11,4567.37,0.0887862205005606,0.544675595445889,0.36653818405355,
73,2003,浙江,9395.0,728.0,4941.0,3726.0,0.0774880255455029,0.525918041511442,0.396593932943055,
74,2003,安徽,3972.38,732.81,1780.6,1458.97,0.184476308913045,0.448245132640885,0.36727855844607,
75,2003,福建,5232.17,692.94,2492.73,2046.5,0.132438357316372,0.476423740054318,0.391137902629311,
76,2003,江西,2830.46,560.0,1227.38,1043.08,0.197847699667192,0.433632695745568,0.36851960458724,
77,2003,山东,12435.93,1480.67,6656.85,4298.41,0.119063873791506,0.53529169109186,0.345644435116634,
