row_id,ZONE,Dataset,R2,MAE,RMSE,MAPE(%)
1,东部,Train,0.9995032146828815,0.001644578093916659,0.002014884598204029,0.3055985256338036
2,东部,Test,0.9134229986976949,0.01795465273860238,0.02361745648113767,3.545082591071706
3,东部,All,0.9851811721663063,0.004939542668600643,0.01076676801169628,0.9600397509747937
