row_id,Feature,MeanAbsSHAP
1,INC,0.08308443825566493
2,PRI,0.03361920546313764
3,URB,0.01777877522617557
4,DIG,0.01275457851098412
5,GOV,0.009009861904902891
6,INNO,0.008438297060654585
7,OPENPC,0.005627862435803379
8,EDU,0.005212190424582433
9,FIN,0.004702759895328669
10,SOC,0.004124850799667163
