row_id,Target,Dataset,R2,MAE,RMSE,MAPE(%)
1,CV,Train,0.9994022617982674,0.003369763768614828,0.004236215632565928,61869.3447931014
2,CV,Test,0.9691844791998495,0.02323799599476156,0.03136157866414997,7.251697877059692
3,CV,All,0.9930363441639763,0.00735765267422134,0.01455191843598106,49452.5805876083
