row_id,Feature,MeanAbsSHAP
1,PRI,0.0476920440160714
2,INC,0.01721493170171573
3,FIN,0.006587760191635292
4,URB,0.005944530187555599
5,INNO,0.002489694390347888
6,DIG,0.002466623917873942
7,EDU,0.002270514261814353
8,OPENPC,0.001888795404611099
9,GOV,0.001598379848349082
10,SOC,0.001172136369999725
