row_id,Dataset,R2,MAE,RMSE,MAPE(%)
1,Train,0.9988172728866159,0.002706163023127556,0.003412304750961336,0.5830273389417415
2,Test,0.9451112217576288,0.0178047407257417,0.02329339515040357,3.994223800330481
3,All,0.9880096387283303,0.005736701916842222,0.01087253933196908,1.267711933342349
