row_id,year,region,resilience,weight_method,gi_star_z,p_value,gi_bin,class_95
643,2013,甘肃,0.394257,4-Nearest Neighbors,-1.355037,0.175406,0,Not Significant
644,2013,福建,0.490634,4-Nearest Neighbors,0.72512,0.468378,0,Not Significant
645,2013,西藏,0.323733,4-Nearest Neighbors,-2.083301,0.037224,-2,Cold Spot
646,2013,贵州,0.348803,4-Nearest Neighbors,-2.113417,0.034565,-2,Cold Spot
647,2013,辽宁,0.485395,4-Nearest Neighbors,2.222863,0.026225,2,Hot Spot
648,2013,重庆,0.482145,4-Nearest Neighbors,-1.423142,0.154695,0,Not Significant
649,2013,陕西,0.45056,4-Nearest Neighbors,-0.75862,0.44808,0,Not Significant
650,2013,青海,0.443683,4-Nearest Neighbors,-2.164093,0.030457,-2,Cold Spot
651,2013,黑龙江,0.416093,4-Nearest Neighbors,1.195804,0.231773,0,Not Significant
652,2014,上海,0.550337,Fixed Distance Band,1.464379,0.14309,0,Not Significant
653,2014,云南,0.397287,Fixed Distance Band,-2.158325,0.030903,-2,Cold Spot
654,2014,内蒙古,0.506722,Fixed Distance Band,2.166798,0.03025,2,Hot Spot
655,2014,北京,0.712985,Fixed Distance Band,2.245748,0.02472,2,Hot Spot
656,2014,吉林,0.51361,Fixed Distance Band,2.298103,0.021556,2,Hot Spot
657,2014,四川,0.415194,Fixed Distance Band,-3.084156,0.002041,-3,Cold Spot
658,2014,天津,0.556882,Fixed Distance Band,2.563574,0.01036,2,Hot Spot
659,2014,宁夏,0.461013,Fixed Distance Band,0.584435,0.558928,0,Not Significant
660,2014,安徽,0.465249,Fixed Distance Band,2.784796,0.005356,3,Hot Spot
661,2014,山东,0.560009,Fixed Distance Band,2.75136,0.005935,3,Hot Spot
662,2014,山西,0.475816,Fixed Distance Band,1.741085,0.081669,1,Not Significant
663,2014,广东,0.564603,Fixed Distance Band,-0.458394,0.646669,0,Not Significant
664,2014,广西,0.424883,Fixed Distance Band,-1.635261,0.101994,0,Not Significant
665,2014,新疆,0.462427,Fixed Distance Band,-1.10353,0.269797,0,Not Significant
666,2014,江苏,0.610855,Fixed Distance Band,2.457252,0.014,2,Hot Spot
667,2014,江西,0.429128,Fixed Distance Band,0.34266,0.731854,0,Not Significant
668,2014,河北,0.515973,Fixed Distance Band,2.563574,0.01036,2,Hot Spot
669,2014,河南,0.418202,Fixed Distance Band,1.396699,0.162504,0,Not Significant
670,2014,浙江,0.577114,Fixed Distance Band,1.37243,0.16993,0,Not Significant
671,2014,海南,0.501308,Fixed Distance Band,-1.356744,0.174863,0,Not Significant
672,2014,湖北,0.490543,Fixed Distance Band,0.353768,0.723513,0,Not Significant
673,2014,湖南,0.433281,Fixed Distance Band,-0.721494,0.470605,0,Not Significant
674,2014,甘肃,0.411181,Fixed Distance Band,-1.444795,0.148516,0,Not Significant
675,2014,福建,0.505267,Fixed Distance Band,0.667733,0.504304,0,Not Significant
676,2014,西藏,0.397168,Fixed Distance Band,-1.296978,0.194639,0,Not Significant
677,2014,贵州,0.370628,Fixed Distance Band,-2.160995,0.030696,-2,Cold Spot
678,2014,辽宁,0.499975,Fixed Distance Band,2.761051,0.005762,3,Hot Spot
679,2014,重庆,0.484962,Fixed Distance Band,-2.710776,0.006713,-3,Cold Spot
680,2014,陕西,0.461902,Fixed Distance Band,0.23857,0.811439,0,Not Significant
681,2014,青海,0.439271,Fixed Distance Band,-2.010315,0.044398,-2,Cold Spot
682,2014,黑龙江,0.425469,Fixed Distance Band,-0.135516,0.892204,0,Not Significant
683,2014,上海,0.550337,Queen Contiguity,2.343796,0.019089,2,Hot Spot
684,2014,云南,0.397287,Queen Contiguity,-2.800615,0.005101,-3,Cold Spot
685,2014,内蒙古,0.506722,Queen Contiguity,-0.51034,0.609813,0,Not Significant
686,2014,北京,0.712985,Queen Contiguity,2.737617,0.006189,3,Hot Spot
687,2014,吉林,0.51361,Queen Contiguity,0.038202,0.969526,0,Not Significant
688,2014,四川,0.415194,Queen Contiguity,-2.818553,0.004824,-3,Cold Spot
689,2014,天津,0.556882,Queen Contiguity,2.737617,0.006189,3,Hot Spot
690,2014,宁夏,0.461013,Queen Contiguity,-0.728695,0.466188,0,Not Significant
691,2014,安徽,0.465249,Queen Contiguity,0.908882,0.363412,0,Not Significant
692,2014,山东,0.560009,Queen Contiguity,0.963032,0.335531,0,Not Significant
693,2014,山西,0.475816,Queen Contiguity,-0.313474,0.75392,0,Not Significant
694,2014,广东,0.564603,Queen Contiguity,-0.456347,0.64814,0,Not Significant
695,2014,广西,0.424883,Queen Contiguity,-1.356744,0.174863,0,Not Significant
696,2014,新疆,0.462427,Queen Contiguity,-1.684201,0.092143,-1,Not Significant
697,2014,江苏,0.610855,Queen Contiguity,2.250214,0.024435,2,Hot Spot
698,2014,江西,0.429128,Queen Contiguity,0.405558,0.685068,0,Not Significant
699,2014,河北,0.515973,Queen Contiguity,2.045856,0.040771,2,Hot Spot
700,2014,河南,0.418202,Queen Contiguity,-0.048416,0.961385,0,Not Significant
701,2014,浙江,0.577114,Queen Contiguity,1.408186,0.159076,0,Not Significant
702,2014,海南,0.501308,Queen Contiguity,-0.43953,0.660277,0,Not Significant
703,2014,湖北,0.490543,Queen Contiguity,-1.246031,0.212753,0,Not Significant
704,2014,湖南,0.433281,Queen Contiguity,-1.159555,0.24623,0,Not Significant
705,2014,甘肃,0.411181,Queen Contiguity,-1.395754,0.162789,0,Not Significant
706,2014,福建,0.505267,Queen Contiguity,0.99053,0.321915,0,Not Significant
707,2014,西藏,0.397168,Queen Contiguity,-2.093429,0.036311,-2,Cold Spot
708,2014,贵州,0.370628,Queen Contiguity,-2.384416,0.017106,-2,Cold Spot
709,2014,辽宁,0.499975,Queen Contiguity,0.699489,0.484247,0,Not Significant
710,2014,重庆,0.484962,Queen Contiguity,-1.576718,0.11486,0,Not Significant
711,2014,陕西,0.461902,Queen Contiguity,-1.298889,0.193982,0,Not Significant
712,2014,青海,0.439271,Queen Contiguity,-2.000898,0.045403,-2,Cold Spot
713,2014,黑龙江,0.425469,Queen Contiguity,-0.079617,0.936542,0,Not Significant
714,2014,上海,0.550337,4-Nearest Neighbors,2.250214,0.024435,2,Hot Spot
715,2014,云南,0.397287,4-Nearest Neighbors,-2.215923,0.026697,-2,Cold Spot
716,2014,内蒙古,0.506722,4-Nearest Neighbors,2.282275,0.022473,2,Hot Spot
717,2014,北京,0.712985,4-Nearest Neighbors,2.637156,0.00836,3,Hot Spot
718,2014,吉林,0.51361,4-Nearest Neighbors,1.886302,0.059254,1,Not Significant
719,2014,四川,0.415194,4-Nearest Neighbors,-1.969383,0.048909,-2,Cold Spot
720,2014,天津,0.556882,4-Nearest Neighbors,2.637156,0.00836,3,Hot Spot
721,2014,宁夏,0.461013,4-Nearest Neighbors,-1.315783,0.188247,0,Not Significant
722,2014,安徽,0.465249,4-Nearest Neighbors,1.305806,0.191619,0,Not Significant
723,2014,山东,0.560009,4-Nearest Neighbors,3.536491,0.000405,3,Hot Spot
724,2014,山西,0.475816,4-Nearest Neighbors,1.060199,0.289054,0,Not Significant
725,2014,广东,0.564603,4-Nearest Neighbors,-0.456347,0.64814,0,Not Significant
726,2014,广西,0.424883,4-Nearest Neighbors,-0.872312,0.383038,0,Not Significant
727,2014,新疆,0.462427,4-Nearest Neighbors,-1.695752,0.089933,-1,Not Significant
728,2014,江苏,0.610855,4-Nearest Neighbors,2.250214,0.024435,2,Hot Spot
729,2014,江西,0.429128,4-Nearest Neighbors,-0.104196,0.917014,0,Not Significant
730,2014,河北,0.515973,4-Nearest Neighbors,2.637156,0.00836,3,Hot Spot
731,2014,河南,0.418202,4-Nearest Neighbors,-0.759036,0.447831,0,Not Significant
732,2014,浙江,0.577114,4-Nearest Neighbors,1.885643,0.059343,1,Not Significant
733,2014,海南,0.501308,4-Nearest Neighbors,-0.872312,0.383038,0,Not Significant
734,2014,湖北,0.490543,4-Nearest Neighbors,-0.888736,0.374145,0,Not Significant
735,2014,湖南,0.433281,4-Nearest Neighbors,-1.446129,0.148141,0,Not Significant
736,2014,甘肃,0.411181,4-Nearest Neighbors,-1.579198,0.114291,0,Not Significant
737,2014,福建,0.505267,4-Nearest Neighbors,0.557483,0.577198,0,Not Significant
738,2014,西藏,0.397168,4-Nearest Neighbors,-2.000898,0.045403,-2,Cold Spot
739,2014,贵州,0.370628,4-Nearest Neighbors,-2.095467,0.036129,-2,Cold Spot
740,2014,辽宁,0.499975,4-Nearest Neighbors,2.489042,0.012809,2,Hot Spot
741,2014,重庆,0.484962,4-Nearest Neighbors,-1.538926,0.123822,0,Not Significant
742,2014,陕西,0.461902,4-Nearest Neighbors,-0.787247,0.431138,0,Not Significant
743,2014,青海,0.439271,4-Nearest Neighbors,-2.010315,0.044398,-2,Cold Spot
744,2014,黑龙江,0.425469,4-Nearest Neighbors,1.552246,0.120603,0,Not Significant
745,2015,上海,0.568463,Fixed Distance Band,1.508414,0.131449,0,Not Significant
746,2015,云南,0.404807,Fixed Distance Band,-2.245992,0.024705,-2,Cold Spot
747,2015,内蒙古,0.525806,Fixed Distance Band,1.771439,0.076488,1,Not Significant
748,2015,北京,0.728648,Fixed Distance Band,1.957252,0.050318,1,Not Significant
749,2015,吉林,0.479282,Fixed Distance Band,1.880346,0.060061,1,Not Significant
750,2015,四川,0.43096,Fixed Distance Band,-2.956262,0.003114,-3,Cold Spot
751,2015,天津,0.563292,Fixed Distance Band,2.350035,0.018772,2,Hot Spot
752,2015,宁夏,0.480593,Fixed Distance Band,0.725389,0.468214,0,Not Significant
753,2015,安徽,0.486341,Fixed Distance Band,2.749435,0.00597,3,Hot Spot
754,2015,山东,0.563983,Fixed Distance Band,2.520418,0.011722,2,Hot Spot
755,2015,山西,0.472558,Fixed Distance Band,1.813051,0.069824,1,Not Significant
756,2015,广东,0.553823,Fixed Distance Band,-0.514623,0.606816,0,Not Significant
757,2015,广西,0.444676,Fixed Distance Band,-1.802344,0.071491,-1,Not Significant
758,2015,新疆,0.478019,Fixed Distance Band,-0.285872,0.774976,0,Not Significant
759,2015,江苏,0.630445,Fixed Distance Band,2.419365,0.015548,2,Hot Spot
760,2015,江西,0.449105,Fixed Distance Band,0.375814,0.707055,0,Not Significant
761,2015,河北,0.536798,Fixed Distance Band,2.350035,0.018772,2,Hot Spot
762,2015,河南,0.443046,Fixed Distance Band,1.481538,0.138463,0,Not Significant
763,2015,浙江,0.586198,Fixed Distance Band,1.296481,0.19481,0,Not Significant
764,2015,海南,0.518481,Fixed Distance Band,-1.627582,0.103614,0,Not Significant
765,2015,湖北,0.5163,Fixed Distance Band,0.244018,0.807217,0,Not Significant
766,2015,湖南,0.446534,Fixed Distance Band,-0.743371,0.457257,0,Not Significant
767,2015,甘肃,0.433226,Fixed Distance Band,-1.388118,0.165101,0,Not Significant
768,2015,福建,0.51946,Fixed Distance Band,0.684725,0.493517,0,Not Significant
769,2015,西藏,0.499595,Fixed Distance Band,-0.470845,0.637752,0,Not Significant
770,2015,贵州,0.39838,Fixed Distance Band,-2.252162,0.024312,-2,Cold Spot
771,2015,辽宁,0.501732,Fixed Distance Band,2.307857,0.021007,2,Hot Spot
772,2015,重庆,0.511394,Fixed Distance Band,-2.900744,0.003723,-3,Cold Spot
773,2015,陕西,0.488546,Fixed Distance Band,0.340296,0.733634,0,Not Significant
774,2015,青海,0.475795,Fixed Distance Band,-1.353731,0.175822,0,Not Significant
775,2015,黑龙江,0.435057,Fixed Distance Band,-0.79948,0.424012,0,Not Significant
776,2015,上海,0.568463,Queen Contiguity,2.44863,0.01434,2,Hot Spot
777,2015,云南,0.404807,Queen Contiguity,-2.35663,0.018442,-2,Cold Spot
778,2015,内蒙古,0.525806,Queen Contiguity,-0.958041,0.338042,0,Not Significant
779,2015,北京,0.728648,Queen Contiguity,2.832663,0.004616,3,Hot Spot
780,2015,吉林,0.479282,Queen Contiguity,-0.522625,0.601235,0,Not Significant
781,2015,四川,0.43096,Queen Contiguity,-2.234315,0.025462,-2,Cold Spot
782,2015,天津,0.563292,Queen Contiguity,2.832663,0.004616,3,Hot Spot
783,2015,宁夏,0.480593,Queen Contiguity,-0.629015,0.529339,0,Not Significant
784,2015,安徽,0.486341,Queen Contiguity,0.991486,0.321448,0,Not Significant
785,2015,山东,0.563983,Queen Contiguity,1.054937,0.291454,0,Not Significant
786,2015,山西,0.472558,Queen Contiguity,-0.31663,0.751524,0,Not Significant
787,2015,广东,0.553823,Queen Contiguity,-0.692713,0.48849,0,Not Significant
788,2015,广西,0.444676,Queen Contiguity,-1.627582,0.103614,0,Not Significant
789,2015,新疆,0.478019,Queen Contiguity,-0.95143,0.341386,0,Not Significant
790,2015,江苏,0.630445,Queen Contiguity,2.29178,0.021918,2,Hot Spot
791,2015,江西,0.449105,Queen Contiguity,0.259225,0.795462,0,Not Significant
792,2015,河北,0.536798,Queen Contiguity,1.887869,0.059044,1,Not Significant
793,2015,河南,0.443046,Queen Contiguity,-0.053136,0.957623,0,Not Significant
794,2015,浙江,0.586198,Queen Contiguity,1.489899,0.136251,0,Not Significant
795,2015,海南,0.518481,Queen Contiguity,-0.439005,0.660658,0,Not Significant
796,2015,湖北,0.5163,Queen Contiguity,-1.088174,0.276518,0,Not Significant
797,2015,湖南,0.446534,Queen Contiguity,-1.219207,0.222766,0,Not Significant
798,2015,甘肃,0.433226,Queen Contiguity,-1.264435,0.206074,0,Not Significant
799,2015,福建,0.51946,Queen Contiguity,0.771422,0.440457,0,Not Significant
800,2015,西藏,0.499595,Queen Contiguity,-1.573008,0.115717,0,Not Significant
801,2015,贵州,0.39838,Queen Contiguity,-2.483502,0.01301,-2,Cold Spot
802,2015,辽宁,0.501732,Queen Contiguity,0.26712,0.789377,0,Not Significant
803,2015,重庆,0.511394,Queen Contiguity,-1.460198,0.144236,0,Not Significant
804,2015,陕西,0.488546,Queen Contiguity,-1.251385,0.210794,0,Not Significant
805,2015,青海,0.475795,Queen Contiguity,-1.371942,0.170082,0,Not Significant
806,2015,黑龙江,0.435057,Queen Contiguity,-0.58759,0.556808,0,Not Significant
807,2015,上海,0.568463,4-Nearest Neighbors,2.29178,0.021918,2,Hot Spot
808,2015,云南,0.404807,4-Nearest Neighbors,-2.273151,0.023017,-2,Cold Spot
809,2015,内蒙古,0.525806,4-Nearest Neighbors,2.232859,0.025558,2,Hot Spot
810,2015,北京,0.728648,4-Nearest Neighbors,2.502964,0.012316,2,Hot Spot
811,2015,吉林,0.479282,4-Nearest Neighbors,1.390281,0.164443,0,Not Significant
812,2015,四川,0.43096,4-Nearest Neighbors,-1.962767,0.049673,-2,Cold Spot
813,2015,天津,0.563292,4-Nearest Neighbors,2.502964,0.012316,2,Hot Spot
814,2015,宁夏,0.480593,4-Nearest Neighbors,-1.369296,0.170907,0,Not Significant
815,2015,安徽,0.486341,4-Nearest Neighbors,1.436142,0.150962,0,Not Significant
816,2015,山东,0.563983,4-Nearest Neighbors,3.620027,0.000295,3,Hot Spot
817,2015,山西,0.472558,4-Nearest Neighbors,1.118492,0.263357,0,Not Significant
818,2015,广东,0.553823,4-Nearest Neighbors,-0.692713,0.48849,0,Not Significant
819,2015,广西,0.444676,4-Nearest Neighbors,-1.058523,0.289817,0,Not Significant
820,2015,新疆,0.478019,4-Nearest Neighbors,-1.020784,0.307357,0,Not Significant
821,2015,江苏,0.630445,4-Nearest Neighbors,2.29178,0.021918,2,Hot Spot
822,2015,江西,0.449105,4-Nearest Neighbors,-0.168875,0.865895,0,Not Significant
823,2015,河北,0.536798,4-Nearest Neighbors,2.502964,0.012316,2,Hot Spot
824,2015,河南,0.443046,4-Nearest Neighbors,-0.740873,0.45877,0,Not Significant
825,2015,浙江,0.586198,4-Nearest Neighbors,1.976777,0.048067,2,Hot Spot
826,2015,海南,0.518481,4-Nearest Neighbors,-1.058523,0.289817,0,Not Significant
827,2015,湖北,0.5163,4-Nearest Neighbors,-0.763344,0.445258,0,Not Significant
828,2015,湖南,0.446534,4-Nearest Neighbors,-1.342807,0.179335,0,Not Significant
829,2015,甘肃,0.433226,4-Nearest Neighbors,-1.431903,0.152172,0,Not Significant
830,2015,福建,0.51946,4-Nearest Neighbors,0.308566,0.757652,0,Not Significant
831,2015,西藏,0.499595,4-Nearest Neighbors,-1.371942,0.170082,0,Not Significant
832,2015,贵州,0.39838,4-Nearest Neighbors,-2.162964,0.030544,-2,Cold Spot
833,2015,辽宁,0.501732,4-Nearest Neighbors,2.110107,0.034849,2,Hot Spot
834,2015,重庆,0.511394,4-Nearest Neighbors,-1.471184,0.141241,0,Not Significant
835,2015,陕西,0.488546,4-Nearest Neighbors,-0.781541,0.434485,0,Not Significant
836,2015,青海,0.475795,4-Nearest Neighbors,-1.353731,0.175822,0,Not Significant
837,2015,黑龙江,0.435057,4-Nearest Neighbors,1.125065,0.260562,0,Not Significant
838,2016,上海,0.592469,Fixed Distance Band,1.907625,0.05644,1,Not Significant
839,2016,云南,0.435511,Fixed Distance Band,-1.689949,0.091038,-1,Not Significant
840,2016,内蒙古,0.528557,Fixed Distance Band,1.499916,0.133636,0,Not Significant
841,2016,北京,0.744284,Fixed Distance Band,1.864361,0.062271,1,Not Significant
842,2016,吉林,0.485851,Fixed Distance Band,1.530109,0.12599,0,Not Significant
843,2016,四川,0.439908,Fixed Distance Band,-2.4339,0.014937,-2,Cold Spot
844,2016,天津,0.551093,Fixed Distance Band,2.391791,0.016766,2,Hot Spot
845,2016,宁夏,0.478129,Fixed Distance Band,0.740447,0.459029,0,Not Significant
846,2016,安徽,0.507492,Fixed Distance Band,3.20435,0.001354,3,Hot Spot
847,2016,山东,0.571436,Fixed Distance Band,2.69381,0.007064,3,Hot Spot
848,2016,山西,0.497376,Fixed Distance Band,1.824392,0.068093,1,Not Significant
849,2016,广东,0.561725,Fixed Distance Band,0.117572,0.906407,0,Not Significant
850,2016,广西,0.451133,Fixed Distance Band,-1.06629,0.286293,0,Not Significant
851,2016,新疆,0.489036,Fixed Distance Band,-1.585024,0.112961,0,Not Significant
852,2016,江苏,0.63803,Fixed Distance Band,2.753635,0.005894,3,Hot Spot
853,2016,江西,0.477471,Fixed Distance Band,1.083187,0.278726,0,Not Significant
854,2016,河北,0.531614,Fixed Distance Band,2.391791,0.016766,2,Hot Spot
855,2016,河南,0.464707,Fixed Distance Band,2.13174,0.033028,2,Hot Spot
856,2016,浙江,0.595786,Fixed Distance Band,1.871442,0.061284,1,Not Significant
857,2016,海南,0.524132,Fixed Distance Band,-1.095613,0.273248,0,Not Significant
858,2016,湖北,0.533078,Fixed Distance Band,0.929303,0.352732,0,Not Significant
859,2016,湖南,0.463082,Fixed Distance Band,0.155172,0.876686,0,Not Significant
860,2016,甘肃,0.445152,Fixed Distance Band,-1.336124,0.181509,0,Not Significant
861,2016,福建,0.536341,Fixed Distance Band,1.284059,0.199121,0,Not Significant
862,2016,西藏,0.369127,Fixed Distance Band,-1.671951,0.094534,-1,Not Significant
863,2016,贵州,0.434704,Fixed Distance Band,-1.541527,0.123189,0,Not Significant
864,2016,辽宁,0.48551,Fixed Distance Band,2.073606,0.038116,2,Hot Spot
865,2016,重庆,0.519104,Fixed Distance Band,-1.946454,0.0516,-1,Not Significant
866,2016,陕西,0.48222,Fixed Distance Band,0.877611,0.380155,0,Not Significant
867,2016,青海,0.465196,Fixed Distance Band,-2.294615,0.021755,-2,Cold Spot
868,2016,黑龙江,0.430199,Fixed Distance Band,-1.014416,0.310384,0,Not Significant
869,2016,上海,0.592469,Queen Contiguity,2.556784,0.010564,2,Hot Spot
870,2016,云南,0.435511,Queen Contiguity,-2.748331,0.00599,-3,Cold Spot
871,2016,内蒙古,0.528557,Queen Contiguity,-1.10632,0.268588,0,Not Significant
872,2016,北京,0.744284,Queen Contiguity,2.562721,0.010386,2,Hot Spot
873,2016,吉林,0.485851,Queen Contiguity,-0.737756,0.460663,0,Not Significant
874,2016,四川,0.439908,Queen Contiguity,-2.660441,0.007804,-3,Cold Spot
875,2016,天津,0.551093,Queen Contiguity,2.562721,0.010386,2,Hot Spot
876,2016,宁夏,0.478129,Queen Contiguity,-0.708532,0.478615,0,Not Significant
877,2016,安徽,0.507492,Queen Contiguity,1.404266,0.16024,0,Not Significant
878,2016,山东,0.571436,Queen Contiguity,1.19139,0.233501,0,Not Significant
879,2016,山西,0.497376,Queen Contiguity,-0.219897,0.825951,0,Not Significant
880,2016,广东,0.561725,Queen Contiguity,-0.319401,0.749422,0,Not Significant
881,2016,广西,0.451133,Queen Contiguity,-1.095613,0.273248,0,Not Significant
882,2016,新疆,0.489036,Queen Contiguity,-1.936128,0.052852,-1,Not Significant
883,2016,江苏,0.63803,Queen Contiguity,2.488648,0.012823,2,Hot Spot
884,2016,江西,0.477471,Queen Contiguity,0.732271,0.464003,0,Not Significant
885,2016,河北,0.531614,Queen Contiguity,1.79163,0.073192,1,Not Significant
886,2016,河南,0.464707,Queen Contiguity,0.2147,0.830001,0,Not Significant
887,2016,浙江,0.595786,Queen Contiguity,1.907652,0.056436,1,Not Significant
888,2016,海南,0.524132,Queen Contiguity,-0.400084,0.689095,0,Not Significant
889,2016,湖北,0.533078,Queen Contiguity,-0.622248,0.533779,0,Not Significant
890,2016,湖南,0.463082,Queen Contiguity,-0.663017,0.50732,0,Not Significant
891,2016,甘肃,0.445152,Queen Contiguity,-1.329506,0.183681,0,Not Significant
892,2016,福建,0.536341,Queen Contiguity,1.050881,0.293313,0,Not Significant
893,2016,西藏,0.369127,Queen Contiguity,-2.286058,0.022251,-2,Cold Spot
894,2016,贵州,0.434704,Queen Contiguity,-1.893743,0.058259,-1,Not Significant
895,2016,辽宁,0.48551,Queen Contiguity,0.014276,0.98861,0,Not Significant
896,2016,重庆,0.519104,Queen Contiguity,-1.084231,0.278263,0,Not Significant
897,2016,陕西,0.48222,Queen Contiguity,-0.976945,0.328596,0,Not Significant
898,2016,青海,0.465196,Queen Contiguity,-2.220896,0.026358,-2,Cold Spot
899,2016,黑龙江,0.430199,Queen Contiguity,-0.652466,0.514101,0,Not Significant
900,2016,上海,0.592469,4-Nearest Neighbors,2.488648,0.012823,2,Hot Spot
901,2016,云南,0.435511,4-Nearest Neighbors,-1.734655,0.082802,-1,Not Significant
902,2016,内蒙古,0.528557,4-Nearest Neighbors,2.135233,0.032742,2,Hot Spot
903,2016,北京,0.744284,4-Nearest Neighbors,2.425047,0.015306,2,Hot Spot
904,2016,吉林,0.485851,4-Nearest Neighbors,1.080936,0.279725,0,Not Significant
905,2016,四川,0.439908,4-Nearest Neighbors,-1.524542,0.127373,0,Not Significant
906,2016,天津,0.551093,4-Nearest Neighbors,2.425047,0.015306,2,Hot Spot
907,2016,宁夏,0.478129,4-Nearest Neighbors,-1.145119,0.25216,0,Not Significant
908,2016,安徽,0.507492,4-Nearest Neighbors,1.76728,0.077181,1,Not Significant
909,2016,山东,0.571436,4-Nearest Neighbors,3.37571,0.000736,3,Hot Spot
910,2016,山西,0.497376,4-Nearest Neighbors,1.238175,0.215651,0,Not Significant
911,2016,广东,0.561725,4-Nearest Neighbors,-0.319401,0.749422,0,Not Significant
912,2016,广西,0.451133,4-Nearest Neighbors,-0.690977,0.48958,0,Not Significant
913,2016,新疆,0.489036,4-Nearest Neighbors,-1.962565,0.049697,-2,Cold Spot
914,2016,江苏,0.63803,4-Nearest Neighbors,2.488648,0.012823,2,Hot Spot
915,2016,江西,0.477471,4-Nearest Neighbors,0.291736,0.770488,0,Not Significant
916,2016,河北,0.531614,4-Nearest Neighbors,2.425047,0.015306,2,Hot Spot
917,2016,河南,0.464707,4-Nearest Neighbors,-0.352378,0.724555,0,Not Significant
918,2016,浙江,0.595786,4-Nearest Neighbors,2.251445,0.024357,2,Hot Spot
919,2016,海南,0.524132,4-Nearest Neighbors,-0.690977,0.48958,0,Not Significant
920,2016,湖北,0.533078,4-Nearest Neighbors,-0.334872,0.737722,0,Not Significant
921,2016,湖南,0.463082,4-Nearest Neighbors,-0.740567,0.458956,0,Not Significant
922,2016,甘肃,0.445152,4-Nearest Neighbors,-1.530233,0.125959,0,Not Significant
923,2016,福建,0.536341,4-Nearest Neighbors,0.65829,0.510352,0,Not Significant
924,2016,西藏,0.369127,4-Nearest Neighbors,-2.220896,0.026358,-2,Cold Spot
925,2016,贵州,0.434704,4-Nearest Neighbors,-1.578025,0.11456,0,Not Significant
926,2016,辽宁,0.48551,4-Nearest Neighbors,1.766388,0.077331,1,Not Significant
927,2016,重庆,0.519104,4-Nearest Neighbors,-0.99445,0.320004,0,Not Significant
928,2016,陕西,0.48222,4-Nearest Neighbors,-0.550838,0.581744,0,Not Significant
929,2016,青海,0.465196,4-Nearest Neighbors,-2.294615,0.021755,-2,Cold Spot
930,2016,黑龙江,0.430199,4-Nearest Neighbors,0.928618,0.353087,0,Not Significant
931,2017,上海,0.625288,Fixed Distance Band,1.977202,0.048019,2,Hot Spot
932,2017,云南,0.443124,Fixed Distance Band,-1.913261,0.055715,-1,Not Significant
933,2017,内蒙古,0.528268,Fixed Distance Band,1.579893,0.114131,0,Not Significant
934,2017,北京,0.773938,Fixed Distance Band,1.988869,0.046716,2,Hot Spot
935,2017,吉林,0.480768,Fixed Distance Band,1.682344,0.092502,1,Not Significant
936,2017,四川,0.462113,Fixed Distance Band,-2.621469,0.008755,-3,Cold Spot
937,2017,天津,0.59329,Fixed Distance Band,2.487666,0.012858,2,Hot Spot
938,2017,宁夏,0.51035,Fixed Distance Band,0.794504,0.426902,0,Not Significant
939,2017,安徽,0.540702,Fixed Distance Band,3.339491,0.000839,3,Hot Spot
940,2017,山东,0.579711,Fixed Distance Band,2.806339,0.005011,3,Hot Spot
941,2017,山西,0.513252,Fixed Distance Band,1.917912,0.055122,1,Not Significant
942,2017,广东,0.58098,Fixed Distance Band,-0.092657,0.926176,0,Not Significant
943,2017,广西,0.472798,Fixed Distance Band,-1.384564,0.166186,0,Not Significant
944,2017,新疆,0.493587,Fixed Distance Band,-1.416688,0.156574,0,Not Significant
945,2017,江苏,0.641002,Fixed Distance Band,2.899156,0.003742,3,Hot Spot
946,2017,江西,0.499632,Fixed Distance Band,0.953531,0.340321,0,Not Significant
947,2017,河北,0.564887,Fixed Distance Band,2.487666,0.012858,2,Hot Spot
948,2017,河南,0.493947,Fixed Distance Band,2.303604,0.021245,2,Hot Spot
949,2017,浙江,0.614031,Fixed Distance Band,1.747074,0.080625,1,Not Significant
950,2017,海南,0.530451,Fixed Distance Band,-1.361981,0.173204,0,Not Significant
951,2017,湖北,0.532118,Fixed Distance Band,1.071135,0.284109,0,Not Significant
952,2017,湖南,0.468337,Fixed Distance Band,-0.017096,0.98636,0,Not Significant
953,2017,甘肃,0.452088,Fixed Distance Band,-1.335923,0.181575,0,Not Significant
954,2017,福建,0.546261,Fixed Distance Band,1.239331,0.215223,0,Not Significant
955,2017,西藏,0.417682,Fixed Distance Band,-1.606964,0.108062,0,Not Significant
956,2017,贵州,0.442363,Fixed Distance Band,-1.736245,0.08252,-1,Not Significant
957,2017,辽宁,0.508142,Fixed Distance Band,2.118036,0.034172,2,Hot Spot
958,2017,重庆,0.539043,Fixed Distance Band,-2.045724,0.040784,-2,Cold Spot
959,2017,陕西,0.504228,Fixed Distance Band,0.871323,0.383578,0,Not Significant
960,2017,青海,0.474588,Fixed Distance Band,-2.105343,0.035261,-2,Cold Spot
961,2017,黑龙江,0.475114,Fixed Distance Band,-0.951932,0.341131,0,Not Significant
962,2017,上海,0.625288,Queen Contiguity,2.536599,0.011194,2,Hot Spot
963,2017,云南,0.443124,Queen Contiguity,-2.635749,0.008395,-3,Cold Spot
964,2017,内蒙古,0.528268,Queen Contiguity,-1.068521,0.285285,0,Not Significant
965,2017,北京,0.773938,Queen Contiguity,2.970628,0.002972,3,Hot Spot
