row_id,admincode,region,zone,year,urb,gov,inno,edu,openpc,fin,dig,pri,inc,soc
965,500000,重庆,西部,2009,51.5914655473942,19.4264192927592,1.20347653801206,14.7265283378093,26976288.9122071,5.980875631465,1.0048231511254,50.0174886323889,9688,18.1581778359093
966,500000,重庆,西部,2010,52.998266897747,21.1900363284689,1.0473716238356,14.069887188129,43074779.8960139,6.68171053773573,1.08858858858859,53.3795493934142,10984,13.8662641014839
967,500000,重庆,西部,2011,54.9932065217391,25.2946502381608,0.974228087649402,12.3996202689243,99210713.3152174,7.55816242176121,1.15658362989324,77.445652173913,13037,13.1800921314741
968,500000,重庆,西部,2012,56.6386554621849,26.2721424012971,0.979529668194173,15.4771596265707,178835563.02521,7.99799920658192,1.10419026047565,98.1512605042017,14924,13.2305439934873
969,500000,重庆,西部,2013,58.2862836267021,23.5060947526789,1.26213148373108,14.2795564089502,228137372.965792,8.21563449906353,1.21890547263682,118.233145134507,16569,14.1035437647766
970,500000,重庆,西部,2014,59.7436740059152,22.5959736867298,1.15482736601914,14.2228974182829,313610180.742688,8.27418318084219,1.13389626055489,145.908642786724,18352,15.2203583717418
971,500000,重庆,西部,2015,61.4657980456026,23.6401608428665,1.2043776371308,14.1413502109705,242563013.029316,8.64810947289673,1.13089509143407,177.198697068404,20110,15.021888185654
972,500000,重庆,西部,2016,63.3440514469453,22.2039061199578,1.28991631286843,14.3729962192108,201780183.279743,8.84425456361316,1.11407120368128,201.929260450161,22034,16.0065070555574
973,500000,重庆,西部,2017,65.0127226463104,21.6097636335548,1.36776222937633,14.4432555093306,211835582.061069,8.65929443893493,1.18110236220472,219.783715012723,24153,16.2079017037645
974,500000,重庆,西部,2018,66.613974075245,21.0338230934559,1.51047688259065,14.9966416718968,249816354.726525,8.68969095086341,1.25255623721881,240.910527979766,26386,17.0037106772812
975,500000,重庆,西部,2019,68.2245922208281,20.5359699734811,1.63439005874975,15.0228562941448,263329940.401506,8.84528378618814,1.25534188034188,254.391468005019,28920,18.153632252954
976,500000,重庆,西部,2020,69.460891243378,19.5434360698683,1.69331521572554,15.4265981466913,293490507.946401,8.8685137412445,1.59115426105717,254.391468005019,30824,19.4274563491658
977,500000,重庆,西部,2021,70.3300124533001,17.2205304641116,1.91600517883956,16.4413678423846,380666251.556663,8.56385763588379,1.59173415247138,254.391468005019,33803,21.0872253912051
978,500000,重庆,西部,2022,70.9617180205416,17.1218955700743,2.02114548609479,16.8037737314446,374572051.042639,8.69992756184364,1.76709154113557,254.391468005019,35666,20.9041095330457
979,500000,重庆,西部,2023,71.6703227828267,17.5963484133777,1.93305382538797,16.1364938845069,317862738.953306,8.59456375349137,1.86721991701245,254.391468005019,37595,20.6196178382373
