row_id,target,dataset,r2,mae,rmse,field_006
1,PCA,Train,0.9991136802996148,0.004081179639227459,0.005106826681048004,61694.62065252609
2,PCA,Test,0.9549999005876033,0.02624163938738905,0.03846439443329731,5.494187002861444
3,PCA,All,0.9894562630120984,0.008529157223087853,0.01782715782452482,49312.57376338881
