row_id,year,province,province_2,id,income,gdp,tax_burden
86,2002,520000,贵州省,贵州,108.28,1243.43,0.0870817014226776
87,2002,530000,云南省,云南,206.7594,2358.73,0.087657086652563
88,2002,540000,西藏自治区,西藏,7.3082,162.04,0.045101209577882
89,2002,610000,陕西省,陕西,150.2934,2253.39,0.0666965771570833
90,2002,620000,甘肃省,甘肃,76.2432,1232.03,0.0618842073650804
91,2002,630000,青海省,青海,21.0965,340.65,0.0619301335681785
92,2002,640000,宁夏回族自治区,宁夏,26.4714,377.16,0.0701861279032771
93,2002,650000,新疆维吾尔自治区,新疆,116.4724,1612.64,0.0722246750669709
94,2003,110000,北京市,北京,592.5388,5267.2,0.11249597509113
95,2003,120000,天津市,天津,204.5295,2257.77,0.090589165415432
96,2003,130000,河北省,河北,335.8263,6333.6,0.0530229727169382
97,2003,140000,山西省,山西,186.0547,2854.25,0.0651851449592713
98,2003,150000,内蒙古自治区,内蒙古,138.7157,2388.38,0.0580794094742043
99,2003,210000,辽宁省,辽宁,447.049,5906.29,0.0756903233671222
100,2003,220000,吉林省,吉林,154.0033,2141.03,0.0719295385865681
101,2003,230000,黑龙江省,黑龙江,248.8643,3609.73,0.0689426355987844
102,2003,310000,上海市,上海,886.2277,6804.04,0.130250218987543
103,2003,320000,江苏省,江苏,798.1065,12442.87,0.0641416731027488
104,2003,330000,浙江省,浙江,706.5607,9753.37,0.0724427249248208
105,2003,340000,安徽省,安徽,220.7487,4307.77,0.0512443097008429
106,2003,350000,福建省,福建,304.7095,4999.59,0.0609468976456069
107,2003,360000,江西省,江西,168.167,2812.7,0.0597884594873253
108,2003,370000,山东省,山东,713.7877,10903.23,0.0654657106196971
109,2003,410000,河南省,河南,338.0535,6942.41,0.0486939693852711
110,2003,420000,湖北省,湖北,259.7636,4757.45,0.0546014356430441
111,2003,430000,湖南省,湖南,268.6469,4659.95,0.0576501679202567
112,2003,440000,广东省,广东,1315.5151,15979.77,0.0823237818817167
113,2003,450000,广西壮族自治区,广西,203.6578,2798.17,0.0727824971320542
114,2003,460000,海南省,海南,51.3205,713.96,0.071881477953947
115,2003,500000,重庆市,重庆,161.5618,2615.57,0.06176925106191
116,2003,510000,四川省,四川,336.5917,5346.2,0.0629590550297408
117,2003,520000,贵州省,贵州,124.5552,1428.97,0.0871643211543979
118,2003,530000,云南省,云南,228.9992,2633.39,0.086959850231071
119,2003,540000,西藏自治区,西藏,8.1499,185.97,0.0438237350110233
120,2003,610000,陕西省,陕西,177.33,2587.72,0.0685275068399982
121,2003,620000,甘肃省,甘肃,87.6561,1399.94,0.0626141834650056
122,2003,630000,青海省,青海,24.0411,385.0,0.0624444155844156
123,2003,640000,宁夏回族自治区,宁夏,30.031,442.61,0.0678498000497052
124,2003,650000,新疆维吾尔自治区,新疆,128.2218,1889.17,0.0678720284569414
125,2004,110000,北京市,北京,744.4874,6252.5,0.119070355857657
126,2004,120000,天津市,天津,246.18,2621.1,0.0939223989927893
127,2004,130000,河北省,河北,407.8273,7588.6,0.0537420999920934
128,2004,140000,山西省,山西,256.3634,3495.99,0.0733307017468585
129,2004,150000,内蒙古自治区,内蒙古,196.7589,2942.35,0.0668713443336109
130,2004,210000,辽宁省,辽宁,529.6405,6469.81,0.0818633777498875
131,2004,220000,吉林省,吉林,166.2807,2455.21,0.0677256527954839
132,2004,230000,黑龙江省,黑龙江,289.42,4134.72,0.0699974847148054
133,2004,310000,上海市,上海,1106.1932,8101.55,0.136540933525066
134,2004,320000,江苏省,江苏,980.4939,14823.13,0.0661462120348402
135,2004,330000,浙江省,浙江,805.9479,11482.11,0.0701916198329401
136,2004,340000,安徽省,安徽,274.6284,5129.12,0.0535429859313099
137,2004,350000,福建省,福建,333.523,5712.08,0.0583890631783869
138,2004,360000,江西省,江西,205.7667,3398.06,0.0605541691435702
139,2004,370000,山东省,山东,828.3306,13308.08,0.0622426826409219
140,2004,410000,河南省,河南,428.7799,8411.19,0.0509773171215963
141,2004,420000,湖北省,湖北,310.4464,5546.78,0.0559687602536967
142,2004,430000,湖南省,湖南,320.6279,5542.62,0.0578477146187182
143,2004,440000,广东省,广东,1418.5056,18658.34,0.0760252841356734
144,2004,450000,广西壮族自治区,广西,237.7721,3305.12,0.0719405346855787
145,2004,460000,海南省,海南,57.0358,802.68,0.0710567100214282
146,2004,500000,重庆市,重庆,200.6241,3059.54,0.0655732887950476
147,2004,510000,四川省,四川,385.7848,6303.96,0.0611972157183739
148,2004,520000,贵州省,贵州,149.2855,1649.4,0.0905089729598642
149,2004,530000,云南省,云南,263.3618,3136.38,0.083969990881207
150,2004,540000,西藏自治区,西藏,10.0188,217.93,0.0459725599963291
151,2004,610000,陕西省,陕西,214.9586,3141.56,0.0684241586982264
152,2004,620000,甘肃省,甘肃,104.16,1653.61,0.0629894594251365
153,2004,630000,青海省,青海,26.996,443.73,0.0608387983683772
154,2004,640000,宁夏回族自治区,宁夏,37.4677,519.92,0.0720643560547777
155,2004,650000,新疆维吾尔自治区,新疆,155.704,2170.43,0.0717387798731127
156,2005,110000,北京市,北京,919.2098,7149.77,0.128564946844444
157,2005,120000,天津市,天津,331.8507,3158.6,0.105062591021339
158,2005,130000,河北省,河北,515.7017,8773.4,0.0587801422481592
159,2005,140000,山西省,山西,368.3437,4079.38,0.0902940397805549
160,2005,150000,内蒙古自治区,内蒙古,277.4553,3523.7,0.0787397621817976
161,2005,210000,辽宁省,辽宁,675.2768,7260.77,0.0930034693290105
162,2005,220000,吉林省,吉林,207.152,2776.53,0.0746082340187212
163,2005,230000,黑龙江省,黑龙江,318.2056,4756.37,0.0669009349567002
164,2005,310000,上海市,上海,1417.3976,9197.13,0.154113033087496
165,2005,320000,江苏省,江苏,1322.6753,18121.33,0.0729899681756251
166,2005,330000,浙江省,浙江,1066.5964,13028.33,0.081867468816034
167,2005,340000,安徽省,安徽,334.017,5675.85,0.0588488067866487
168,2005,350000,福建省,福建,432.6003,6415.47,0.0674308039785082
169,2005,360000,江西省,江西,252.9236,3941.23,0.0641737731621854
170,2005,370000,山东省,山东,1073.125,15947.51,0.0672910692641046
171,2005,410000,河南省,河南,537.6514,10243.47,0.0524872333301118
172,2005,420000,湖北省,湖北,375.5217,6469.66,0.0580434984218645
173,2005,430000,湖南省,湖南,395.2651,6369.87,0.0620523024802704
174,2005,440000,广东省,广东,1807.2044,21962.99,0.0822840788071205
175,2005,450000,广西壮族自治区,广西,283.0359,3742.14,0.0756347704789238
176,2005,460000,海南省,海南,68.6802,884.87,0.0776161470046448
177,2005,500000,重庆市,重庆,256.8072,3448.35,0.0744724868415329
178,2005,510000,四川省,四川,479.6635,7195.88,0.0666580737866668
179,2005,520000,贵州省,贵州,182.4963,1939.94,0.094073167211357
180,2005,530000,云南省,云南,312.649,3497.69,0.0893872813199569
181,2005,540000,西藏自治区,西藏,12.0312,243.09,0.0494927804516846
182,2005,610000,陕西省,陕西,275.3183,3817.15,0.0721266651821385
183,2005,620000,甘肃省,甘肃,123.5026,1864.63,0.0662343735754546
184,2005,630000,青海省,青海,33.8222,499.42,0.0677229586320131
185,2005,640000,宁夏回族自治区,宁夏,47.7216,579.89,0.0822942282156961
186,2005,650000,新疆维吾尔自治区,新疆,180.3184,2520.49,0.0715410098829989
187,2006,110000,北京市,北京,1117.1514,8387.0,0.133200357696435
188,2006,120000,天津市,天津,417.0479,3538.18,0.117870741454646
189,2006,130000,河北省,河北,620.534,10043.0,0.0617877128348103
190,2006,140000,山西省,山西,583.3752,4713.6,0.123764256619145
191,2006,150000,内蒙古自治区,内蒙古,343.3774,4161.75,0.0825079353637292
192,2006,210000,辽宁省,辽宁,817.6718,8390.34,0.097453952998329
193,2006,220000,吉林省,吉林,245.2045,3226.47,0.0759977622603031
194,2006,230000,黑龙江省,黑龙江,386.844,5329.75,0.0725820160420282
195,2006,310000,上海市,上海,1576.0742,10598.86,0.148702237787838
196,2006,320000,江苏省,江苏,1656.682,21240.79,0.0779953099672846
197,2006,330000,浙江省,浙江,1298.2044,15302.68,0.0848351007797327
198,2006,340000,安徽省,安徽,428.0265,6500.31,0.0658470903695362
199,2006,350000,福建省,福建,541.1707,7468.57,0.0724597479838845
200,2006,360000,江西省,江西,305.5214,4696.8,0.0650488417646057
201,2006,370000,山东省,山东,1356.2526,18967.8,0.0715028943788948
202,2006,410000,河南省,河南,679.1715,11977.87,0.0567021932948012
203,2006,420000,湖北省,湖北,476.0823,7531.8,0.0632096311638652
204,2006,430000,湖南省,湖南,477.9274,7431.55,0.0643105946942428
205,2006,440000,广东省,广东,2179.4608,25961.24,0.0839505663057697
206,2006,450000,广西壮族自治区,广西,342.5788,4417.77,0.0775456395421219
207,2006,460000,海南省,海南,81.8139,1027.45,0.0796281084237676
208,2006,500000,重庆市,重庆,317.7165,3900.26,0.0814603385415331
209,2006,510000,四川省,四川,607.585,8494.68,0.0715253546925841
210,2006,520000,贵州省,贵州,226.8157,2264.09,0.100179630668392
211,2006,530000,云南省,云南,379.9702,4090.66,0.0928872602465128
212,2006,540000,西藏自治区,西藏,14.5607,285.85,0.0509382543291936
213,2006,610000,陕西省,陕西,362.4805,4595.64,0.0788748683534829
214,2006,620000,甘肃省,甘肃,141.2152,2202.97,0.0641021893171491
215,2006,630000,青海省,青海,42.2437,585.15,0.0721929419806887
216,2006,640000,宁夏回族自治区,宁夏,61.357,683.28,0.0897977403114389
217,2006,650000,新疆维吾尔自治区,新疆,219.4628,2957.34,0.0742095261282098
218,2007,110000,北京市,北京,1435.6708,10425.5,0.137707620737615
219,2007,120000,天津市,天津,438.3644,4158.41,0.105416349037252
220,2007,130000,河北省,河北,618.2963,12152.9,0.0508764410140789
221,2007,140000,山西省,山西,430.5002,5935.58,0.0725287503495867
222,2007,150000,内蒙古自治区,内蒙古,347.9057,5166.93,0.0673331552778923
223,2007,210000,辽宁省,辽宁,815.6685,10292.18,0.0792512859277626
224,2007,220000,吉林省,吉林,237.3862,4080.34,0.0581780439865305
225,2007,230000,黑龙江省,黑龙江,334.9661,6126.34,0.0546763810039926
226,2007,310000,上海市,上海,1975.4796,12878.68,0.153391465584982
227,2007,320000,江苏省,江苏,1894.77,25988.36,0.0729084097649871
228,2007,330000,浙江省,浙江,1535.3548,18639.95,0.0823690406894868
229,2007,340000,安徽省,安徽,401.8799,7941.61,0.0506043358966255
230,2007,350000,福建省,福建,594.0236,9325.62,0.063698027584225
231,2007,360000,江西省,江西,281.8573,5777.62,0.0487843264181445
232,2007,370000,山东省,山东,1308.3516,22718.06,0.0575908154129358
233,2007,410000,河南省,河南,625.0156,14824.49,0.0421610186927173
234,2007,420000,湖北省,湖北,433.9759,9451.39,0.0459166217879063
235,2007,430000,湖南省,湖南,410.66,9285.45,0.044226181822098
236,2007,440000,广东省,广东,2415.4724,31742.61,0.0760955825623665
237,2007,450000,广西壮族自治区,广西,282.6809,5474.79,0.0516331950631896
238,2007,460000,海南省,海南,87.9935,1234.0,0.0713075364667747
239,2007,500000,重庆市,重庆,294.4592,4770.72,0.0617221719153503
240,2007,510000,四川省,四川,628.9529,10562.1,0.0595480917620549
241,2007,520000,贵州省,贵州,211.8512,2847.46,0.0744000618094723
242,2007,530000,云南省,云南,378.6361,5077.35,0.0745735669197514
243,2007,540000,西藏自治区,西藏,11.6667,344.1,0.0339049694856146
244,2007,610000,陕西省,陕西,355.5047,5681.78,0.0625692476653443
245,2007,620000,甘肃省,甘肃,142.0532,2675.12,0.0531016178713478
246,2007,630000,青海省,青海,43.2855,720.06,0.0601137405216232
247,2007,640000,宁夏回族自治区,宁夏,58.7871,877.59,0.0669869756948005
248,2007,650000,新疆维吾尔自治区,新疆,220.646,3500.04,0.0630409938172135
249,2008,110000,北京市,北京,1775.5757,11813.1,0.150305652199677
250,2008,120000,天津市,天津,546.2605,5182.43,0.105406247648304
251,2008,130000,河北省,河北,748.8871,14200.1,0.0527381567735438
252,2008,140000,山西省,山西,566.4935,7222.98,0.0784293324915755
253,2008,150000,内蒙古自治区,内蒙古,464.4481,6242.41,0.074402049849337
254,2008,210000,辽宁省,辽宁,1017.0987,12137.65,0.0837970035385762
255,2008,220000,吉林省,吉林,311.0741,4834.68,0.064342231543763
256,2008,230000,黑龙江省,黑龙江,420.2079,7134.2,0.0589004933979984
257,2008,310000,上海市,上海,2223.4284,14536.9,0.152950656604916
258,2008,320000,江苏省,江苏,2278.7081,30945.45,0.0736362890182563
259,2008,330000,浙江省,浙江,1792.0894,21284.58,0.0841966061815643
260,2008,340000,安徽省,安徽,527.9349,9517.68,0.0554688642610384
261,2008,350000,福建省,福建,704.4526,10931.8,0.0644406776560127
262,2008,360000,江西省,江西,357.9635,6934.2,0.0516228980992761
263,2008,370000,山东省,山东,1533.5324,27106.22,0.0565749263453185
264,2008,410000,河南省,河南,742.2734,17735.93,0.0418513943165089
265,2008,420000,湖北省,湖北,537.2066,11497.46,0.0467239372870182
266,2008,430000,湖南省,湖南,486.3111,11307.36,0.0430083680010188
267,2008,440000,广东省,广东,2864.7894,36704.16,0.0780508094995227
268,2008,450000,广西壮族自治区,广西,346.4935,6455.43,0.0536747358425388
269,2008,460000,海南省,海南,120.539,1474.66,0.0817401977404961
270,2008,500000,重庆市,重庆,360.2925,5899.49,0.0610718045119154
271,2008,510000,四川省,四川,732.0739,12756.21,0.0573896086690326
272,2008,520000,贵州省,贵州,260.7992,3504.48,0.074418801077478
273,2008,530000,云南省,云南,482.3882,6016.59,0.0801763457373695
274,2008,540000,西藏自治区,西藏,15.1865,398.19,0.0381388281975941
275,2008,610000,陕西省,陕西,455.6043,7177.78,0.0634742636302589
276,2008,620000,甘肃省,甘肃,162.8049,3071.7,0.0530015626526028
277,2008,630000,青海省,青海,55.8966,896.86,0.0623247775572553
278,2008,640000,宁夏回族自治区,宁夏,77.7432,1139.16,0.0682460760560413
279,2008,650000,新疆维吾尔自治区,新疆,286.5509,4142.53,0.0691729208961673
280,2009,110000,北京市,北京,1913.9702,12900.9,0.14835943228767
281,2009,120000,天津市,天津,614.2718,5709.57,0.107586350635862
282,2009,130000,河北省,河北,839.3286,15306.9,0.054833349665837
283,2009,140000,山西省,山西,581.9108,7147.61,0.0814133395638542
284,2009,150000,内蒙古自治区,内蒙古,576.8306,7104.22,0.0811954866262588
285,2009,210000,辽宁省,辽宁,1183.9821,12815.72,0.0923851410611343
286,2009,220000,吉林省,吉林,361.1132,5434.84,0.0664441271500173
287,2009,230000,黑龙江省,黑龙江,444.3132,7218.94,0.0615482605479475
288,2009,310000,上海市,上海,2368.4528,15742.44,0.150450171637942
289,2009,320000,江苏省,江苏,2654.7485,34471.67,0.0770124714004282
290,2009,330000,浙江省,浙江,1983.8146,22833.74,0.0868808438740215
291,2009,340000,安徽省,安徽,629.3236,10864.68,0.0579238044746831
292,2009,350000,福建省,福建,778.144,12418.09,0.0626621324213305
293,2009,360000,江西省,江西,430.0204,7629.98,0.0563593089365896
294,2009,370000,山东省,山东,1720.3455,29540.8,0.0582362529112279
295,2009,410000,河南省,河南,821.5047,19181.0,0.0428290860747615
296,2009,420000,湖北省,湖北,616.0604,13192.14,0.0466990495855866
297,2009,430000,湖南省,湖南,568.2748,12772.8,0.0444910121508205
298,2009,440000,广东省,广东,3130.6117,39464.69,0.079326904632977
299,2009,450000,广西壮族自治区,广西,417.682,7112.91,0.0587216765008977
300,2009,460000,海南省,海南,151.2437,1620.28,0.0933441750808502
301,2009,500000,重庆市,重庆,435.6228,6651.22,0.0654951723142521
302,2009,510000,四川省,四川,886.6725,14190.6,0.0624830873958818
303,2009,520000,贵州省,贵州,311.7071,3856.66,0.0808230697027998
304,2009,530000,云南省,云南,548.1063,6574.36,0.0833702900358362
305,2009,540000,西藏自治区,西藏,18.5065,445.67,0.0415251194830256
306,2009,610000,陕西省,陕西,532.7984,7997.83,0.0666178700972639
307,2009,620000,甘肃省,甘肃,176.0411,3268.26,0.0538638602803938
308,2009,630000,青海省,青海,70.1653,939.7,0.0746677663083963
309,2009,640000,宁夏回族自治区,宁夏,90.7389,1266.66,0.0716363507176354
310,2009,650000,新疆维吾尔自治区,新疆,301.1283,4236.97,0.0710716148568434
311,2010,110000,北京市,北京,2251.5896,14964.02,0.15046689325462
312,2010,120000,天津市,天津,776.6475,6830.76,0.113698548916958
313,2010,130000,河北省,河北,1074.0428,18003.6,0.0596571130218401
314,2010,140000,山西省,山西,692.706,8903.9,0.0777980435539483
315,2010,150000,内蒙古自治区,内蒙古,752.8129,8199.86,0.0918080186734895
316,2010,210000,辽宁省,辽宁,1516.653,13896.27,0.109141014099467
317,2010,220000,吉林省,吉林,439.3099,6410.48,0.0685299540752019
318,2010,230000,黑龙江省,黑龙江,556.9664,8308.26,0.0670376709443373
319,2010,310000,上海市,上海,2707.802,17915.41,0.151143736035067
320,2010,320000,江苏省,江苏,3312.606,41383.87,0.0800458246171757
321,2010,330000,浙江省,浙江,2464.9571,27399.85,0.0899624304512616
322,2010,340000,安徽省,安徽,866.5517,13249.78,0.0654012142088397
323,2010,350000,福建省,福建,966.0899,15002.51,0.0643952178668769
324,2010,360000,江西省,江西,585.1073,9383.16,0.0623571696528675
325,2010,370000,山东省,山东,2149.8997,33922.49,0.0633768246375782
326,2010,410000,河南省,河南,1016.5461,22655.02,0.0448706776687904
327,2010,420000,湖北省,湖北,777.9599,16114.59,0.0482767417601068
328,2010,430000,湖南省,湖南,730.8356,15574.32,0.0469256827906451
329,2010,440000,广东省,广东,3803.4715,45944.62,0.0827838275732828
330,2010,450000,广西壮族自治区,广西,533.8656,8552.44,0.0624226068817788
331,2010,460000,海南省,海南,237.0999,2020.53,0.117345399474395
332,2010,500000,重庆市,重庆,621.5564,8065.26,0.0770658850427637
333,2010,510000,四川省,四川,1180.5792,17224.78,0.068539580766779
334,2010,520000,贵州省,贵州,395.5742,4518.95,0.0875367507938791
335,2010,530000,云南省,云南,702.1636,7735.33,0.0907735804419462
336,2010,540000,西藏自治区,西藏,25.277,512.87,0.0492853939594829
337,2010,610000,陕西省,陕西,710.5654,9845.19,0.0721738635821147
338,2010,620000,甘肃省,甘肃,220.2883,3943.73,0.0558578553805661
339,2010,630000,青海省,青海,88.9426,1144.18,0.0777347969725043
340,2010,640000,宁夏回族自治区,宁夏,126.7854,1571.68,0.0806687111880281
341,2010,650000,新疆维吾尔自治区,新疆,416.2343,5360.18,0.0776530452335556
342,2011,110000,北京市,北京,2854.63,17188.8,0.166075002327097
343,2011,120000,天津市,天津,1004.51,8112.51,0.123822343516372
344,2011,130000,河北省,河北,1348.51,21384.7,0.0630595706275982
345,2011,140000,山西省,山西,872.88,10894.41,0.0801218239445734
346,2011,150000,内蒙古自治区,内蒙古,985.69,9458.12,0.104216271309732
347,2011,210000,辽宁省,辽宁,1974.85,16354.93,0.120749523232444
348,2011,220000,吉林省,吉林,624.19,7734.64,0.0807005885212499
349,2011,230000,黑龙江省,黑龙江,741.85,9934.97,0.0746705827999481
350,2011,310000,上海市,上海,3172.72,20009.68,0.158559257319457
351,2011,320000,江苏省,江苏,4124.62,48839.21,0.0844530450021612
352,2011,330000,浙江省,浙江,2952.01,31854.8,0.0926708062835114
353,2011,340000,安徽省,安徽,1108.31,16284.92,0.0680574420998077
354,2011,350000,福建省,福建,1254.31,17917.7,0.0700039625621592
355,2011,360000,江西省,江西,777.09,11584.52,0.0670800343907214
356,2011,370000,山东省,山东,2603.13,39064.93,0.0666359827087876
357,2011,410000,河南省,河南,1263.1,26318.68,0.0479925285006695
358,2011,420000,湖北省,湖北,1067.11,19942.45,0.0535094735100251
359,2011,430000,湖南省,湖南,915.4,18914.96,0.0483955556871386
360,2011,440000,广东省,广东,4548.66,53072.79,0.0857060651983813
361,2011,450000,广西壮族自治区,广西,644.8,10299.94,0.0626023064212024
362,2011,460000,海南省,海南,295.69,2463.84,0.120011851418923
363,2011,500000,重庆市,重庆,881.07,10161.17,0.0867095029410983
364,2011,510000,四川省,四川,1537.42,21050.87,0.0730335610832236
365,2011,520000,贵州省,贵州,518.14,5615.55,0.0922687893438755
366,2011,530000,云南省,云南,881.95,9523.13,0.0926113578203805
367,2011,540000,西藏自治区,西藏,45.83,611.52,0.074944400837258
368,2011,610000,陕西省,陕西,933.84,12175.06,0.0767010593787628
369,2011,620000,甘肃省,甘肃,284.04,4816.94,0.0589668959962134
370,2011,630000,青海省,青海,119.85,1370.4,0.0874562171628721
371,2011,640000,宁夏回族自治区,宁夏,177.13,1931.83,0.0916902626007464
372,2011,650000,新疆维吾尔自治区,新疆,593.41,6532.03,0.0908461841112181
373,2012,110000,北京市,北京,3124.7503,19024.73,0.1642467619777
374,2012,120000,天津市,天津,1105.5625,9043.02,0.122255894601582
375,2012,130000,河北省,河北,1560.5912,23077.5,0.067623928068465
376,2012,140000,山西省,山西,1045.2161,11683.11,0.0894638585102768
377,2012,150000,内蒙古自治区,内蒙古,1119.8651,10470.14,0.106957987190238
378,2012,210000,辽宁省,辽宁,2317.1856,17848.6,0.129824501641585
379,2012,220000,吉林省,吉林,760.5681,8678.02,0.0876430453029608
380,2012,230000,黑龙江省,黑龙江,837.8027,11015.84,0.0760543635346919
381,2012,310000,上海市,上海,3426.7879,21305.59,0.160839850011194
382,2012,320000,江苏省,江苏,4782.5853,53701.92,0.0890579945744957
383,2012,330000,浙江省,浙江,3227.769,34382.39,0.0938785523635791
384,2012,340000,安徽省,安徽,1305.0933,18341.67,0.0711545513576463
385,2012,350000,福建省,福建,1440.3366,20190.73,0.0713365291893854
386,2012,360000,江西省,江西,978.0836,12807.69,0.0763669014474898
387,2012,370000,山东省,山东,3050.201,42957.31,0.0710054004778232
388,2012,410000,河南省,河南,1469.5659,28961.92,0.0507413148023335
389,2012,420000,湖北省,湖北,1324.4356,22590.89,0.0586269775117315
