row_id,admincode,region,zone,year,pcgdp,pcrs,fsr,tig,ruur,hbtp,ipr,hesp,gcr,wei,sdei,epes,ugpr,uwpr,pcura,ptvp,resilience_score,er,sdr,eer,ir
261,320000,江苏,东部,2015,85871,32122.7901383043,82.8750833541504,47.6194953681028,3.0,51.86,56,2896.0,42.8,8.71932008437196,0.0011719731278392,3.18397370653971,99.56,99.83,24.42,15.81,0.615843,0.143815,0.135109,0.150257,0.186661
262,320000,江苏,东部,2016,92658,35332.8958358191,81.3590717654649,49.4753131508489,3.0,55.39,57,2937.0,42.9,7.97177537688637,0.0007472440527518,2.85625267983442,99.54,99.86,25.37,16.57,0.625346,0.147568,0.140709,0.144423,0.192647
263,320000,江苏,东部,2017,102202,38962.6023981954,76.9372650298511,49.7270285944535,3.0,58.43,57,3045.0,43.0,7.97177537688637,0.0004462570077023,2.75020407625249,99.73,99.98,25.62,17.42,0.631071,0.147011,0.14517,0.142602,0.196287
264,320000,江苏,东部,2018,110508,41999.2896045465,74.0319197759353,50.3569451418125,3.0,61.05,57,3143.0,43.1,7.97177537688637,0.0003398864470279,2.72780692009762,99.81,99.98,25.2,15.63,0.629004,0.14797,0.149057,0.142369,0.189608
265,320000,江苏,东部,2019,116650,43972.8421301216,70.0069590529325,51.544444985039,3.0,63.94,57,3311.0,43.4,7.97177537688637,0.0002884747934252,2.96471561333116,99.77,100.0,25.41,15.52,0.63879,0.14704,0.153857,0.147748,0.190145
266,320000,江苏,东部,2020,121333,42776.6898666981,66.2131849096045,52.1740103124571,3.2,63.1,57,3653.0,43.5,7.97177537688637,0.0001095248702188,2.46244029368018,99.92,100.0,25.6,15.61,0.623059,0.143147,0.15099,0.137676,0.191246
267,320000,江苏,东部,2021,138255,48513.9329805997,68.666311056505,51.1044156180468,2.5,64.5,57,3531.0,43.7,7.97177537688637,7.54733696559573e-05,2.30918063853507,99.92,100.0,25.62,14.67,0.644028,0.152065,0.168431,0.134849,0.188684
268,320000,江苏,东部,2022,143466,47918.9665296536,62.1344211975141,50.9782593560615,2.5,66.11,57,3726.0,44.1,7.97177537688637,6.12666302452385e-05,1.87365322785757,99.92,100.0,25.66,16.51,0.637205,0.144717,0.171973,0.126497,0.194018
269,320000,江苏,东部,2023,150487,50364.2974431152,65.1489147292925,51.6577472543756,2.5,67.89,57,3845.0,44.0,7.97177537688637,5.49046888916272e-05,1.62193582587382,99.94,100.0,25.78,16.51,0.64272,0.151985,0.175062,0.121161,0.194512
270,320000,江苏,东部,2024,160694,52688.3650011729,65.635014198462,52.9770524348943,2.5,67.89,57,3845.0,44.0,7.97177537688637,5.49046888916272e-05,1.62193582587382,99.94,100.0,25.78,16.51,0.648149,0.157414,0.175062,0.121161,0.194512
271,360000,江西,中部,2007,13270,3935.21062271062,43.0744922988531,33.9016200498477,3.4,22.94,20,1789.60622710623,39.1,24.4508100249238,0.0107484076433121,1.53359998232161,86.18,94.59,10.5,9.37,0.283623,0.049317,0.04125,0.094013,0.099044
272,360000,江西,中部,2008,15816,4868.18181818182,40.3819613741354,34.6240373799429,3.4,22.94,20,2062.0,41.8,20.0324478670935,0.0084076028957918,2.63125273744494,90.18,96.49,11.06,10.23,0.324957,0.048064,0.043581,0.12518,0.108132
273,360000,江西,中部,2009,17277,5605.59566787004,37.2062955637909,35.1926605504587,3.4,24.77,20,2118.0,44.4,19.2766710353866,0.007394495412844,2.76118973098562,92.22,98.0,12.1,9.22,0.337338,0.045755,0.046189,0.133032,0.112362
274,360000,江西,中部,2010,21099,6658.44912595249,40.4568285099259,33.5972802455452,3.3,26.6,20,2162.0,46.6,17.1221971182539,0.0059372069230113,2.5550367605004,92.36,97.43,13.77,7.61,0.348912,0.049309,0.051103,0.134529,0.113971
275,360000,江西,中部,2011,25928,7958.20295037997,41.5619821668113,33.890111787302,3.0,28.53,24,2212.0,46.8,16.7838059476024,0.0050420820924511,1.7265051684684,94.31,97.94,14.4,9.78,0.361149,0.052702,0.065568,0.118603,0.124276
276,360000,江西,中部,2012,28624,9214.0782122905,45.4418690920171,34.9414805156273,3.0,36.35,28,2295.0,46.0,15.7085190939825,0.0044324898303364,2.21613529322143,94.4,97.67,14.99,10.01,0.395292,0.059749,0.079945,0.128565,0.127033
277,360000,江西,中部,2013,31952,10491.7336907954,46.7175748494366,35.6477531782772,3.2,38.54,33,2381.0,45.1,14.4849722381505,0.0038999454553083,2.13727919776388,95.1,97.73,15.26,9.15,0.400488,0.06351,0.084123,0.126698,0.126157
278,360000,江西,中部,2014,34988,11813.8392857143,48.4670461276946,37.0332784436871,3.3,41.11,34,2527.0,44.6,13.2940808537255,0.0034108170898275,1.75470677621243,95.18,97.78,15.77,8.56,0.401411,0.068527,0.087096,0.119134,0.126654
279,360000,江西,中部,2015,37436,14313.9353400223,49.0813701827741,39.9191938453837,3.4,43.33,39,2654.0,44.1,13.3027429994816,0.0031470302546347,1.98139397853849,94.83,97.55,16.6,8.69,0.421779,0.074592,0.094068,0.123219,0.1299
280,360000,江西,中部,2016,40950,16010.8985765125,46.5948369212111,42.7547502256833,3.4,45.54,45,2698.0,43.6,12.0233187953406,0.0024912173846839,2.55295187768008,95.31,97.69,17.33,8.86,0.449652,0.07655,0.103868,0.13549,0.133744
281,360000,江西,中部,2017,44878,17996.0097539348,43.961130555398,44.1887505690027,3.3,50.64,45,2676.0,45.2,12.0233187953406,0.0015694579135907,2.80545518216873,97.38,98.11,17.9,12.55,0.481004,0.077145,0.112021,0.143797,0.148042
282,360000,江西,中部,2018,50347,20043.6516729448,41.870341877929,47.3576475249268,3.4,53.68,45,2771.0,45.9,12.0233187953406,0.0010978803953073,2.86809751002202,97.4,98.31,19.37,9.72,0.487213,0.080509,0.113963,0.146493,0.146248
283,360000,江西,中部,2019,54640,21809.7874224978,38.9457944510553,47.7932323359265,2.9,57.25,45,3010.0,45.5,12.0233187953406,0.0009206520373125,3.04189891651531,97.87,98.45,19.93,9.63,0.510065,0.079606,0.132201,0.149586,0.148671
284,360000,江西,中部,2020,57065,21977.6499225492,37.5713206913912,48.2127065394461,3.2,63.3,45,3424.0,46.4,12.0233187953406,0.0003975641920719,3.27041330040994,97.59,98.62,19.81,9.73,0.519091,0.078975,0.135559,0.156044,0.148513
285,360000,江西,中部,2021,66020,25306.6194376799,41.4852327895357,47.8178075486627,2.8,68.03,45,4001.0,46.9,12.0233187953406,0.0002933504985282,3.38684766045078,98.76,99.17,23.85,8.29,0.564084,0.087154,0.155631,0.159284,0.162014
286,360000,江西,中部,2022,69019,25984.5406360424,40.4486443400873,48.9027289211823,2.8,69.45,45,4423.0,46.6,12.0233187953406,0.0002434820496062,3.26008667772432,98.82,99.37,25.92,14.06,0.59208,0.088102,0.160895,0.156246,0.186837
287,360000,江西,中部,2023,71216,27072.203765227,40.8332977439916,49.8234477532678,2.8,75.46,45,4510.0,46.9,12.0233187953406,0.0001987571467169,3.32809280276743,99.36,99.5,26.87,14.06,0.608596,0.090715,0.168631,0.15814,0.19111
288,360000,江西,中部,2024,75862,28480.00888494,39.8434617203619,52.3610847160295,2.8,75.46,45,4510.0,46.9,12.0233187953406,0.0001987571467169,3.32809280276743,99.36,99.5,26.87,14.06,0.611959,0.094078,0.168631,0.15814,0.19111
289,130000,河北,东部,2007,17561,5838.68644678093,52.3758006172635,37.5745706786035,3.8,29.98,31,1340.19876134236,36.5,18.3424532416131,0.0122810193451768,2.90711180433412,95.26,99.97,13.59,8.98,0.357469,0.066224,0.048525,0.121065,0.121655
290,130000,河北,东部,2008,20385,7141.36500214623,50.3589896209218,37.0546686290942,4.0,29.98,31,1811.0,38.7,16.5278413532299,0.0094717642833501,4.05809732843697,97.11,99.97,14.49,9.79,0.392356,0.064777,0.047738,0.151268,0.128573
291,130000,河北,东部,2009,21831,8195.76343474552,45.4559782585545,39.3332418713129,3.9,32.09,31,1871.0,40.0,16.0051349391451,0.0081891173261731,4.43859447348131,97.86,99.97,15.32,9.02,0.408099,0.06249,0.053114,0.162332,0.130163
292,130000,河北,东部,2010,25308,9482.62440922991,47.2247042804868,39.214379346353,3.9,34.2,31,1951.0,42.7,14.58280566109,0.0068530738296785,4.08334042492837,99.07,99.97,17.35,9.53,0.423659,0.065989,0.056253,0.160982,0.140435
293,130000,河北,东部,2011,29647,11111.0342920354,49.1257678684002,39.3103480525796,3.8,36.28,36,2006.0,42.1,13.0257146464528,0.0066033191954995,2.98185950658536,99.86,100.0,17.84,10.44,0.42148,0.070272,0.067262,0.13851,0.145436
294,130000,河北,东部,2012,31844,12743.0459928394,51.0923067872061,40.0554652800347,3.7,39.01,42,2063.0,41.0,13.2498754197812,0.0058117213736323,3.13596964289216,99.79,99.96,17.84,11.29,0.443302,0.074961,0.080186,0.140415,0.14774
295,130000,河北,东部,2013,33346,14430.1591657519,52.0598333628146,40.9705848406404,3.7,41.39,46,2108.0,41.2,12.8164108229319,0.0052956355422183,3.89742333737,98.35,99.85,18.22,12.62,0.475631,0.078586,0.087909,0.157047,0.152089
296,130000,河北,东部,2014,34507,16141.6086303428,52.3083830414983,41.9189254588657,3.6,43.73,49,2098.0,41.9,12.2902625659985,0.0047201583567708,4.13550552669275,94.26,99.29,18.49,11.34,0.488183,0.081368,0.09638,0.163761,0.146675
297,130000,河北,东部,2015,35994,12753.5738597686,47.0364103483725,44.6178556276138,3.6,46.07,50,2141.0,41.2,11.7646524031759,0.0041987393175343,5.01971701948976,98.81,99.56,18.65,12.94,0.512584,0.075734,0.100612,0.181603,0.154635
298,130000,河北,东部,2016,38688,13818.8474576271,47.1089489596713,45.8637849835465,3.7,48.26,53,2191.0,40.8,10.142375000439,0.001937901461328,4.34413913146972,98.88,99.52,18.91,13.68,0.510421,0.078391,0.104606,0.16967,0.157754
299,130000,河北,东部,2017,41451,15033.7427453098,48.7082742145867,48.0822955014229,3.7,52.53,53,2328.0,41.8,10.142375000439,0.0014134748439988,5.32369961350649,98.78,99.05,18.88,15.34,0.548186,0.083983,0.110746,0.19176,0.161697
300,130000,河北,东部,2018,43808,16124.2930245085,45.4797371544392,50.0144639417011,3.3,55.84,53,2457.0,41.6,10.142375000439,0.0010561754876194,5.61141879394943,99.28,99.7,19.76,14.62,0.570683,0.083468,0.125333,0.197633,0.164249
301,130000,河北,东部,2019,47036,17167.7185443803,44.999061263395,51.6498659180185,3.1,56.65,53,2596.0,42.3,10.142375000439,0.0008202157890824,6.04763005112504,99.46,99.98,19.95,13.18,0.587495,0.085961,0.132281,0.207863,0.161391
302,130000,河北,东部,2020,48302,16509.2443729903,42.4088336312826,51.0037818836113,3.5,59.2,53,2700.0,42.9,10.142375000439,0.0004489945520883,5.64426302728978,99.72,100.0,21.06,13.29,0.575537,0.081965,0.126505,0.200732,0.166335
303,130000,河北,东部,2021,54181,17315.1181525242,47.1012781116181,49.5354864581864,3.1,61.09,53,2926.0,42.9,10.142375000439,0.0004225550843996,3.97425015907172,99.79,100.0,20.99,11.34,0.554711,0.087496,0.14027,0.166335,0.160609
304,130000,河北,东部,2022,56481,17364.2857142857,43.5896939920306,51.0855482518815,3.1,65.45,53,3070.0,43.8,10.142375000439,0.0003481947223016,3.42405251009065,99.55,100.0,21.2,17.58,0.56732,0.085448,0.146575,0.15643,0.178867
305,130000,河北,东部,2023,59332,18795.6174759908,44.6232176893905,52.43616321645,3.1,72.24,53,3190.0,43.7,10.142375000439,0.0003242756137911,3.33742443690071,99.6,100.0,20.08,17.58,0.574037,0.089642,0.155502,0.154508,0.174385
306,130000,河北,东部,2024,64352,19866.3594470046,41.7399043382849,53.725574358942,3.1,72.24,53,3190.0,43.7,10.142375000439,0.0003242756137911,3.33742443690071,99.6,100.0,20.08,17.58,0.573678,0.089283,0.155502,0.154508,0.174385
307,410000,河南,中部,2007,15811,5011.00427350427,46.0855015208942,32.134641977807,3.4,25.49,26,1170.08547008547,34.3,19.9984485142838,0.0105494283112415,3.256691667424,68.87,88.63,10.81,7.8,0.302465,0.052213,0.045768,0.125077,0.079407
308,410000,河南,中部,2008,18879,6167.56814084208,44.2187753384671,30.7100288116194,3.4,25.49,26,1648.0,35.4,17.4331722664201,0.0081867849954048,3.32440688811848,66.91,85.56,9.9,7.98,0.302791,0.049918,0.049857,0.131423,0.071593
309,410000,河南,中部,2009,20280,7111.20480657742,38.7526843235505,32.2756894843856,3.5,27.9,26,1774.0,36.3,17.412022313748,0.0070642823627548,3.19985132977259,72.89,88.34,10.44,8.15,0.309275,0.046129,0.051331,0.13104,0.080775
310,410000,河南,中部,2010,23984,8510.57947900053,40.4351109732037,32.4625910395056,3.4,30.3,26,1839.0,36.6,15.8322224674465,0.005909070845288,2.8213129438489,73.43,91.03,10.25,7.58,0.314399,0.049972,0.057088,0.125498,0.081841
311,410000,河南,中部,2011,27901,9992.17841665786,40.523251161499,33.9978798344903,3.4,32.01,28,1901.0,36.6,14.392238218453,0.0052073240699578,2.250036480717,76.19,92.64,10.83,8.68,0.321146,0.053473,0.061892,0.115118,0.090664
312,410000,河南,中部,2012,30497,11451.5316827528,40.7544343240652,35.7096737437806,3.1,41.88,30,2012.0,36.9,13.9378977207987,0.0044054430130619,2.1862016618728,77.94,91.76,11.08,8.6,0.347414,0.057088,0.083833,0.115111,0.091382
313,410000,河南,中部,2013,33114,12980.8837355061,43.2697216743606,37.334703232435,3.1,45.66,35,2114.0,37.6,13.0429779498933,0.0039642772465028,2.00490477956258,81.98,92.16,11.57,9.07,0.368835,0.063339,0.094814,0.113318,0.097365
314,410000,河南,中部,2014,35982,14520.4769310524,45.4370684178487,38.8921989425825,3.0,48.68,37,2203.0,38.3,12.2294850584819,0.0034655298078369,1.98965281014615,83.76,92.99,11.67,9.75,0.389505,0.069162,0.103781,0.114936,0.101626
315,410000,河南,中部,2015,38338,15952.7883723328,44.3579165655541,40.7740783786043,3.0,51.65,39,2293.0,37.7,11.6892954123196,0.0030856890149686,2.61451462272129,86.02,93.1,12.06,10.14,0.414816,0.071364,0.11029,0.127497,0.105664
316,410000,河南,中部,2016,41326,17666.700756801,42.3072175847293,42.7306810304775,3.0,54.72,43,2352.0,39.3,9.98911782316711,0.0009602651474684,2.62579590916775,88.93,93.42,12.97,10.88,0.437887,0.072829,0.118935,0.13274,0.113382
317,410000,河南,中部,2017,45723,19624.6820632821,41.4729682357294,44.0498472946956,2.8,58.48,43,2455.0,39.4,9.98911782316711,0.0003118802272843,2.94138411202212,93.96,95.88,13.9,12.28,0.471023,0.075465,0.129007,0.139853,0.126698
318,410000,河南,中部,2018,50714,21561.2327656123,40.8562628760009,47.2329526452913,3.0,63.35,43,2653.0,40.0,9.98911782316711,0.0002457150066385,3.89141361267904,96.3,96.65,14.57,12.59,0.504805,0.080403,0.131551,0.160398,0.132452
319,410000,河南,中部,2019,54356,23711.9482880517,39.7669995759514,48.4876521376527,3.2,66.41,43,2913.0,41.0,9.98911782316711,0.0001943489867418,3.46608054168024,97.05,97.38,15.19,12.29,0.503784,0.082692,0.13252,0.153204,0.135368
320,410000,河南,中部,2020,54691,22651.7452972538,40.1906163022635,49.1794970088132,3.2,67.1,43,3223.0,41.9,9.98911782316711,0.0001231123086506,2.62834930639845,96.83,98.19,15.32,12.2,0.492978,0.08317,0.135976,0.137371,0.136461
321,410000,河南,中部,2021,58587,24680.1578468077,44.4990898675325,49.7287821543824,3.4,72.99,43,3424.0,41.6,9.98911782316711,0.0001033210840448,2.15048818054248,97.65,99.32,16.37,9.67,0.493128,0.090974,0.139732,0.127077,0.135344
322,410000,河南,中部,2022,58942,24715.3565640195,39.9215723107991,52.1266710294211,3.4,76.2,43,3652.0,40.3,9.98911782316711,0.0001011678097426,1.72061896822974,98.21,99.3,16.86,13.96,0.499545,0.088239,0.145418,0.116225,0.149663
323,410000,河南,中部,2023,60073,26467.0402445237,40.8783863256772,53.4343270356015,3.4,79.21,43,3801.0,43.5,9.98911782316711,0.0001021436640488,1.61600862788101,99.28,99.45,17.64,13.96,0.514993,0.092253,0.150195,0.118979,0.153567
324,410000,河南,中部,2024,64888,28165.9683188554,38.3815883270119,53.0781569429156,3.4,79.21,43,3801.0,43.5,9.98911782316711,0.0001021436640488,1.61600862788101,99.28,99.45,17.64,13.96,0.513791,0.091051,0.150195,0.118979,0.153567
325,330000,浙江,东部,2007,36454,12165.4704170708,91.2945057256239,40.493025751073,3.3,34.32,54,1509.21435499515,36.1,18.1384656652361,0.0042757510729613,1.73678180640805,97.78,99.58,14.6,11.34,0.451458,0.122752,0.093328,0.10209,0.133288
326,330000,浙江,东部,2008,41061,14453.760552571,87.53995780094,40.868045441305,3.5,34.32,54,2324.0,37.7,16.4615261738534,0.0034813903009687,2.10633076456366,97.72,99.7,15.2,13.24,0.471665,0.121263,0.095484,0.113766,0.141152
327,330000,浙江,东部,2009,43543,16342.4943138741,80.747357114591,42.9921563303363,3.3,36.56,54,2303.0,38.2,15.9858892776904,0.003071337540565,2.08868034748525,97.93,99.81,16.03,13.7,0.480921,0.117409,0.102726,0.114755,0.146031
328,330000,浙江,东部,2010,51110,19069.2124105012,81.3144506652368,43.5625677465976,3.2,38.8,54,2285.0,38.3,14.4098336125314,0.0024755564801331,2.55838747085302,99.07,99.79,16.7,11.87,0.49977,0.122006,0.107587,0.125991,0.144187
329,330000,浙江,东部,2011,57828,22500.5385996409,81.9967782146937,44.1019877695041,3.1,40.73,56,2218.0,38.4,13.1890327360398,0.0020781797405728,2.03274354016432,99.34,99.84,17.53,13.55,0.509859,0.127096,0.113951,0.116354,0.152459
330,330000,浙江,东部,2012,61097,24977.308707124,82.6845079627476,45.7533505514449,3.0,38.94,59,2288.0,39.9,12.2435024896459,0.0018201172693005,1.86694474612435,99.49,99.88,17.88,13.96,0.521526,0.132065,0.118301,0.11601,0.15515
331,330000,浙江,东部,2013,65105,27612.0331950208,80.2651744964031,46.7477889143047,3.0,41.84,61,2363.0,40.3,11.2260476876677,0.0015894103592913,2.07463528993948,99.8,99.97,17.83,14.64,0.536391,0.132952,0.124601,0.121702,0.157136
332,330000,浙江,东部,2014,68569,30280.6451612903,79.8907660909727,46.7630267218009,3.0,44.62,63,2408.0,40.8,10.4504103838995,0.0014341574325084,2.33837315900356,99.81,99.93,18.4,15.46,0.555829,0.135132,0.130505,0.128498,0.161695
333,330000,浙江,东部,2015,73276,31596.8253968254,72.3736755151234,48.5656561941909,2.9,49.2,65,2414.0,40.6,9.97115453126688,0.0012361030346352,2.52618876373387,99.91,99.95,18.12,15.99,0.565243,0.13003,0.140577,0.1325,0.162136
334,330000,浙江,东部,2016,78384,34447.7931488801,76.0221156079641,50.3500232784526,2.9,51.86,66,2355.0,41.0,9.11789478139417,0.000282092521268,2.31422401803202,99.95,99.97,17.73,16.27,0.574848,0.139192,0.144308,0.129949,0.161398
335,330000,浙江,东部,2017,85612,37473.7439222042,77.0801240850322,51.948262602785,2.7,55.42,66,2345.0,40.4,9.11789478139417,0.0002133461570021,2.5251250942855,99.97,100.0,17.28,16.93,0.593708,0.145616,0.153181,0.133423,0.161488
336,330000,浙江,东部,2018,93230,40111.4299378288,76.4608269511781,52.9608915431669,2.6,57.88,66,2370.0,41.2,9.11789478139417,0.0001498203535001,2.25678571138868,100.0,100.0,18.05,16.1,0.599335,0.149234,0.158665,0.129165,0.162271
337,330000,浙江,东部,2019,98770,43841.2549019608,70.1139855347094,54.5544491050559,2.5,59.86,66,2509.0,41.5,9.11789478139417,0.0001245557298837,2.68128116597682,100.0,100.0,19.02,16.42,0.617281,0.147247,0.164566,0.138391,0.167076
338,330000,浙江,东部,2020,100738,43039.1156462585,71.8928070890626,55.9001439191456,2.8,56.0,66,2704.0,42.2,9.11789478139417,7.96115574339417e-05,2.18795656818432,100.0,100.0,19.08,14.75,0.596941,0.150468,0.15452,0.12933,0.162622
339,330000,浙江,东部,2021,113839,47707.4923547401,75.0154113770917,54.9090501453253,2.6,56.56,66,2632.0,41.5,9.11789478139417,5.84812697863881e-05,1.84809420958928,100.0,100.0,18.03,13.22,0.593534,0.158802,0.159371,0.121267,0.154094
340,330000,浙江,东部,2022,119022,50534.8943287213,66.8996270525838,54.9593520931174,2.6,58.03,66,2763.0,42.1,9.11789478139417,5.20108736033287e-05,1.85691533710885,99.97,100.0,19.6,14.87,0.601991,0.152377,0.162202,0.122374,0.165037
341,330000,浙江,东部,2023,125043,54727.4784970575,69.6223374070779,56.0470096858753,2.6,61.28,66,2839.0,43.7,9.11789478139417,4.62731911058566e-05,1.5217245239855,100.0,100.0,21.7,14.87,0.618958,0.160891,0.166634,0.117926,0.173508
342,330000,浙江,东部,2024,135565,56533.2833583208,69.286750643275,58.5388314290596,2.6,61.28,66,2839.0,43.7,9.11789478139417,4.62731911058566e-05,1.5217245239855,100.0,100.0,21.7,14.87,0.624323,0.166255,0.166634,0.117926,0.173508
343,460000,海南,东部,2007,14683,4389.34911242604,44.1639477977162,42.8200972447326,3.5,25.31,35,1281.65680473373,40.5,28.4918962722852,0.0020745542949756,2.16965742251223,65.37,77.15,12.5,6.8,0.295896,0.060577,0.054383,0.112845,0.068091
344,460000,海南,东部,2008,17357,5423.88758782201,40.4670782467805,43.2969417508646,3.7,25.31,35,1800.0,42.1,24.5392283176239,0.001491828846545,1.90239405536777,72.81,83.87,12.05,7.4,0.304556,0.05799,0.054003,0.11267,0.079893
345,460000,海南,东部,2009,18860,6221.06481481481,36.6703699131794,45.6582114423255,3.5,27.16,35,2001.0,41.9,23.1549713016108,0.0013577732518669,3.80817183063819,83.68,89.65,13.28,7.77,0.370788,0.056898,0.062691,0.152595,0.098603
346,460000,海南,东部,2010,23323,7638.66513233602,46.6147177211271,48.012868101955,3.0,29.0,35,2036.0,42.6,18.1583766394457,0.0014253897550111,2.56132383802938,82.44,89.43,13.81,8.61,0.383206,0.072827,0.077172,0.131047,0.10216
347,460000,海南,东部,2011,28014,9241.57303370787,43.6723163841808,46.9153340368536,1.7,31.36,39,2079.0,41.8,14.49995941229,0.0013231593473496,3.07781201848998,93.59,96.09,18.42,10.76,0.469869,0.070229,0.116158,0.142819,0.140663
348,460000,海南,东部,2012,30993,10441.7582417582,44.910987528382,48.695059869506,2.0,34.17,44,2218.0,41.2,13.3014268301427,0.0012224851222485,2.32869349655029,92.15,97.74,18.85,11.6,0.467232,0.074962,0.119103,0.12728,0.145887
349,460000,海南,东部,2013,34053,11857.6086956522,47.5696470425349,52.6781989152412,2.2,35.85,46,2253.0,42.1,11.6037100035303,0.001039827979075,2.29239395947269,94.59,98.38,18.72,11.48,0.478897,0.083856,0.118825,0.129102,0.147115
350,460000,海南,东部,2014,37166,13082.264957265,50.4946623747431,53.0385619020006,2.3,38.17,48,2317.0,41.3,11.4093940272543,0.0009452015076833,2.11686398603306,96.49,98.1,17.97,11.97,0.481688,0.089104,0.121948,0.124445,0.146192
351,460000,海南,东部,2015,39704,14914.2857142857,50.6442477590505,53.9874671951154,2.3,42.49,52,2290.0,37.7,10.4769428525521,0.0008649777730169,2.54471813656277,97.77,98.64,17.37,11.25,0.494865,0.092092,0.131311,0.128377,0.143086
352,460000,海南,东部,2016,43009,16168.2340647858,46.3145123794025,55.2906948315486,2.4,43.97,52,2258.0,40.3,10.7811353968021,0.0003276123416947,2.71053702196908,97.34,97.41,17.75,11.35,0.499456,0.089908,0.130351,0.135971,0.143226
353,460000,海南,东部,2017,46631,17792.1810699588,46.6844879048734,56.4402445803224,2.3,45.31,52,2261.0,40.1,10.7811353968021,0.0002156753752084,2.47373560392529,98.32,98.4,18.22,13.54,0.511565,0.093389,0.134343,0.130863,0.152969
354,460000,海南,东部,2018,50263,18866.5987780041,44.5024537338142,58.4763882949478,2.3,47.97,52,2305.0,40.6,10.7811353968021,0.0001649459343881,3.62088334417312,96.74,97.04,16.81,12.67,0.52992,0.094408,0.137815,0.155306,0.142391
355,460000,海南,东部,2019,53929,19839.1959798995,43.8039384482944,59.4301042995423,2.3,52.68,52,2497.0,41.7,10.7811353968021,0.0001294364823291,3.49617992037017,97.73,98.47,18.24,13.38,0.547691,0.095948,0.144937,0.154449,0.152356
356,460000,海南,东部,2020,55438,19984.1897233202,41.3727021080275,60.3284107649743,2.8,58.0,52,2764.0,40.6,10.7811353968021,0.0001059969099205,2.93237885685895,98.95,98.02,17.91,12.53,0.525731,0.094415,0.141371,0.141159,0.148785
357,460000,海南,东部,2021,63991,25364.7058823529,46.7268955092144,61.6349687120432,3.1,60.2,52,2839.0,40.8,10.7811353968021,6.61121446472225e-05,2.56420661773285,99.42,95.73,25.96,13.13,0.559285,0.10756,0.137348,0.133907,0.18047
358,460000,海南,东部,2022,67314,23129.5034079844,39.6892298449964,60.4258592661403,3.1,59.62,52,2999.0,42.4,10.7811353968021,5.22526706920576e-05,2.41874347396978,99.53,99.95,25.27,15.21,0.556857,0.096921,0.138043,0.133374,0.18852
359,460000,海南,东部,2023,72958,25490.8916586769,40.0500675867957,60.8552283080835,3.1,58.42,52,3169.0,42.1,10.7811353968021,4.63502489670516e-05,1.97958167330677,99.82,99.85,25.37,15.21,0.551463,0.100529,0.138101,0.123868,0.188965
360,460000,海南,东部,2024,75903,24294.8473282443,38.824191108185,60.6134304472195,3.1,58.42,52,3169.0,42.1,10.7811353968021,4.63502489670516e-05,1.97958167330677,99.82,99.85,25.37,15.21,0.549362,0.098428,0.138101,0.123868,0.188965
361,420000,湖北,中部,2007,16593,7221.96876645026,46.2182834506353,42.2276064921599,4.2,27.44,33,2041.93718196175,37.6,26.0895740313604,0.0074867215438982,2.19598694151081,89.72,97.56,12.76,11.88,0.336287,0.064819,0.044227,0.106632,0.12061
362,420000,湖北,中部,2008,20153,8947.11959376641,43.074508568243,41.0106544901065,4.2,27.44,33,2724.0,37.6,22.5156773211568,0.0058273537725592,2.47957922291975,90.9,97.88,13.03,11.89,0.350448,0.061763,0.050063,0.115874,0.122747
363,420000,湖北,中部,2009,23081,10364.3356643357,38.971840146921,41.2314946066206,4.2,30.02,33,2829.0,37.8,20.1451626352135,0.0048801934491096,3.54628584546515,91.2,97.45,13.84,11.02,0.376263,0.058764,0.053964,0.14031,0.123226
364,420000,湖北,中部,2010,28359,12245.8100558659,40.4265611257696,39.6594543628173,4.2,32.6,33,2906.0,37.7,16.6855653267106,0.0038984648947118,3.85024386343648,91.75,97.59,14.08,9.47,0.38831,0.061115,0.057624,0.149271,0.1203
365,420000,湖北,中部,2011,34719,14519.6180555556,47.4971537356054,38.6466090008775,4.1,36.34,37,2991.0,38.4,14.6954494170741,0.0033375955873135,3.14519992285535,93.89,98.25,14.78,11.17,0.408075,0.071099,0.069679,0.137453,0.129844
366,420000,湖北,中部,2012,39149,16748.6594014876,48.4880804513018,38.7921685280356,3.8,43.78,40,3078.0,38.9,12.8458804208774,0.0027550916519483,2.54349312062642,95.09,98.24,15.85,11.25,0.42698,0.074841,0.089729,0.127385,0.135025
367,420000,湖北,中部,2013,43835,19033.9772335288,50.1234087815813,41.9576010717945,3.5,49.69,43,3144.0,38.1,11.5869650878714,0.002361888249665,2.50980750975032,95.09,98.19,15.85,11.56,0.452791,0.082607,0.10782,0.126526,0.135839
368,420000,湖北,中部,2014,48635,21405.2613480055,52.0231448172431,43.3133513442697,3.1,54.59,45,3121.0,37.9,10.6827750061079,0.0020671267363262,2.1033004671524,94.71,98.75,16.57,11.91,0.472876,0.088857,0.125241,0.118613,0.140165
369,420000,湖北,中部,2015,52021,25381.0256410256,49.007148401067,45.0322963353546,2.6,58.64,47,3038.0,37.5,10.3409240706565,0.0018171631953598,2.3780173622661,94.49,98.83,16.15,11.84,0.496589,0.090723,0.143566,0.12405,0.13825
370,420000,湖北,中部,2016,56844,28210.5352591334,48.2962736922737,46.2312235780889,2.4,61.27,51,2950.0,37.6,8.23874913800858,0.0006530147213144,2.26748331771234,96.3,99.12,16.14,12.76,0.515551,0.094107,0.155257,0.124057,0.14213
