row_id,code,year,province,province_2,province_3,field_006,population,population_density
495,30,2015,宁夏,640000,宁夏回族自治区,6.64,683.56,102.94578313253
496,31,2015,新疆,650000,新疆维吾尔自治区,163.15,2385.0,14.6184492798039
497,1,2016,北京,110000,北京市,1.64,2195.4,1338.65853658537
498,2,2016,天津,120000,天津市,1.2,1443.0,1202.5
499,3,2016,河北,130000,河北省,18.88,7374.99,390.624470338983
500,4,2016,山西,140000,山西省,15.67,3514.0,224.250159540523
501,5,2016,内蒙古,150000,内蒙古自治区,118.3,2436.0,20.5917159763314
502,6,2016,辽宁,210000,辽宁省,14.87,4327.0,290.988567585743
503,7,2016,吉林,220000,吉林省,18.74,2567.0,136.979722518677
504,8,2016,黑龙江,230000,黑龙江省,47.07,3463.0,73.5712768217548
505,9,2016,上海,310000,上海市,0.63,2467.0,3915.87301587302
506,10,2016,江苏,320000,江苏省,10.72,8381.0,781.809701492537
507,11,2016,浙江,330000,浙江省,10.56,6072.0,575.0
508,12,2016,安徽,340000,安徽省,14.01,6033.0,430.620985010707
509,13,2016,福建,350000,福建省,12.4,4016.0,323.870967741935
510,14,2016,江西,360000,江西省,16.69,4496.0,269.382863990413
511,15,2016,山东,370000,山东省,15.81,9973.0,630.803289057558
512,16,2016,河南,410000,河南省,16.7,9778.0,585.508982035928
513,17,2016,湖北,420000,湖北省,18.59,5885.0,316.568047337278
514,18,2016,湖南,430000,湖南省,21.18,6625.0,312.795089707271
515,19,2016,广东,440000,广东省,17.98,11908.0,662.291434927697
516,20,2016,广西,450000,广西壮族自治区,23.76,4857.0,204.419191919192
517,21,2016,海南,460000,海南省,3.51,957.48,272.786324786325
518,22,2016,重庆,500000,重庆市,8.24,3109.96,377.422330097087
519,23,2016,四川,510000,四川省,48.61,8251.0,169.738736885415
520,24,2016,贵州,520000,贵州省,17.62,3758.0,213.28036322361
521,25,2016,云南,530000,云南省,38.32,4677.0,122.05114822547
522,26,2016,西藏,540000,西藏自治区,122.84,340.08,2.76847932269619
523,27,2016,陕西,610000,陕西省,20.56,3874.0,188.424124513619
524,28,2016,甘肃,620000,甘肃省,42.59,2520.0,59.1688189715896
525,29,2016,青海,630000,青海省,72.23,581.88,8.05593243804513
526,30,2016,宁夏,640000,宁夏回族自治区,6.64,694.61,104.609939759036
527,31,2016,新疆,650000,新疆维吾尔自治区,163.15,2428.0,14.882010419859
528,1,2017,北京,110000,北京市,1.64,2194.4,1338.04878048781
529,2,2017,天津,120000,天津市,1.2,1410.0,1175.0
530,3,2017,河北,130000,河北省,18.88,7409.14,392.433262711864
531,4,2017,山西,140000,山西省,15.67,3510.0,223.994894703255
532,5,2017,内蒙古,150000,内蒙古自治区,118.3,2433.0,20.5663567202029
533,6,2017,辽宁,210000,辽宁省,14.87,4312.0,289.979825151311
534,7,2017,吉林,220000,吉林省,18.74,2526.0,134.791889007471
535,8,2017,黑龙江,230000,黑龙江省,47.07,3399.0,72.2115997450606
536,9,2017,上海,310000,上海市,0.63,2466.0,3914.28571428571
537,10,2017,江苏,320000,江苏省,10.72,8423.0,785.727611940299
538,11,2017,浙江,330000,浙江省,10.56,6170.0,584.280303030303
539,12,2017,安徽,340000,安徽省,14.01,6057.0,432.334047109208
540,13,2017,福建,350000,福建省,12.4,4065.0,327.822580645161
541,14,2017,江西,360000,江西省,16.69,4511.0,270.281605751947
542,15,2017,山东,370000,山东省,15.81,10033.0,634.598355471221
543,16,2017,河南,410000,河南省,16.7,9829.0,588.562874251497
544,17,2017,湖北,420000,湖北省,18.59,5904.0,317.590102205487
545,18,2017,湖南,430000,湖南省,21.18,6633.0,313.172804532578
546,19,2017,广东,440000,广东省,17.98,12141.0,675.250278086763
547,20,2017,广西,450000,广西壮族自治区,23.76,4907.0,206.523569023569
548,21,2017,海南,460000,海南省,3.51,971.5,276.780626780627
549,22,2017,重庆,500000,重庆市,8.24,3143.51,381.493932038835
550,23,2017,四川,510000,四川省,48.61,8289.0,170.520469039292
551,24,2017,贵州,520000,贵州省,17.62,3803.0,215.83427922815
552,25,2017,云南,530000,云南省,38.32,4693.0,122.468684759916
553,26,2017,西藏,540000,西藏自治区,122.84,349.28,2.8433734939759
554,27,2017,陕西,610000,陕西省,20.56,3904.0,189.88326848249
555,28,2017,甘肃,620000,甘肃省,42.59,2522.0,59.2157783517258
556,29,2017,青海,630000,青海省,72.23,586.49,8.11975633393327
557,30,2017,宁夏,640000,宁夏回族自治区,6.64,705.08,106.186746987952
558,31,2017,新疆,650000,新疆维吾尔自治区,163.15,2480.0,15.2007355194606
559,1,2018,北京,110000,北京市,1.64,2191.7,1336.40243902439
560,2,2018,天津,120000,天津市,1.2,1383.0,1152.5
561,3,2018,河北,130000,河北省,18.88,7426.37,393.345868644068
562,4,2018,山西,140000,山西省,15.67,3502.0,223.484365028717
563,5,2018,内蒙古,150000,内蒙古自治区,118.3,2422.0,20.4733727810651
564,6,2018,辽宁,210000,辽宁省,14.87,4291.0,288.567585743107
565,7,2018,吉林,220000,吉林省,18.74,2484.0,132.550693703308
566,8,2018,黑龙江,230000,黑龙江省,47.07,3327.0,70.6819630337795
567,9,2018,上海,310000,上海市,0.63,2475.0,3928.57142857143
568,10,2018,江苏,320000,江苏省,10.72,8446.0,787.873134328358
569,11,2018,浙江,330000,浙江省,10.56,6273.0,594.034090909091
570,12,2018,安徽,340000,安徽省,14.01,6076.0,433.690221270521
571,13,2018,福建,350000,福建省,12.4,4104.0,330.967741935484
572,14,2018,江西,360000,江西省,16.69,4513.0,270.401437986818
573,15,2018,山东,370000,山东省,15.81,10077.0,637.381404174573
574,16,2018,河南,410000,河南省,16.7,9864.0,590.658682634731
575,17,2018,湖北,420000,湖北省,18.59,5917.0,318.289402904788
576,18,2018,湖南,430000,湖南省,21.18,6635.0,313.267233238905
577,19,2018,广东,440000,广东省,17.98,12348.0,686.763070077864
578,20,2018,广西,450000,广西壮族自治区,23.76,4947.0,208.207070707071
579,21,2018,海南,460000,海南省,3.51,982.48,279.908831908832
580,22,2018,重庆,500000,重庆市,8.24,3163.14,383.876213592233
581,23,2018,四川,510000,四川省,48.61,8321.0,171.178769800453
582,24,2018,贵州,520000,贵州省,17.62,3822.0,216.912599318956
583,25,2018,云南,530000,云南省,38.32,4703.0,122.729645093946
584,26,2018,西藏,540000,西藏自治区,122.84,353.83,2.8804135460762
585,27,2018,陕西,610000,陕西省,20.56,3931.0,191.196498054475
586,28,2018,甘肃,620000,甘肃省,42.59,2515.0,59.0514205212491
587,29,2018,青海,630000,青海省,72.23,587.32,8.13124740412571
588,30,2018,宁夏,640000,宁夏回族自治区,6.64,709.54,106.85843373494
589,31,2018,新疆,650000,新疆维吾尔自治区,163.15,2520.0,15.4459086730003
590,1,2019,北京,110000,北京市,1.64,2190.1,1335.42682926829
591,2,2019,天津,120000,天津市,1.2,1385.0,1154.16666666667
592,3,2019,河北,130000,河北省,18.88,7446.56,394.415254237288
593,4,2019,山西,140000,山西省,15.67,3497.0,223.165283982131
594,5,2019,内蒙古,150000,内蒙古自治区,118.3,2415.0,20.414201183432
595,6,2019,辽宁,210000,辽宁省,14.87,4277.0,287.626092804304
596,7,2019,吉林,220000,吉林省,18.74,2448.0,130.629669156884
597,8,2019,黑龙江,230000,黑龙江省,47.07,3255.0,69.1523263224984
598,9,2019,上海,310000,上海市,0.63,2481.0,3938.09523809524
599,10,2019,江苏,320000,江苏省,10.72,8469.0,790.018656716418
600,11,2019,浙江,330000,浙江省,10.56,6375.0,603.693181818182
601,12,2019,安徽,340000,安徽省,14.01,6092.0,434.832262669522
602,13,2019,福建,350000,福建省,12.4,4137.0,333.629032258065
603,14,2019,江西,360000,江西省,16.69,4516.0,270.581186339125
604,15,2019,山东,370000,山东省,15.81,10106.0,639.21568627451
605,16,2019,河南,410000,河南省,16.7,9901.0,592.874251497006
606,17,2019,湖北,420000,湖北省,18.59,5927.0,318.827326519634
607,18,2019,湖南,430000,湖南省,21.18,6640.0,313.503305004721
608,19,2019,广东,440000,广东省,17.98,12489.0,694.60511679644
609,20,2019,广西,450000,广西壮族自治区,23.76,4982.0,209.680134680135
610,21,2019,海南,460000,海南省,3.51,995.27,283.552706552707
611,22,2019,重庆,500000,重庆市,8.24,3187.84,386.873786407767
612,23,2019,四川,510000,四川省,48.61,8351.0,171.79592676404
613,24,2019,贵州,520000,贵州省,17.62,3848.0,218.38819523269
614,25,2019,云南,530000,云南省,38.32,4714.0,123.016701461378
615,26,2019,西藏,540000,西藏自治区,122.84,360.76,2.93682839465972
616,27,2019,陕西,610000,陕西省,20.56,3944.0,191.828793774319
617,28,2019,甘肃,620000,甘肃省,42.59,2509.0,58.9105423808406
618,29,2019,青海,630000,青海省,72.23,590.44,8.17444275231898
619,30,2019,宁夏,640000,宁夏回族自治区,6.64,716.93,107.971385542169
620,31,2019,新疆,650000,新疆维吾尔自治区,163.15,2559.0,15.6849524977015
621,1,2020,北京,110000,北京市,1.64,2189.31,1334.94512195122
622,2,2020,天津,120000,天津市,1.2,1386.84,1155.7
623,3,2020,河北,130000,河北省,18.88,7463.84,395.330508474576
624,4,2020,山西,140000,山西省,15.67,3490.39,222.743458838545
625,5,2020,内蒙古,150000,内蒙古自治区,118.3,2402.8,20.3110735418428
626,6,2020,辽宁,210000,辽宁省,14.87,4255.49,286.179556153329
627,7,2020,吉林,220000,吉林省,18.74,2399.23,128.027214514408
628,8,2020,黑龙江,230000,黑龙江省,47.07,3170.91,67.365838113448
629,9,2020,上海,310000,上海市,0.63,2488.22,3949.55555555556
630,10,2020,江苏,320000,江苏省,10.72,8477.26,790.789179104478
631,11,2020,浙江,330000,浙江省,10.56,6468.3,612.528409090909
632,12,2020,安徽,340000,安徽省,14.01,6104.76,435.743040685225
633,13,2020,福建,350000,福建省,12.4,4161.44,335.6
634,14,2020,江西,360000,江西省,16.69,4519.45,270.787896944278
635,15,2020,山东,370000,山东省,15.81,10164.51,642.916508538899
636,16,2020,河南,410000,河南省,16.7,9941.17,595.279640718563
637,17,2020,湖北,420000,湖北省,18.59,5744.83,309.027972027972
638,18,2020,湖南,430000,湖南省,21.18,6645.3,313.753541076487
639,19,2020,广东,440000,广东省,17.98,12623.61,702.091768631813
640,20,2020,广西,450000,广西壮族自治区,23.76,5018.72,211.225589225589
641,21,2020,海南,460000,海南省,3.51,1012.34,288.415954415954
642,22,2020,重庆,500000,重庆市,8.24,3208.91,389.430825242718
643,23,2020,四川,510000,四川省,48.61,8370.7,172.20119317013
644,24,2020,贵州,520000,贵州省,17.62,3857.86,218.947786606129
645,25,2020,云南,530000,云南省,38.32,4722.22,123.23121085595
646,26,2020,西藏,540000,西藏自治区,122.84,365.58,2.97606642787366
647,27,2020,陕西,610000,陕西省,20.56,3954.69,192.34873540856
648,28,2020,甘肃,620000,甘肃省,42.59,2500.51,58.7111998121625
649,29,2020,青海,630000,青海省,72.23,592.79,8.20697771009276
650,30,2020,宁夏,640000,宁夏回族自治区,6.64,720.93,108.573795180723
651,31,2020,新疆,650000,新疆维吾尔自治区,163.15,2590.49,15.8779650628256
652,1,2021,北京,110000,北京市,1.64,2188.6,1334.51219512195
653,2,2021,天津,120000,天津市,1.2,1373.0,1144.16666666667
654,3,2021,河北,130000,河北省,18.88,7448.0,394.491525423729
655,4,2021,山西,140000,山西省,15.67,3480.48,222.111040204212
656,5,2021,内蒙古,150000,内蒙古自治区,118.3,2400.0,20.2874049027895
657,6,2021,辽宁,210000,辽宁省,14.87,4229.4,284.425016812374
658,7,2021,吉林,220000,吉林省,18.74,2375.37,126.754002134472
659,8,2021,黑龙江,230000,黑龙江省,47.07,3125.0,66.3904822604631
660,9,2021,上海,310000,上海市,0.63,2489.43,3951.47619047619
661,10,2021,江苏,320000,江苏省,10.72,8505.4,793.414179104478
662,11,2021,浙江,330000,浙江省,10.56,6540.0,619.318181818182
663,12,2021,安徽,340000,安徽省,14.01,6113.0,436.33119200571
664,13,2021,福建,350000,福建省,12.4,4187.0,337.661290322581
665,14,2021,江西,360000,江西省,16.69,4517.4,270.665068903535
666,15,2021,山东,370000,山东省,15.81,10169.99,643.263124604681
667,16,2021,河南,410000,河南省,16.7,9883.0,591.796407185629
668,17,2021,湖北,420000,湖北省,18.59,5829.99,313.608929532006
669,18,2021,湖南,430000,湖南省,21.18,6622.0,312.653446647781
670,19,2021,广东,440000,广东省,17.98,12684.0,705.450500556174
671,20,2021,广西,450000,广西壮族自治区,23.76,5037.0,211.994949494949
672,21,2021,海南,460000,海南省,3.51,1020.46,290.729344729345
673,22,2021,重庆,500000,重庆市,8.24,3212.43,389.858009708738
674,23,2021,四川,510000,四川省,48.61,8372.0,172.227936638552
675,24,2021,贵州,520000,贵州省,17.62,3852.0,218.615209988649
676,25,2021,云南,530000,云南省,38.32,4690.0,122.390396659708
677,26,2021,西藏,540000,西藏自治区,122.84,366.0,2.97948550960599
678,27,2021,陕西,610000,陕西省,20.56,3954.0,192.315175097276
679,28,2021,甘肃,620000,甘肃省,42.59,2490.02,58.4648978633482
680,29,2021,青海,630000,青海省,72.23,594.0,8.22372975218053
681,30,2021,宁夏,640000,宁夏回族自治区,6.64,725.0,109.186746987952
682,31,2021,新疆,650000,新疆维吾尔自治区,163.15,2589.0,15.8688323628563
683,1,2022,北京,110000,北京市,1.64,2184.3,1331.89024390244
684,2,2022,天津,120000,天津市,1.2,1363.0,1135.83333333333
685,3,2022,河北,130000,河北省,18.88,7420.0,393.008474576271
686,4,2022,山西,140000,山西省,15.67,3481.35,222.166560306318
687,5,2022,内蒙古,150000,内蒙古自治区,118.3,2401.17,20.2972950126796
688,6,2022,辽宁,210000,辽宁省,14.87,4197.0,282.246133154001
689,7,2022,吉林,220000,吉林省,18.74,2347.69,125.276947705443
690,8,2022,黑龙江,230000,黑龙江省,47.07,3099.0,65.8381134480561
691,9,2022,上海,310000,上海市,0.63,2475.0,3928.57142857143
692,10,2022,江苏,320000,江苏省,10.72,8515.0,794.309701492537
693,11,2022,浙江,330000,浙江省,10.56,6577.0,622.82196969697
694,12,2022,安徽,340000,安徽省,14.01,6127.0,437.330478229836
695,13,2022,福建,350000,福建省,12.4,4188.0,337.741935483871
696,14,2022,江西,360000,江西省,16.69,4527.98,271.298981426004
697,15,2022,山东,370000,山东省,15.81,10162.79,642.807716635041
698,16,2022,河南,410000,河南省,16.7,9872.0,591.137724550898
699,17,2022,湖北,420000,湖北省,18.59,5844.0,314.362560516407
700,18,2022,湖南,430000,湖南省,21.18,6604.0,311.80358829084
701,19,2022,广东,440000,广东省,17.98,12656.8,703.937708565072
702,20,2022,广西,450000,广西壮族自治区,23.76,5047.0,212.415824915825
703,21,2022,海南,460000,海南省,3.51,1027.02,292.598290598291
704,22,2022,重庆,500000,重庆市,8.24,3213.34,389.968446601942
705,23,2022,四川,510000,四川省,48.61,8374.0,172.269080436124
706,24,2022,贵州,520000,贵州省,17.62,3856.0,218.842224744608
707,25,2022,云南,530000,云南省,38.32,4693.0,122.468684759916
708,26,2022,西藏,540000,西藏自治区,122.84,364.0,2.96320416802344
709,27,2022,陕西,610000,陕西省,20.56,3956.0,192.412451361868
710,28,2022,甘肃,620000,甘肃省,42.59,2492.0,58.511387649683
711,29,2022,青海,630000,青海省,72.23,595.0,8.23757441506299
712,30,2022,宁夏,640000,宁夏回族自治区,6.64,728.0,109.638554216867
713,31,2022,新疆,650000,新疆维吾尔自治区,163.15,2587.0,15.8565737051793
714,1,2023,北京,110000,北京市,1.64,2185.8,1332.80487804878
715,2,2023,天津,120000,天津市,1.2,1364.0,1136.66666666667
716,3,2023,河北,130000,河北省,18.88,7393.0,391.578389830509
717,4,2023,山西,140000,山西省,15.67,3465.99,221.186343331206
718,5,2023,内蒙古,150000,内蒙古自治区,118.3,2396.0,20.2535925612849
719,6,2023,辽宁,210000,辽宁省,14.87,4182.0,281.23739071957
720,7,2023,吉林,220000,吉林省,18.74,2339.41,124.835112059765
721,8,2023,黑龙江,230000,黑龙江省,47.07,3062.0,65.0520501380922
722,9,2023,上海,310000,上海市,0.63,2487.45,3948.33333333333
723,10,2023,江苏,320000,江苏省,10.72,8526.0,795.335820895522
724,11,2023,浙江,330000,浙江省,10.56,6627.0,627.556818181818
725,12,2023,安徽,340000,安徽省,14.01,6121.0,436.902212705211
726,13,2023,福建,350000,福建省,12.4,4183.0,337.338709677419
727,14,2023,江西,360000,江西省,16.69,4515.01,270.521869382864
728,15,2023,山东,370000,山东省,15.81,10122.97,640.289057558507
729,16,2023,河南,410000,河南省,16.7,9815.0,587.724550898204
730,17,2023,湖北,420000,湖北省,18.59,5838.0,314.039806347499
731,18,2023,湖南,430000,湖南省,21.18,6568.0,310.103871576959
732,19,2023,广东,440000,广东省,17.98,12706.0,706.674082313682
733,20,2023,广西,450000,广西壮族自治区,23.76,5027.0,211.574074074074
734,21,2023,海南,460000,海南省,3.51,1043.0,297.150997150997
735,22,2023,重庆,500000,重庆市,8.24,3191.43,387.309466019417
736,23,2023,四川,510000,四川省,48.61,8368.0,172.145649043407
737,24,2023,贵州,520000,贵州省,17.62,3865.0,219.353007945516
738,25,2023,云南,530000,云南省,38.32,4673.0,121.946764091858
739,26,2023,西藏,540000,西藏自治区,122.84,365.0,2.97134483881472
740,27,2023,陕西,610000,陕西省,20.56,3952.0,192.217898832685
741,28,2023,甘肃,620000,甘肃省,42.59,2465.0,57.8774360178446
742,29,2023,青海,630000,青海省,72.23,594.0,8.22372975218053
743,30,2023,宁夏,640000,宁夏回族自治区,6.64,729.0,109.789156626506
744,31,2023,新疆,650000,新疆维吾尔自治区,163.15,2598.0,15.9239963224027
