row_id,year,province,province_2,id,field_005,gdp,field_007
42,2001,330000,浙江省,浙江,597.3,6927.7,0.08621909147336056
43,2001,340000,安徽省,安徽,403.8,3502.78,0.11527986342276705
44,2001,350000,福建省,福建,373.19,4072.85,0.09162871208122077
45,2001,360000,江西省,江西,283.71,2175.68,0.13040061038387998
46,2001,370000,山东省,山东,753.78,9076.22,0.08304999217736019
47,2001,410000,河南省,河南,508.58,5533.01,0.0919174192708851
48,2001,420000,湖北省,湖北,484.4,3880.53,0.12482830953503772
49,2001,430000,湖南省,湖南,431.7,3831.9,0.11265951616691458
50,2001,440000,广东省,广东,1321.33,12126.59,0.10896138155903679
51,2001,450000,广西壮族自治区,广西,351.65,2279.34,0.15427711530530766
52,2001,460000,海南省,海南,78.94,579.18,0.1362961428226113
53,2001,500000,重庆市,重庆,237.55,2014.59,0.11791481145046884
54,2001,510000,四川省,四川,594.1,4293.49,0.13837227989351322
55,2001,520000,贵州省,贵州,275.2,1133.27,0.24283709972027848
56,2001,530000,云南省,云南,496.43,2159.0,0.22993515516442797
57,2001,540000,西藏自治区,西藏,104.57,139.16,0.7514371945961483
58,2001,610000,陕西省,陕西,350.05,2010.62,0.17410052620584696
59,2001,620000,甘肃省,甘肃,235.46,1125.37,0.20922896469605554
60,2001,630000,青海省,青海,101.3,300.13,0.3375204078232766
61,2001,640000,宁夏回族自治区,宁夏,93.58,337.44,0.27732337600758655
62,2001,650000,新疆维吾尔自治区,新疆,263.32,1491.6,0.1765352641458836
63,2002,110000,北京市,北京,628.35,4525.7,0.13884040038005172
64,2002,120000,天津市,天津,265.21,1926.87,0.13763772335445568
65,2002,130000,河北省,河北,576.59,5518.9,0.10447552954393087
66,2002,140000,山西省,山西,334.27,2324.8,0.14378441156228491
67,2002,150000,内蒙古自治区,内蒙古,393.57,1940.94,0.2027728832421404
68,2002,210000,辽宁省,辽宁,690.92,5458.22,0.12658339165515498
69,2002,220000,吉林省,吉林,362.62,2043.09,0.17748606277745965
70,2002,230000,黑龙江省,黑龙江,531.87,3242.71,0.16402021765745317
71,2002,310000,上海市,上海,862.38,5795.02,0.14881398166011506
72,2002,320000,江苏省,江苏,860.25,10606.85,0.08110324931530095
73,2002,330000,浙江省,浙江,749.9,8040.66,0.0932634883206105
74,2002,340000,安徽省,安徽,456.86,3827.66,0.11935751869288287
75,2002,350000,福建省,福建,397.56,4467.55,0.08898837170261105
76,2002,360000,江西省,江西,341.38,2450.48,0.13931148183213085
77,2002,370000,山东省,山东,860.65,10076.52,0.08541143172444454
78,2002,410000,河南省,河南,629.18,6035.48,0.10424688674305937
79,2002,420000,湖北省,湖北,511.39,4212.82,0.12138899834315257
80,2002,430000,湖南省,湖南,533.02,4151.54,0.12839091036097447
81,2002,440000,广东省,广东,1521.08,13601.89,0.11182857676396442
82,2002,450000,广西壮族自治区,广西,419.86,2523.73,0.16636486470422748
83,2002,460000,海南省,海南,92.26,642.74,0.14354171204530605
84,2002,500000,重庆市,重庆,305.86,2279.8,0.13416089130625494
85,2002,510000,四川省,四川,701.62,4725.01,0.14849069102499254
86,2002,520000,贵州省,贵州,316.67,1243.43,0.254674569537489
87,2002,530000,云南省,云南,526.89,2358.73,0.22337868259614282
88,2002,540000,西藏自治区,西藏,137.84,162.04,0.8506541594667983
89,2002,610000,陕西省,陕西,404.91,2253.39,0.17968926816929162
90,2002,620000,甘肃省,甘肃,274.01,1232.03,0.22240529857227503
91,2002,630000,青海省,青海,118.73,340.65,0.3485395567297813
92,2002,640000,宁夏回族自治区,宁夏,114.57,377.16,0.30377028316894683
93,2002,650000,新疆维吾尔自治区,新疆,361.17,1612.64,0.22396195059033633
94,2003,110000,北京市,北京,734.8,5267.2,0.1395048602673147
95,2003,120000,天津市,天津,312.08,2257.77,0.13822488561722407
96,2003,130000,河北省,河北,646.74,6333.6,0.102112542629784
97,2003,140000,山西省,山西,415.69,2854.25,0.1456389594464395
98,2003,150000,内蒙古自治区,内蒙古,447.26,2388.38,0.18726500808079116
99,2003,210000,辽宁省,辽宁,784.38,5906.29,0.13280417995052732
100,2003,220000,吉林省,吉林,409.23,2141.03,0.19113697612831207
101,2003,230000,黑龙江省,黑龙江,564.91,3609.73,0.15649646926501426
102,2003,310000,上海市,上海,1088.44,6804.04,0.15996966508133403
103,2003,320000,江苏省,江苏,1047.68,12442.87,0.08419922413398195
104,2003,330000,浙江省,浙江,896.77,9753.37,0.09194463042004968
105,2003,340000,安徽省,安徽,507.44,4307.77,0.11779644688551151
106,2003,350000,福建省,福建,452.3,4999.59,0.09046741832830292
107,2003,360000,江西省,江西,382.1,2812.7,0.13584811746720235
108,2003,370000,山东省,山东,1010.64,10903.23,0.09269179866883484
109,2003,410000,河南省,河南,716.6,6942.41,0.10322063951855336
110,2003,420000,湖北省,湖北,540.44,4757.45,0.11359867155724182
111,2003,430000,湖南省,湖南,573.75,4659.95,0.12312363866565093
112,2003,440000,广东省,广东,1695.63,15979.77,0.10611103914511912
113,2003,450000,广西壮族自治区,广西,443.6,2798.17,0.15853218353423845
114,2003,460000,海南省,海南,105.4,713.96,0.147627318057034
115,2003,500000,重庆市,重庆,341.58,2615.57,0.13059486077604499
116,2003,510000,四川省,四川,732.3,5346.2,0.13697579589240955
117,2003,520000,贵州省,贵州,332.35,1428.97,0.23258011014926835
118,2003,530000,云南省,云南,587.35,2633.39,0.22303950421320048
119,2003,540000,西藏自治区,西藏,145.91,185.97,0.7845889121901382
120,2003,610000,陕西省,陕西,418.2,2587.72,0.16160944769913282
121,2003,620000,甘肃省,甘肃,300.01,1399.94,0.21430204151606497
122,2003,630000,青海省,青海,122.04,385.0,0.316987012987013
123,2003,640000,宁夏回族自治区,宁夏,105.78,442.61,0.23899143715686497
124,2003,650000,新疆维吾尔自治区,新疆,368.47,1889.17,0.19504332590502707
125,2004,110000,北京市,北京,898.28,6252.5,0.1436673330667733
126,2004,120000,天津市,天津,375.02,2621.1,0.14307733394376407
127,2004,130000,河北省,河北,785.56,7588.6,0.10351843554805892
128,2004,140000,山西省,山西,519.06,3495.99,0.14847296473960164
129,2004,150000,内蒙古自治区,内蒙古,564.11,2942.35,0.19172090335955955
130,2004,210000,辽宁省,辽宁,931.4,6469.81,0.14396095093982667
131,2004,220000,吉林省,吉林,507.78,2455.21,0.2068173394536516
132,2004,230000,黑龙江省,黑龙江,697.55,4134.72,0.16870549880040242
133,2004,310000,上海市,上海,1382.53,8101.55,0.1706500607908363
134,2004,320000,江苏省,江苏,1312.04,14823.13,0.08851301985478101
135,2004,330000,浙江省,浙江,1062.94,11482.11,0.09257357750448306
136,2004,340000,安徽省,安徽,601.53,5129.12,0.11727742770689709
137,2004,350000,福建省,福建,516.68,5712.08,0.09045391521127154
138,2004,360000,江西省,江西,454.06,3398.06,0.13362330270801576
139,2004,370000,山东省,山东,1189.37,13308.08,0.0893720206070297
140,2004,410000,河南省,河南,879.96,8411.19,0.10461777703273853
141,2004,420000,湖北省,湖北,646.29,5546.78,0.11651624906702628
142,2004,430000,湖南省,湖南,719.54,5542.62,0.12981947165780805
143,2004,440000,广东省,广东,1852.95,18658.34,0.09930947769201333
144,2004,450000,广西壮族自治区,广西,507.47,3305.12,0.15354056736215327
145,2004,460000,海南省,海南,127.2,802.68,0.15846912841979371
146,2004,500000,重庆市,重庆,395.72,3059.54,0.12933970466148506
147,2004,510000,四川省,四川,895.25,6303.96,0.1420139087176949
148,2004,520000,贵州省,贵州,418.42,1649.4,0.25368012610646296
149,2004,530000,云南省,云南,663.64,3136.38,0.211594258348797
150,2004,540000,西藏自治区,西藏,133.83,217.93,0.6140962694443171
151,2004,610000,陕西省,陕西,516.31,3141.56,0.16434828556513323
152,2004,620000,甘肃省,甘肃,356.94,1653.61,0.21585500813371958
153,2004,630000,青海省,青海,137.34,443.73,0.3095125414103171
154,2004,640000,宁夏回族自治区,宁夏,123.02,519.92,0.2366133251269426
155,2004,650000,新疆维吾尔自治区,新疆,421.04,2170.43,0.19398920951147933
156,2005,110000,北京市,北京,1058.31,7149.77,0.1480201461026019
157,2005,120000,天津市,天津,442.12,3158.6,0.1399734059393402
158,2005,130000,河北省,河北,979.16,8773.4,0.11160553491234869
159,2005,140000,山西省,山西,668.75,4079.38,0.16393422529894247
160,2005,150000,内蒙古自治区,内蒙古,681.88,3523.7,0.19351250106422227
161,2005,210000,辽宁省,辽宁,1204.36,7260.77,0.1658722146549195
162,2005,220000,吉林省,吉林,631.12,2776.53,0.22730530554325
163,2005,230000,黑龙江省,黑龙江,787.79,4756.37,0.16562840990082772
164,2005,310000,上海市,上海,1646.26,9197.13,0.17899714367416794
165,2005,320000,江苏省,江苏,1673.4,18121.33,0.09234421535284662
166,2005,330000,浙江省,浙江,1265.53,13028.33,0.09713677808283948
167,2005,340000,安徽省,安徽,713.06,5675.85,0.12563052230062455
168,2005,350000,福建省,福建,593.07,6415.47,0.0924437336625376
169,2005,360000,江西省,江西,563.95,3941.23,0.1430898475856522
170,2005,370000,山东省,山东,1466.23,15947.51,0.09194099893964637
171,2005,410000,河南省,河南,1116.04,10243.47,0.10895136120865292
172,2005,420000,湖北省,湖北,778.72,6469.66,0.12036490325612166
173,2005,430000,湖南省,湖南,873.42,6369.87,0.13711739800027314
174,2005,440000,广东省,广东,2289.07,21962.99,0.10422396950506284
175,2005,450000,广西壮族自治区,广西,611.48,3742.14,0.16340382775631057
176,2005,460000,海南省,海南,151.24,884.87,0.17091776193113115
177,2005,500000,重庆市,重庆,487.35,3448.35,0.1413284614380791
178,2005,510000,四川省,四川,1082.18,7195.88,0.1503888336103437
179,2005,520000,贵州省,贵州,520.73,1939.94,0.26842582760291556
180,2005,530000,云南省,云南,766.31,3497.69,0.21909031389288358
181,2005,540000,西藏自治区,西藏,185.45,243.09,0.7628861738450778
182,2005,610000,陕西省,陕西,638.96,3817.15,0.1673919023355121
183,2005,620000,甘肃省,甘肃,429.35,1864.63,0.2302601588518902
184,2005,630000,青海省,青海,169.75,499.42,0.3398942773617396
185,2005,640000,宁夏回族自治区,宁夏,160.25,579.89,0.2763455138043422
186,2005,650000,新疆维吾尔自治区,新疆,519.02,2520.49,0.20592027740637733
187,2006,110000,北京市,北京,1296.84,8387.0,0.15462501490401812
188,2006,120000,天津市,天津,543.12,3538.18,0.1535026482541872
189,2006,130000,河北省,河北,1180.36,10043.0,0.11753061834113311
190,2006,140000,山西省,山西,915.57,4713.6,0.19424007128309573
191,2006,150000,内蒙古自治区,内蒙古,812.13,4161.75,0.19514146693097856
192,2006,210000,辽宁省,辽宁,1422.75,8390.34,0.16957000550633228
193,2006,220000,吉林省,吉林,718.36,3226.47,0.2226458017585783
194,2006,230000,黑龙江省,黑龙江,968.53,5329.75,0.18172146911205966
195,2006,310000,上海市,上海,1795.57,10598.86,0.1694116159662454
196,2006,320000,江苏省,江苏,2013.25,21240.79,0.0947822562155174
197,2006,330000,浙江省,浙江,1471.86,15302.68,0.09618315223215802
198,2006,340000,安徽省,安徽,940.23,6500.31,0.14464387083077576
199,2006,350000,福建省,福建,728.7,7468.57,0.09756887864745194
200,2006,360000,江西省,江西,696.44,4696.8,0.14827967978197923
201,2006,370000,山东省,山东,1833.44,18967.8,0.09666065648098357
202,2006,410000,河南省,河南,1440.09,11977.87,0.1202292227249085
203,2006,420000,湖北省,湖北,1047.0,7531.8,0.13901059507687405
204,2006,430000,湖南省,湖南,1064.52,7431.55,0.14324333416312882
205,2006,440000,广东省,广东,2553.34,25961.24,0.0983520047578621
206,2006,450000,广西壮族自治区,广西,729.52,4417.77,0.16513308750795083
207,2006,460000,海南省,海南,174.54,1027.45,0.16987687965351111
208,2006,500000,重庆市,重庆,594.25,3900.26,0.1523616374292996
209,2006,510000,四川省,四川,1347.4,8494.68,0.1586169225915514
210,2006,520000,贵州省,贵州,610.64,2264.09,0.2697065929357932
211,2006,530000,云南省,云南,893.58,4090.66,0.21844396747713085
212,2006,540000,西藏自治区,西藏,200.2,285.85,0.7003673255203777
213,2006,610000,陕西省,陕西,824.18,4595.64,0.1793395479193322
214,2006,620000,甘肃省,甘肃,528.59,2202.97,0.2399442570711358
215,2006,630000,青海省,青海,214.66,585.15,0.36684610783559773
216,2006,640000,宁夏回族自治区,宁夏,193.21,683.28,0.2827684111930687
217,2006,650000,新疆维吾尔自治区,新疆,678.47,2957.34,0.22941900491658043
218,2007,110000,北京市,北京,1649.5,10425.5,0.15821783127907535
219,2007,120000,天津市,天津,674.33,4158.41,0.16216053732075483
220,2007,130000,河北省,河北,1506.65,12152.9,0.1239745245990669
221,2007,140000,山西省,山西,1049.92,5935.58,0.17688583087078266
222,2007,150000,内蒙古自治区,内蒙古,1082.31,5166.93,0.20946867869315045
223,2007,210000,辽宁省,辽宁,1764.28,10292.18,0.17141946604120797
224,2007,220000,吉林省,吉林,883.76,4080.34,0.2165897939877559
225,2007,230000,黑龙江省,黑龙江,1187.27,6126.34,0.19379760183078312
226,2007,310000,上海市,上海,2181.68,12878.68,0.16940245428879355
227,2007,320000,江苏省,江苏,2553.72,25988.36,0.09826399203335646
228,2007,330000,浙江省,浙江,1806.79,18639.95,0.09693105399960836
229,2007,340000,安徽省,安徽,1243.83,7941.61,0.15662189404919152
230,2007,350000,福建省,福建,910.64,9325.62,0.09764927157658149
231,2007,360000,江西省,江西,905.06,5777.62,0.15664927773027648
232,2007,370000,山东省,山东,2261.85,22718.06,0.09956175835436652
233,2007,410000,河南省,河南,1870.61,14824.49,0.1261837675360164
234,2007,420000,湖北省,湖北,1277.33,9451.39,0.13514731695549542
235,2007,430000,湖南省,湖南,1357.03,9285.45,0.14614585184347553
236,2007,440000,广东省,广东,3159.57,31742.61,0.09953718361533598
237,2007,450000,广西壮族自治区,广西,985.94,5474.79,0.1800872727538408
238,2007,460000,海南省,海南,245.2,1234.0,0.19870340356564017
239,2007,500000,重庆市,重庆,768.39,4770.72,0.16106373880672098
240,2007,510000,四川省,四川,1759.13,10562.1,0.1665511593338446
241,2007,520000,贵州省,贵州,795.4,2847.46,0.27933667198134476
242,2007,530000,云南省,云南,1135.22,5077.35,0.22358513791643278
243,2007,540000,西藏自治区,西藏,275.37,344.1,0.800261551874455
244,2007,610000,陕西省,陕西,1053.97,5681.78,0.1854999665597753
245,2007,620000,甘肃省,甘肃,675.34,2675.12,0.2524522264421783
246,2007,630000,青海省,青海,282.2,720.06,0.39191178512901703
247,2007,640000,宁夏回族自治区,宁夏,241.85,877.59,0.2755842705591449
248,2007,650000,新疆维吾尔自治区,新疆,795.15,3500.04,0.22718311790722392
249,2008,110000,北京市,北京,1959.29,11813.1,0.1658573956031863
250,2008,120000,天津市,天津,867.72,5182.43,0.16743496776608657
251,2008,130000,河北省,河北,1881.67,14200.1,0.13251103865465735
252,2008,140000,山西省,山西,1315.02,7222.98,0.1820605899504083
253,2008,150000,内蒙古自治区,内蒙古,1454.57,6242.41,0.23301417241097588
254,2008,210000,辽宁省,辽宁,2153.43,12137.65,0.17741737486251458
255,2008,220000,吉林省,吉林,1180.12,4834.68,0.24409474877344514
256,2008,230000,黑龙江省,黑龙江,1542.3,7134.2,0.21618401502621176
257,2008,310000,上海市,上海,2593.92,14536.9,0.17843694322723552
258,2008,320000,江苏省,江苏,3247.49,30945.45,0.1049424067189199
259,2008,330000,浙江省,浙江,2208.58,21284.58,0.10376432140075115
260,2008,340000,安徽省,安徽,1647.13,9517.68,0.17306003143623236
261,2008,350000,福建省,福建,1137.72,10931.8,0.10407435189081396
262,2008,360000,江西省,江西,1210.07,6934.2,0.17450751348389143
263,2008,370000,山东省,山东,2704.66,27106.22,0.0997800504828781
264,2008,410000,河南省,河南,2281.61,17735.93,0.12864338097861236
265,2008,420000,湖北省,湖北,1650.28,11497.46,0.14353431105652903
266,2008,430000,湖南省,湖南,1765.22,11307.36,0.1561124789517624
267,2008,440000,广东省,广东,3778.57,36704.16,0.1029466414706126
268,2008,450000,广西壮族自治区,广西,1297.11,6455.43,0.20093316789121712
269,2008,460000,海南省,海南,357.97,1474.66,0.24274748077522956
270,2008,500000,重庆市,重庆,1016.01,5899.49,0.1722199715568634
271,2008,510000,四川省,四川,2948.83,12756.21,0.23116819180618695
272,2008,520000,贵州省,贵州,1053.79,3504.48,0.30069796374925806
273,2008,530000,云南省,云南,1470.24,6016.59,0.24436433262030485
274,2008,540000,西藏自治区,西藏,380.66,398.19,0.9559757904517945
275,2008,610000,陕西省,陕西,1428.52,7177.78,0.1990197526254636
276,2008,620000,甘肃省,甘肃,968.43,3071.7,0.31527492919230393
277,2008,630000,青海省,青海,363.6,896.86,0.40541444595589055
278,2008,640000,宁夏回族自治区,宁夏,324.61,1139.16,0.28495558130552334
279,2008,650000,新疆维吾尔自治区,新疆,1059.36,4142.53,0.255727779883308
280,2009,110000,北京市,北京,2319.37,12900.9,0.17978358099047353
281,2009,120000,天津市,天津,1124.28,5709.57,0.19691150121637882
282,2009,130000,河北省,河北,2347.59,15306.9,0.15336808890108383
283,2009,140000,山西省,山西,1561.7,7147.61,0.21849261501396972
284,2009,150000,内蒙古自治区,内蒙古,1926.84,7104.22,0.271224708694269
285,2009,210000,辽宁省,辽宁,2682.39,12815.72,0.2093046664565081
286,2009,220000,吉林省,吉林,1479.21,5434.84,0.27217176586615244
287,2009,230000,黑龙江省,黑龙江,1877.74,7218.94,0.26011298057609566
288,2009,310000,上海市,上海,2989.65,15742.44,0.18991020451721588
289,2009,320000,江苏省,江苏,4017.36,34471.67,0.1165409160623782
290,2009,330000,浙江省,浙江,2653.35,22833.74,0.11620303988746476
291,2009,340000,安徽省,安徽,2141.92,10864.68,0.19714524495889432
292,2009,350000,福建省,福建,1411.82,12418.09,0.11369059170935304
293,2009,360000,江西省,江西,1562.37,7629.98,0.20476724709632266
294,2009,370000,山东省,山东,3267.67,29540.8,0.1106154877322212
295,2009,410000,河南省,河南,2905.76,19181.0,0.15149158020958242
296,2009,420000,湖北省,湖北,2090.92,13192.14,0.15849740830524844
297,2009,430000,湖南省,湖南,2210.44,12772.8,0.1730583740448453
298,2009,440000,广东省,广东,4334.37,39464.69,0.10982906491853857
299,2009,450000,广西壮族自治区,广西,1621.82,7112.91,0.22801075790358658
300,2009,460000,海南省,海南,486.06,1620.28,0.29998518774532795
301,2009,500000,重庆市,重庆,1292.09,6651.22,0.19426360878154683
302,2009,510000,四川省,四川,3590.72,14190.6,0.253035107747382
303,2009,520000,贵州省,贵州,1372.27,3856.66,0.3558182468768313
304,2009,530000,云南省,云南,1952.34,6574.36,0.2969627461836589
305,2009,540000,西藏自治区,西藏,470.13,445.67,1.054883658312204
306,2009,610000,陕西省,陕西,1841.64,7997.83,0.23026746004853818
307,2009,620000,甘肃省,甘肃,1246.28,3268.26,0.3813282908948492
308,2009,630000,青海省,青海,486.75,939.7,0.5179844631265297
309,2009,640000,宁夏回族自治区,宁夏,432.36,1266.66,0.3413386386244138
310,2009,650000,新疆维吾尔自治区,新疆,1346.91,4236.97,0.31789462752863484
311,2010,110000,北京市,北京,2717.32,14964.02,0.1815902411250453
312,2010,120000,天津市,天津,1376.84,6830.76,0.20156468679912629
313,2010,130000,河北省,河北,2820.24,18003.6,0.1566486702659468
314,2010,140000,山西省,山西,1931.36,8903.9,0.21691169038286592
315,2010,150000,内蒙古自治区,内蒙古,2273.5,8199.86,0.2772608312824853
316,2010,210000,辽宁省,辽宁,3195.82,13896.27,0.22997682111818496
317,2010,220000,吉林省,吉林,1787.25,6410.48,0.27880127541151367
318,2010,230000,黑龙江省,黑龙江,2253.27,8308.26,0.27120841186963335
319,2010,310000,上海市,上海,3302.89,17915.41,0.1843602797814842
320,2010,320000,江苏省,江苏,4914.06,41383.87,0.11874336547065319
321,2010,330000,浙江省,浙江,3207.88,27399.85,0.11707655333879566
322,2010,340000,安徽省,安徽,2587.61,13249.78,0.19529456338142973
323,2010,350000,福建省,福建,1695.09,15002.51,0.11298709349302216
324,2010,360000,江西省,江西,1923.26,9383.16,0.20496932803021584
325,2010,370000,山东省,山东,4145.03,33922.49,0.12219120707235819
326,2010,410000,河南省,河南,3416.14,22655.02,0.15078953803616152
327,2010,420000,湖北省,湖北,2501.4,16114.59,0.1552257922789224
328,2010,430000,湖南省,湖南,2702.48,15574.32,0.1735215405873258
329,2010,440000,广东省,广东,5421.54,45944.62,0.11800162891759687
330,2010,450000,广西壮族自治区,广西,2007.59,8552.44,0.23473885815042256
331,2010,460000,海南省,海南,581.34,2020.53,0.2877165892117415
332,2010,500000,重庆市,重庆,1709.04,8065.26,0.21190141421355294
333,2010,510000,四川省,四川,4257.98,17224.78,0.24720083507597773
334,2010,520000,贵州省,贵州,1631.48,4518.95,0.3610307704223326
335,2010,530000,云南省,云南,2285.72,7735.33,0.29549094867316583
336,2010,540000,西藏自治区,西藏,551.04,512.87,1.0744243180533077
337,2010,610000,陕西省,陕西,2218.83,9845.19,0.22537198367933983
338,2010,620000,甘肃省,甘肃,1468.58,3943.73,0.37238350495596806
339,2010,630000,青海省,青海,743.4,1144.18,0.6497229456903634
340,2010,640000,宁夏回族自治区,宁夏,557.53,1571.68,0.3547350605721266
341,2010,650000,新疆维吾尔自治区,新疆,1698.91,5360.18,0.31695017704629325
342,2011,110000,北京市,北京,3245.23,17188.8,0.18879910174066836
343,2011,120000,天津市,天津,1796.33,8112.51,0.22142715386483344
344,2011,130000,河北省,河北,3537.39,21384.7,0.16541686345845394
345,2011,140000,山西省,山西,2363.85,10894.41,0.2169782484778891
346,2011,150000,内蒙古自治区,内蒙古,2989.21,9458.12,0.3160469522484384
347,2011,210000,辽宁省,辽宁,3905.85,16354.93,0.23881789772258272
348,2011,220000,吉林省,吉林,2201.74,7734.64,0.28465966095383877
349,2011,230000,黑龙江省,黑龙江,2794.08,9934.97,0.2812368834530955
350,2011,310000,上海市,上海,3914.88,20009.68,0.19564930573602377
351,2011,320000,江苏省,江苏,6221.72,48839.21,0.12739190498781616
352,2011,330000,浙江省,浙江,3842.59,31854.8,0.12062828835842637
353,2011,340000,安徽省,安徽,3302.99,16284.92,0.20282506760856053
354,2011,350000,福建省,福建,2198.18,17917.7,0.12268204066370124
355,2011,360000,江西省,江西,2534.6,11584.52,0.21879197411718396
356,2011,370000,山东省,山东,5002.07,39064.93,0.12804502657498681
357,2011,410000,河南省,河南,4248.82,26318.68,0.16143742771294
358,2011,420000,湖北省,湖北,3214.74,19942.45,0.16120085546159071
359,2011,430000,湖南省,湖南,3520.76,18914.96,0.1861362646286326
360,2011,440000,广东省,广东,6712.4,53072.79,0.1264753558273458
361,2011,450000,广西壮族自治区,广西,2545.28,10299.94,0.24711600261749098
362,2011,460000,海南省,海南,778.8,2463.84,0.31609195402298845
363,2011,500000,重庆市,重庆,2570.24,10161.17,0.25294724918488715
364,2011,510000,四川省,四川,4674.92,21050.87,0.22207728231659785
365,2011,520000,贵州省,贵州,2249.4,5615.55,0.40056628469161526
366,2011,530000,云南省,云南,2929.6,9523.13,0.3076299493968895
367,2011,540000,西藏自治区,西藏,758.11,611.52,1.2397141548927264
368,2011,610000,陕西省,陕西,2930.81,12175.06,0.24072242765128057
369,2011,620000,甘肃省,甘肃,1791.24,4816.94,0.3718626347847389
370,2011,630000,青海省,青海,967.47,1370.4,0.7059763572679509
371,2011,640000,宁夏回族自治区,宁夏,705.91,1931.83,0.36540999984470685
372,2011,650000,新疆维吾尔自治区,新疆,2284.49,6532.03,0.34973660561877395
373,2012,110000,北京市,北京,3685.31,19024.73,0.19371155333084886
374,2012,120000,天津市,天津,2143.21,9043.02,0.2370015769068298
375,2012,130000,河北省,河北,4079.44,23077.5,0.17677131405048208
376,2012,140000,山西省,山西,2759.46,11683.11,0.23619224675621472
377,2012,150000,内蒙古自治区,内蒙古,3425.99,10470.14,0.3272152998909279
378,2012,210000,辽宁省,辽宁,4558.59,17848.6,0.25540322490279355
379,2012,220000,吉林省,吉林,2471.2,8678.02,0.2847654188397814
380,2012,230000,黑龙江省,黑龙江,3171.52,11015.84,0.287905416200671
381,2012,310000,上海市,上海,4184.02,21305.59,0.19638132527660582
382,2012,320000,江苏省,江苏,7027.67,53701.92,0.13086440857235646
383,2012,330000,浙江省,浙江,4161.88,34382.39,0.12104684985540563
384,2012,340000,安徽省,安徽,3961.01,18341.67,0.21595688942173752
385,2012,350000,福建省,福建,2607.5,20190.73,0.12914342373950818
386,2012,360000,江西省,江西,3019.22,12807.69,0.23573493736965836
387,2012,370000,山东省,山东,5904.52,42957.31,0.137450878558271
388,2012,410000,河南省,河南,5006.4,28961.92,0.1728614677479946
389,2012,420000,湖北省,湖北,3759.79,22590.89,0.16642947666072475
390,2012,430000,湖南省,湖南,4119.0,21207.23,0.1942262143618002
391,2012,440000,广东省,广东,7387.86,57007.74,0.12959398144883486
392,2012,450000,广西壮族自治区,广西,2985.23,11303.55,0.26409667759243777
393,2012,460000,海南省,海南,911.67,2789.38,0.32683607109823687
