row_id,year,province,province_2,id,field_005,gdp,field_007
394,2012,500000,重庆市,重庆,3046.36,11595.37,0.26272210373623267
395,2012,510000,四川省,四川,5450.99,23922.41,0.22786123973295333
396,2012,520000,贵州省,贵州,2755.68,6742.24,0.40871876409027263
397,2012,530000,云南省,云南,3572.66,11097.39,0.3219369599518445
398,2012,540000,西藏自治区,西藏,905.34,710.16,1.2748394727948633
399,2012,610000,陕西省,陕西,3323.8,14142.41,0.23502359216003496
400,2012,620000,甘肃省,甘肃,2059.56,5393.12,0.3818865517548284
401,2012,630000,青海省,青海,1159.05,1528.48,0.7583023657489794
402,2012,640000,宁夏回族自治区,宁夏,864.36,2131.0,0.40561238854997655
403,2012,650000,新疆维吾尔自治区,新疆,2720.07,7411.83,0.3669903384184473
404,2013,110000,北京市,北京,4173.66,21134.58,0.19748014864738261
405,2013,120000,天津市,天津,2549.21,9945.4,0.25632050998451544
406,2013,130000,河北省,河北,4409.58,24259.6,0.18176639351019802
407,2013,140000,山西省,山西,3030.13,11987.23,0.2527798332058366
408,2013,150000,内蒙古自治区,内蒙古,3686.52,11392.42,0.32359410906550146
409,2013,210000,辽宁省,辽宁,5197.42,19208.8,0.27057494481695893
410,2013,220000,吉林省,吉林,2744.81,9427.89,0.2911372534045264
411,2013,230000,黑龙江省,黑龙江,3369.18,11849.14,0.28433962295997856
412,2013,310000,上海市,上海,4528.61,23204.12,0.1951640484534643
413,2013,320000,江苏省,江苏,7798.47,59349.41,0.1313992843399791
414,2013,330000,浙江省,浙江,4730.47,37334.64,0.12670458319673097
415,2013,340000,安徽省,安徽,4349.69,20584.04,0.21131371684081451
416,2013,350000,福建省,福建,3068.8,22503.84,0.13636783766681598
417,2013,360000,江西省,江西,3470.3,14300.17,0.2426754367255774
418,2013,370000,山东省,山东,6688.8,47344.33,0.1412798533636446
419,2013,410000,河南省,河南,5582.31,31632.5,0.1764738797123212
420,2013,420000,湖北省,湖北,4371.65,25378.01,0.17226133964010573
421,2013,430000,湖南省,湖南,4690.89,23545.24,0.1992288037836947
422,2013,440000,广东省,广东,8411.0,62503.41,0.13456865793402312
423,2013,450000,广西壮族自治区,广西,3208.67,12448.36,0.25775845171572803
424,2013,460000,海南省,海南,1011.17,3115.85,0.3245246080523774
425,2013,500000,重庆市,重庆,3062.28,13027.6,0.2350609475267893
426,2013,510000,四川省,四川,6220.91,26518.02,0.23459179833185131
427,2013,520000,贵州省,贵州,3082.66,7973.06,0.38663449165063346
428,2013,530000,云南省,云南,4096.51,12825.46,0.31940452818066567
429,2013,540000,西藏自治区,西藏,1014.31,828.2,1.2247162521130162
430,2013,610000,陕西省,陕西,3665.07,15905.35,0.2304300125429494
431,2013,620000,甘肃省,甘肃,2309.62,6014.53,0.3840067303679589
432,2013,630000,青海省,青海,1228.05,1713.31,0.7167704618545389
433,2013,640000,宁夏回族自治区,宁夏,922.48,2327.68,0.39630877096508116
434,2013,650000,新疆维吾尔自治区,新疆,3067.12,8392.57,0.3654565883871091
435,2014,110000,北京市,北京,4524.67,22926.0,0.19735976620430953
436,2014,120000,天津市,天津,2884.7,10640.62,0.2711026237192945
437,2014,130000,河北省,河北,4677.3,25208.9,0.18554161427115026
438,2014,140000,山西省,山西,3085.28,12094.71,0.25509334246129095
439,2014,150000,内蒙古自治区,内蒙古,3879.98,12158.22,0.3191240165089956
440,2014,210000,辽宁省,辽宁,5080.49,20025.65,0.25369913086466606
441,2014,220000,吉林省,吉林,2913.25,9966.54,0.29230304599188883
442,2014,230000,黑龙江省,黑龙江,3434.22,12170.77,0.2821694929737395
443,2014,310000,上海市,上海,4923.44,25269.75,0.19483532682357363
444,2014,320000,江苏省,江苏,8472.45,64830.51,0.1306861537877768
445,2014,330000,浙江省,浙江,5159.57,40023.48,0.12891357772987255
446,2014,340000,安徽省,安徽,4664.1,22519.65,0.20711245512252632
447,2014,350000,福建省,福建,3306.7,24942.07,0.13257520326099637
448,2014,360000,江西省,江西,3882.7,15667.78,0.24781430426008022
449,2014,370000,山东省,山东,7177.31,50774.84,0.14135563991929864
450,2014,410000,河南省,河南,6028.69,34574.76,0.17436679242314335
451,2014,420000,湖北省,湖北,4934.15,28242.13,0.1747088480932564
452,2014,430000,湖南省,湖南,5017.38,25881.28,0.193861354616155
453,2014,440000,广东省,广东,9152.64,68173.03,0.1342560247065445
454,2014,450000,广西壮族自治区,广西,3479.79,13587.82,0.25609626856993983
455,2014,460000,海南省,海南,1099.74,3449.01,0.3188567154052902
456,2014,500000,重庆市,重庆,3304.39,14623.78,0.22596004589784582
457,2014,510000,四川省,四川,6796.61,28891.33,0.23524739082624438
458,2014,520000,贵州省,贵州,3542.8,9173.13,0.38621495607279094
459,2014,530000,云南省,云南,4437.98,14041.65,0.31605829799204505
460,2014,540000,西藏自治区,西藏,1185.51,939.74,1.261529784834103
461,2014,610000,陕西省,陕西,3962.5,17402.5,0.22769716994684672
462,2014,620000,甘肃省,甘肃,2541.49,6518.39,0.3898953575959707
463,2014,630000,青海省,青海,1347.43,1847.72,0.7292392786785877
464,2014,640000,宁夏回族自治区,宁夏,1000.45,2473.94,0.40439541783551747
465,2014,650000,新疆维吾尔自治区,新疆,3317.79,9264.54,0.3581170786676942
466,2015,110000,北京市,北京,5737.7,24779.1,0.2315540112433462
467,2015,120000,天津市,天津,3232.35,10879.51,0.2971043732668107
468,2015,130000,河北省,河北,5632.19,26398.35,0.21335386491958777
469,2015,140000,山西省,山西,3422.97,11836.39,0.28919036969886935
470,2015,150000,内蒙古自治区,内蒙古,4252.96,12948.99,0.3284395153598852
471,2015,210000,辽宁省,辽宁,4481.61,20210.26,0.22174925013334812
472,2015,220000,吉林省,吉林,3217.1,10018.0,0.3211319624675584
473,2015,230000,黑龙江省,黑龙江,4020.66,11690.03,0.34393923711059765
474,2015,310000,上海市,上海,6191.56,26887.02,0.23028063355477849
475,2015,320000,江苏省,江苏,9687.58,71255.93,0.1359547198387559
476,2015,330000,浙江省,浙江,6645.98,43507.72,0.1527540399726761
477,2015,340000,安徽省,安徽,5239.01,23831.18,0.21983846372693253
478,2015,350000,福建省,福建,4001.58,26819.46,0.14920434639623617
479,2015,360000,江西省,江西,4412.55,16780.89,0.26295089235433877
480,2015,370000,山东省,山东,8250.01,55288.79,0.14921668569704635
481,2015,410000,河南省,河南,6799.35,37084.1,0.18334946783122688
482,2015,420000,湖北省,湖北,6132.84,30344.0,0.20211046664909044
483,2015,430000,湖南省,湖南,5728.72,28538.6,0.20073584548646398
484,2015,440000,广东省,广东,12827.8,74732.44,0.17164968787316456
485,2015,450000,广西壮族自治区,广西,4065.51,14797.8,0.2747374609739286
486,2015,460000,海南省,海南,1239.43,3734.19,0.3319140161587921
487,2015,500000,重庆市,重庆,3792.0,16040.54,0.2364010189183157
488,2015,510000,四川省,四川,7497.51,30342.01,0.24709997788544663
489,2015,520000,贵州省,贵州,3939.5,10541.0,0.37373114505265154
490,2015,530000,云南省,云南,4712.83,14960.0,0.315028743315508
491,2015,540000,西藏自治区,西藏,1381.46,1043.0,1.3245062320230105
492,2015,610000,陕西省,陕西,4376.06,17898.8,0.2444890160234206
493,2015,620000,甘肃省,甘肃,2958.31,6556.55,0.4511991824968924
494,2015,630000,青海省,青海,1515.16,2011.02,0.7534286083678929
495,2015,640000,宁夏回族自治区,宁夏,1138.49,2579.38,0.44138126216377577
496,2015,650000,新疆维吾尔自治区,新疆,3804.87,9306.88,0.40882336508045664
497,2016,110000,北京市,北京,6406.77,27041.2,0.23692624587666228
498,2016,120000,天津市,天津,3699.43,11477.2,0.32232861673578916
499,2016,130000,河北省,河北,6049.53,28474.1,0.21245728574388656
500,2016,140000,山西省,山西,3428.86,11946.4,0.2870203575972678
501,2016,150000,内蒙古自治区,内蒙古,4512.71,13789.26,0.3272626667420877
502,2016,210000,辽宁省,辽宁,4577.47,20392.48,0.22446852957560828
503,2016,220000,吉林省,吉林,3586.09,10427.0,0.34392346791982353
504,2016,230000,黑龙江省,黑龙江,4227.34,11895.01,0.3553876793714339
505,2016,310000,上海市,上海,6918.94,29887.02,0.23150317428770079
506,2016,320000,江苏省,江苏,9981.96,77350.85,0.12904783851761162
507,2016,330000,浙江省,浙江,6974.26,47254.04,0.14759076684236946
508,2016,340000,安徽省,安徽,5522.95,26307.7,0.2099366345214519
509,2016,350000,福建省,福建,4275.4,29609.43,0.14439318825117536
510,2016,360000,江西省,江西,4617.4,18388.59,0.2511013623121729
511,2016,370000,山东省,山东,8755.21,58762.46,0.14899325181416842
512,2016,410000,河南省,河南,7453.74,40249.34,0.18518912359805156
513,2016,420000,湖北省,湖北,6422.98,33353.0,0.1925757802896291
514,2016,430000,湖南省,湖南,6339.16,30853.45,0.20546032939590222
515,2016,440000,广东省,广东,13446.09,82163.22,0.16365096207281069
516,2016,450000,广西壮族自治区,广西,4441.7,16116.55,0.2755986858229584
517,2016,460000,海南省,海南,1376.48,4090.2,0.3365312209671899
518,2016,500000,重庆市,重庆,4001.81,18023.04,0.2220385684102127
519,2016,510000,四川省,四川,8008.89,33138.48,0.24167946145991004
520,2016,520000,贵州省,贵州,4262.36,11792.35,0.3614512798551603
521,2016,530000,云南省,云南,5018.86,16369.0,0.30660761194941655
522,2016,540000,西藏自治区,西藏,1587.98,1173.0,1.353776641091219
523,2016,610000,陕西省,陕西,4389.37,19045.75,0.23046453933292205
524,2016,620000,甘肃省,甘肃,3150.03,6907.91,0.45600333530691634
525,2016,630000,青海省,青海,1524.8,2258.19,0.6752310478746252
526,2016,640000,宁夏回族自治区,宁夏,1254.54,2781.39,0.4510478573662809
527,2016,650000,新疆维吾尔自治区,新疆,4138.25,9630.83,0.42968778391893536
528,2017,110000,北京市,北京,6824.53,29883.0,0.2283749958170197
529,2017,120000,天津市,天津,3282.54,12450.56,0.26364597255063227
530,2017,130000,河北省,河北,6639.18,30640.76,0.21667804584481587
531,2017,140000,山西省,山西,3756.42,14484.27,0.25934479266128013
532,2017,150000,内蒙古自治区,内蒙古,4529.93,14898.05,0.30406194099227757
533,2017,210000,辽宁省,辽宁,4879.42,21692.97,0.22493093384631058
534,2017,220000,吉林省,吉林,3725.72,10922.0,0.3411206738692547
535,2017,230000,黑龙江省,黑龙江,4641.08,12312.99,0.376925507127026
536,2017,310000,上海市,上海,7547.62,32925.01,0.22923668056592844
537,2017,320000,江苏省,江苏,10621.03,85869.76,0.12368766373633747
538,2017,330000,浙江省,浙江,7530.32,52403.13,0.14369981335084375
539,2017,340000,安徽省,安徽,6203.81,29676.22,0.20904987225462004
540,2017,350000,福建省,福建,4684.15,33842.44,0.13841052831888007
541,2017,360000,江西省,江西,5111.47,20210.78,0.2529081015181008
542,2017,370000,山东省,山东,9258.4,63012.1,0.14693051017185588
543,2017,410000,河南省,河南,8215.52,44824.92,0.18328019324964775
544,2017,420000,湖北省,湖北,6801.26,37235.0,0.18265771451591245
545,2017,430000,湖南省,湖南,6869.39,33828.11,0.20306750805764792
546,2017,440000,广东省,广东,15037.48,91648.73,0.16407734182459485
547,2017,450000,广西壮族自治区,广西,4908.55,17790.68,0.275905698938995
548,2017,460000,海南省,海南,1443.97,4497.54,0.3210577337833571
549,2017,500000,重庆市,重庆,4336.28,20066.29,0.2160977440274211
550,2017,510000,四川省,四川,8694.76,37905.14,0.22938208380182742
551,2017,520000,贵州省,贵州,4612.52,13605.42,0.3390207726038594
552,2017,530000,云南省,云南,5712.97,18486.0,0.30904305961267986
553,2017,540000,西藏自治区,西藏,1681.94,1349.0,1.2468050407709415
554,2017,610000,陕西省,陕西,4833.19,21473.45,0.2250774793989787
555,2017,620000,甘肃省,甘肃,3304.44,7336.74,0.4503962250263741
556,2017,630000,青海省,青海,1530.44,2465.11,0.6208404493105785
557,2017,640000,宁夏回族自治区,宁夏,1372.78,3200.28,0.428956216331071
558,2017,650000,新疆维吾尔自治区,新疆,4637.24,11159.87,0.41552813787257376
559,2018,110000,北京市,北京,7471.43,33105.97,0.22568225610063683
560,2018,120000,天津市,天津,3103.16,13362.92,0.23222170004759438
561,2018,130000,河北省,河北,7726.21,32494.61,0.23776897153097082
562,2018,140000,山西省,山西,4283.91,15958.13,0.26844686689480535
563,2018,150000,内蒙古自治区,内蒙古,4831.46,16140.76,0.29933286908423146
564,2018,210000,辽宁省,辽宁,5337.72,23510.54,0.22703519357700844
565,2018,220000,吉林省,吉林,3789.59,11253.81,0.33673840237217445
566,2018,230000,黑龙江省,黑龙江,4676.75,12846.48,0.36404914030925206
567,2018,310000,上海市,上海,8351.54,36011.82,0.2319110780849177
568,2018,320000,江苏省,江苏,11657.35,93207.55,0.12506873102018023
569,2018,330000,浙江省,浙江,8629.53,58002.84,0.14877771502222997
570,2018,340000,安徽省,安徽,6572.15,34010.91,0.19323652322151919
571,2018,350000,福建省,福建,4832.69,38687.77,0.12491518637543596
572,2018,360000,江西省,江西,5667.52,22716.51,0.24948902802411113
573,2018,370000,山东省,山东,10100.96,66648.87,0.1515548575692281
574,2018,410000,河南省,河南,9217.73,49935.9,0.18459124597734294
575,2018,420000,湖北省,湖北,7258.27,42021.95,0.17272568264918695
576,2018,430000,湖南省,湖南,7479.61,36329.68,0.2058815271700714
577,2018,440000,广东省,广东,15729.26,99945.22,0.15737881211327565
578,2018,450000,广西壮族自治区,广西,5310.74,19627.81,0.2705722136091596
579,2018,460000,海南省,海南,1691.3,4910.69,0.34441188509150444
580,2018,500000,重庆市,重庆,4540.95,21588.8,0.21033823093455867
581,2018,510000,四川省,四川,9707.5,42902.1,0.22627097508047392
582,2018,520000,贵州省,贵州,5029.68,15353.21,0.3275979420590222
583,2018,530000,云南省,云南,6075.03,20880.63,0.2909409342534205
584,2018,540000,西藏自治区,西藏,1970.68,1548.39,1.2727284469674953
585,2018,610000,陕西省,陕西,5302.44,23941.88,0.22147132973684602
586,2018,620000,甘肃省,甘肃,3772.23,8104.07,0.4654735213294061
587,2018,630000,青海省,青海,1647.43,2748.0,0.5995014556040758
588,2018,640000,宁夏回族自治区,宁夏,1419.06,3510.21,0.40426641141128306
589,2018,650000,新疆维吾尔自治区,新疆,5012.45,12809.39,0.3913105932444871
590,2019,110000,北京市,北京,7408.19,35445.13,0.2090044527978879
591,2019,120000,天津市,天津,3555.71,14055.46,0.2529771348643161
592,2019,130000,河北省,河北,8309.04,34978.55,0.23754672506436086
593,2019,140000,山西省,山西,4710.76,16961.61,0.277730710704939
594,2019,150000,内蒙古自治区,内蒙古,5100.91,17212.53,0.2963486483393203
595,2019,210000,辽宁省,辽宁,5745.09,24855.26,0.23114181867339148
596,2019,220000,吉林省,吉林,3933.42,11726.82,0.33542085578187436
597,2019,230000,黑龙江省,黑龙江,5011.56,13544.43,0.3700089261785103
598,2019,310000,上海市,上海,8179.28,37987.55,0.21531475443928338
599,2019,320000,江苏省,江苏,12573.55,98656.82,0.12744734727918453
600,2019,330000,浙江省,浙江,10053.03,62461.99,0.1609463611389903
601,2019,340000,安徽省,安徽,7392.22,36845.49,0.20062753948990775
602,2019,350000,福建省,福建,5077.93,42326.58,0.11997024092189826
603,2019,360000,江西省,江西,6386.8,24667.29,0.2589177814020105
604,2019,370000,山东省,山东,10739.76,70540.48,0.15224960193069287
605,2019,410000,河南省,河南,10163.93,53717.75,0.18920989803184238
606,2019,420000,湖北省,湖北,7970.21,45428.96,0.1754433735661129
607,2019,430000,湖南省,湖南,8034.42,39894.14,0.2013934878656364
608,2019,440000,广东省,广东,17297.85,107986.92,0.1601846779221039
609,2019,450000,广西壮族自治区,广西,5850.96,21237.14,0.27550602388080503
610,2019,460000,海南省,海南,1858.6,5330.84,0.3486504941059945
611,2019,500000,重庆市,重庆,4847.68,23605.77,0.20535996072146767
612,2019,510000,四川省,四川,10348.17,46363.75,0.2231952764821655
613,2019,520000,贵州省,贵州,5948.74,16769.34,0.3547390654611332
614,2019,530000,云南省,云南,6770.09,23223.75,0.29151579740567307
615,2019,540000,西藏自治区,西藏,2187.75,1697.82,1.2885641587447434
616,2019,610000,陕西省,陕西,5718.52,25793.17,0.22170675415235896
617,2019,620000,甘肃省,甘肃,3951.6,8718.3,0.45325350125597885
618,2019,630000,青海省,青海,1863.67,2941.07,0.6336707388807474
619,2019,640000,宁夏回族自治区,宁夏,1438.29,3748.48,0.3836995262079563
620,2019,650000,新疆维吾尔自治区,新疆,5315.49,13597.11,0.39092792512526553
621,2020,110000,北京市,北京,7116.18,35943.25,0.19798376607568877
622,2020,120000,天津市,天津,3151.35,14007.99,0.22496803609939756
623,2020,130000,河北省,河北,9022.79,36013.84,0.25053673809846444
624,2020,140000,山西省,山西,5110.87,17835.58,0.2865547405803455
625,2020,150000,内蒙古自治区,内蒙古,5270.16,17258.04,0.30537419081193456
626,2020,210000,辽宁省,辽宁,6014.17,25011.38,0.24045734381709447
627,2020,220000,吉林省,吉林,4127.17,12255.98,0.3367474490004064
628,2020,230000,黑龙江省,黑龙江,5449.41,13633.43,0.39970939081361034
629,2020,310000,上海市,上海,8102.11,38963.3,0.20794208909409623
630,2020,320000,江苏省,江苏,13681.55,102807.68,0.13307906568847774
631,2020,330000,浙江省,浙江,10082.01,64689.06,0.1558534008687095
632,2020,340000,安徽省,安徽,7473.59,38061.51,0.19635558337018158
633,2020,350000,福建省,福建,5216.1,43608.55,0.11961186510443479
634,2020,360000,江西省,江西,6674.08,25781.95,0.2588663774462366
635,2020,370000,山东省,山东,11233.52,72798.17,0.154310472364896
636,2020,410000,河南省,河南,10372.67,54259.43,0.1911680605564784
637,2020,420000,湖北省,湖北,8442.88,43004.49,0.19632554647200792
638,2020,430000,湖南省,湖南,8403.13,41542.57,0.20227756732431332
639,2020,440000,广东省,广东,17430.79,111151.63,0.15681992247886964
640,2020,450000,广西壮族自治区,广西,6179.47,22120.87,0.2793502244712799
641,2020,460000,海南省,海南,1972.46,5566.24,0.3543612923625284
642,2020,500000,重庆市,重庆,4893.95,25041.43,0.19543412656545572
643,2020,510000,四川省,四川,11198.54,48501.64,0.23088992454688131
644,2020,520000,贵州省,贵州,5739.5,17860.41,0.3213532052175734
645,2020,530000,云南省,云南,6974.02,24555.72,0.284007962299619
646,2020,540000,西藏自治区,西藏,2210.92,1902.74,1.1619664273626455
647,2020,610000,陕西省,陕西,5930.32,26014.14,0.22796525274331575
648,2020,620000,甘肃省,甘肃,4163.4,8979.67,0.4636473277971239
649,2020,630000,青海省,青海,1932.84,3009.81,0.6421800711672829
650,2020,640000,宁夏回族自治区,宁夏,1480.36,3956.34,0.37417411041518167
651,2020,650000,新疆维吾尔自治区,新疆,5533.16,13800.74,0.4009321239295864
652,2021,110000,北京市,北京,7205.12,41045.6,0.17553940008186017
653,2021,120000,天津市,天津,3152.55,15685.05,0.20099075234060462
654,2021,130000,河北省,河北,8848.21,40397.1,0.21903082151936648
655,2021,140000,山西省,山西,5046.62,22870.4,0.2206616412480761
656,2021,150000,内蒙古自治区,内蒙古,5239.57,21166.0,0.24754653689879993
657,2021,210000,辽宁省,辽宁,5879.21,27569.5,0.21325051234153686
658,2021,220000,吉林省,吉林,3696.84,13163.84,0.2808329484405766
659,2021,230000,黑龙江省,黑龙江,5104.81,14858.2,0.3435685345465804
660,2021,310000,上海市,上海,8430.86,43653.17,0.19313282403087798
661,2021,320000,江苏省,江苏,14585.26,117392.36,0.12424369013451983
662,2021,330000,浙江省,浙江,11014.59,74040.8,0.14876378969433068
663,2021,340000,安徽省,安徽,7591.05,42565.2,0.1783393476360971
664,2021,350000,福建省,福建,5204.72,49566.05,0.10500574485963679
665,2021,360000,江西省,江西,6778.87,29827.8,0.2272668450237698
666,2021,370000,山东省,山东,11713.16,82875.0,0.14133526395173454
667,2021,410000,河南省,河南,9784.29,58071.43,0.16848715452676127
668,2021,420000,湖北省,湖北,7933.67,50091.2,0.15838450665985243
669,2021,430000,湖南省,湖南,8325.5,45713.45,0.18212364194782937
670,2021,440000,广东省,广东,18247.01,124719.5,0.14630438704452792
671,2021,450000,广西壮族自治区,广西,5806.54,25209.09,0.23033516878237176
672,2021,460000,海南省,海南,1971.37,6504.05,0.30309883841606383
673,2021,500000,重庆市,重庆,4835.06,28077.28,0.17220542730634877
674,2021,510000,四川省,四川,11215.69,54088.0,0.20736004289306317
675,2021,520000,贵州省,贵州,5590.01,19458.6,0.2872770908492903
676,2021,530000,云南省,云南,6634.36,27161.6,0.24425512488218662
677,2021,540000,西藏自治区,西藏,2027.01,2080.17,0.9744443963714504
678,2021,610000,陕西省,陕西,6069.22,30121.7,0.20148995574618964
679,2021,620000,甘肃省,甘肃,4032.56,10225.5,0.39436311182827244
680,2021,630000,青海省,青海,1854.52,3385.1,0.5478479217748368
681,2021,640000,宁夏回族自治区,宁夏,1427.89,4588.24,0.311206475685666
682,2021,650000,新疆维吾尔自治区,新疆,5376.91,16311.6,0.3296371907109051
683,2022,110000,北京市,北京,7469.15,41540.9,0.17980231530852725
684,2022,120000,天津市,天津,2729.83,16132.16,0.16921664550810306
685,2022,130000,河北省,河北,9305.64,41988.0,0.2216261789082595
686,2022,140000,山西省,山西,5876.5,25584.0,0.2296943402126329
687,2022,150000,内蒙古自治区,内蒙古,5887.7,23388.9,0.25173052174322
688,2022,210000,辽宁省,辽宁,6261.43,28826.1,0.2172139137795262
689,2022,220000,吉林省,吉林,4044.01,12818.06,0.31549314014757307
690,2022,230000,黑龙江省,黑龙江,5451.99,15831.5,0.3443760856520229
691,2022,310000,上海市,上海,9393.0,44809.13,0.20962245863733575
692,2022,320000,江苏省,江苏,14901.37,122089.3,0.12205303822693717
693,2022,330000,浙江省,浙江,12017.78,78060.6,0.15395449176665307
694,2022,340000,安徽省,安徽,8379.78,44607.7,0.1878550115787185
695,2022,350000,福建省,福建,5691.22,51765.12,0.10994314318212726
696,2022,360000,江西省,江西,7289.07,31213.8,0.23352075043730658
697,2022,370000,山东省,山东,12128.63,87576.9,0.13849120030510328
698,2022,410000,河南省,河南,10646.75,58220.13,0.18287059819344273
699,2022,420000,湖北省,湖北,8623.87,52741.7,0.16351141506625688
700,2022,430000,湖南省,湖南,8991.61,47558.64,0.18906364858204525
701,2022,440000,广东省,广东,18533.08,129513.6,0.14309755886640477
702,2022,450000,广西壮族自治区,广西,5893.32,26186.06,0.2250556211969269
703,2022,460000,海南省,海南,2097.37,6889.62,0.30442462719279145
704,2022,500000,重庆市,重庆,4892.77,28576.1,0.17121895570074294
705,2022,510000,四川省,四川,11914.66,56610.2,0.21046843148407884
706,2022,520000,贵州省,贵州,5851.36,20010.4,0.29241594370927115
707,2022,530000,云南省,云南,6699.79,28556.1,0.23461852283750234
708,2022,540000,西藏自治区,西藏,2592.98,2150.15,1.2059530730414156
709,2022,610000,陕西省,陕西,6760.98,32838.2,0.20588765523079827
710,2022,620000,甘肃省,甘肃,4257.16,11121.4,0.3827899365187836
711,2022,630000,青海省,青海,1975.1,3623.26,0.5451168284914689
712,2022,640000,宁夏回族自治区,宁夏,1587.85,5104.62,0.3110613522652029
713,2022,650000,新疆维吾尔自治区,新疆,6835.4,18042.67,0.3788463680818859
714,2023,110000,北京市,北京,7971.6,43760.7,0.18216344802528298
715,2023,120000,天津市,天津,3280.45,16737.3,0.19599636739498008
716,2023,130000,河北省,河北,9605.7,43944.1,0.21858907111534884
717,2023,140000,山西省,山西,6351.2,25698.18,0.2471459068307561
718,2023,150000,内蒙古自治区,内蒙古,6817.5,24626.96,0.2768307578361276
719,2023,210000,辽宁省,辽宁,6567.3,30209.4,0.2173925996544122
720,2023,220000,吉林省,吉林,4406.85,13531.19,0.325680889855216
721,2023,230000,黑龙江省,黑龙江,5776.7,15883.9,0.3636827227570055
722,2023,310000,上海市,上海,9638.51,47218.66,0.20412502176046501
723,2023,320000,江苏省,江苏,15242.7,128222.16,0.1188772673927814
724,2023,330000,浙江省,浙江,12353.1,82553.2,0.14963805158370602
725,2023,340000,安徽省,安徽,8638.2,47050.6,0.18359383302232068
726,2023,350000,福建省,福建,5868.43,54355.1,0.10796466200963664
727,2023,360000,江西省,江西,7500.6,32200.1,0.23293716479141371
728,2023,370000,山东省,山东,12582.7,92068.7,0.13666642409418187
729,2023,410000,河南省,河南,11062.55,59132.39,0.18708105659182725
730,2023,420000,湖北省,湖北,9295.79,55803.63,0.16658038195723113
731,2023,430000,湖南省,湖南,9584.5,50012.85,0.1916407483276798
732,2023,440000,广东省,广东,18510.9,135673.16,0.13643745011909506
733,2023,450000,广西壮族自治区,广西,6102.58,27202.39,0.22433984660906633
734,2023,460000,海南省,海南,2257.33,7551.18,0.29893738462068176
735,2023,500000,重庆市,重庆,5304.6,30145.79,0.17596486938972242
736,2023,510000,四川省,四川,12731.7,60132.9,0.21172602685052608
737,2023,520000,贵州省,贵州,6202.8,20913.25,0.2965966552305357
738,2023,530000,云南省,云南,6730.34,30021.12,0.2241868391319178
739,2023,540000,西藏自治区,西藏,2809.1,2392.67,1.1740440595652555
740,2023,610000,陕西省,陕西,7180.88,33786.07,0.21253966501578905
741,2023,620000,甘肃省,甘肃,4518.5,11863.8,0.3808644784976146
742,2023,630000,青海省,青海,2188.7,3799.06,0.5761161971645617
743,2023,640000,宁夏回族自治区,宁夏,1751.45,5314.95,0.32953273313954035
744,2023,650000,新疆维吾尔自治区,新疆,7521.3,19125.91,0.3932518766427323
