row_id,year,province,province_2,id,social_consumption,gdp,social_consumption_2,field_008,field_009
412,2013,310000,上海市,上海,8557.0,23204.12,0.368770718303474,,
413,2013,320000,江苏省,江苏,20878.2,59349.41,0.351784457503453,,
414,2013,330000,浙江省,浙江,15970.8,37334.64,0.427774313613309,,
415,2013,340000,安徽省,安徽,7044.7,20584.04,0.342240881770537,,
416,2013,350000,福建省,福建,8275.3,22503.84,0.367728352139013,,
417,2013,360000,江西省,江西,4696.1,14300.17,0.328394697405695,,
418,2013,370000,山东省,山东,22294.8,47344.33,0.470907498321341,,
419,2013,410000,河南省,河南,12426.6,31632.5,0.392842804078084,,
420,2013,420000,湖北省,湖北,11035.9,25378.01,0.434860731791027,,
421,2013,430000,湖南省,湖南,9509.5,23545.24,0.403882058539221,,
422,2013,440000,广东省,广东,25453.9,62503.41,0.407240180975726,,
423,2013,450000,广西壮族自治区,广西,5133.1,12448.36,0.412351506543834,,
424,2013,460000,海南省,海南,1090.9,3115.85,0.350113131248295,,
425,2013,500000,重庆市,重庆,5055.8,13027.6,0.388083760631275,,
426,2013,510000,四川省,四川,11001.0,26518.02,0.414849977487007,,
427,2013,520000,贵州省,贵州,2601.2,7973.06,0.326248642302955,,
428,2013,530000,云南省,云南,4112.6,12825.46,0.320659064080353,,
429,2013,540000,西藏自治区,西藏,322.2,828.2,0.389036464622072,,
430,2013,610000,陕西省,陕西,5245.0,15905.35,0.329763255759854,,
431,2013,620000,甘肃省,甘肃,2368.8,6014.53,0.393846235699215,,
432,2013,630000,青海省,青海,549.6,1713.31,0.320782578751073,,
433,2013,640000,宁夏回族自治区,宁夏,668.5,2327.68,0.287195834478966,,
434,2013,650000,新疆维吾尔自治区,新疆,2179.5,8392.57,0.259693991232721,,
435,2014,110000,北京市,北京,9638.0,22926.0,0.420396056878653,,
436,2014,120000,天津市,天津,4738.7,10640.62,0.445340591055784,,
437,2014,130000,河北省,河北,11820.5,25208.9,0.468901856090508,,
438,2014,140000,山西省,山西,5717.9,12094.71,0.472760405168871,,
439,2014,150000,内蒙古自治区,内蒙古,5657.6,12158.22,0.465331273821332,,
440,2014,210000,辽宁省,辽宁,11857.0,20025.65,0.592090643749391,,
441,2014,220000,吉林省,吉林,6080.9,9966.54,0.610131499998997,,
442,2014,230000,黑龙江省,黑龙江,7015.3,12170.77,0.57640560128899,,
443,2014,310000,上海市,上海,9303.5,25269.75,0.368167472966689,,
444,2014,320000,江苏省,江苏,23458.1,64830.51,0.361837350963304,,
445,2014,330000,浙江省,浙江,17835.3,40023.48,0.445620920519655,,
446,2014,340000,安徽省,安徽,7957.0,22519.65,0.353335864456153,,
447,2014,350000,福建省,福建,9346.7,24942.07,0.374736339044835,,
448,2014,360000,江西省,江西,5292.6,15667.78,0.337801526444717,,
449,2014,370000,山东省,山东,25111.5,50774.84,0.494565812516593,,
450,2014,410000,河南省,河南,14005.0,34574.76,0.405064272318882,,
451,2014,420000,湖北省,湖北,12449.3,28242.13,0.4408059873671,,
452,2014,430000,湖南省,湖南,10723.5,25881.28,0.414334221491364,,
453,2014,440000,广东省,广东,28471.1,68173.03,0.417629963051371,,
454,2014,450000,广西壮族自治区,广西,5772.8,13587.82,0.424851079864172,,
455,2014,460000,海南省,海南,1224.5,3449.01,0.355029414237709,,
456,2014,500000,重庆市,重庆,5710.7,14623.78,0.390507789367728,,
457,2014,510000,四川省,四川,12393.0,28891.33,0.428952215076288,,
458,2014,520000,贵州省,贵州,2936.9,9173.13,0.320163346643948,,
459,2014,530000,云南省,云南,4632.9,14041.65,0.32993985749538,,
460,2014,540000,西藏自治区,西藏,364.5,939.74,0.387873241534893,,
461,2014,610000,陕西省,陕西,5918.7,17402.5,0.340106306565149,,
462,2014,620000,甘肃省,甘肃,2668.3,6518.39,0.409349547971201,,
463,2014,630000,青海省,青海,620.8,1847.72,0.335981642240166,,
464,2014,640000,宁夏回族自治区,宁夏,737.2,2473.94,0.297986208234638,,
465,2014,650000,新疆维吾尔自治区,新疆,2436.5,9264.54,0.262992010396631,,
466,2015,110000,北京市,北京,12271.9,24779.1,0.49525204708807,,
467,2015,120000,天津市,天津,3963.2,10879.51,0.364281111925078,,
468,2015,130000,河北省,河北,9367.5,26398.35,0.354851723687276,,
469,2015,140000,山西省,山西,5345.1,11836.39,0.451581943481078,,
470,2015,150000,内蒙古自治区,内蒙古,4103.5,12948.99,0.316897302415092,,
471,2015,210000,辽宁省,辽宁,8364.8,20210.26,0.413888787180373,,
472,2015,220000,吉林省,吉林,3571.7,10018.0,0.356528249151527,,
473,2015,230000,黑龙江省,黑龙江,4471.0,11690.03,0.382462662627897,,
474,2015,310000,上海市,上海,11605.7,26887.02,0.431646943394991,,
475,2015,320000,江苏省,江苏,26710.1,71255.93,0.374847398665627,,
476,2015,330000,浙江省,浙江,18910.7,43507.72,0.434651597463623,,
477,2015,340000,安徽省,安徽,11190.8,23831.18,0.469586482918597,,
478,2015,350000,福建省,福建,12273.0,26819.46,0.457615477716554,,
479,2015,360000,江西省,江西,6419.8,16780.89,0.382566121343981,,
480,2015,370000,山东省,山东,21550.9,55288.79,0.389787875625421,,
481,2015,410000,河南省,河南,15475.8,37084.1,0.417316316157059,,
482,2015,420000,湖北省,湖北,14847.9,30344.0,0.489319140522014,,
483,2015,430000,湖南省,湖南,11241.4,28538.6,0.393901592930277,,
484,2015,440000,广东省,广东,30326.8,74732.44,0.405805029248342,,
485,2015,450000,广西壮族自治区,广西,5771.5,14797.8,0.390024192785414,,
486,2015,460000,海南省,海南,1409.4,3734.19,0.377431250150635,,
487,2015,500000,重庆市,重庆,7667.6,16040.54,0.478013832452025,,
488,2015,510000,四川省,四川,13834.4,30342.01,0.45594869950936,,
489,2015,520000,贵州省,贵州,4925.2,10541.0,0.467242197134997,,
490,2015,530000,云南省,云南,6390.8,14960.0,0.427192513368984,,
491,2015,540000,西藏自治区,西藏,477.1,1043.0,0.457430488974113,,
492,2015,610000,陕西省,陕西,6859.1,17898.8,0.383215634567681,,
493,2015,620000,甘肃省,甘肃,2737.1,6556.55,0.417460402193227,,
494,2015,630000,青海省,青海,694.6,2011.02,0.345396863283309,,
495,2015,640000,宁夏回族自治区,宁夏,1039.8,2579.38,0.403120129643558,,
496,2015,650000,新疆维吾尔自治区,新疆,2769.6,9306.88,0.297586301746665,,
497,2016,110000,北京市,北京,13134.9,27041.2,0.485736579737586,,
498,2016,120000,天津市,天津,4188.1,11477.2,0.364906074652354,,
499,2016,130000,河北省,河北,10191.4,28474.1,0.357918248513561,,
500,2016,140000,山西省,山西,5699.2,11946.4,0.477064220183486,,
501,2016,150000,内蒙古自治区,内蒙古,4415.9,13789.26,0.32024198542924,,
502,2016,210000,辽宁省,辽宁,8597.1,20392.48,0.421581877241022,,
503,2016,220000,吉林省,吉林,3812.9,10427.0,0.365675649755443,,
504,2016,230000,黑龙江省,黑龙江,4794.1,11895.01,0.403034549781799,,
505,2016,310000,上海市,上海,12588.2,29887.02,0.421192879049166,,
506,2016,320000,江苏省,江苏,29612.5,77350.85,0.382833543522793,,
507,2016,330000,浙江省,浙江,20916.7,47254.04,0.442643634279736,,
508,2016,340000,安徽省,安徽,12662.5,26307.7,0.481322958677497,,
509,2016,350000,福建省,福建,13703.0,29609.43,0.462791752492365,,
510,2016,360000,江西省,江西,7198.5,18388.59,0.391465577295486,,
511,2016,370000,山东省,山东,23482.1,58762.46,0.399610567699174,,
512,2016,410000,河南省,河南,17274.5,40249.34,0.429187161826753,,
513,2016,420000,湖北省,湖北,16601.9,33353.0,0.497763319641412,,
514,2016,430000,湖南省,湖南,12500.0,30853.45,0.40514107822626,,
515,2016,440000,广东省,广东,33303.2,82163.22,0.405329781379065,,
516,2016,450000,广西壮族自治区,广西,6349.8,16116.55,0.393992510804111,,
517,2016,460000,海南省,海南,1547.3,4090.2,0.37829445992861,,
518,2016,500000,重庆市,重庆,8728.4,18023.04,0.484291218351621,,
519,2016,510000,四川省,四川,15519.7,33138.48,0.468328662026744,,
520,2016,520000,贵州省,贵州,5651.9,11792.35,0.47928529936781,,
521,2016,530000,云南省,云南,7222.7,16369.0,0.441242592705724,,
522,2016,540000,西藏自治区,西藏,539.1,1173.0,0.459590792838875,,
523,2016,610000,陕西省,陕西,7680.7,19045.75,0.403276321489046,,
524,2016,620000,甘肃省,甘肃,2984.2,6907.91,0.431997521681666,,
525,2016,630000,青海省,青海,769.9,2258.19,0.340936767942467,,
526,2016,640000,宁夏回族自治区,宁夏,1130.6,2781.39,0.406487403780124,,
527,2016,650000,新疆维吾尔自治区,新疆,3005.2,9630.83,0.312039564606581,,
528,2017,110000,北京市,北京,13933.7,29883.0,0.466275139711542,,
529,2017,120000,天津市,天津,4210.4,12450.56,0.338169528117611,,
530,2017,130000,河北省,河北,11138.5,30640.76,0.363519051094033,,
531,2017,140000,山西省,山西,6058.5,14484.27,0.418281349353471,,
532,2017,150000,内蒙古自治区,内蒙古,4642.6,14898.05,0.311624675712593,,
533,2017,210000,辽宁省,辽宁,8696.4,21692.97,0.400885632534411,,
534,2017,220000,吉林省,吉林,3992.3,10922.0,0.365528291521699,,
535,2017,230000,黑龙江省,黑龙江,5077.4,12312.99,0.412361254252623,,
536,2017,310000,上海市,上海,13699.5,32925.01,0.41608187818318,,
537,2017,320000,江苏省,江苏,32818.2,85869.76,0.382185765978617,,
538,2017,330000,浙江省,浙江,23121.3,52403.13,0.441219827899593,,
539,2017,340000,安徽省,安徽,14328.8,29676.22,0.482837773813511,,
540,2017,350000,福建省,福建,15393.9,33842.44,0.454869684337181,,
541,2017,360000,江西省,江西,8118.0,20210.78,0.401666833244437,,
542,2017,370000,山东省,山东,25527.9,63012.1,0.405126951807669,,
543,2017,410000,河南省,河南,19289.1,44824.92,0.430320901855486,,
544,2017,420000,湖北省,湖北,18519.7,37235.0,0.497373438968712,,
545,2017,430000,湖南省,湖南,13793.7,33828.11,0.40775851798992,,
546,2017,440000,广东省,广东,36598.6,91648.73,0.399335593630157,,
547,2017,450000,广西壮族自治区,广西,7038.0,17790.68,0.39560039301477,,
548,2017,460000,海南省,海南,1729.4,4497.54,0.384521316097244,,
549,2017,500000,重庆市,重庆,9769.4,20066.29,0.486856314744778,,
550,2017,510000,四川省,四川,17404.4,37905.14,0.459156726502,,
551,2017,520000,贵州省,贵州,6449.4,13605.42,0.474031672671626,,
552,2017,530000,云南省,云南,8194.8,18486.0,0.443297630639403,,
553,2017,540000,西藏自治区,西藏,618.8,1349.0,0.458710155670867,,
554,2017,610000,陕西省,陕西,8611.2,21473.45,0.401016138533864,,
555,2017,620000,甘肃省,甘肃,3206.2,7336.74,0.437006081720219,,
556,2017,630000,青海省,青海,842.9,2465.11,0.341932003034347,,
557,2017,640000,宁夏回族自治区,宁夏,1253.7,3200.28,0.391746972139938,,
558,2017,650000,新疆维吾尔自治区,新疆,3249.8,11159.87,0.291204109008438,,
559,2018,110000,北京市,北京,14422.3,33105.97,0.435640460013707,,
560,2018,120000,天津市,天津,4231.2,13362.92,0.316637381650118,,
561,2018,130000,河北省,河北,11973.9,32494.61,0.368488804758697,,
562,2018,140000,山西省,山西,6523.3,15958.13,0.408775965604993,,
563,2018,150000,内蒙古自治区,内蒙古,4852.3,16140.76,0.300624010269653,,
564,2018,210000,辽宁省,辽宁,9112.8,23510.54,0.387604878492795,,
565,2018,220000,吉林省,吉林,4073.8,11253.81,0.36199296060623,,
566,2018,230000,黑龙江省,黑龙江,5275.0,12846.48,0.410618317235538,,
567,2018,310000,上海市,上海,14874.8,36011.82,0.413053269731994,,
568,2018,320000,江苏省,江苏,35472.6,93207.55,0.380576466176828,,
569,2018,330000,浙江省,浙江,25161.9,58002.84,0.433804620601336,,
570,2018,340000,安徽省,安徽,16156.2,34010.91,0.475029924221375,,
571,2018,350000,福建省,福建,17178.4,38687.77,0.444026626502381,,
572,2018,360000,江西省,江西,9045.7,22716.51,0.39819937129427,,
573,2018,370000,山东省,山东,27480.3,66648.87,0.41231456737376,,
574,2018,410000,河南省,河南,21268.0,49935.9,0.425906011506752,,
575,2018,420000,湖北省,湖北,20598.2,42021.95,0.490177157414161,,
576,2018,430000,湖南省,湖南,15134.3,36329.68,0.416582254509261,,
577,2018,440000,广东省,广东,39767.1,99945.22,0.397888963574246,,
578,2018,450000,广西壮族自治区,广西,7663.5,19627.81,0.390440910116819,,
579,2018,460000,海南省,海南,1852.7,4910.69,0.377278956725022,,
580,2018,500000,重庆市,重庆,10705.2,21588.8,0.495868227970059,,
581,2018,510000,四川省,四川,19340.7,42902.1,0.450810100204885,,
582,2018,520000,贵州省,贵州,7105.0,15353.21,0.462769674875808,,
583,2018,530000,云南省,云南,9197.3,20880.63,0.440470426419126,,
584,2018,540000,西藏自治区,西藏,711.8,1548.39,0.45970330472297,,
585,2018,610000,陕西省,陕西,9510.3,23941.88,0.397224445198121,,
586,2018,620000,甘肃省,甘肃,3435.6,8104.07,0.423935133827817,,
587,2018,630000,青海省,青海,899.9,2748.0,0.327474526928675,,
588,2018,640000,宁夏回族自治区,宁夏,1330.1,3510.21,0.378923198327166,,
589,2018,650000,新疆维吾尔自治区,新疆,3429.1,12809.39,0.267702052947096,,
590,2019,110000,北京市,北京,15063.7,35445.13,0.424986450889022,,
591,2019,120000,天津市,天津,4218.2,14055.46,0.300111131190299,,
592,2019,130000,河北省,河北,12985.5,34978.55,0.371241803905536,,
593,2019,140000,山西省,山西,7030.5,16961.61,0.414494850429883,,
594,2019,150000,内蒙古自治区,内蒙古,5051.1,17212.53,0.293454826222525,,
595,2019,210000,辽宁省,辽宁,9670.6,24855.26,0.389076597871034,,
596,2019,220000,吉林省,吉林,4212.9,11726.82,0.359253403736051,,
597,2019,230000,黑龙江省,黑龙江,5603.9,13544.43,0.413742032702742,,
598,2019,310000,上海市,上海,15847.6,37987.55,0.417178786207586,,
599,2019,320000,江苏省,江苏,37672.5,98656.82,0.381853986374181,,
600,2019,330000,浙江省,浙江,27343.8,62461.99,0.437767032398423,,
601,2019,340000,安徽省,安徽,17862.1,36845.49,0.484783890782834,,
602,2019,350000,福建省,福建,18896.8,42326.58,0.446452323811657,,
603,2019,360000,江西省,江西,10068.1,24667.29,0.40815590200626,,
604,2019,370000,山东省,山东,29251.2,70540.48,0.41467253979559,,
605,2019,410000,河南省,河南,23476.1,53717.75,0.437026867283161,,
606,2019,420000,湖北省,湖北,22722.3,45428.96,0.500172136892414,,
607,2019,430000,湖南省,湖南,16683.9,39894.14,0.418204277620723,,
608,2019,440000,广东省,广东,42951.8,107986.92,0.397750023799179,,
609,2019,450000,广西壮族自治区,广西,8200.9,21237.14,0.386158399859868,,
610,2019,460000,海南省,海南,1951.1,5330.84,0.366002356101477,,
611,2019,500000,重庆市,重庆,11631.7,23605.77,0.492748171315742,,
612,2019,510000,四川省,四川,21343.0,46363.75,0.460338087406648,,
613,2019,520000,贵州省,贵州,7468.2,16769.34,0.445348475253051,,
614,2019,530000,云南省,云南,10158.2,23223.75,0.437405673071748,,
615,2019,540000,西藏自治区,西藏,773.4,1697.82,0.455525320705375,,
616,2019,610000,陕西省,陕西,10213.0,25793.17,0.395957534494597,,
617,2019,620000,甘肃省,甘肃,3700.3,8718.3,0.424429074475529,,
618,2019,630000,青海省,青海,948.5,2941.07,0.322501674560619,,
619,2019,640000,宁夏回族自治区,宁夏,1399.4,3748.48,0.37332465425986,,
620,2019,650000,新疆维吾尔自治区,新疆,3617.0,13597.11,0.266012409990064,,
621,2020,110000,北京市,北京,13716.4,35943.25,0.381612681101459,,
622,2020,120000,天津市,天津,3582.9,14007.99,0.255775453865972,,
623,2020,130000,河北省,河北,12705.0,36013.84,0.352781041954982,,
624,2020,140000,山西省,山西,6746.3,17835.58,0.378249543889237,,
625,2020,150000,内蒙古自治区,内蒙古,4760.5,17258.04,0.27584244792572,,
626,2020,210000,辽宁省,辽宁,8960.9,25011.38,0.35827291416947,,
627,2020,220000,吉林省,吉林,3824.0,12255.98,0.312010953020485,,
628,2020,230000,黑龙江省,黑龙江,5092.3,13633.43,0.373515689008562,,
629,2020,310000,上海市,上海,15932.5,38963.3,0.408910436231017,,
630,2020,320000,江苏省,江苏,37086.1,102807.68,0.360732777940325,,
631,2020,330000,浙江省,浙江,26629.8,64689.06,0.411658478265104,,
632,2020,340000,安徽省,安徽,18334.0,38061.51,0.481693973780862,,
633,2020,350000,福建省,福建,18626.5,43608.55,0.427129542257195,,
634,2020,360000,江西省,江西,10371.8,25781.95,0.402289198450854,,
635,2020,370000,山东省,山东,29248.0,72798.17,0.40176834115473,,
636,2020,410000,河南省,河南,22502.8,54259.43,0.414726066971216,,
637,2020,420000,湖北省,湖北,17984.9,43004.49,0.418209819486291,,
638,2020,430000,湖南省,湖南,16258.1,41542.57,0.391359995301206,,
639,2020,440000,广东省,广东,40207.9,111151.63,0.361739184571562,,
640,2020,450000,广西壮族自治区,广西,7831.0,22120.87,0.354009584613987,,
641,2020,460000,海南省,海南,1974.6,5566.24,0.354745752967892,,
642,2020,500000,重庆市,重庆,11787.2,25041.43,0.470707942797197,,
643,2020,510000,四川省,四川,20824.9,48501.64,0.429364862713921,,
644,2020,520000,贵州省,贵州,7833.4,17860.41,0.438590155545141,,
645,2020,530000,云南省,云南,9792.9,24555.72,0.398803211634601,,
646,2020,540000,西藏自治区,西藏,745.8,1902.74,0.391961066672273,,
647,2020,610000,陕西省,陕西,9605.9,26014.14,0.369256873377325,,
648,2020,620000,甘肃省,甘肃,3632.4,8979.67,0.404513751618935,,
649,2020,630000,青海省,青海,877.3,3009.81,0.29148019310189,,
650,2020,640000,宁夏回族自治区,宁夏,1301.4,3956.34,0.328940384294575,,
651,2020,650000,新疆维吾尔自治区,新疆,3062.5,13800.74,0.221908390419644,,
652,2021,110000,北京市,北京,14867.7,41045.6,0.362223965540764,,
653,2021,120000,天津市,天津,3769.8,15685.05,0.240343511815391,,
654,2021,130000,河北省,河北,13509.9,40397.1,0.334427471278879,,
655,2021,140000,山西省,山西,7747.3,22870.4,0.338747901217294,,
656,2021,150000,内蒙古自治区,内蒙古,5060.3,21166.0,0.239076821317207,,
657,2021,210000,辽宁省,辽宁,9783.9,27569.5,0.354881299987305,,
658,2021,220000,吉林省,吉林,4216.6,13163.84,0.320316868026351,,
659,2021,230000,黑龙江省,黑龙江,5542.9,14858.2,0.373053263517788,,
660,2021,310000,上海市,上海,18079.3,43653.17,0.414157780523156,,
661,2021,320000,江苏省,江苏,42702.6,117392.36,0.363759617746845,,
662,2021,330000,浙江省,浙江,29210.5,74040.8,0.39451896792039,,
663,2021,340000,安徽省,安徽,21471.2,42565.2,0.504430849614239,,
664,2021,350000,福建省,福建,20373.1,49566.05,0.411029323498645,,
665,2021,360000,江西省,江西,12206.7,29827.8,0.409239032043932,,
666,2021,370000,山东省,山东,33714.5,82875.0,0.406811463046757,,
667,2021,410000,河南省,河南,24381.7,58071.43,0.419857062242139,,
668,2021,420000,湖北省,湖北,21561.4,50091.2,0.430442872201105,,
669,2021,430000,湖南省,湖南,18596.9,45713.45,0.406814624579856,,
670,2021,440000,广东省,广东,44187.7,124719.5,0.354296641663894,,
671,2021,450000,广西壮族自治区,广西,8538.5,25209.09,0.338707188557778,,
672,2021,460000,海南省,海南,2497.6,6504.05,0.384006888015929,,
673,2021,500000,重庆市,重庆,13967.7,28077.28,0.497473401981958,,
674,2021,510000,四川省,四川,24133.2,54088.0,0.446183996450229,,
675,2021,520000,贵州省,贵州,8904.3,19458.6,0.457602294101323,,
676,2021,530000,云南省,云南,10731.8,27161.6,0.395109271913289,,
677,2021,540000,西藏自治区,西藏,810.3,2080.17,0.389535470658648,,
678,2021,610000,陕西省,陕西,10250.5,30121.7,0.340302838153225,,
679,2021,620000,甘肃省,甘肃,4037.1,10225.5,0.394807099897316,,
680,2021,630000,青海省,青海,947.8,3385.1,0.279991728457062,,
681,2021,640000,宁夏回族自治区,宁夏,1335.1,4588.24,0.290983034889195,,
682,2021,650000,新疆维吾尔自治区,新疆,3584.6,16311.6,0.219757718433507,,
683,2022,110000,北京市,北京,13794.2,41540.9,0.332063099258803,,
684,2022,120000,天津市,天津,3572.0,16132.16,0.221421062027652,,
685,2022,130000,河北省,河北,13720.1,41988.0,0.326762408307135,,
686,2022,140000,山西省,山西,7562.7,25584.0,0.295602720450281,,
687,2022,150000,内蒙古自治区,内蒙古,4971.4,23388.9,0.212553818264219,,
688,2022,210000,辽宁省,辽宁,9526.2,28826.1,0.330471343678125,,
689,2022,220000,吉林省,吉林,3807.7,12818.06,0.297057433028087,,
690,2022,230000,黑龙江省,黑龙江,5210.0,15831.5,0.329090736822158,,
691,2022,310000,上海市,上海,16442.1,44809.13,0.366936381045559,,
692,2022,320000,江苏省,江苏,42752.1,122089.3,0.350170735682816,,
693,2022,330000,浙江省,浙江,30467.2,78060.6,0.390301893656979,,
694,2022,340000,安徽省,安徽,21518.4,44607.7,0.482392053389886,,
695,2022,350000,福建省,福建,21050.1,51765.12,0.406646405919662,,
696,2022,360000,江西省,江西,12853.5,31213.8,0.411789016396594,,
697,2022,370000,山东省,山东,33236.2,87576.9,0.379508751737045,,
698,2022,410000,河南省,河南,24407.4,58220.13,0.419226133641406,,
699,2022,420000,湖北省,湖北,22164.8,52741.7,0.42025190693512,,
700,2022,430000,湖南省,湖南,19050.7,47558.64,0.400572850695478,,
701,2022,440000,广东省,广东,44882.9,129513.6,0.346549705976824,,
702,2022,450000,广西壮族自治区,广西,8539.1,26186.06,0.326093348903959,,
703,2022,460000,海南省,海南,2268.4,6889.62,0.329248928097631,,
704,2022,500000,重庆市,重庆,13926.1,28576.1,0.48733382092028,,
705,2022,510000,四川省,四川,24104.6,56610.2,0.425799590886448,,
706,2022,520000,贵州省,贵州,8507.1,20010.4,0.425133930356215,,
707,2022,530000,云南省,云南,10838.8,28556.1,0.379561634817079,,
708,2022,540000,西藏自治区,西藏,726.5,2150.15,0.337883403483478,,
709,2022,610000,陕西省,陕西,10401.6,32838.2,0.316753049801755,,
710,2022,620000,甘肃省,甘肃,3922.2,11121.4,0.352671426259284,,
711,2022,630000,青海省,青海,842.1,3623.26,0.232415007479452,,
712,2022,640000,宁夏回族自治区,宁夏,1338.4,5104.62,0.262193855762035,,
713,2022,650000,新疆维吾尔自治区,新疆,3240.5,18042.67,0.179602021208613,,
714,2023,110000,北京市,北京,14462.66,43760.7,0.330494256261897,,
715,2023,120000,天津市,天津,3820.7,16737.3,0.228274572362328,,
716,2023,130000,河北省,河北,15040.51,43944.1,0.342264604349617,,
717,2023,140000,山西省,山西,7981.8,25698.18,0.310597871133286,,
718,2023,150000,内蒙古自治区,内蒙古,5374.3,24626.96,0.218228315634573,,
719,2023,210000,辽宁省,辽宁,10362.1,30209.4,0.343009129608665,,
720,2023,220000,吉林省,吉林,4150.43,13531.19,0.306730597974014,,
721,2023,230000,黑龙江省,黑龙江,5634.2,15883.9,0.354711374410567,,
722,2023,310000,上海市,上海,18515.5,47218.66,0.392122521054176,,
723,2023,320000,江苏省,江苏,45547.5,128222.16,0.355223309293807,,
724,2023,330000,浙江省,浙江,32550.2,82553.2,0.394293619144988,,
725,2023,340000,安徽省,安徽,23008.3,47050.6,0.489011829817261,,
726,2023,350000,福建省,福建,22109.57,54355.1,0.406761647021163,,
727,2023,360000,江西省,江西,13659.8,32200.1,0.424216073863125,,
728,2023,370000,山东省,山东,36141.8,92068.7,0.392552517848085,,
729,2023,410000,河南省,河南,26004.45,59132.39,0.439766598305937,,
730,2023,420000,湖北省,湖北,24041.89,55803.63,0.430830216600605,,
731,2023,430000,湖南省,湖南,20203.34,50012.85,0.403962981513751,,
732,2023,440000,广东省,广东,47494.86,135673.16,0.35006820803761,,
733,2023,450000,广西壮族自治区,广西,8651.57,27202.39,0.318044480650413,,
734,2023,460000,海南省,海南,2511.32,7551.18,0.332573187236962,,
735,2023,500000,重庆市,重庆,15130.25,30145.79,0.5019025873928,,
736,2023,510000,四川省,四川,26313.4,60132.9,0.437587410552293,,
737,2023,520000,贵州省,贵州,9011.2,20913.25,0.430884726190334,,
738,2023,530000,云南省,云南,11560.68,30021.12,0.385084900230238,,
739,2023,540000,西藏自治区,西藏,879.8,2392.67,0.367706369871315,,
740,2023,610000,陕西省,陕西,10759.01,33786.07,0.318445146180068,,
741,2023,620000,甘肃省,甘肃,4329.7,11863.8,0.364950521755255,,
742,2023,630000,青海省,青海,987.73,3799.06,0.259993261491,,
743,2023,640000,宁夏回族自治区,宁夏,1354.95,5314.95,0.25493184319702,,
744,2023,650000,新疆维吾尔自治区,新疆,3849.68,19125.91,0.201280880230013,,
