row_id,feature,meanabsshap
1,INC,0.03702495208006595
2,PRI,0.02585116839769939
3,URB,0.01324658019559652
4,DIG,0.006532368077687068
5,EDU,0.004557151235428494
6,GOV,0.004458578793922138
7,INNO,0.004049330513299397
8,SOC,0.003511335590957812
9,FIN,0.003292678565281771
10,OPENPC,0.003217236512139795
