row_id,urb,gov,inno,edu,openpc,fin,dig,pri,inc,soc
1,0.08118490454134722,0.009324171383369575,0.01899918271418709,-0.001758733924869124,0.3005527385096584,-0.01590982124195423,-0.00884146107116408,0.003603298010404154,0.01075720927011498,0.003972912408915917
2,0.0822725740145489,0.01295665627418363,0.0188292970613288,-0.0008682416128669701,0.3034237184691524,-0.01487417928589808,-0.01001330446182055,0.02215703673377875,0.001098045783591252,3.690574066858311e-05
3,0.07971449327150334,0.009964871264546486,0.01618952176477385,-0.006682169730694541,0.3128541071167385,0.03020418735868064,-0.00991868219601572,0.01867601412586562,-0.006999700955312166,0.01450385435015206
4,0.07654798875674226,0.008916157347041227,0.01319167211011302,-0.003999489174618556,0.2979986402458882,-0.01033595612200115,-0.01156914252634091,0.02240452550276237,-0.01158902090362465,0.01345727875437138
5,0.06767958124436452,0.008315852110971321,0.0223357618236076,0.002062354258335173,0.2989896307431648,0.006007344743845384,-0.01655665959611979,0.01784986707199324,-0.01659460234727153,0.01508698606054172
6,0.08394315744715641,0.009011181223949762,0.0218716951706674,0.00821306944701259,0.3209752649259987,0.02826367800182911,-0.01364722390097508,0.02149067010618552,-0.01252078924893485,0.01730932334176152
7,0.08242154757790193,0.0095352825525114,0.02240338470405704,0.007380906197579743,0.3241735816949356,0.03246528855773484,0.01778555547309324,0.02224702065771849,-0.007388593591769616,0.01679701641066452
8,0.08298070396575363,0.01012617613460113,0.02851081893250567,0.006461392865182912,0.3258071242959055,0.03465120513076438,0.02407103865151862,0.02136281941685998,-0.009549657723536253,0.01717299384269081
9,0.08313563281482468,0.005607323833779209,0.02600599831795391,-0.001527708319976657,0.3271612377671436,0.03995986507034603,0.02496351172654979,0.02261208506340791,-0.01488554433796837,0.02038870469685229
10,0.09070831765498501,0.005413166556756056,0.02380385992100516,-0.001454778658820202,0.3277523581761507,0.04110629412467348,0.02511338643039552,0.02252903802213899,-0.01674004470946128,-0.004651349557331868
11,0.08695285947039064,0.005767664321711108,0.02438989759867968,-0.007854080497157337,0.3258930005699747,0.04069171618430169,0.02488687278788946,0.02246191067772063,-0.01791640125427307,-0.004158923202880199
12,0.08246726204256118,0.004755241692198812,0.02930866139184868,-0.006657094134141288,0.32415026311863,0.04188474368384845,0.02518691019249411,0.02115810779005231,-0.01726862746157284,0.01784803557414393
13,0.09104207009195768,0.007176964275507252,0.02525073281171295,-0.002412692088481913,0.3284313054344614,0.04274591031849258,0.02676029006120453,0.02096778238067626,-0.01800027438204859,0.009471425350158793
14,0.08526234027916188,0.00778475647599625,0.02625390840904946,-0.002395375674653779,0.3229063770971201,0.03968256264796769,0.03289787838718825,0.02086552018474686,-0.01758641547608737,0.01094411105158384
15,0.09126459824369809,0.01194536734102722,0.02611091293034411,-0.002010375998683438,0.3225257512219578,0.04187028157116945,0.03863720895810867,0.02060621644347843,-0.01653355890404713,0.009860208949930971
16,0.08030333266040512,0.007172601769447769,0.01841833558617288,-0.006922094628128794,0.3130944720741393,0.03762873432414544,0.03071308023397457,0.02057614427228664,-0.01997971062717144,0.009588590526769938
17,0.08810931864066637,0.007159352532239774,0.02498044052843695,-0.002610836538002236,0.3215143403270898,0.04044598037151577,0.03200158174440728,0.02067640729130099,-0.02192110347386359,0.007159722398776771
18,0.08907177738938965,0.0122509696889113,0.02553350837734714,-0.002638464330814344,0.3209217791754706,0.04073638583448795,0.03297568917211979,0.02052869639843172,-0.0212693013836788,0.007283480622788734
19,-0.004543189734101578,0.005542534631336606,0.0006478122265766142,0.001803922472299022,-0.05226606649999816,-0.01061480809542004,0.002067184851879573,0.01955678709849997,0.05157848182547696,-0.003612077989029627
20,-0.005131653114821174,0.003963427697590388,-0.003911067479489306,0.001120143516284251,-0.05401248074815288,-0.01585446503852008,0.000777474240397897,0.005815471308872429,0.0498852364433888,-0.003671768264436298
21,-0.01284179719748338,0.0003125055640005624,-0.002995143815675677,-0.003432481399215403,-0.05991660531137638,-0.009223854822757904,-0.0008293345952977837,-0.003664612695349585,0.05082035987874309,-0.004518064644223233
22,-0.01042246231241702,0.0001800786276008326,-0.0009685906942712044,-0.003056799935121989,-0.06012153532475965,-0.009343010150155099,0.001545733830704431,-0.006017715301085369,0.03839272405971757,-0.008523044864138754
23,-0.01060193371155558,-0.001984332977316625,-0.00149797107781331,9.507457884048347e-05,-0.05665310085196011,-0.01733041053320247,-0.0001142607832956687,-0.006433361223894368,0.03527948823932871,-0.008567702627602257
24,-0.01476222825330526,-0.003355914071578513,-0.003934537949392978,0.005650577844471391,-0.0539116069946742,-0.004961499509322255,0.001068975962801333,-0.00580229307765636,0.02718649750570844,-0.002286073671251814
25,-0.01891985326525336,0.002732451752666949,-0.0004287756129662981,0.005473209047549334,-0.0556679451762598,-0.002573371490365243,0.006791816031683171,-0.006894691280798777,0.02988113624618816,-0.0006027902890414651
26,-0.02718246808439466,-0.002613898682023087,-0.001054431869463262,0.002263912800308983,-0.05983553741119021,0.002245042699839733,-0.0001008796576914236,-0.004704379520435181,0.02417891091893486,-0.004426182997436716
27,-0.02317370173311288,0.0006533468240527769,-0.0002978233226501171,0.001474398702748626,-0.05087387590720643,0.0114234638979704,0.001977081771778645,0.0002766263740865974,0.02629318580361708,-0.0009243612275987173
28,-0.02113261169821847,0.001570617627033419,-0.001484920801345995,-0.001616222446301708,-0.05549121626895422,0.01155229799898398,0.001708767466050131,0.002367249120303167,0.03242846597366879,-0.001334471954720688
29,-0.01709097794746058,0.001818186516633647,0.001395766821132694,-2.266146525076119e-05,-0.04895606343679015,0.01325760597604216,0.001731574017459705,-0.0003901399959376514,0.0221780585539601,-0.003891861763429573
30,-0.01814803227399317,0.002476333223588661,-0.003748190631294828,-0.00291569194906707,-0.04790642015366514,0.002061495810108511,0.002967238752986871,-0.002186737281257617,0.01562883485695824,-0.0004106591483620757
31,-0.02184829801156472,0.00188739644388624,-0.004625350495950052,0.002322966433156312,-0.05069046404322473,-0.003011226426678081,-0.008855681670711985,-0.004609397072959855,0.0089569475527008,-0.004283700703676438
32,-0.0207548521275595,-0.000994597600341533,-0.003862813876256864,-0.001004153547667797,-0.06167768860001392,-0.00441556669183644,-0.009411463196011932,-0.009684539318831925,-0.01621267068194499,-0.0007231011801305386
33,-0.01537929112401775,0.001595133850592584,-0.0007950217945983996,-0.00525042691971676,-0.0574959584684084,-0.005587437782380772,-0.007895808168409731,-0.0112024792489143,-0.03738561150487761,-0.004194646508731003
34,-0.01285606532227669,0.001683099998079172,-0.005670551101842843,-0.005410995105647428,-0.05662153628596138,-0.004470716036520903,-0.01111638370270267,-0.01319389293917626,-0.04939652966304023,-0.005915253679009911
35,-0.01284567523098976,0.001559430542477452,-0.005611262960547618,-0.003683171205566588,-0.0582446918795847,-0.00354835632484816,-0.005875810512672216,-0.01276445006373966,-0.04755572808531185,-0.006237485336785313
36,-0.01250173507526504,0.005290529214757046,-0.005237124345444345,-0.003339214300281563,-0.05563286402663468,-0.003315622570937633,-0.005654783588153888,-0.0122678465854621,-0.04599926006533939,-0.004094747385320364
37,0.0009809666531987514,0.01368823392577806,-0.003911914741859846,0.01937977488182248,-0.05011168913297066,0.002316337724450471,0.0220032409889088,0.01663722639658255,0.0519427324538946,0.003975919797913747
38,0.01242042173043383,0.008080982321786927,0.005330279779882918,0.01566649309049542,-0.05437164832225394,-0.004601910154623214,0.02568439886442303,0.0007875887417302034,0.04823421173403224,-0.0006075094117708885
39,0.004737377758584621,0.006331591987810055,0.00824576696308529,0.004633994671663086,-0.05013622505391726,-0.009577871367349118,0.01536043154782809,-0.0008302315786929322,0.04745926703564489,0.003162288603487164
40,-0.002936932758499821,0.002941519867013653,0.003826909093305828,0.01347214011777348,-0.05503001765432339,-0.01251107707108083,0.01486262608645829,-0.006786593255528263,0.03742063943722506,-0.002164297554465214
41,-0.001606828311837986,-0.002050183701333648,0.002291992353517841,0.001859131275404856,-0.06221823819993136,-0.01276074565908657,0.00899336613989446,0.003937798598157524,0.02418856304267887,0.0004068764315135765
42,-0.001935738574729522,-0.005200708187553206,-0.01411031618323083,-0.002710047009692409,-0.06225121711951045,-0.01686034424317772,0.00538061224587208,0.003468601952959837,0.02424214335269408,0.0002558958515840913
43,-0.004912282169704916,-0.004426480331256432,-0.006036543904444767,-0.003215044905470701,-0.06628202791065153,-0.01580989176575284,0.005178582269173538,0.002611168202624155,0.01758099209815218,-0.001636826934896253
44,-0.005826661535978554,-0.006181287277976668,-0.01588792225851359,-0.003244514268704092,-0.06066170250380658,-0.01524129562763435,0.002117161369289975,0.004009278737487641,0.01061379457671119,-0.003432731451800766
45,-0.003313532711997226,-0.0108733101118016,-0.01593142849336771,-0.004204909140628426,-0.05800682280948127,-0.01269303337897694,0.003317397652182797,0.004136981175289585,0.006804143064332954,0.001342683555793393
46,-0.001422101479501995,-0.008169607560533013,-0.01585344515086074,-0.004349806412462487,-0.06770847263547551,0.001343434201043322,0.001628077155537654,0.001764737158279468,-0.01778816530710509,0.0002413263372934252
47,0.0003996066997611218,-0.004069810163234815,-0.02417517867437872,-0.004221380004360399,-0.05531418096783496,-0.00292989414839947,-0.001951346282649483,-0.0130899182928753,-0.04070633828915293,-0.005460898134719555
