row_id,feature,meanabsshap
1,PRI,0.02753547724298682
2,INC,0.0190657524108328
3,DIG,0.0188087093195613
4,EDU,0.009350559708398576
5,INNO,0.004901927289739171
6,GOV,0.004833694448096437
7,URB,0.004498733604230006
8,FIN,0.004481676143775589
9,SOC,0.003031859376091436
10,OPENPC,0.002963070356995244
