row_id,province,code,year,digital_economy,digital_economy_2,digital_economy_3,digital_economy_4
718,宁夏回族自治区,640000,2021,667,207,1374,1500
719,宁夏回族自治区,640000,2022,915,262,1313,1479
720,宁夏回族自治区,640000,2023,610,349,636,1321
721,新疆维吾尔自治区,640000,2000,10,1,18,18
722,新疆维吾尔自治区,640000,2001,8,4,21,16
723,新疆维吾尔自治区,640000,2002,7,4,25,22
724,新疆维吾尔自治区,650000,2003,9,3,37,23
725,新疆维吾尔自治区,650000,2004,11,4,28,29
726,新疆维吾尔自治区,650000,2005,6,1,36,27
727,新疆维吾尔自治区,650000,2006,17,1,43,35
728,新疆维吾尔自治区,650000,2007,15,6,48,49
729,新疆维吾尔自治区,650000,2008,22,4,64,56
730,新疆维吾尔自治区,650000,2009,43,2,103,70
731,新疆维吾尔自治区,650000,2010,69,9,133,134
732,新疆维吾尔自治区,650000,2011,98,22,142,133
733,新疆维吾尔自治区,650000,2012,106,27,198,160
734,新疆维吾尔自治区,650000,2013,145,28,213,238
735,新疆维吾尔自治区,650000,2014,174,33,286,273
736,新疆维吾尔自治区,650000,2015,300,72,383,332
737,新疆维吾尔自治区,650000,2016,348,91,530,391
738,新疆维吾尔自治区,650000,2017,438,97,684,486
739,新疆维吾尔自治区,650000,2018,520,123,586,719
740,新疆维吾尔自治区,650000,2019,516,131,701,522
741,新疆维吾尔自治区,650000,2020,577,144,1151,929
742,新疆维吾尔自治区,650000,2021,703,172,1031,1242
743,新疆维吾尔自治区,650000,2022,804,267,1083,1214
744,新疆维吾尔自治区,650000,2023,622,373,411,820
