row_id,feature,meanabsshap
1,INC,0.03853387555088773
2,PRI,0.02599203665224463
3,URB,0.01231632153647667
4,DIG,0.00684564571686581
5,EDU,0.005117107546184038
6,GOV,0.004119679015044925
7,INNO,0.004105530879894511
8,SOC,0.003317595937046633
9,FIN,0.003110289409505084
10,OPENPC,0.002613478540992013
