row_id,feature,meanabsshap
1,INC,0.08027737062416357
2,PRI,0.03416346820785861
3,URB,0.01947087654398275
4,DIG,0.01057938348880781
5,GOV,0.008170960685320442
6,INNO,0.007644673870437971
7,OPENPC,0.006910034837629165
8,EDU,0.00690668669961887
9,FIN,0.004499344781273767
10,SOC,0.004195667148520444
