row_id,model,params_json,alpha,cat_depth,cat_iterations,cat_l2_leaf_reg,cat_learning_rate,xgb_colsample_bytree,xgb_learning_rate,xgb_max_depth,xgb_n_estimators,xgb_subsample,train_r2,train_mae,train_rmse,field_016,val_r2,val_mae,val_rmse,field_020,test_r2,test_mae,test_rmse,field_024
464,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.3,6,500,3,0.05,1.0,0.05,3,300,0.8,0.9913522050194254,0.007133064577479555,0.009133708575688342,1.651177342231352,0.4439533822273065,0.03135602078205779,0.03678928040758635,5.482040139840195,0.7043813483870889,0.02383128596546504,0.02980374924761221,4.388777621295046
465,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.3,6,500,5,0.05,1.0,0.05,3,300,0.8,0.9902534492533959,0.0075435572572355,0.009696610086187057,1.74514803687433,0.4439406096784289,0.03133731582801751,0.0367897029352745,5.476488417977259,0.7080710828705312,0.02351329997606142,0.02961716897367176,4.32709982779434
466,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 1.0}",0.7,6,500,5,0.05,0.8,0.03,3,300,1.0,0.9896600873866069,0.007890776370507049,0.009987410313949589,1.817586906704246,0.4439265526981734,0.03163126485909015,0.03679016794752719,5.52760498362588,0.7128235484082572,0.02335785529941454,0.02937510295682667,4.291168362233154
467,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.3,6,500,5,0.05,1.0,0.05,3,500,0.8,0.9950092146706401,0.00540541006716995,0.006938712658124687,1.240004508170049,0.4437983006511645,0.03119061678015979,0.03679441032085136,5.453306866436907,0.7099916619083657,0.0236204851201783,0.02951958361061547,4.341659054809783
468,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.7,6,500,3,0.03,0.8,0.05,5,300,0.8,0.9932098358269333,0.006374097185530648,0.008093466913294553,1.46500825974292,0.44379189455174,0.03183833893375521,0.03679462221158485,5.543254817379647,0.7218063269909855,0.02300365328360586,0.02891203155641788,4.228797477050466
469,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.3,6,300,5,0.03,1.0,0.05,5,300,0.8,0.9952053837500987,0.005367343852501607,0.006800978230572551,1.238587967241984,0.4437086291800583,0.03131919419638662,0.03679737621967271,5.425861611889351,0.7252872210084447,0.02358030289099174,0.02873058149880457,4.348176905790964
470,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.5,6,300,3,0.03,1.0,0.03,3,300,0.8,0.9762803635403058,0.01202722263468742,0.0151268490276058,2.789774995246739,0.4435500888780841,0.03163867412218699,0.03680261938166216,5.504642825079689,0.7084929803095464,0.02400663089598043,0.0295957597797167,4.416768686871954
471,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 1.0}",0.7,6,300,3,0.05,1.0,0.05,3,300,1.0,0.9882154888758201,0.00849694046916713,0.01066228393580284,1.957608203889129,0.4434529944798704,0.03167907054206202,0.03680583006805738,5.536765002820053,0.7063735973292832,0.0240473249905883,0.0297031519672948,4.423842205648525
472,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.5,6,300,3,0.03,1.0,0.03,5,300,0.8,0.9885224285204014,0.008318983140509119,0.01052251276545568,1.918798087240016,0.4433433184767459,0.03147380767473826,0.03680945646208978,5.447498160591228,0.7229751532594599,0.02369064227219417,0.02885123090683531,4.374730824688164
473,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.7,6,300,5,0.05,1.0,0.05,3,500,0.8,0.9882325920440307,0.008426236953684071,0.01065454390113653,1.940651229764263,0.4432040933589734,0.03139504419785131,0.03681405937146005,5.486031284481087,0.7058868408098828,0.02352868614185296,0.02972776183838946,4.322601220885379
474,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.3,6,500,3,0.05,1.0,0.05,3,500,0.8,0.9957456224695126,0.004998357257454422,0.006406376691428626,1.147247704128745,0.443112243980332,0.03122876757488371,0.03681709568063762,5.461995269654071,0.705618404144468,0.02395973627255819,0.02974132498747134,4.407000592321896
475,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500, ""xgb_subsample"": 1.0}",0.5,6,300,3,0.03,0.8,0.03,5,500,1.0,0.9907275196687148,0.007481708209106678,0.00945784992856973,1.727572010769394,0.4431000709929417,0.03139977966729247,0.03681749807015641,5.429016494986014,0.7315479390991672,0.02321145855763533,0.0284013089512046,4.276620043322378
476,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 4, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.3,4,500,3,0.05,0.8,0.05,5,300,0.8,0.9974826746552099,0.003929014432121007,0.004927925486760386,0.9008003260823367,0.4430514051620106,0.03147337177624945,0.0368191067209218,5.456802443403914,0.7175403603473793,0.02326528041234596,0.02913286425988399,4.271168157338543
477,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.7,6,500,3,0.03,0.8,0.05,5,500,0.8,0.9940095039226593,0.005996045363130775,0.007601964764302398,1.378767190762871,0.4430459959128772,0.03187873189594946,0.03681928551950338,5.551474719444091,0.7223391324730426,0.02298671863030319,0.0288843316601389,4.225819127111835
478,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.3,6,300,5,0.05,0.8,0.03,5,300,0.8,0.9942295156899115,0.005775084495426483,0.007461060996256912,1.326538549830614,0.4429030071158643,0.03182264243583831,0.03682401158973432,5.52797380963382,0.745357531695713,0.02255205766390586,0.02766116088355798,4.147742308510725
479,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 4, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 1.0}",0.5,4,500,3,0.03,0.8,0.05,5,300,1.0,0.9918782833599786,0.00711996071083037,0.00885153059547942,1.644295175074975,0.4427906001704177,0.0312876730318791,0.03682772644184958,5.39467352965797,0.7027910537387219,0.0237366599003663,0.02988380706922098,4.341131723730979
480,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 0.8, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.3,6,300,3,0.05,0.8,0.05,3,500,0.8,0.993543737254391,0.006235400172673384,0.007891963288196066,1.431311229078227,0.4427405387943921,0.03138013986407758,0.0368293807618003,5.496666860126044,0.7011922685493441,0.02392508213491704,0.02996407670419566,4.400210489324238
481,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 6, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 300, ""xgb_subsample"": 0.8}",0.5,6,300,3,0.03,1.0,0.05,5,300,0.8,0.9911445508461415,0.007323210659887577,0.009242719115460934,1.691304828642152,0.4426349487625818,0.03146871186724212,0.03683286982888689,5.455344662761059,0.7237964067637248,0.02357315658801187,0.02880843373273339,4.34310043548992
482,CATBOOST_XGBOOST,"{""alpha"": 0.3, ""cat_depth"": 4, ""cat_iterations"": 300, ""cat_l2_leaf_reg"": 5, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500, ""xgb_subsample"": 1.0}",0.3,4,300,5,0.03,1.0,0.05,5,500,1.0,0.9947350152424718,0.0056897370515056,0.007126774498879655,1.32916058009857,0.4423922599312862,0.03180954364660837,0.03684088787134704,5.494648599788624,0.7140544996482783,0.02344095903890657,0.02931207872426003,4.332642046496137
483,CATBOOST_XGBOOST,"{""alpha"": 0.5, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.05, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 300, ""xgb_subsample"": 1.0}",0.5,6,500,3,0.05,1.0,0.03,3,300,1.0,0.9889742882018429,0.008148339578919455,0.01031330297712425,1.889421641871368,0.4422887901007807,0.03151327280136935,0.03684430581493981,5.507033849177427,0.7184694352962353,0.02367599318045189,0.02908491243892502,4.355147789582927
484,CATBOOST_XGBOOST,"{""alpha"": 0.7, ""cat_depth"": 6, ""cat_iterations"": 500, ""cat_l2_leaf_reg"": 3, ""cat_learning_rate"": 0.03, ""xgb_colsample_bytree"": 1.0, ""xgb_learning_rate"": 0.03, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500, ""xgb_subsample"": 0.8}",0.7,6,500,3,0.03,1.0,0.03,5,500,0.8,0.9933544056867568,0.006296179959295082,0.00800684407464007,1.446713795205866,0.4422835142914125,0.0317106427118806,0.03684448008351342,5.510417776831562,0.7176365899503112,0.02333226727156274,0.02912790128043574,4.291865006511943
