row_id,zone,dataset,r2,mae,rmse,field_006
1,中部,Train,0.9998552818696118,0.0008619097614179001,0.001084897216017984,0.1957373121687114
2,中部,Test,0.9564384705652493,0.01427506314619494,0.01668804830344741,3.331739447189773
3,中部,All,0.9926952630600949,0.003563169818074387,0.007551486680173132,0.8272932976937865
