row_id,model,train_r2,train_mae,train_rmse,field_005,val_r2,val_mae,val_rmse,field_009,test_r2,test_mae,test_rmse,field_013,best_alpha
1,OLS,0.856372054345978,0.0282059507863425,0.0363190453437277,6.448654230435,-0.00540451430101885,0.0365719909623865,0.0531724247855928,6.34479536794918,-0.305813985789451,0.0393674719599441,0.0564145187841303,6.67518460408319,
2,Ridge Regression,0.852464986841419,0.0281207297877888,0.03680971881819,6.44554518107832,0.0191114527182973,0.036004891490782,0.052520140841618,6.21631208535025,-0.257089132167055,0.0373127102249359,0.0553519934234048,6.2932068491599,10.0
