row_id,admincode,region,zone,year,pcgdp,pcrs,fsr,tig,ruur,hbtp,ipr,hesp,gcr,wei,sdei,epes,ugpr,uwpr,pcura,ptvp
21,110000,北京,东部,2010,78307.0,32315.49439347605,86.62689708977962,77.57350975674953,1.4,73.5,69.0,6196.0,46.7,9.116212242715852,0.0007691793638064688,2.239338760249069,100.0,100.0,5.57,14.24
22,110000,北京,东部,2011,86246.0,35682.80632411067,92.63688552121113,78.48715442613795,1.4,73.96,70.0,5613.0,45.6,8.463010797728755,0.0005695569207856278,2.912274322621201,100.0,100.0,5.26,22.38
23,110000,北京,东部,2012,92758.0,39092.87776708374,89.94982782995189,78.95157348079076,1.3,48.41,72.0,5534.0,46.2,7.373256871330428,0.0004930432542957314,3.080880577210601,100.0,100.0,7.57,23.43
24,110000,北京,东部,2013,100569.0,41751.05882352941,87.7194117393367,79.5212589781685,1.2,49.18,75.0,5469.0,47.1,6.84091489784524,0.00041164725142657066,3.310523617160957,100.0,100.0,7.61,24.39
25,110000,北京,东部,2014,106732.0,44394.28834638416,89.00450198578017,79.96990316671028,1.3,51.03,75.0,5429.0,49.1,6.5739335252551685,0.00034415074587804237,4.715482013052886,100.0,100.0,7.44,24.84
26,110000,北京,东部,2015,113692.0,56087.29433272395,82.330201997316,81.59658744667887,1.4,51.4,76.0,5218.0,48.4,6.123426597414757,0.0002873389267568233,5.285393101765515,100.0,100.0,7.62,24.58
27,110000,北京,东部,2016,123391.0,59840.09111617312,79.31079155331001,82.26594973595847,1.4,53.86,78.0,5028.0,48.4,6.154275697824061,5.547091105424315e-05,5.6718127855377976,100.0,100.0,7.62,24.31
28,110000,北京,东部,2017,136172.0,63508.204193254336,79.5774947139217,82.69484322189874,1.4,55.58,,5300.0,48.4,,2.175149750694375e-05,6.717532196356379,100.0,100.0,7.44,26.55
29,110000,北京,东部,2018,150962.0,65795.16423357664,77.44059704768699,83.0909804869208,1.4,57.39,,5268.0,48.4,,8.1556213375219e-06,5.346366090560976,100.0,100.0,7.57,18.24
30,110000,北京,东部,2019,161776.0,68823.74429223745,78.52255409216016,83.68829542024146,1.3,59.33,,5320.0,48.5,,5.360402425158908e-06,4.1684945985456645,100.0,99.06,7.68,17.41
